15:11:18.08,e2001d8712461320db93,-55,174
15:11:18.10,e2001d871271320b9f,-51,168
15:11:18.10,Bad CRC,,
15:11:18.13,e2001d8712461320db93,-58,174
15:11:18.17,e2001d8712401320d4a0,-52,171
15:11:18.17,e2001d871271320b9f,-52,171
15:11:18.18,Bad CRC,,
15:11:18.23,e2001d871271320b9f,-53,174
15:11:18.25,e2001d8712401320d4a0,-52,171
15:11:18.27,e2001d8712171320c120,-55,174
15:11:18.28,e2001d8712461320db93,-58,168
15:11:18.30,e2001d8712401320d4a0,-52,171
15:11:18.31,e2001d871271320b9f,-52,171
15:11:18.33,e2001d8712171320c120,-55,174
15:11:18.34,e2001d8712461320db93,-58,171
15:11:18.41,e2001d8712461320db93,-58,174
15:11:18.41,e2001d8712401320d4a0,-52,174
15:11:18.43,Bad CRC,,
15:11:18.48,e2001d871271320b9f,-52,171
15:11:18.49,e2001d8712171320c120,-55,174
15:11:18.50,Bad CRC,,
15:11:18.55,e2001d871271320b9f,-51,174
15:11:18.57,e2001d8712461320db93,-52,171
15:11:18.57,Bad CRC,,
15:11:18.59,e2001d8712461320db93,-53,174
15:11:18.61,e2001d8712171320c120,-56,171
15:11:18.65,e2001d871271320b9f,-51,171
15:11:18.66,e2001d8712461320db93,-52,174
15:11:18.68,Bad CRC,,
15:11:18.69,Bad CRC,,
15:11:18.73,e2001d8712401320d4a0,-51,174
15:11:18.73,e2001d871271320b9f,-51,174
15:11:18.75,Bad CRC,,
15:11:18.77,e2001d871271320b9f,-51,171
15:11:18.80,Bad CRC,,
15:11:18.84,Bad CRC,,
15:11:18.84,e2001d8712171320c120,-55,168
15:11:18.85,e2001d871271320b9f,-52,174
15:11:18.89,Bad CRC,,
15:11:18.89,e2001d8712171320c120,-55,174
15:11:18.90,e2001d871271320b9f,-51,171
15:11:18.92,Bad CRC,,
15:11:18.95,e2001d8712401320d4a0,-51,174
15:11:18.97,e2001d871271320b9f,-51,171
15:11:18.99,Bad CRC,,
15:11:18.99,Bad CRC,,
15:11:19.01,e2001d8712461320db93,-53,168
15:11:19.04,e2001d871271320b9f,-52,174
15:11:19.09,e2001d8712401320d4a0,-52,174
15:11:19.09,e2001d8712171320c120,-55,171
15:11:19.10,Bad CRC,,
15:11:19.13,e2001d871271320b9f,-53,174
15:11:19.13,e2001d8712171320c120,-53,171
15:11:19.16,e2001d8712401320d4a0,-52,174
15:11:19.17,e2001d8712171320c120,-53,171
15:11:19.18,e2001d871271320b9f,-53,171
15:11:19.24,e2001d8712401320d4a0,-52,168
15:11:19.24,e2001d8712171320c120,-55,174
15:11:19.26,Bad CRC,,
15:11:19.29,e2001d871271320b9f,-52,171
15:11:19.29,e2001d8712171320c120,-53,171
15:11:19.33,e2001d871271320b9f,-52,174
15:11:19.33,e2001d8712401320d4a0,-52,174
15:11:19.35,Bad CRC,,
15:11:19.37,e2001d8712401320d4a0,-52,171
15:11:19.38,e2001d8712171320c120,-55,174
15:11:19.43,e2001d8712171320c120,-55,174
15:11:19.47,e2001d871271320b9f,-52,174
15:11:19.49,Bad CRC,,
15:11:19.49,Bad CRC,,
15:11:19.50,Bad CRC,,
15:11:19.56,e2001d8712171320c120,-55,174
15:11:19.56,e2001d8712401320d4a0,-51,171
15:11:19.59,Bad CRC,,
15:11:19.61,e2001d8712171320c120,-55,174
15:11:19.61,e2001d871271320b9f,-52,171
15:11:19.65,e2001d871271320b9f,-52,171
15:11:19.66,e2001d8712401320d4a0,-52,171
15:11:19.68,Bad CRC,,
15:11:19.72,e2001d8712461320db93,-55,174
15:11:19.73,e2001d8712401320d4a0,-51,174
15:11:19.75,Bad CRC,,
15:11:19.78,e2001d8712171320c120,-55,168
15:11:19.78,e2001d8712401320d4a0,-51,171
15:11:19.81,e2001d8712401320d4a0,-51,174
15:11:19.84,e2001d8712171320c120,-55,174
15:11:19.84,e2001d871271320b9f,-52,171
15:11:19.86,Bad CRC,,
15:11:19.89,e2001d871271320b9f,-52,168
15:11:19.89,e2001d8712171320c120,-55,171
15:11:19.92,Bad CRC,,
15:11:19.95,e2001d871271320b9f,-52,171
15:11:19.96,e2001d8712171320c120,-55,168
15:11:19.97,Bad CRC,,
15:11:20.02,e2001d8712401320d4a0,-51,174
15:11:20.03,e2001d871271320b9f,-51,174
15:11:20.05,Bad CRC,,
15:11:20.06,Bad CRC,,
15:11:20.09,e2001d8712401320d4a0,-52,171
15:11:20.09,e2001d8712171320c120,-55,174
15:11:20.13,e2001d871271320b9f,-53,174
15:11:20.13,e2001d8712401320d4a0,-52,174
15:11:20.15,Bad CRC,,
15:11:20.17,e2001d871271320b9f,-52,171
15:11:20.17,e2001d8712401320d4a0,-52,174
15:11:20.21,e2001d871271320b9f,-53,174
15:11:20.21,e2001d8712401320d4a0,-52,171
15:11:20.25,Bad CRC,,
15:11:20.27,e2001d871271320b9f,-53,174
15:11:20.27,e2001d8712171320c120,-55,171
15:11:20.32,e2001d8712171320c120,-55,171
15:11:20.33,e2001d8712401320d4a0,-52,171
15:11:20.34,Bad CRC,,
15:11:20.37,e2001d8712401320d4a0,-52,174
15:11:20.37,e2001d871271320b9f,-53,174
15:11:20.41,e2001d8712171320c120,-53,174
15:11:20.42,e2001d8712401320d4a0,-52,171
15:11:20.45,Bad CRC,,
15:11:20.46,Bad CRC,,
15:11:20.49,Bad CRC,,
15:11:20.49,Bad CRC,,
15:11:20.53,Bad CRC,,
15:11:20.53,Bad CRC,,
15:11:20.54,Bad CRC,,
15:11:20.57,Bad CRC,,
15:11:20.61,Bad CRC,,
15:11:20.63,Bad CRC,,
15:11:20.63,Bad CRC,,
15:11:20.65,Bad CRC,,
15:11:20.66,e2001d8712171320c120,-56,174
15:11:20.66,Scanning,,
15:11:20.71,e2001d8712171320c120,-56,171
15:11:20.72,e2001d871271320b9f,-52,174
15:11:20.74,Bad CRC,,
15:11:20.78,e2001d8712171320c120,-55,174
15:11:20.78,e2001d871271320b9f,-51,171
15:11:20.81,Bad CRC,,
15:11:20.83,e2001d871271320b9f,-51,174
15:11:20.85,e2001d8712401320d4a0,-51,171
15:11:20.85,e2001d8712171320c120,-55,171
15:11:20.89,e2001d8712401320d4a0,-51,174
15:11:20.89,e2001d8712461320db93,-52,174
15:11:20.91,e2001d871271320b9f,-52,168
15:11:20.93,e2001d8712171320c120,-56,174
15:11:20.98,e2001d8712461320db93,-53,171
15:11:21.00,e2001d8712401320d4a0,-51,171
15:11:21.01,Bad CRC,,
15:11:21.03,e2001d871271320b9f,-51,174
15:11:21.07,e2001d8712171320c120,-55,174
15:11:21.09,e2001d8712461320db93,-52,168
15:11:21.09,Bad CRC,,
15:11:21.13,e2001d871271320b9f,-52,171
15:11:21.14,e2001d8712171320c120,-55,168
15:11:21.16,Bad CRC,,
15:11:21.20,e2001d871271320b9f,-52,174
15:11:21.20,e2001d8712401320d4a0,-51,171
15:11:21.23,Bad CRC,,
15:11:21.27,e2001d8712171320c120,-55,171
15:11:21.30,e2001d8712401320d4a0,-51,171
15:11:21.30,Bad CRC,,
15:11:21.32,Bad CRC,,
15:11:21.37,e2001d8712461320db93,-56,174
15:11:21.37,e2001d8712171320c120,-55,171
15:11:21.38,e2001d871271320b9f,-52,174
15:11:21.41,Bad CRC,,
15:11:21.46,e2001d871271320b9f,-52,174
15:11:21.50,e2001d8712171320c120,-55,171
15:11:21.53,Bad CRC,,
15:11:21.53,Bad CRC,,
15:11:21.56,Bad CRC,,
15:11:21.59,Bad CRC,,
15:11:21.61,Bad CRC,,
15:11:21.65,Bad CRC,,
15:11:21.65,e2001d8712461320db93,-55,177
15:11:21.68,e2001d8712401320d4a0,-51,174
15:11:21.69,Bad CRC,,
15:11:21.70,Bad CRC,,
15:11:21.74,e2001d8712401320d4a0,-52,171
15:11:21.74,e2001d871271320b9f,-52,171
15:11:21.77,Bad CRC,,
15:11:21.79,e2001d8712171320c120,-55,174
15:11:21.79,e2001d8712401320d4a0,-52,171
15:11:21.82,e2001d8712171320c120,-55,174
15:11:21.83,e2001d871271320b9f,-53,171
15:11:21.86,Bad CRC,,
15:11:21.88,e2001d8712171320c120,-55,171
15:11:21.90,e2001d871271320b9f,-53,174
15:11:21.92,e2001d8712401320d4a0,-52,171
15:11:21.93,Bad CRC,,
15:11:21.94,Bad CRC,,
15:11:21.96,e2001d8712401320d4a0,-52,171
15:11:21.97,e2001d871271320b9f,-52,174
15:11:22.01,e2001d8712401320d4a0,-52,174
15:11:22.01,e2001d8712171320c120,-55,171
15:11:22.03,Bad CRC,,
15:11:22.08,e2001d871271320b9f,-52,174
15:11:22.12,e2001d8712401320d4a0,-52,174
15:11:22.14,Bad CRC,,
15:11:22.14,Bad CRC,,
15:11:22.15,Bad CRC,,
15:11:22.21,Bad CRC,,
15:11:22.22,e2001d8712171320c120,-55,174
15:11:22.22,e2001d8712461320db93,-58,168
15:11:22.25,Bad CRC,,
15:11:22.30,e2001d8712461320db93,-58,171
15:11:22.30,e2001d871271320b9f,-52,171
15:11:22.32,Bad CRC,,
15:11:22.33,e2001d8712401320d4a0,-51,174
15:11:22.34,e2001d8712171320c120,-55,174
15:11:22.37,e2001d8712461320db93,-58,174
15:11:22.41,e2001d8712401320d4a0,-52,174
15:11:22.41,e2001d871271320b9f,-52,168
15:11:22.45,e2001d8712401320d4a0,-51,171
15:11:22.46,e2001d871271320b9f,-51,171
15:11:22.46,Bad CRC,,
15:11:22.51,e2001d8712171320c120,-56,174
15:11:22.53,e2001d8712401320d4a0,-51,171
15:11:22.55,Bad CRC,,
15:11:22.58,e2001d8712171320c120,-55,171
15:11:22.61,e2001d8712401320d4a0,-51,174
15:11:22.62,Bad CRC,,
15:11:22.62,Bad CRC,,
15:11:22.65,e2001d8712171320c120,-56,174
15:11:22.65,Scanning,,
15:11:22.70,e2001d8712171320c120,-55,171
15:11:22.70,e2001d8712401320d4a0,-52,174
15:11:22.71,Bad CRC,,
15:11:22.77,e2001d8712461320db93,-58,165
15:11:22.78,e2001d8712171320c120,-55,171
15:11:22.79,Bad CRC,,
