,time,activity,mean,variance
73,18:01.3,1,-53,0
74,18:01.4,1,-53,0
75,18:01.5,1,-54,1
76,18:01.6,1,-54,1
77,18:01.7,1,-53,1
78,18:01.9,1,-53,0
79,18:02.0,1,-53,0
80,18:02.2,1,-53,1
81,18:02.2,1,-53,1
82,18:02.4,1,-54,1
83,18:02.5,1,-53,1
84,18:02.5,1,-54,1
85,18:02.6,1,-53,1
86,18:02.7,1,-54,1
87,18:02.9,1,-55,0
88,18:03.0,1,-55,0
89,18:03.2,1,-55,0
90,18:03.3,1,-53,1
91,18:03.4,1,-54,1
92,18:03.5,1,-53,0
93,18:03.6,1,-53,1
94,18:03.8,1,-53,1
95,18:03.9,1,-54,1
96,18:04.1,1,-54,1
97,18:04.2,1,-53,1
98,18:04.3,1,-55,0
99,18:04.4,1,-53,1
100,18:04.5,1,-54,1
101,18:04.6,1,-54,1
102,18:04.8,1,-55,0
103,18:04.8,1,-55,0
104,18:04.9,1,-54,1
105,18:05.2,1,-53,1
106,18:05.3,1,-53,0
107,18:05.3,1,-54,1
108,18:05.5,1,-53,0
109,18:05.5,1,-53,0
110,18:05.7,1,-53,1
111,18:05.7,1,-53,1
112,18:05.9,1,-53,1
113,18:06.0,1,-53,0
114,18:06.2,1,-53,1
115,18:06.3,1,-55,0
116,18:06.4,1,-55,0
117,18:06.5,1,-55,0
118,18:06.6,1,-55,0
119,18:06.8,1,-54,1
120,18:06.9,1,-55,0
121,18:07.0,1,-53,1
122,18:07.2,1,-54,1
123,18:07.3,1,-54,1
124,18:07.5,1,-53,0
125,18:07.6,1,-55,0
126,18:07.7,1,-54,1
127,18:07.8,1,-54,1
128,18:07.9,1,-54,1
129,18:08.1,1,-55,0
130,18:08.2,1,-54,1
131,18:08.3,1,-55,0
132,18:08.4,1,-55,0
133,18:08.6,1,-53,1
134,18:08.7,1,-53,1
135,18:08.8,1,-55,0
136,18:08.9,1,-54,1
137,18:09.0,1,-53,1
138,18:09.2,1,-53,0
139,18:14.9,2,-55,0
140,18:15.0,2,-55,0
141,18:15.1,2,-55,0
142,18:15.2,2,-56,0
143,18:15.3,2,-55,0
144,18:15.4,2,-55,0
145,18:15.5,2,-55,0
146,18:15.6,2,-55,0
147,18:15.7,2,-55,0
148,18:15.8,2,-54,1
149,18:15.9,2,-53,1
150,18:16.0,2,-54,1
151,18:16.1,2,-55,0
152,18:16.3,2,-55,0
153,18:16.4,2,-55,0
154,18:16.4,2,-55,0
155,18:16.5,2,-55,0
156,18:16.6,2,-55,1
157,18:16.7,2,-53,1
158,18:16.8,2,-54,1
159,18:16.9,2,-55,0
160,18:17.2,2,-54,1
161,18:17.2,2,-54,1
162,18:17.3,2,-55,0
163,18:17.5,2,-55,0
164,18:17.6,2,-55,1
165,18:17.7,2,-57,1
166,18:17.9,2,-57,0
167,18:18.0,2,-58,0
168,18:20.1,2,-55,1
169,18:20.2,2,-55,0
170,18:20.3,2,-55,0
171,18:20.4,2,-55,0
172,18:20.5,2,-56,0
173,18:20.7,2,-55,0
174,18:20.8,2,-55,0
175,18:20.9,2,-55,0
176,18:21.0,2,-56,1
177,18:21.2,2,-56,0
178,18:21.3,2,-55,0
179,18:21.4,2,-55,0
180,18:21.5,2,-57,0
181,18:21.7,2,-56,2
182,18:22.9,2,-56,2
183,18:23.2,2,-55,0
184,18:23.3,2,-56,1
185,18:23.5,2,-55,0
186,18:23.5,2,-55,0
187,18:23.7,2,-55,0
188,18:23.8,2,-55,0
189,18:23.9,2,-55,0
190,18:24.0,2,-56,1
191,18:24.2,2,-55,1
192,18:24.2,2,-55,0
193,18:24.4,2,-55,0
194,18:24.5,2,-55,0
195,18:24.6,2,-55,1
196,18:24.7,2,-57,3
197,18:26.2,2,-58,1
198,18:26.3,2,-57,0
199,18:26.4,2,-57,0
200,18:26.5,2,-57,0
201,18:26.7,2,-57,0
202,18:26.8,2,-58,0
203,18:26.9,2,-58,0
204,18:27.1,2,-58,0
205,18:27.3,2,-58,0
206,18:27.3,2,-57,0
207,18:27.4,2,-55,0
208,18:27.6,2,-55,1
209,18:27.7,2,-55,0
210,18:27.8,2,-56,0
211,18:27.9,2,-58,0
212,18:29.5,2,-57,1
213,18:29.6,2,-55,0
214,18:29.8,2,-55,0
215,18:29.9,2,-55,0
216,18:30.0,2,-57,0
217,18:30.2,2,-57,0
218,18:30.3,2,-57,1
219,18:30.4,2,-56,0
220,18:30.5,2,-56,1
221,18:30.6,2,-56,0
222,18:30.6,2,-55,0
223,18:30.8,2,-55,1
224,18:30.9,2,-55,0
225,18:31.0,2,-55,0
226,18:31.2,2,-57,0
227,18:31.3,2,-55,1
228,18:32.5,2,-57,0
229,18:32.7,2,-57,1
230,18:32.8,2,-55,0
231,18:32.9,2,-57,0
232,18:33.0,2,-57,0
233,18:33.2,2,-57,0
234,18:33.3,2,-56,0
235,18:33.4,2,-56,0
236,18:33.5,2,-55,0
237,18:33.6,2,-56,0
238,18:33.7,2,-55,0
239,18:33.8,2,-55,0
240,18:33.9,2,-53,1
241,18:34.1,2,-55,0
242,18:34.2,2,-55,0
243,18:34.3,2,-56,0
244,18:34.4,2,-56,2
245,18:35.6,2,-57,1
246,18:35.8,2,-55,0
247,18:35.9,2,-55,0
248,18:36.2,2,-55,0
249,18:36.3,2,-56,0
250,18:36.4,2,-57,0
251,18:36.5,2,-57,0
252,18:36.6,2,-57,0
253,18:36.7,2,-56,0
254,18:36.8,2,-56,0
255,18:36.8,2,-55,0
256,18:37.0,2,-55,0
257,18:37.0,2,-55,0
258,18:37.2,2,-55,0
259,18:37.3,2,-55,0
260,18:37.5,2,-55,0
261,18:37.7,2,-56,3
262,18:38.7,2,-54,2
263,18:38.9,2,-53,1
264,18:39.2,2,-56,0
265,18:39.3,2,-56,1
266,18:39.3,2,-57,0
267,18:39.4,2,-58,0
268,18:39.5,2,-57,0
269,18:39.7,2,-57,0
270,18:39.8,2,-56,0
271,18:39.9,2,-55,0
272,18:40.0,2,-55,4
273,18:40.2,2,-54,1
274,18:40.3,2,-53,0
275,18:40.4,2,-53,1
276,18:40.5,2,-55,1
277,18:40.7,2,-57,3
278,18:41.9,2,-55,6
279,18:42.2,2,-54,1
280,18:42.3,2,-55,0
281,18:42.5,2,-56,0
282,18:42.6,2,-57,0
283,18:42.7,2,-57,0
284,18:42.8,2,-56,0
285,18:42.9,2,-57,0
286,18:43.0,2,-55,4
287,18:43.1,2,-55,1
288,18:43.2,2,-55,0
289,18:43.3,2,-55,1
290,18:43.4,2,-55,1
291,18:43.5,2,-56,1
292,18:43.7,2,-57,0
293,18:43.8,2,-57,0
294,18:43.9,2,-57,1
295,18:45.4,2,-55,0
296,18:45.5,2,-55,4
297,18:45.6,2,-56,1
298,18:45.8,2,-56,1
299,18:45.9,2,-57,0
300,18:45.9,2,-57,0
301,18:46.1,2,-56,0
302,18:46.3,2,-56,0
303,18:46.3,2,-56,0
304,18:46.4,2,-55,0
305,18:46.5,2,-55,0
306,18:46.6,2,-55,1
307,18:46.7,2,-55,0
308,18:46.8,2,-55,0
309,18:46.9,2,-55,1
310,18:47.0,2,-56,1
311,18:47.2,2,-57,0
312,18:47.3,2,-56,0
313,18:47.4,2,-57,0
314,18:48.6,2,-58,0
315,18:48.7,2,-56,1
316,18:48.9,2,-56,1
317,18:49.2,2,-56,0
318,18:49.2,2,-57,0
319,18:49.3,2,-56,2
320,18:49.4,2,-57,0
321,18:49.5,2,-57,0
322,18:49.6,2,-57,1
323,18:49.7,2,-55,0
324,18:49.8,2,-54,1
325,18:49.9,2,-54,1
326,18:50.0,2,-55,0
327,18:50.2,2,-55,0
328,18:50.3,2,-55,0
329,18:50.5,2,-56,1
330,18:50.7,2,-57,4
331,18:51.8,2,-55,4
332,18:52.1,2,-55,0
333,18:52.2,2,-54,1
334,18:52.3,2,-55,0
335,18:52.4,2,-55,0
336,18:52.5,2,-56,0
337,18:52.6,2,-55,0
338,18:52.7,2,-55,0
339,18:52.8,2,-55,0
340,18:52.8,2,-55,0
341,18:52.9,2,-55,0
342,18:53.1,2,-54,1
343,18:53.2,2,-53,1
344,18:53.3,2,-53,1
345,18:53.4,2,-54,1
346,18:53.5,2,-55,0
347,18:53.6,2,-56,1
348,18:53.8,2,-57,0
349,18:53.9,2,-56,0
350,18:54.0,2,-57,0
351,18:54.8,2,-56,2
352,18:55.5,2,-57,3
353,18:55.7,2,-57,0
354,18:55.8,2,-58,0
355,18:56.1,2,-58,0
356,18:56.3,2,-58,0
357,18:56.4,2,-57,0
358,18:56.5,2,-57,0
359,18:56.6,2,-57,2
360,18:56.7,2,-55,0
361,18:56.8,2,-55,0
362,18:57.0,2,-55,0
363,18:57.2,2,-56,1
364,18:57.3,2,-58,0
365,18:57.4,2,-57,4
366,18:57.5,2,-57,0
367,18:57.8,2,-58,0
368,18:59.0,2,-59,2
369,18:59.8,2,-61,0
370,19:00.3,2,-58,4
371,19:00.5,2,-55,1
372,19:00.6,2,-56,0
373,19:00.7,2,-57,0
374,19:00.8,2,-58,0
375,19:01.0,2,-58,0
376,19:01.5,2,-58,0
377,19:04.0,2,-57,1
378,19:04.2,2,-56,0
379,19:04.3,2,-56,2
380,19:04.5,2,-57,1
381,19:04.6,2,-57,0
382,19:04.7,2,-58,1
383,19:04.8,2,-58,5
384,19:07.5,2,-58,0
385,19:10.8,2,-58,1
386,19:10.9,2,-57,0
387,19:11.2,2,-57,0
388,19:11.3,2,-58,1
389,19:11.8,2,-58,0
390,19:14.4,2,-58,0
391,19:14.5,2,-59,3
392,19:32.6,2,-58,0
393,19:49.2,3,-51,0
394,19:49.2,3,-51,0
395,19:49.3,3,-51,0
396,19:49.4,3,-51,0
397,19:49.5,3,-51,0
398,19:49.6,3,-51,0
399,19:49.7,3,-51,0
400,19:49.8,3,-51,0
401,19:49.8,3,-51,0
402,19:49.9,3,-51,0
403,19:50.1,3,-51,0
404,19:50.2,3,-51,0
405,19:50.3,3,-51,0
406,19:50.4,3,-51,0
407,19:50.5,3,-51,0
408,19:50.5,3,-51,0
409,19:50.6,3,-49,0
410,19:50.7,3,-51,0
411,19:50.8,3,-51,0
412,19:50.9,3,-51,0
413,19:51.1,3,-51,0
414,19:51.2,3,-51,0
415,19:51.3,3,-52,0
416,19:51.4,3,-52,0
417,19:51.5,3,-52,0
418,19:51.5,3,-52,0
419,19:51.6,3,-53,2
420,19:51.7,3,-55,0
421,19:51.8,3,-55,0
422,19:51.9,3,-54,1
423,19:52.0,3,-54,1
424,19:52.2,3,-56,0
425,19:52.3,3,-55,0
426,19:52.4,3,-54,1
427,19:52.5,3,-54,1
428,19:52.5,3,-55,0
429,19:52.6,3,-55,0
430,19:52.7,3,-55,0
431,19:52.8,3,-55,0
432,19:52.9,3,-54,1
433,19:53.0,3,-53,1
434,19:53.1,3,-52,0
435,19:53.2,3,-52,0
436,19:53.3,3,-53,2
437,19:53.4,3,-53,10
438,19:53.5,3,-52,0
439,19:53.6,3,-51,0
440,19:53.7,3,-52,0
441,19:53.8,3,-51,0
442,19:53.8,3,-52,0
443,19:53.9,3,-51,0
444,19:54.0,3,-55,17
445,19:54.2,3,-58,0
446,19:54.3,3,-59,1
447,19:54.4,3,-59,4
448,19:54.4,3,-56,0
449,19:54.6,3,-56,0
450,19:54.7,3,-56,1
451,19:54.7,3,-53,3
452,19:54.8,3,-54,3
453,19:54.9,3,-53,2
454,19:55.1,3,-51,0
455,19:55.2,3,-51,0
456,19:55.3,3,-51,0
457,19:55.4,3,-51,0
458,19:55.5,3,-51,0
459,19:55.5,3,-50,0
460,19:55.7,3,-50,1
461,19:55.7,3,-49,0
462,19:55.8,3,-49,0
463,19:55.9,3,-49,0
464,19:56.0,3,-49,0
465,19:56.2,3,-49,0
466,19:56.3,3,-50,0
467,19:56.4,3,-51,0
468,19:56.5,3,-50,1
469,19:56.5,3,-52,0
470,19:56.6,3,-52,0
471,19:56.7,3,-51,0
472,19:56.8,3,-51,0
473,19:56.9,3,-52,0
474,19:57.0,3,-52,0
475,19:57.2,3,-54,3
476,19:57.2,3,-55,0
477,19:57.3,3,-53,2
478,19:57.4,3,-53,2
479,19:57.5,3,-56,0
480,19:57.6,3,-58,0
481,19:57.7,3,-57,0
482,19:57.8,3,-56,12
483,19:57.9,3,-55,0
484,19:58.0,3,-56,1
485,19:58.1,3,-54,3
486,19:58.2,3,-52,0
487,19:58.3,3,-54,3
488,19:58.4,3,-52,0
489,19:58.5,3,-52,0
490,19:58.6,3,-51,0
491,19:58.7,3,-52,8
492,19:58.7,3,-51,0
493,19:58.8,3,-51,0
494,19:58.9,3,-52,0
495,19:59.0,3,-51,0
496,19:59.2,3,-50,0
497,19:59.3,3,-50,0
498,19:59.3,3,-53,3
499,19:59.4,3,-55,0
500,19:59.5,3,-55,0
501,19:59.6,3,-52,1
502,19:59.7,3,-52,0
503,19:59.8,3,-51,0
504,19:59.9,3,-50,0
505,20:00.0,3,-51,0
506,20:00.2,3,-51,0
507,20:00.3,3,-51,0
508,20:00.4,3,-51,0
509,20:00.5,3,-51,0
510,20:00.6,3,-51,0
511,20:00.6,3,-51,0
512,20:00.7,3,-52,0
513,20:00.8,3,-53,1
514,20:00.9,3,-53,2
515,20:01.1,3,-56,0
516,20:01.2,3,-55,0
517,20:01.3,3,-56,0
518,20:01.4,3,-55,1
519,20:01.5,3,-56,2
520,20:01.6,3,-54,3
521,20:01.7,3,-52,0
522,20:01.8,3,-52,0
523,20:01.9,3,-53,3
524,20:02.0,3,-51,0
525,20:02.1,3,-52,0
526,20:02.2,3,-52,0
527,20:02.3,3,-52,0
528,20:02.4,3,-51,0
529,20:02.5,3,-50,0
530,20:02.6,3,-51,0
531,20:02.7,3,-54,1
532,20:02.8,3,-53,5
533,20:02.8,3,-55,0
534,20:02.9,3,-55,0
535,20:03.1,3,-52,0
536,20:03.2,3,-50,0
537,20:03.3,3,-49,0
538,20:03.4,3,-50,0
539,20:03.5,3,-52,0
540,20:03.6,3,-52,0
541,20:03.7,3,-52,0
542,20:03.8,3,-53,3
543,20:03.8,3,-51,0
544,20:03.9,3,-51,0
545,20:04.1,3,-52,0
546,20:04.2,3,-54,1
547,20:04.3,3,-54,3
548,20:04.4,3,-52,0
549,20:04.5,3,-55,1
550,20:04.5,3,-57,0
551,20:04.6,3,-57,0
552,20:04.7,3,-57,0
553,20:04.8,3,-57,0
554,20:05.0,3,-54,10
555,20:05.2,3,-54,1
556,20:05.3,3,-52,0
557,20:05.3,3,-53,3
558,20:05.4,3,-51,0
559,20:05.5,3,-52,0
560,20:05.6,3,-52,0
561,20:05.7,3,-52,0
562,20:05.8,3,-51,1
563,20:05.9,3,-50,0
564,20:06.0,3,-53,5
565,20:06.2,3,-55,0
566,20:06.3,3,-53,0
567,20:06.4,3,-53,0
568,20:06.5,3,-53,1
569,20:06.5,3,-55,0
570,20:06.6,3,-54,1
571,20:06.7,3,-51,1
572,20:06.8,3,-52,5
573,20:06.9,3,-51,0
574,20:07.0,3,-51,0
575,20:07.2,3,-52,0
576,20:07.3,3,-52,0
577,20:07.4,3,-51,0
578,20:07.5,3,-51,0
579,20:07.5,3,-52,0
580,20:07.6,3,-52,0
581,20:07.7,3,-53,2
582,20:07.8,3,-53,2
583,20:07.9,3,-52,0
584,20:08.0,3,-56,2
585,20:08.4,3,-57,0
586,20:08.4,3,-57,0
587,20:08.5,3,-54,4
588,20:08.6,3,-53,2
589,20:08.7,3,-53,1
590,20:08.8,3,-53,8
591,20:08.9,3,-51,0
592,20:09.0,3,-53,16
593,20:09.1,3,-52,0
594,20:09.2,3,-51,0
595,20:09.3,3,-51,0
596,20:09.4,3,-50,0
597,20:09.5,3,-52,1
598,20:09.5,3,-55,0
599,20:09.6,3,-54,1
600,20:09.7,3,-53,0
601,20:09.8,3,-52,0
602,20:09.9,3,-53,0
603,20:10.0,3,-54,1
604,20:10.2,3,-51,0
605,20:10.3,3,-52,5
606,20:10.4,3,-51,0
607,20:10.5,3,-51,0
608,20:10.6,3,-52,0
609,20:10.7,3,-52,0
610,20:10.8,3,-52,0
611,20:10.8,3,-52,4
612,20:10.9,3,-51,0
613,20:11.1,3,-53,0
614,20:11.2,3,-54,1
615,20:11.3,3,-54,3
616,20:11.4,3,-52,0
617,20:11.5,3,-56,1
618,20:11.6,3,-56,1
619,20:11.7,3,-54,3
620,20:11.8,3,-54,6
621,20:12.0,3,-55,10
622,20:12.2,3,-54,7
623,20:12.2,3,-54,3
624,20:12.3,3,-52,0
625,20:12.4,3,-51,0
626,20:12.5,3,-53,8
627,20:12.6,3,-52,0
628,20:12.7,3,-52,0
629,20:12.8,3,-51,1
630,20:12.9,3,-49,0
631,20:12.9,3,-52,1
632,20:13.1,3,-52,0
633,20:13.2,3,-52,0
634,20:13.3,3,-52,1
635,20:13.4,3,-51,0
636,20:13.5,3,-52,0
637,20:13.6,3,-54,1
638,20:13.7,3,-55,0
639,20:13.8,3,-51,0
640,20:13.8,3,-52,5
641,20:13.9,3,-51,0
642,20:14.1,3,-52,0
643,20:14.2,3,-52,0
644,20:14.3,3,-51,0
645,20:14.4,3,-52,0
646,20:14.5,3,-52,0
647,20:14.6,3,-52,0
648,20:14.7,3,-52,1
649,20:14.7,3,-52,0
650,20:14.8,3,-53,0
651,20:14.9,3,-53,5
652,20:15.1,3,-55,10
653,20:15.2,3,-57,0
654,20:15.5,3,-55,10
655,20:15.6,3,-55,6
656,20:15.7,3,-52,0
657,20:15.8,3,-54,1
658,20:15.9,3,-52,0
659,20:16.0,3,-52,0
660,20:16.2,3,-52,0
661,20:16.2,3,-52,0
662,20:16.3,3,-51,0
663,20:16.4,3,-50,0
664,20:16.5,3,-52,0
665,20:16.6,3,-53,1
666,20:16.7,3,-52,0
667,20:16.8,3,-51,0
668,20:16.8,3,-51,0
669,20:16.9,3,-51,0
670,20:17.1,3,-54,1
671,20:17.2,3,-53,3
672,20:17.3,3,-51,0
673,20:17.4,3,-50,0
674,20:17.5,3,-51,0
675,20:17.6,3,-51,0
676,20:17.7,3,-52,0
677,20:17.8,3,-52,0
678,20:17.9,3,-52,0
679,20:17.9,3,-52,0
680,20:18.2,3,-52,0
681,20:18.3,3,-52,1
682,20:18.3,3,-52,0
683,20:18.4,3,-52,1
684,20:18.5,3,-57,0
685,20:18.6,3,-54,3
686,20:18.7,3,-55,0
687,20:18.8,3,-56,0
688,20:18.9,3,-57,0
689,20:19.0,3,-54,10
690,20:19.2,3,-54,7
691,20:19.2,3,-55,0
692,20:19.3,3,-52,0
693,20:19.4,3,-51,0
694,20:19.5,3,-51,0
695,20:19.6,3,-51,0
696,20:19.7,3,-51,0
697,20:19.8,3,-50,0
698,20:19.9,3,-50,2
699,20:20.0,3,-53,0
700,20:20.2,3,-52,0
701,20:20.3,3,-53,3
702,20:20.4,3,-52,0
703,20:20.5,3,-54,1
704,20:20.5,3,-55,0
705,20:20.6,3,-52,1
706,20:20.7,3,-50,0
707,20:20.8,3,-51,1
708,20:20.9,3,-51,0
709,20:21.0,3,-52,0
710,20:21.2,3,-51,0
711,20:21.2,3,-52,0
712,20:21.3,3,-51,0
713,20:21.4,3,-51,0
714,20:21.5,3,-51,0
715,20:21.6,3,-52,0
716,20:21.7,3,-52,0
717,20:21.7,3,-55,0
718,20:21.8,3,-53,2
719,20:21.9,3,-54,3
720,20:22.2,3,-54,1
721,20:22.3,3,-53,1
722,20:22.4,3,-56,1
723,20:22.5,3,-56,0
724,20:22.6,3,-53,3
725,20:22.7,3,-54,3
726,20:22.8,3,-53,2
727,20:22.8,3,-53,5
728,20:22.9,3,-51,0
729,20:23.0,3,-51,0
730,20:23.1,3,-52,0
731,20:23.3,3,-51,0
732,20:23.3,3,-50,1
733,20:23.4,3,-52,1
734,20:23.5,3,-55,0
735,20:23.6,3,-55,0
736,20:23.7,3,-54,1
737,20:23.8,3,-55,0
738,20:23.9,3,-52,0
739,20:24.1,3,-50,0
740,20:24.2,3,-51,0
741,20:24.3,3,-51,0
742,20:24.4,3,-51,0
743,20:24.5,3,-51,0
744,20:24.6,3,-51,0
745,20:24.7,3,-51,0
746,20:24.7,3,-51,0
747,20:24.8,3,-51,0
748,20:24.9,3,-52,0
749,20:25.0,3,-53,1
750,20:25.2,3,-54,1
751,20:25.3,3,-56,0
752,20:25.4,3,-56,1
753,20:25.4,3,-55,0
754,20:25.5,3,-55,0
755,20:25.6,3,-55,0
756,20:25.7,3,-56,0
757,20:25.8,3,-53,4
758,20:25.9,3,-54,3
759,20:26.1,3,-53,2
760,20:26.2,3,-51,0
761,20:26.3,3,-51,0
762,20:26.4,3,-52,0
763,20:26.5,3,-52,0
764,20:26.5,3,-51,0
765,20:26.6,3,-50,0
766,20:26.7,3,-50,0
767,20:26.8,3,-53,1
768,20:26.9,3,-54,1
769,20:27.0,3,-52,0
770,20:27.2,3,-52,0
771,20:27.3,3,-52,0
772,20:27.4,3,-54,1
773,20:27.4,3,-53,2
774,20:27.5,3,-51,0
775,20:27.6,3,-50,0
776,20:27.7,3,-51,0
777,20:27.8,3,-52,0
778,20:28.0,3,-52,0
779,20:28.1,3,-51,0
780,20:28.2,3,-52,0
781,20:28.3,3,-52,0
782,20:28.4,3,-52,0
783,20:28.5,3,-54,3
784,20:28.5,3,-52,0
785,20:28.7,3,-54,3
786,20:28.7,3,-57,0
787,20:28.8,3,-55,0
788,20:28.9,3,-54,1
789,20:29.0,3,-55,1
790,20:29.2,3,-55,4
791,20:29.3,3,-53,3
792,20:29.4,3,-54,3
793,20:29.5,3,-51,0
794,20:29.6,3,-52,5
795,20:29.7,3,-51,0
796,20:29.8,3,-52,0
797,20:29.9,3,-51,0
798,20:30.0,3,-52,4
799,20:30.0,3,-52,4
800,20:30.2,3,-54,1
801,20:30.3,3,-51,0
802,20:30.4,3,-52,0
803,20:30.5,3,-52,0
804,20:30.6,3,-53,4
805,20:30.7,3,-55,0
806,20:30.8,3,-52,1
807,20:30.9,3,-50,0
808,20:31.0,3,-51,0
809,20:31.2,3,-52,0
810,20:31.3,3,-51,0
811,20:31.3,3,-51,1
812,20:31.4,3,-51,0
813,20:31.5,3,-51,0
814,20:31.6,3,-52,0
815,20:31.7,3,-54,3
816,20:31.8,3,-52,0
817,20:31.9,3,-53,3
818,20:32.0,3,-56,1
819,20:32.2,3,-56,3
820,20:32.2,3,-55,0
821,20:32.3,3,-55,0
822,20:32.4,3,-57,0
823,20:32.5,3,-53,4
824,20:32.6,3,-54,1
825,20:32.7,3,-53,1
826,20:32.8,3,-54,7
827,20:32.9,3,-51,0
828,20:33.0,3,-51,0
829,20:33.2,3,-52,0
830,20:33.2,3,-50,1
831,20:33.3,3,-51,1
832,20:33.4,3,-55,0
833,20:33.5,3,-52,0
834,20:33.6,3,-52,0
835,20:33.7,3,-52,0
836,20:33.8,3,-53,2
837,20:33.8,3,-55,0
838,20:33.9,3,-53,2
839,20:34.0,3,-51,0
840,20:34.2,3,-51,0
841,20:34.3,3,-51,1
842,20:34.4,3,-52,0
843,20:34.5,3,-52,0
844,20:34.6,3,-52,0
845,20:34.7,3,-51,0
846,20:34.7,3,-52,0
847,20:34.8,3,-52,0
848,20:34.9,3,-55,0
849,20:35.0,3,-55,1
850,20:35.2,3,-56,1
851,20:35.3,3,-54,1
852,20:35.4,3,-53,0
853,20:35.4,3,-53,1
854,20:35.5,3,-56,1
855,20:35.7,3,-55,3
856,20:35.7,3,-52,0
857,20:35.8,3,-54,1
858,20:35.9,3,-52,0
859,20:36.0,3,-52,4
860,20:36.1,3,-51,0
861,20:36.2,3,-52,0
862,20:36.3,3,-51,0
863,20:36.4,3,-50,0
864,20:36.5,3,-52,4
865,20:36.5,3,-53,2
866,20:36.6,3,-51,0
867,20:36.7,3,-52,0
868,20:36.8,3,-51,0
869,20:36.9,3,-52,0
870,20:36.9,3,-53,3
871,20:37.2,3,-54,3
872,20:37.2,3,-52,1
873,20:37.3,3,-51,0
874,20:37.4,3,-51,0
875,20:37.5,3,-52,0
876,20:37.6,3,-52,0
877,20:37.7,3,-52,0
878,20:37.8,3,-51,0
879,20:37.9,3,-52,0
880,20:38.0,3,-53,3
881,20:38.2,3,-52,0
882,20:38.2,3,-54,2
883,20:57.2,4,-52,0
884,20:57.3,4,-54,1
885,20:57.4,4,-55,0
886,20:57.4,4,-57,0
887,20:57.5,4,-54,1
888,20:57.6,4,-54,1
889,20:57.8,4,-55,0
890,20:57.8,4,-55,0
891,20:57.9,4,-55,0
892,20:58.0,4,-55,0
893,20:58.1,4,-55,0
894,20:58.3,4,-55,0
895,20:58.3,4,-55,0
896,20:58.4,4,-55,0
897,20:58.5,4,-55,0
898,20:58.6,4,-55,0
899,20:58.7,4,-55,0
900,20:58.7,4,-55,0
901,20:58.8,4,-55,0
902,20:58.9,4,-55,0
903,20:59.1,4,-55,0
904,20:59.2,4,-55,0
905,20:59.3,4,-55,0
906,20:59.4,4,-55,0
907,20:59.5,4,-55,0
908,20:59.6,4,-55,0
909,20:59.6,4,-55,0
910,20:59.8,4,-55,0
911,20:59.8,4,-55,0
912,20:59.9,4,-55,0
913,21:00.0,4,-55,0
914,21:00.2,4,-55,0
915,21:00.2,4,-55,0
916,21:00.3,4,-55,0
917,21:00.4,4,-55,0
918,21:00.5,4,-55,0
919,21:00.7,4,-55,0
920,21:00.8,4,-55,0
921,21:00.9,4,-55,0
922,21:01.0,4,-55,0
923,21:01.2,4,-55,0
924,21:01.3,4,-55,0
925,21:01.4,4,-55,0
926,21:01.5,4,-55,0
927,21:01.6,4,-55,0
928,21:01.7,4,-55,0
929,21:01.8,4,-55,0
930,21:01.8,4,-55,0
