time,id,tag_id,RSSI,phase,21:17:22.63,activity,,
21:19:25.63,e2001d8712171320c120,1,-56,"174
",00:02:03.00,2,,
21:19:25.65,e2001d8712461320db93,3,-57,"168
",00:02:03.02,2,,
21:19:25.68,e2001d8712171320c120,1,-57,"174
",00:02:03.05,2,,
21:19:25.70,e2001d8712461320db93,3,-57,"168
",00:02:03.07,2,,
21:19:25.77,e2001d8712461320db93,3,-57,"174
",00:02:03.14,2,,
21:19:25.78,e2001d8712461320db93,3,-57,"174
",00:02:03.15,2,,
21:19:25.80,e2001d8712171320c120,1,-57,"171
",00:02:03.17,2,,
21:19:25.80,e2001d8712171320c120,1,-57,"171
",00:02:03.17,2,,
21:19:25.83,e2001d8712171320c120,1,-57,"171
",00:02:03.20,2,,
21:19:25.83,e2001d8712171320c120,1,-57,"171
",00:02:03.20,2,,
21:19:25.85,e2001d8712461320db93,3,-57,"171
",00:02:03.22,2,,
21:19:25.87,e2001d8712171320c120,1,-57,"171
",00:02:03.24,2,,
21:19:25.88,e2001d8712461320db93,3,-56,"174
",00:02:03.25,2,,
21:19:25.90,e2001d8712171320c120,1,-57,"174
",00:02:03.27,2,,
21:19:25.92,e2001d8712171320c120,1,-57,"171
",00:02:03.29,2,,
21:19:25.93,e2001d8712461320db93,3,-56,"171
",00:02:03.30,2,,
21:19:25.95,e2001d8712461320db93,3,-56,"171
",00:02:03.32,2,,
21:19:25.97,e2001d8712171320c120,1,-58,"168
",00:02:03.34,2,,
21:19:25.98,e2001d8712461320db93,3,-55,"171
",00:02:03.35,2,,
21:19:26.00,e2001d8712171320c120,1,-58,"171
",00:02:03.37,2,,
21:19:26.10,e2001d8712171320c120,1,-57,"174
",00:02:03.47,2,,
21:19:26.12,e2001d8712461320db93,3,-55,"171
",00:02:03.49,2,,
21:19:26.13,e2001d8712461320db93,3,-55,"171
",00:02:03.50,2,,
21:19:26.15,e2001d8712171320c120,1,-57,"177
",00:02:03.52,2,,
21:19:26.17,e2001d8712171320c120,1,-57,"174
",00:02:03.54,2,,
21:19:26.18,e2001d8712171320c120,1,-57,"171
",00:02:03.55,2,,
21:19:26.19,e2001d8712461320db93,3,-55,"174
",00:02:03.56,2,,
21:19:26.20,e2001d8712461320db93,3,-53,"174
",00:02:03.57,2,,
21:19:26.22,e2001d8712171320c120,1,-57,"171
",00:02:03.59,2,,
21:19:26.22,e2001d8712171320c120,1,-57,"171
",00:02:03.59,2,,
21:19:26.25,e2001d8712461320db93,3,-55,"168
",00:02:03.62,2,,
21:19:26.27,e2001d8712171320c120,1,-55,"174
",00:02:03.64,2,,
21:19:26.27,e2001d8712171320c120,1,-55,"174
",00:02:03.64,2,,
21:19:26.30,e2001d8712171320c120,1,-55,"171
",00:02:03.67,2,,
21:19:26.32,e2001d8712461320db93,3,-55,"174
",00:02:03.69,2,,
21:19:26.34,e2001d8712461320db93,3,-55,"174
",00:02:03.71,2,,
21:19:26.34,e2001d8712461320db93,3,-55,"174
",00:02:03.71,2,,
21:19:26.37,e2001d8712171320c120,1,-55,"174
",00:02:03.74,2,,
21:19:26.39,e2001d8712461320db93,3,-55,"174
",00:02:03.76,2,,
21:19:26.40,e2001d8712171320c120,1,-55,"168
",00:02:03.77,2,,
21:19:26.42,e2001d8712461320db93,3,-55,"174
",00:02:03.79,2,,
21:19:26.45,e2001d8712171320c120,1,-56,"171
",00:02:03.82,2,,
21:19:26.47,e2001d8712461320db93,3,-55,"174
",00:02:03.84,2,,
21:19:26.49,e2001d8712171320c120,1,-57,"174
",00:02:03.86,2,,
21:19:26.50,e2001d8712461320db93,3,-53,"171
",00:02:03.87,2,,
21:19:26.52,e2001d8712171320c120,1,-57,"171
",00:02:03.89,2,,
21:19:26.54,e2001d8712461320db93,3,-52,"174
",00:02:03.91,2,,
21:19:26.57,e2001d8712461320db93,3,-52,"171
",00:02:03.94,2,,
21:19:26.59,e2001d8712171320c120,1,-57,"174
",00:02:03.96,2,,
21:19:26.60,e2001d8712461320db93,3,-52,"171
",00:02:03.97,2,,
21:19:26.62,e2001d8712171320c120,1,-57,"168
",00:02:03.99,2,,
21:19:26.64,e2001d8712461320db93,3,-51,"174
",00:02:04.01,2,,
21:19:26.66,e2001d8712171320c120,1,-57,"168
",00:02:04.03,2,,
21:19:26.67,e2001d8712171320c120,1,-57,"174
",00:02:04.04,2,,
21:19:26.67,e2001d8712171320c120,1,-57,"168
",00:02:04.04,2,,
21:19:26.69,e2001d8712461320db93,3,-50,"174
",00:02:04.06,2,,
21:19:26.70,e2001d8712461320db93,3,-50,"171
",00:02:04.07,2,,
21:19:26.72,e2001d8712171320c120,1,-57,"174
",00:02:04.09,2,,
21:19:26.74,e2001d8712461320db93,3,-50,"171
",00:02:04.11,2,,
21:19:26.76,e2001d8712171320c120,1,-56,"171
",00:02:04.12,2,,
21:19:26.76,e2001d8712171320c120,1,-56,"171
",00:02:04.12,2,,
21:19:26.81,e2001d8712461320db93,3,-50,"174
",00:02:04.18,2,,
21:19:26.81,e2001d8712171320c120,1,-56,"171
",00:02:04.18,2,,
21:19:26.82,e2001d8712171320c120,1,-56,"174
",00:02:04.19,2,,
21:19:26.83,e2001d8712461320db93,3,-55,"171
",00:02:04.20,2,,
21:19:26.87,e2001d8712461320db93,3,-50,"174
",00:02:04.24,2,,
21:19:26.87,e2001d8712171320c120,1,-55,"171
",00:02:04.24,2,,
21:19:26.91,e2001d8712461320db93,3,-51,"174
",00:02:04.28,2,,
21:19:26.91,e2001d8712461320db93,3,-50,"174
",00:02:04.28,2,,
21:19:26.95,e2001d8712171320c120,1,-56,"171
",00:02:04.32,2,,
21:19:26.95,e2001d8712461320db93,3,-50,"171
",00:02:04.32,2,,
21:19:26.99,e2001d8712171320c120,1,-56,"174
",00:02:04.36,2,,
21:19:26.99,e2001d8712171320c120,1,-57,"177
",00:02:04.36,2,,
21:19:27.00,e2001d8712461320db93,3,-51,"171
",00:02:04.37,2,,
21:19:27.12,e2001d8712171320c120,1,-57,"174
",00:02:04.49,2,,
21:19:27.13,e2001d8712461320db93,3,-49,"174
",00:02:04.50,2,,
21:19:27.15,e2001d8712171320c120,1,-57,"174
",00:02:04.52,2,,
21:19:27.16,e2001d8712461320db93,3,-50,"174
",00:02:04.53,2,,
21:19:27.17,e2001d8712461320db93,3,-49,"174
",00:02:04.54,2,,
21:19:27.20,e2001d8712461320db93,3,-49,"171
",00:02:04.57,2,,
21:19:27.22,e2001d8712171320c120,1,-57,"174
",00:02:04.59,2,,
21:19:27.23,e2001d8712171320c120,1,-58,"174
",00:02:04.60,2,,
21:19:27.25,e2001d8712461320db93,3,-49,"171
",00:02:04.62,2,,
21:19:27.28,e2001d8712461320db93,3,-50,"174
",00:02:04.65,2,,
21:19:27.30,e2001d8712171320c120,1,-58,"171
",00:02:04.67,2,,
21:19:27.32,e2001d8712171320c120,1,-56,"171
",00:02:04.69,2,,
21:19:27.35,e2001d8712461320db93,3,-51,"174
",00:02:04.72,2,,
21:19:27.37,e2001d8712461320db93,3,-52,"174
",00:02:04.74,2,,
21:19:27.38,e2001d8712171320c120,1,-57,"174
",00:02:04.75,2,,
21:19:27.40,e2001d8712171320c120,1,-55,"171
",00:02:04.77,2,,
21:19:27.42,e2001d8712461320db93,3,-52,"174
",00:02:04.79,2,,
21:19:27.43,e2001d8712461320db93,3,-53,"168
",00:02:04.80,2,,
21:19:27.45,e2001d8712171320c120,1,-55,"171
",00:02:04.82,2,,
21:19:27.45,e2001d8712171320c120,1,-55,"171
",00:02:04.82,2,,
21:19:27.48,e2001d8712461320db93,3,-55,"174
",00:02:04.85,2,,
21:19:27.50,e2001d8712171320c120,1,-55,"171
",00:02:04.87,2,,
21:19:27.50,e2001d8712461320db93,3,-51,"168
",00:02:04.87,2,,
21:19:27.52,e2001d8712171320c120,1,-55,"174
",00:02:04.89,2,,
21:19:27.53,e2001d8712461320db93,3,-55,"171
",00:02:04.90,2,,
21:19:27.55,e2001d8712461320db93,3,-56,"171
",00:02:04.92,2,,
21:19:27.57,e2001d8712171320c120,1,-55,"177
",00:02:04.94,2,,
21:19:27.58,e2001d8712461320db93,3,-57,"171
",00:02:04.95,2,,
21:19:27.60,e2001d8712171320c120,1,-55,"168
",00:02:04.97,2,,
21:19:27.60,e2001d8712171320c120,1,-55,"168
",00:02:04.97,2,,
21:19:27.63,e2001d8712171320c120,1,-55,"171
",00:02:05.00,2,,
21:19:27.65,e2001d8712461320db93,3,-58,"171
",00:02:05.02,2,,
21:19:27.67,e2001d8712171320c120,1,-56,"174
",00:02:05.04,2,,
21:19:27.67,e2001d8712171320c120,1,-56,"174
",00:02:05.04,2,,
21:19:27.67,e2001d8712171320c120,1,-57,"174
",00:02:05.04,2,,
21:19:27.70,e2001d8712171320c120,1,-56,"174
",00:02:05.07,2,,
21:19:27.75,e2001d8712171320c120,1,-56,"168
",00:02:05.12,2,,
21:19:27.75,e2001d8712171320c120,1,-56,"174
",00:02:05.12,2,,
21:19:27.75,e2001d8712171320c120,1,-56,"174
",00:02:05.12,2,,
21:19:27.80,e2001d8712171320c120,1,-56,"171
",00:02:05.17,2,,
21:19:27.80,e2001d8712171320c120,1,-56,"171
",00:02:05.17,2,,
21:19:27.82,e2001d8712171320c120,1,-56,"174
",00:02:05.19,2,,
21:19:27.82,e2001d8712171320c120,1,-56,"174
",00:02:05.19,2,,
21:19:27.86,e2001d8712171320c120,1,-56,"171
",00:02:05.23,2,,
21:19:27.86,e2001d8712171320c120,1,-56,"171
",00:02:05.23,2,,
21:19:27.89,e2001d8712171320c120,1,-57,"174
",00:02:05.26,2,,
21:19:27.89,e2001d8712171320c120,1,-57,"174
",00:02:05.26,2,,
21:19:27.92,e2001d8712171320c120,1,-56,"174
",00:02:05.29,2,,
21:19:27.92,e2001d8712171320c120,1,-56,"174
",00:02:05.29,2,,
21:19:27.96,e2001d8712171320c120,1,-55,"171
",00:02:05.33,2,,
21:19:27.96,e2001d8712171320c120,1,-55,"171
",00:02:05.33,2,,
21:19:28.00,e2001d8712171320c120,1,-55,"174
",00:02:05.37,2,,
21:19:28.00,e2001d8712171320c120,1,-55,"174
",00:02:05.37,2,,
21:19:28.10,e2001d8712171320c120,1,-55,"174
",00:02:05.47,2,,
21:19:28.10,e2001d8712171320c120,1,-55,"174
",00:02:05.47,2,,
21:19:28.15,e2001d8712171320c120,1,-55,"174
",00:02:05.52,2,,
21:19:28.17,e2001d8712171320c120,1,-55,"171
",00:02:05.54,2,,
21:19:28.17,e2001d8712171320c120,1,-55,"171
",00:02:05.54,2,,
21:19:28.22,e2001d8712171320c120,1,-55,"171
",00:02:05.59,2,,
21:19:28.25,e2001d8712171320c120,1,-55,"174
",00:02:05.62,2,,
21:19:28.25,e2001d8712171320c120,1,-55,"174
",00:02:05.62,2,,
21:19:28.28,e2001d8712171320c120,1,-55,"174
",00:02:05.65,2,,
21:19:28.32,e2001d8712171320c120,1,-55,"168
",00:02:05.69,2,,
21:19:28.33,e2001d8712171320c120,1,-55,"171
",00:02:05.71,2,,
21:19:28.34,e2001d8712171320c120,1,-55,"171
",00:02:05.71,2,,
21:19:28.34,e2001d8712171320c120,1,-55,"171
",00:02:05.71,2,,
21:19:28.35,e2001d8712171320c120,1,-55,"174
",00:02:05.72,2,,
21:19:28.35,e2001d8712171320c120,1,-55,"174
",00:02:05.72,2,,
21:19:28.38,e2001d8712171320c120,1,-55,"171
",00:02:05.75,2,,
21:19:28.38,e2001d8712171320c120,1,-55,"171
",00:02:05.75,2,,
21:19:28.42,e2001d8712171320c120,1,-55,"174
",00:02:05.79,2,,
21:19:28.42,e2001d8712171320c120,1,-55,"174
",00:02:05.79,2,,
21:19:28.45,e2001d8712171320c120,1,-55,"171
",00:02:05.82,2,,
21:19:28.45,e2001d8712171320c120,1,-55,"171
",00:02:05.82,2,,
21:19:28.48,e2001d8712171320c120,1,-55,"171
",00:02:05.85,2,,
21:19:28.48,e2001d8712171320c120,1,-55,"171
",00:02:05.85,2,,
21:19:28.52,e2001d8712171320c120,1,-55,"171
",00:02:05.89,2,,
21:19:28.52,e2001d8712171320c120,1,-55,"171
",00:02:05.89,2,,
21:19:28.55,e2001d8712171320c120,1,-55,"174
",00:02:05.92,2,,
21:19:28.55,e2001d8712171320c120,1,-55,"174
",00:02:05.92,2,,
21:19:28.58,e2001d8712171320c120,1,-55,"174
",00:02:05.95,2,,
21:19:28.58,e2001d8712171320c120,1,-55,"174
",00:02:05.95,2,,
21:19:28.62,e2001d8712171320c120,1,-55,"171
",00:02:05.99,2,,
21:19:28.62,e2001d8712171320c120,1,-55,"171
",00:02:05.99,2,,
21:19:28.65,e2001d8712171320c120,1,-55,"174
",00:02:06.02,2,,
21:19:28.67,e2001d8712171320c120,1,-57,"171
",00:02:06.04,2,,
21:19:28.67,e2001d8712171320c120,1,-57,"171
",00:02:06.04,2,,
21:19:28.67,e2001d8712171320c120,1,-55,"171
",00:02:06.04,2,,
21:19:28.67,e2001d8712171320c120,1,-55,"171
",00:02:06.04,2,,
21:19:28.70,e2001d8712171320c120,1,-57,"174
",00:02:06.07,2,,
21:19:28.70,e2001d8712171320c120,1,-57,"174
",00:02:06.07,2,,
21:19:28.73,e2001d8712171320c120,1,-57,"171
",00:02:06.10,2,,
21:19:28.77,e2001d8712171320c120,1,-55,"174
",00:02:06.14,2,,
21:19:28.80,e2001d8712171320c120,1,-55,"171
",00:02:06.17,2,,
21:19:28.83,e2001d8712171320c120,1,-55,"171
",00:02:06.20,2,,
21:19:28.83,e2001d8712171320c120,1,-55,"171
",00:02:06.20,2,,
21:19:28.87,e2001d8712171320c120,1,-55,"174
",00:02:06.24,2,,
21:19:28.90,e2001d8712171320c120,1,-55,"171
",00:02:06.27,2,,
21:19:28.93,e2001d8712171320c120,1,-55,"171
",00:02:06.30,2,,
21:19:28.97,e2001d8712171320c120,1,-55,"168
",00:02:06.34,2,,
21:19:29.00,e2001d8712171320c120,1,-57,"174
",00:02:06.37,2,,
21:19:29.00,e2001d8712171320c120,1,-57,"174
",00:02:06.37,2,,
21:19:29.10,e2001d8712171320c120,1,-58,"174
",00:02:06.47,2,,
21:19:29.10,e2001d8712171320c120,1,-58,"174
",00:02:06.47,2,,
21:19:29.13,e2001d8712171320c120,1,-57,"171
",00:02:06.50,2,,
21:19:29.13,e2001d8712171320c120,1,-57,"171
",00:02:06.50,2,,
21:19:29.17,e2001d8712171320c120,1,-58,"174
",00:02:06.54,2,,
21:19:29.17,e2001d8712171320c120,1,-58,"174
",00:02:06.54,2,,
21:19:29.20,e2001d8712171320c120,1,-57,"171
",00:02:06.57,2,,
21:19:29.20,e2001d8712171320c120,1,-57,"171
",00:02:06.57,2,,
21:19:29.24,e2001d8712171320c120,1,-57,"171
",00:02:06.60,2,,
21:19:29.24,e2001d8712171320c120,1,-57,"171
",00:02:06.60,2,,
21:19:29.27,e2001d8712171320c120,1,-57,"171
",00:02:06.64,2,,
21:19:29.30,e2001d8712171320c120,1,-57,"174
",00:02:06.67,2,,
21:19:29.33,e2001d8712461320db93,3,-59,"174
",00:02:06.70,2,,
21:19:29.34,e2001d8712171320c120,1,-57,"168
",00:02:06.71,2,,
21:19:29.35,e2001d8712171320c120,1,-58,"174
",00:02:06.72,2,,
21:19:29.37,e2001d8712461320db93,3,-58,"171
",00:02:06.74,2,,
21:19:29.38,e2001d8712171320c120,1,-57,"171
",00:02:06.75,2,,
21:19:29.40,e2001d8712461320db93,3,-59,"171
",00:02:06.77,2,,
21:19:29.42,e2001d8712171320c120,1,-58,"174
",00:02:06.79,2,,
21:19:29.43,e2001d8712461320db93,3,-58,"168
",00:02:06.80,2,,
21:19:29.45,e2001d8712171320c120,1,-58,"174
",00:02:06.82,2,,
21:19:29.47,e2001d8712171320c120,1,-58,"171
",00:02:06.84,2,,
21:19:29.48,e2001d8712461320db93,3,-58,"174
",00:02:06.86,2,,
21:19:29.48,e2001d8712461320db93,3,-58,"174
",00:02:06.86,2,,
21:19:29.51,e2001d8712171320c120,1,-57,"168
",00:02:06.88,2,,
21:19:29.52,e2001d8712171320c120,1,-58,"177
",00:02:06.89,2,,
21:19:29.53,e2001d8712461320db93,3,-58,"171
",00:02:06.90,2,,
21:19:29.55,e2001d8712171320c120,1,-58,"171
",00:02:06.92,2,,
21:19:29.57,e2001d8712461320db93,3,-58,"174
",00:02:06.94,2,,
21:19:29.57,e2001d8712461320db93,3,-58,"174
",00:02:06.94,2,,
21:19:29.57,e2001d8712461320db93,3,-58,"174
",00:02:06.94,2,,
21:19:29.57,e2001d8712461320db93,3,-58,"174
",00:02:06.94,2,,
21:19:29.57,e2001d8712461320db93,3,-58,"174
",00:02:06.94,2,,
21:19:29.67,e2001d8712171320c120,1,-58,"174
",00:02:07.04,2,,
21:19:29.67,e2001d8712171320c120,1,-57,"168
",00:02:07.04,2,,
21:19:29.67,e2001d8712171320c120,1,-57,"168
",00:02:07.04,2,,
21:19:29.68,e2001d8712461320db93,3,-57,"174
",00:02:07.05,2,,
21:19:29.72,e2001d8712171320c120,1,-58,"174
",00:02:07.09,2,,
21:19:29.72,e2001d8712171320c120,1,-58,"174
",00:02:07.09,2,,
21:19:29.75,e2001d8712461320db93,3,-57,"171
",00:02:07.12,2,,
21:19:29.77,e2001d8712171320c120,1,-58,"174
",00:02:07.14,2,,
21:19:29.78,e2001d8712461320db93,3,-56,"174
",00:02:07.15,2,,
21:19:29.80,e2001d8712171320c120,1,-58,"171
",00:02:07.17,2,,
21:19:29.80,e2001d8712171320c120,1,-58,"171
",00:02:07.17,2,,
21:19:29.83,e2001d8712461320db93,3,-56,"174
",00:02:07.20,2,,
21:19:29.85,e2001d8712171320c120,1,-58,"174
",00:02:07.22,2,,
21:19:29.87,e2001d8712461320db93,3,-56,"174
",00:02:07.24,2,,
21:19:29.88,e2001d8712171320c120,1,-58,"174
",00:02:07.25,2,,
21:19:29.92,e2001d8712461320db93,3,-55,"174
",00:02:07.29,2,,
21:19:29.93,e2001d8712171320c120,1,-58,"2
",00:02:07.30,2,,
21:19:29.95,e2001d8712461320db93,3,-55,"171
",00:02:07.32,2,,
21:19:29.97,e2001d8712171320c120,1,-58,"174
",00:02:07.34,2,,
21:19:29.99,e2001d8712171320c120,1,-58,"174
",00:02:07.35,2,,
21:19:30.00,e2001d8712461320db93,3,-55,"168
",00:02:07.37,2,,
21:19:30.00,e2001d8712461320db93,3,-55,"168
",00:02:07.37,2,,
21:19:30.12,e2001d8712461320db93,3,-53,"174
",00:02:07.49,2,,
21:19:30.13,e2001d8712171320c120,1,-57,"174
",00:02:07.50,2,,
21:19:30.15,e2001d8712171320c120,1,-56,"174
",00:02:07.52,2,,
21:19:30.17,e2001d8712461320db93,3,-53,"174
",00:02:07.54,2,,
21:19:30.18,e2001d8712461320db93,3,-53,"171
",00:02:07.55,2,,
21:19:30.20,e2001d8712171320c120,1,-55,"171
",00:02:07.57,2,,
21:19:30.22,e2001d8712171320c120,1,-55,"171
",00:02:07.59,2,,
21:19:30.23,e2001d8712461320db93,3,-52,"174
",00:02:07.60,2,,
21:19:30.27,e2001d8712461320db93,3,-52,"174
",00:02:07.64,2,,
21:19:30.28,e2001d8712171320c120,1,-56,"174
",00:02:07.65,2,,
21:19:30.32,e2001d8712461320db93,3,-53,"171
",00:02:07.69,2,,
21:19:30.33,e2001d8712171320c120,1,-56,"174
",00:02:07.70,2,,
21:19:30.34,e2001d8712171320c120,1,-57,"174
",00:02:07.71,2,,
21:19:30.35,e2001d8712461320db93,3,-52,"174
",00:02:07.72,2,,
21:19:30.37,e2001d8712171320c120,1,-57,"174
",00:02:07.74,2,,
21:19:30.38,e2001d8712171320c120,1,-57,"168
",00:02:07.75,2,,
21:19:30.40,e2001d8712461320db93,3,-51,"174
",00:02:07.77,2,,
21:19:30.42,e2001d8712171320c120,1,-57,"168
",00:02:07.79,2,,
21:19:30.43,e2001d8712461320db93,3,-51,"174
",00:02:07.80,2,,
21:19:30.45,e2001d8712461320db93,3,-51,"174
",00:02:07.82,2,,
21:19:30.47,e2001d8712171320c120,1,-57,"174
",00:02:07.84,2,,
21:19:30.48,e2001d8712171320c120,1,-57,"174
",00:02:07.85,2,,
21:19:30.49,e2001d8712461320db93,3,-55,"174
",00:02:07.86,2,,
21:19:30.50,e2001d8712461320db93,3,-51,"174
",00:02:07.87,2,,
21:19:30.52,e2001d8712171320c120,1,-56,"0
",00:02:07.89,2,,
21:19:30.53,e2001d8712461320db93,3,-51,"171
",00:02:07.90,2,,
21:19:30.53,e2001d8712461320db93,3,-51,"171
",00:02:07.90,2,,
21:19:30.57,e2001d8712461320db93,3,-51,"168
",00:02:07.93,2,,
21:19:30.58,e2001d8712171320c120,1,-55,"171
",00:02:07.95,2,,
21:19:30.60,e2001d8712461320db93,3,-50,"171
",00:02:07.97,2,,
21:19:30.62,e2001d8712171320c120,1,-55,"171
",00:02:07.99,2,,
21:19:30.62,e2001d8712171320c120,1,-55,"171
",00:02:07.99,2,,
21:19:30.65,e2001d8712461320db93,3,-51,"171
",00:02:08.02,2,,
21:19:30.67,e2001d8712171320c120,1,-55,"174
",00:02:08.04,2,,
21:19:30.70,e2001d8712171320c120,1,-55,"174
",00:02:08.07,2,,
21:19:30.70,e2001d8712171320c120,1,-55,"174
",00:02:08.07,2,,
21:19:30.73,e2001d8712171320c120,1,-55,"174
",00:02:08.10,2,,
21:19:30.75,e2001d8712461320db93,3,-50,"174
",00:02:08.12,2,,
21:19:30.77,e2001d8712461320db93,3,-50,"171
",00:02:08.14,2,,
21:19:30.78,e2001d8712171320c120,1,-55,"171
",00:02:08.15,2,,
21:19:30.80,e2001d8712171320c120,1,-55,"171
",00:02:08.17,2,,
21:19:30.82,e2001d8712461320db93,3,-49,"174
",00:02:08.19,2,,
21:19:30.83,e2001d8712461320db93,3,-55,"174
",00:02:08.20,2,,
21:19:30.83,e2001d8712461320db93,3,-55,"174
",00:02:08.20,2,,
21:19:30.85,e2001d8712461320db93,3,-50,"171
",00:02:08.22,2,,
21:19:30.87,e2001d8712171320c120,1,-55,"171
",00:02:08.24,2,,
21:19:30.88,e2001d8712461320db93,3,-49,"171
",00:02:08.25,2,,
21:19:30.90,e2001d8712171320c120,1,-56,"171
",00:02:08.27,2,,
21:19:30.90,e2001d8712171320c120,1,-56,"171
",00:02:08.27,2,,
21:19:30.93,e2001d8712461320db93,3,-49,"174
",00:02:08.30,2,,
21:19:30.95,e2001d8712171320c120,1,-56,"171
",00:02:08.32,2,,
21:19:30.97,e2001d8712461320db93,3,-49,"171
",00:02:08.34,2,,
21:19:30.98,e2001d8712171320c120,1,-57,"174
",00:02:08.35,2,,
21:19:31.10,e2001d8712461320db93,3,-50,"174
",00:02:08.47,2,,
21:19:31.12,e2001d8712171320c120,1,-58,"165
",00:02:08.49,2,,
21:19:31.12,e2001d8712171320c120,1,-58,"165
",00:02:08.49,2,,
21:19:31.15,e2001d8712461320db93,3,-51,"171
",00:02:08.52,2,,
21:19:31.16,e2001d8712461320db93,3,-49,"174
",00:02:08.53,2,,
21:19:31.17,e2001d8712171320c120,1,-57,"171
",00:02:08.54,2,,
21:19:31.18,e2001d8712461320db93,3,-51,"174
",00:02:08.55,2,,
21:19:31.20,e2001d8712171320c120,1,-56,"171
",00:02:08.57,2,,
21:19:31.22,e2001d8712461320db93,3,-52,"174
",00:02:08.59,2,,
21:19:31.23,e2001d8712171320c120,1,-55,"174
",00:02:08.60,2,,
21:19:31.23,e2001d8712171320c120,1,-55,"174
",00:02:08.60,2,,
21:19:31.27,e2001d8712461320db93,3,-53,"174
",00:02:08.64,2,,
21:19:31.28,e2001d8712171320c120,1,-55,"168
",00:02:08.65,2,,
21:19:31.33,e2001d8712171320c120,1,-58,"174
",00:02:08.70,2,,
21:19:31.33,e2001d8712461320db93,3,-55,"174
",00:02:08.70,2,,
21:19:31.37,e2001d8712461320db93,3,-55,"174
",00:02:08.74,2,,
21:19:31.38,e2001d8712171320c120,1,-55,"168
",00:02:08.75,2,,
21:19:31.40,e2001d8712461320db93,3,-56,"171
",00:02:08.77,2,,
21:19:31.42,e2001d8712171320c120,1,-55,"168
",00:02:08.79,2,,
21:19:31.43,e2001d8712461320db93,3,-57,"168
",00:02:08.80,2,,
21:19:31.45,e2001d8712171320c120,1,-55,"168
",00:02:08.82,2,,
21:19:31.47,e2001d8712171320c120,1,-55,"171
",00:02:08.84,2,,
21:19:31.48,e2001d8712171320c120,1,-56,"171
",00:02:08.85,2,,
21:19:31.48,e2001d8712171320c120,1,-56,"171
",00:02:08.85,2,,
21:19:31.52,e2001d8712171320c120,1,-57,"174
",00:02:08.89,2,,
21:19:31.52,e2001d8712171320c120,1,-57,"174
",00:02:08.89,2,,
21:19:31.55,e2001d8712171320c120,1,-55,"171
",00:02:08.92,2,,
21:19:31.55,e2001d8712171320c120,1,-55,"171
",00:02:08.92,2,,
21:19:31.58,e2001d8712171320c120,1,-56,"171
",00:02:08.95,2,,
21:19:31.58,e2001d8712171320c120,1,-56,"171
",00:02:08.95,2,,
21:19:31.62,e2001d8712171320c120,1,-56,"171
",00:02:08.99,2,,
21:19:31.62,e2001d8712171320c120,1,-56,"171
",00:02:08.99,2,,
21:19:31.65,e2001d8712171320c120,1,-56,"171
",00:02:09.02,2,,
21:19:31.67,e2001d8712171320c120,1,-57,"174
",00:02:09.04,2,,
21:19:31.67,e2001d8712171320c120,1,-57,"174
",00:02:09.04,2,,
21:19:31.70,e2001d8712171320c120,1,-57,"171
",00:02:09.07,2,,
21:19:31.70,e2001d8712171320c120,1,-57,"171
",00:02:09.07,2,,
21:19:31.73,e2001d8712171320c120,1,-57,"174
",00:02:09.10,2,,
21:19:31.73,e2001d8712171320c120,1,-57,"174
",00:02:09.10,2,,
21:19:31.77,e2001d8712171320c120,1,-56,"174
",00:02:09.14,2,,
21:19:31.77,e2001d8712171320c120,1,-56,"174
",00:02:09.14,2,,
21:19:31.80,e2001d8712171320c120,1,-55,"174
",00:02:09.17,2,,
21:19:31.80,e2001d8712171320c120,1,-55,"174
",00:02:09.17,2,,
21:19:31.83,e2001d8712171320c120,1,-55,"174
",00:02:09.20,2,,
21:19:31.83,e2001d8712171320c120,1,-55,"174
",00:02:09.20,2,,
21:19:31.84,e2001d8712461320db93,3,-49,"171
",00:02:09.21,2,,
21:19:31.87,e2001d8712171320c120,1,-56,"171
",00:02:09.24,2,,
21:19:31.87,e2001d8712171320c120,1,-56,"171
",00:02:09.24,2,,
21:19:31.90,e2001d8712171320c120,1,-56,"174
",00:02:09.27,2,,
21:19:31.90,e2001d8712171320c120,1,-56,"174
",00:02:09.27,2,,
21:19:31.93,e2001d8712171320c120,1,-56,"174
",00:02:09.30,2,,
21:19:31.93,e2001d8712171320c120,1,-56,"174
",00:02:09.30,2,,
21:19:31.97,e2001d8712171320c120,1,-55,"174
",00:02:09.34,2,,
21:19:31.97,e2001d8712171320c120,1,-55,"174
",00:02:09.34,2,,
21:19:32.00,e2001d8712171320c120,1,-55,"171
",00:02:09.37,2,,
21:19:32.13,e2001d8712171320c120,1,-56,"174
",00:02:09.50,2,,
21:19:32.13,e2001d8712171320c120,1,-56,"174
",00:02:09.50,2,,
21:19:32.17,e2001d8712171320c120,1,-55,"174
",00:02:09.54,2,,
21:19:32.17,e2001d8712171320c120,1,-55,"174
",00:02:09.54,2,,
21:19:32.18,e2001d8712171320c120,1,-55,"174
",00:02:09.55,2,,
21:19:32.18,e2001d8712171320c120,1,-55,"174
",00:02:09.55,2,,
21:19:32.20,e2001d8712171320c120,1,-55,"171
",00:02:09.57,2,,
21:19:32.20,e2001d8712171320c120,1,-55,"171
",00:02:09.57,2,,
21:19:32.23,e2001d8712171320c120,1,-55,"171
",00:02:09.60,2,,
21:19:32.27,e2001d8712171320c120,1,-56,"171
",00:02:09.64,2,,
