time,id,tag_id,RSSI,phase,21:17:22.63,activity,,
21:22:08.84,e2001d871271320b9f,4,-55,"174
",00:04:46.21,3,,
21:22:08.85,e2001d871271320b9f,4,-53,"174
",00:04:46.22,3,,
21:22:08.85,e2001d871271320b9f,4,-53,"174
",00:04:46.22,3,,
21:22:08.88,e2001d871271320b9f,4,-53,"171
",00:04:46.25,3,,
21:22:08.88,e2001d871271320b9f,4,-53,"171
",00:04:46.25,3,,
21:22:08.92,e2001d871271320b9f,4,-55,"174
",00:04:46.29,3,,
21:22:08.92,e2001d871271320b9f,4,-55,"174
",00:04:46.29,3,,
21:22:08.95,e2001d871271320b9f,4,-55,"174
",00:04:46.32,3,,
21:22:08.95,e2001d871271320b9f,4,-55,"174
",00:04:46.32,3,,
21:22:08.98,e2001d871271320b9f,4,-55,"174
",00:04:46.35,3,,
21:22:08.98,e2001d871271320b9f,4,-55,"174
",00:04:46.35,3,,
21:22:09.10,e2001d871271320b9f,4,-55,"171
",00:04:46.47,3,,
21:22:09.13,e2001d871271320b9f,4,-55,"171
",00:04:46.50,3,,
21:22:09.16,e2001d871271320b9f,4,-55,"171
",00:04:46.53,3,,
21:22:09.16,e2001d871271320b9f,4,-55,"171
",00:04:46.53,3,,
21:22:09.16,e2001d871271320b9f,4,-55,"171
",00:04:46.53,3,,
21:22:09.17,e2001d871271320b9f,4,-55,"171
",00:04:46.54,3,,
21:22:09.20,e2001d871271320b9f,4,-55,"174
",00:04:46.57,3,,
21:22:09.20,e2001d871271320b9f,4,-55,"174
",00:04:46.57,3,,
21:22:09.23,e2001d871271320b9f,4,-55,"168
",00:04:46.60,3,,
21:22:09.27,e2001d871271320b9f,4,-55,"174
",00:04:46.64,3,,
21:22:09.27,e2001d871271320b9f,4,-55,"174
",00:04:46.64,3,,
21:22:09.30,e2001d871271320b9f,4,-55,"174
",00:04:46.67,3,,
21:22:09.33,e2001d871271320b9f,4,-55,"171
",00:04:46.70,3,,
21:22:09.35,e2001d871271320b9f,4,-55,"171
",00:04:46.72,3,,
21:22:09.38,e2001d871271320b9f,4,-55,"171
",00:04:46.75,3,,
21:22:09.42,e2001d871271320b9f,4,-55,"174
",00:04:46.79,3,,
21:22:09.42,e2001d871271320b9f,4,-55,"174
",00:04:46.79,3,,
21:22:09.45,e2001d871271320b9f,4,-55,"174
",00:04:46.82,3,,
21:22:09.45,e2001d871271320b9f,4,-55,"174
",00:04:46.82,3,,
21:22:09.48,e2001d871271320b9f,4,-55,"174
",00:04:46.85,3,,
21:22:09.48,e2001d871271320b9f,4,-55,"174
",00:04:46.85,3,,
21:22:09.52,e2001d871271320b9f,4,-55,"174
",00:04:46.89,3,,
21:22:09.52,e2001d871271320b9f,4,-55,"174
",00:04:46.89,3,,
21:22:09.55,e2001d871271320b9f,4,-55,"168
",00:04:46.92,3,,
21:22:09.55,e2001d871271320b9f,4,-55,"168
",00:04:46.92,3,,
21:22:09.58,e2001d871271320b9f,4,-55,"174
",00:04:46.95,3,,
21:22:09.58,e2001d871271320b9f,4,-55,"174
",00:04:46.95,3,,
21:22:09.62,e2001d871271320b9f,4,-55,"171
",00:04:46.99,3,,
21:22:09.62,e2001d871271320b9f,4,-55,"171
",00:04:46.99,3,,
21:22:09.65,e2001d871271320b9f,4,-55,"171
",00:04:47.02,3,,
21:22:09.65,e2001d871271320b9f,4,-55,"171
",00:04:47.02,3,,
21:22:09.67,e2001d871271320b9f,4,-55,"174
",00:04:47.04,3,,
21:22:09.68,e2001d871271320b9f,4,-55,"168
",00:04:47.05,3,,
21:22:09.68,e2001d871271320b9f,4,-55,"168
",00:04:47.05,3,,
21:22:09.72,e2001d871271320b9f,4,-55,"174
",00:04:47.09,3,,
21:22:09.72,e2001d871271320b9f,4,-55,"174
",00:04:47.09,3,,
21:22:09.75,e2001d871271320b9f,4,-55,"171
",00:04:47.12,3,,
21:22:09.75,e2001d871271320b9f,4,-55,"171
",00:04:47.12,3,,
21:22:09.80,e2001d871271320b9f,4,-55,"171
",00:04:47.17,3,,
21:22:09.82,e2001d871271320b9f,4,-55,"174
",00:04:47.19,3,,
21:22:09.82,e2001d871271320b9f,4,-55,"174
",00:04:47.19,3,,
21:22:09.83,e2001d871271320b9f,4,-55,"174
",00:04:47.20,3,,
21:22:09.85,e2001d871271320b9f,4,-55,"171
",00:04:47.22,3,,
21:22:09.85,e2001d871271320b9f,4,-55,"171
",00:04:47.22,3,,
21:22:09.88,e2001d871271320b9f,4,-55,"174
",00:04:47.25,3,,
21:22:09.88,e2001d871271320b9f,4,-55,"174
",00:04:47.25,3,,
21:22:09.92,e2001d871271320b9f,4,-55,"174
",00:04:47.29,3,,
21:22:09.92,e2001d871271320b9f,4,-55,"174
",00:04:47.29,3,,
21:22:09.95,e2001d871271320b9f,4,-55,"171
",00:04:47.32,3,,
21:22:09.95,e2001d871271320b9f,4,-55,"171
",00:04:47.32,3,,
21:22:10.00,e2001d871271320b9f,4,-55,"168
",00:04:47.37,3,,
21:22:10.00,e2001d871271320b9f,4,-55,"168
",00:04:47.37,3,,
21:22:10.13,e2001d871271320b9f,4,-55,"171
",00:04:47.50,3,,
21:22:10.13,e2001d871271320b9f,4,-55,"171
",00:04:47.50,3,,
21:22:10.17,e2001d871271320b9f,4,-55,"171
",00:04:47.54,3,,
21:22:10.17,e2001d871271320b9f,4,-55,"171
",00:04:47.54,3,,
21:22:10.20,e2001d871271320b9f,4,-55,"171
",00:04:47.57,3,,
21:22:10.20,e2001d871271320b9f,4,-55,"171
",00:04:47.57,3,,
21:22:10.23,e2001d871271320b9f,4,-55,"174
",00:04:47.60,3,,
21:22:10.23,e2001d871271320b9f,4,-55,"174
",00:04:47.60,3,,
21:22:10.27,e2001d871271320b9f,4,-55,"171
",00:04:47.64,3,,
21:22:10.30,e2001d871271320b9f,4,-55,"174
",00:04:47.67,3,,
21:22:10.30,e2001d871271320b9f,4,-55,"174
",00:04:47.67,3,,
21:22:10.32,e2001d871271320b9f,4,-55,"171
",00:04:47.69,3,,
21:22:10.32,e2001d871271320b9f,4,-55,"171
",00:04:47.69,3,,
21:22:10.33,e2001d871271320b9f,4,-55,"174
",00:04:47.70,3,,
21:22:10.33,e2001d871271320b9f,4,-55,"174
",00:04:47.70,3,,
21:22:10.37,e2001d871271320b9f,4,-55,"168
",00:04:47.74,3,,
21:22:10.37,e2001d871271320b9f,4,-55,"168
",00:04:47.74,3,,
21:22:10.40,e2001d871271320b9f,4,-55,"171
",00:04:47.77,3,,
21:22:10.40,e2001d871271320b9f,4,-55,"171
",00:04:47.77,3,,
21:22:10.43,e2001d871271320b9f,4,-56,"171
",00:04:47.80,3,,
21:22:10.43,e2001d871271320b9f,4,-56,"171
",00:04:47.80,3,,
21:22:10.47,e2001d871271320b9f,4,-55,"174
",00:04:47.84,3,,
21:22:10.47,e2001d871271320b9f,4,-55,"174
",00:04:47.84,3,,
21:22:10.50,e2001d871271320b9f,4,-55,"168
",00:04:47.87,3,,
21:22:10.50,e2001d871271320b9f,4,-55,"168
",00:04:47.87,3,,
21:22:10.53,e2001d871271320b9f,4,-55,"171
",00:04:47.90,3,,
21:22:10.53,e2001d871271320b9f,4,-55,"171
",00:04:47.90,3,,
21:22:10.53,e2001d871271320b9f,4,-55,"171
",00:04:47.90,3,,
21:22:10.58,e2001d871271320b9f,4,-55,"171
",00:04:47.95,3,,
21:22:10.60,e2001d8712171320c120,1,-58,"171
",00:04:47.97,3,,
21:22:10.62,e2001d871271320b9f,4,-58,"171
",00:04:47.99,3,,
21:22:10.63,e2001d8712171320c120,1,-57,"171
",00:04:48.00,3,,
21:22:10.65,e2001d8712171320c120,1,-58,"171
",00:04:48.02,3,,
21:22:10.66,e2001d871271320b9f,4,-55,"171
",00:04:48.03,3,,
21:22:10.68,e2001d871271320b9f,4,-57,"177
",00:04:48.05,3,,
21:22:10.70,e2001d871271320b9f,4,-55,"171
",00:04:48.07,3,,
21:22:10.70,e2001d871271320b9f,4,-55,"171
",00:04:48.07,3,,
21:22:10.73,e2001d871271320b9f,4,-55,"174
",00:04:48.10,3,,
21:22:10.73,e2001d871271320b9f,4,-55,"174
",00:04:48.10,3,,
21:22:10.77,e2001d871271320b9f,4,-55,"174
",00:04:48.14,3,,
21:22:10.77,e2001d871271320b9f,4,-55,"174
",00:04:48.14,3,,
21:22:10.80,e2001d871271320b9f,4,-55,"171
",00:04:48.17,3,,
21:22:10.80,e2001d871271320b9f,4,-55,"171
",00:04:48.17,3,,
21:22:10.83,e2001d871271320b9f,4,-55,"174
",00:04:48.20,3,,
21:22:10.83,e2001d871271320b9f,4,-55,"171
",00:04:48.20,3,,
21:22:10.83,e2001d871271320b9f,4,-55,"171
",00:04:48.20,3,,
21:22:10.87,e2001d871271320b9f,4,-55,"171
",00:04:48.24,3,,
21:22:10.87,e2001d871271320b9f,4,-55,"171
",00:04:48.24,3,,
21:22:10.90,e2001d871271320b9f,4,-53,"174
",00:04:48.27,3,,
21:22:10.90,e2001d871271320b9f,4,-53,"174
",00:04:48.27,3,,
21:22:10.93,e2001d871271320b9f,4,-55,"174
",00:04:48.30,3,,
21:22:10.93,e2001d871271320b9f,4,-55,"174
",00:04:48.30,3,,
21:22:10.96,e2001d871271320b9f,4,-52,"171
",00:04:48.33,3,,
21:22:10.96,e2001d871271320b9f,4,-52,"171
",00:04:48.33,3,,
21:22:10.99,e2001d871271320b9f,4,-55,"171
",00:04:48.36,3,,
21:22:10.99,e2001d871271320b9f,4,-55,"171
",00:04:48.36,3,,
21:22:11.00,e2001d871271320b9f,4,-52,"174
",00:04:48.37,3,,
21:22:11.00,e2001d871271320b9f,4,-52,"174
",00:04:48.37,3,,
21:22:11.12,e2001d871271320b9f,4,-52,"174
",00:04:48.49,3,,
21:22:11.12,e2001d871271320b9f,4,-52,"174
",00:04:48.49,3,,
21:22:11.15,e2001d871271320b9f,4,-52,"171
",00:04:48.52,3,,
21:22:11.15,e2001d871271320b9f,4,-52,"171
",00:04:48.52,3,,
21:22:11.18,e2001d871271320b9f,4,-53,"171
",00:04:48.55,3,,
21:22:11.18,e2001d871271320b9f,4,-53,"171
",00:04:48.55,3,,
21:22:11.22,e2001d871271320b9f,4,-55,"174
",00:04:48.59,3,,
21:22:11.22,e2001d871271320b9f,4,-55,"174
",00:04:48.59,3,,
21:22:11.25,e2001d871271320b9f,4,-55,"171
",00:04:48.62,3,,
21:22:11.25,e2001d871271320b9f,4,-55,"171
",00:04:48.62,3,,
21:22:11.28,e2001d871271320b9f,4,-56,"174
",00:04:48.65,3,,
21:22:11.32,e2001d8712171320c120,1,-59,"174
",00:04:48.69,3,,
21:22:11.33,e2001d8712171320c120,1,-58,"168
",00:04:48.70,3,,
21:22:11.33,e2001d8712171320c120,1,-58,"168
",00:04:48.70,3,,
21:22:11.34,e2001d871271320b9f,4,-52,"171
",00:04:48.71,3,,
21:22:11.37,e2001d8712171320c120,1,-57,"174
",00:04:48.74,3,,
21:22:11.37,e2001d8712171320c120,1,-57,"174
",00:04:48.74,3,,
21:22:11.40,e2001d8712171320c120,1,-58,"171
",00:04:48.77,3,,
21:22:11.40,e2001d8712171320c120,1,-58,"171
",00:04:48.77,3,,
21:22:11.43,e2001d8712171320c120,1,-58,"171
",00:04:48.80,3,,
21:22:11.43,e2001d8712171320c120,1,-58,"171
",00:04:48.80,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.47,e2001d8712171320c120,1,-58,"171
",00:04:48.84,3,,
21:22:11.50,e2001d871271320b9f,4,-52,"171
",00:04:48.87,3,,
21:22:11.50,e2001d871271320b9f,4,-52,"171
",00:04:48.87,3,,
21:22:11.83,e2001d871271320b9f,4,-52,"171
",00:04:49.20,3,,
21:22:11.83,e2001d871271320b9f,4,-52,"171
",00:04:49.20,3,,
21:22:12.27,e2001d871271320b9f,4,-58,"174
",00:04:49.64,3,,
21:22:12.30,e2001d871271320b9f,4,-57,"174
",00:04:49.67,3,,
21:22:12.32,e2001d871271320b9f,4,-55,"171
",00:04:49.69,3,,
21:22:12.32,e2001d871271320b9f,4,-55,"171
",00:04:49.69,3,,
21:22:12.35,e2001d871271320b9f,4,-55,"171
",00:04:49.72,3,,
21:22:12.35,e2001d871271320b9f,4,-55,"171
",00:04:49.72,3,,
21:22:12.40,e2001d871271320b9f,4,-55,"174
",00:04:49.77,3,,
21:22:12.40,e2001d871271320b9f,4,-55,"174
",00:04:49.77,3,,
21:22:12.43,e2001d871271320b9f,4,-57,"174
",00:04:49.80,3,,
21:22:12.45,e2001d871271320b9f,4,-56,"171
",00:04:49.82,3,,
21:22:12.45,e2001d871271320b9f,4,-56,"171
",00:04:49.82,3,,
21:22:12.50,e2001d871271320b9f,4,-57,"171
",00:04:49.87,3,,
21:22:12.53,e2001d871271320b9f,4,-57,"171
",00:04:49.90,3,,
21:22:12.57,e2001d871271320b9f,4,-57,"171
",00:04:49.94,3,,
21:22:12.57,e2001d871271320b9f,4,-57,"171
",00:04:49.94,3,,
21:22:12.60,e2001d871271320b9f,4,-57,"174
",00:04:49.97,3,,
21:22:12.62,e2001d8712171320c120,1,-58,"174
",00:04:49.99,3,,
21:22:12.63,e2001d871271320b9f,4,-55,"168
",00:04:50.01,3,,
21:22:12.63,e2001d871271320b9f,4,-55,"168
",00:04:50.01,3,,
21:22:12.67,e2001d871271320b9f,4,-52,"174
",00:04:50.04,3,,
21:22:12.68,e2001d871271320b9f,4,-52,"171
",00:04:50.05,3,,
21:22:12.68,e2001d871271320b9f,4,-52,"171
",00:04:50.05,3,,
21:22:12.72,e2001d871271320b9f,4,-53,"171
",00:04:50.09,3,,
21:22:12.72,e2001d871271320b9f,4,-53,"171
",00:04:50.09,3,,
21:22:12.75,e2001d871271320b9f,4,-55,"174
",00:04:50.12,3,,
21:22:12.75,e2001d871271320b9f,4,-55,"174
",00:04:50.12,3,,
21:22:12.78,e2001d871271320b9f,4,-53,"171
",00:04:50.15,3,,
21:22:12.78,e2001d871271320b9f,4,-53,"171
",00:04:50.15,3,,
21:22:12.82,e2001d871271320b9f,4,-52,"171
",00:04:50.19,3,,
21:22:12.82,e2001d871271320b9f,4,-52,"171
",00:04:50.19,3,,
21:22:12.85,e2001d871271320b9f,4,-52,"171
",00:04:50.22,3,,
21:22:12.85,e2001d871271320b9f,4,-52,"171
",00:04:50.22,3,,
21:22:12.88,e2001d871271320b9f,4,-52,"171
",00:04:50.25,3,,
21:22:12.88,e2001d871271320b9f,4,-52,"171
",00:04:50.25,3,,
21:22:12.92,e2001d871271320b9f,4,-52,"174
",00:04:50.29,3,,
21:22:12.92,e2001d871271320b9f,4,-52,"174
",00:04:50.29,3,,
21:22:12.95,e2001d871271320b9f,4,-52,"171
",00:04:50.32,3,,
21:22:12.95,e2001d871271320b9f,4,-52,"171
",00:04:50.32,3,,
21:22:12.98,e2001d871271320b9f,4,-51,"171
",00:04:50.35,3,,
21:22:12.98,e2001d871271320b9f,4,-51,"171
",00:04:50.35,3,,
21:22:13.13,e2001d871271320b9f,4,-53,"174
",00:04:50.50,3,,
21:22:13.13,e2001d871271320b9f,4,-53,"174
",00:04:50.50,3,,
21:22:13.16,e2001d871271320b9f,4,-51,"168
",00:04:50.53,3,,
21:22:13.17,e2001d871271320b9f,4,-52,"171
",00:04:50.54,3,,
21:22:13.17,e2001d871271320b9f,4,-52,"171
",00:04:50.54,3,,
21:22:13.17,e2001d871271320b9f,4,-52,"171
",00:04:50.54,3,,
21:22:13.22,e2001d871271320b9f,4,-52,"171
",00:04:50.59,3,,
21:22:13.23,e2001d8712171320c120,1,-58,"174
",00:04:50.60,3,,
21:22:13.25,e2001d871271320b9f,4,-51,"174
",00:04:50.62,3,,
21:22:13.27,e2001d8712171320c120,1,-57,"174
",00:04:50.64,3,,
21:22:13.30,e2001d871271320b9f,4,-51,"174
",00:04:50.67,3,,
21:22:13.32,e2001d871271320b9f,4,-50,"174
",00:04:50.69,3,,
21:22:13.32,e2001d871271320b9f,4,-50,"174
",00:04:50.69,3,,
21:22:13.33,e2001d871271320b9f,4,-52,"171
",00:04:50.70,3,,
21:22:13.33,e2001d871271320b9f,4,-52,"171
",00:04:50.70,3,,
21:22:13.35,e2001d871271320b9f,4,-50,"171
",00:04:50.72,3,,
21:22:13.35,e2001d871271320b9f,4,-50,"171
",00:04:50.72,3,,
21:22:13.38,e2001d871271320b9f,4,-50,"174
",00:04:50.75,3,,
21:22:13.38,e2001d871271320b9f,4,-50,"174
",00:04:50.75,3,,
21:22:13.42,e2001d871271320b9f,4,-50,"174
",00:04:50.79,3,,
21:22:13.42,e2001d871271320b9f,4,-50,"174
",00:04:50.79,3,,
21:22:13.45,e2001d871271320b9f,4,-51,"174
",00:04:50.82,3,,
21:22:13.45,e2001d871271320b9f,4,-51,"174
",00:04:50.82,3,,
21:22:13.48,e2001d871271320b9f,4,-52,"174
",00:04:50.85,3,,
21:22:13.48,e2001d871271320b9f,4,-52,"174
",00:04:50.85,3,,
21:22:13.52,e2001d871271320b9f,4,-52,"174
",00:04:50.89,3,,
21:22:13.52,e2001d871271320b9f,4,-52,"174
",00:04:50.89,3,,
21:22:13.55,e2001d871271320b9f,4,-53,"168
",00:04:50.92,3,,
21:22:13.55,e2001d871271320b9f,4,-53,"168
",00:04:50.92,3,,
21:22:13.58,e2001d871271320b9f,4,-53,"171
",00:04:50.95,3,,
21:22:13.58,e2001d871271320b9f,4,-53,"171
",00:04:50.95,3,,
21:22:13.62,e2001d871271320b9f,4,-55,"171
",00:04:50.99,3,,
21:22:13.62,e2001d871271320b9f,4,-55,"171
",00:04:50.99,3,,
21:22:13.65,e2001d871271320b9f,4,-53,"171
",00:04:51.02,3,,
21:22:13.66,e2001d871271320b9f,4,-52,"174
",00:04:51.03,3,,
21:22:13.66,e2001d871271320b9f,4,-52,"174
",00:04:51.03,3,,
21:22:13.67,e2001d871271320b9f,4,-53,"174
",00:04:51.04,3,,
21:22:13.68,e2001d871271320b9f,4,-53,"171
",00:04:51.05,3,,
21:22:13.68,e2001d871271320b9f,4,-53,"171
",00:04:51.05,3,,
21:22:13.72,e2001d871271320b9f,4,-52,"171
",00:04:51.08,3,,
21:22:13.72,e2001d871271320b9f,4,-52,"171
",00:04:51.08,3,,
21:22:13.75,e2001d871271320b9f,4,-52,"171
",00:04:51.12,3,,
21:22:13.75,e2001d871271320b9f,4,-52,"171
",00:04:51.12,3,,
21:22:13.78,e2001d871271320b9f,4,-52,"168
",00:04:51.15,3,,
21:22:13.78,e2001d871271320b9f,4,-52,"168
",00:04:51.15,3,,
21:22:13.83,e2001d871271320b9f,4,-51,"171
",00:04:51.20,3,,
21:22:13.87,e2001d871271320b9f,4,-51,"171
",00:04:51.24,3,,
21:22:13.90,e2001d871271320b9f,4,-51,"171
",00:04:51.27,3,,
21:22:13.92,e2001d871271320b9f,4,-51,"174
",00:04:51.29,3,,
21:22:13.92,e2001d871271320b9f,4,-51,"174
",00:04:51.29,3,,
21:22:13.97,e2001d871271320b9f,4,-51,"171
",00:04:51.34,3,,
21:22:13.99,e2001d871271320b9f,4,-52,"174
",00:04:51.36,3,,
21:22:13.99,e2001d871271320b9f,4,-52,"174
",00:04:51.36,3,,
21:22:14.00,e2001d871271320b9f,4,-51,"171
",00:04:51.37,3,,
21:22:14.00,e2001d871271320b9f,4,-51,"171
",00:04:51.37,3,,
21:22:14.10,e2001d871271320b9f,4,-51,"174
",00:04:51.47,3,,
21:22:14.12,e2001d871271320b9f,4,-51,"174
",00:04:51.49,3,,
21:22:14.12,e2001d871271320b9f,4,-51,"174
",00:04:51.49,3,,
21:22:14.15,e2001d871271320b9f,4,-51,"171
",00:04:51.52,3,,
21:22:14.15,e2001d871271320b9f,4,-51,"171
",00:04:51.52,3,,
21:22:14.18,e2001d871271320b9f,4,-51,"171
",00:04:51.55,3,,
21:22:14.18,e2001d871271320b9f,4,-51,"171
",00:04:51.55,3,,
21:22:14.22,e2001d871271320b9f,4,-51,"171
",00:04:51.59,3,,
21:22:14.25,e2001d871271320b9f,4,-52,"174
",00:04:51.62,3,,
21:22:14.28,e2001d871271320b9f,4,-53,"171
",00:04:51.65,3,,
21:22:14.28,e2001d871271320b9f,4,-53,"171
",00:04:51.65,3,,
21:22:14.32,e2001d871271320b9f,4,-53,"174
",00:04:51.69,3,,
21:22:14.32,e2001d871271320b9f,4,-53,"174
",00:04:51.69,3,,
21:22:14.34,e2001d871271320b9f,4,-50,"171
",00:04:51.71,3,,
21:22:14.34,e2001d871271320b9f,4,-50,"171
",00:04:51.71,3,,
21:22:14.34,e2001d871271320b9f,4,-50,"171
",00:04:51.71,3,,
21:22:14.35,e2001d871271320b9f,4,-53,"171
",00:04:51.72,3,,
21:22:14.37,e2001d871271320b9f,4,-52,"174
",00:04:51.74,3,,
21:22:14.37,e2001d871271320b9f,4,-52,"174
",00:04:51.74,3,,
21:22:14.40,e2001d871271320b9f,4,-52,"171
",00:04:51.77,3,,
21:22:14.40,e2001d871271320b9f,4,-52,"171
",00:04:51.77,3,,
21:22:14.43,e2001d871271320b9f,4,-52,"174
",00:04:51.80,3,,
21:22:14.43,e2001d871271320b9f,4,-52,"174
",00:04:51.80,3,,
21:22:14.47,e2001d871271320b9f,4,-52,"174
",00:04:51.84,3,,
21:22:14.47,e2001d871271320b9f,4,-52,"174
",00:04:51.84,3,,
21:22:14.50,e2001d871271320b9f,4,-52,"171
",00:04:51.87,3,,
21:22:14.50,e2001d871271320b9f,4,-52,"171
",00:04:51.87,3,,
21:22:14.53,e2001d871271320b9f,4,-53,"174
",00:04:51.90,3,,
21:22:14.53,e2001d871271320b9f,4,-53,"174
",00:04:51.90,3,,
21:22:14.57,e2001d871271320b9f,4,-52,"174
",00:04:51.94,3,,
21:22:14.57,e2001d871271320b9f,4,-52,"174
",00:04:51.94,3,,
21:22:14.60,e2001d871271320b9f,4,-52,"174
",00:04:51.97,3,,
21:22:14.60,e2001d871271320b9f,4,-52,"174
",00:04:51.97,3,,
21:22:14.60,e2001d871271320b9f,4,-52,"174
",00:04:51.97,3,,
21:22:14.65,e2001d871271320b9f,4,-52,"171
",00:04:52.02,3,,
21:22:14.67,e2001d871271320b9f,4,-52,"171
",00:04:52.04,3,,
21:22:14.68,e2001d871271320b9f,4,-52,"174
",00:04:52.05,3,,
21:22:14.68,e2001d871271320b9f,4,-52,"174
",00:04:52.05,3,,
21:22:14.72,e2001d871271320b9f,4,-53,"171
",00:04:52.09,3,,
21:22:14.72,e2001d871271320b9f,4,-53,"171
",00:04:52.09,3,,
21:22:14.75,e2001d871271320b9f,4,-55,"174
",00:04:52.12,3,,
21:22:14.75,e2001d871271320b9f,4,-55,"174
",00:04:52.12,3,,
21:22:14.78,e2001d871271320b9f,4,-55,"171
",00:04:52.15,3,,
21:22:14.78,e2001d871271320b9f,4,-55,"171
",00:04:52.15,3,,
21:22:14.82,e2001d871271320b9f,4,-55,"174
",00:04:52.19,3,,
21:22:14.82,e2001d871271320b9f,4,-55,"174
",00:04:52.19,3,,
21:22:14.83,e2001d8712171320c120,1,-58,"0
",00:04:52.20,3,,
21:22:14.85,e2001d871271320b9f,4,-55,"168
",00:04:52.22,3,,
21:22:14.88,e2001d871271320b9f,4,-53,"177
",00:04:52.25,3,,
21:22:14.92,e2001d871271320b9f,4,-53,"171
",00:04:52.29,3,,
21:22:14.95,e2001d871271320b9f,4,-53,"174
",00:04:52.32,3,,
21:22:14.98,e2001d871271320b9f,4,-53,"171
",00:04:52.35,3,,
21:22:15.12,e2001d871271320b9f,4,-58,"168
",00:04:52.49,3,,
21:22:15.13,e2001d871271320b9f,4,-58,"174
",00:04:52.50,3,,
21:22:15.13,e2001d871271320b9f,4,-58,"174
",00:04:52.50,3,,
21:22:15.16,e2001d871271320b9f,4,-55,"174
",00:04:52.53,3,,
21:22:15.17,e2001d871271320b9f,4,-58,"174
",00:04:52.54,3,,
21:22:15.17,e2001d871271320b9f,4,-58,"174
",00:04:52.54,3,,
21:22:15.20,e2001d871271320b9f,4,-57,"171
",00:04:52.57,3,,
21:22:15.20,e2001d871271320b9f,4,-57,"171
",00:04:52.57,3,,
