,time,activity,mean,variance
931,24:54.9,6,-53,0
932,24:55.0,6,-55,0
933,24:55.2,6,-55,0
934,24:55.3,6,-55,0
935,24:55.4,6,-55,0
936,24:55.5,6,-55,0
937,24:55.6,6,-54,3
938,24:55.8,6,-55,0
939,24:55.9,6,-55,0
940,24:56.1,6,-55,0
941,24:56.2,6,-52,0
942,24:56.3,6,-53,0
943,24:56.4,6,-54,1
944,24:56.5,6,-55,0
945,24:56.7,6,-53,0
946,24:56.7,6,-53,0
947,24:56.8,6,-54,1
948,24:57.0,6,-55,0
949,24:57.2,6,-55,0
950,24:57.3,6,-55,0
951,24:57.4,6,-55,0
952,24:57.5,6,-55,0
953,24:57.6,6,-55,0
954,24:57.7,6,-55,0
955,24:57.8,6,-55,0
956,24:57.9,6,-55,0
957,24:58.1,6,-54,1
958,24:58.3,6,-54,1
959,24:58.4,6,-53,1
960,24:58.4,6,-53,1
961,24:58.5,6,-54,2
962,24:58.6,6,-55,0
963,25:12.6,5,-55,0
964,25:12.8,5,-55,0
965,25:12.8,5,-53,2
966,25:13.0,5,-52,0
967,25:13.1,5,-55,0
968,25:13.2,5,-55,0
969,25:13.4,5,-55,0
970,25:13.5,5,-55,0
971,25:13.7,5,-55,0
972,25:13.7,5,-55,0
973,25:13.8,5,-55,0
974,25:13.9,5,-53,1
975,25:14.2,5,-54,3
976,25:14.3,5,-56,0
977,25:14.3,5,-56,0
978,25:14.5,5,-55,0
979,25:14.6,5,-55,0
980,25:14.6,5,-54,1
981,25:14.8,5,-54,1
982,25:14.9,5,-53,0
983,25:14.9,5,-53,1
984,25:15.2,5,-55,0
985,25:15.3,5,-55,0
986,25:15.4,5,-55,0
987,25:15.5,5,-55,0
988,25:15.6,5,-55,0
989,25:15.7,5,-55,0
990,25:15.7,5,-55,0
991,25:15.8,5,-57,0
992,25:15.9,5,-57,0
993,25:16.0,5,-56,1
994,25:16.1,5,-55,0
995,25:16.2,5,-55,0
996,25:16.3,5,-55,0
997,25:16.4,5,-57,0
998,25:16.6,5,-57,0
999,25:16.7,5,-57,0
1000,25:16.8,5,-56,1
1001,25:16.8,5,-56,0
1002,25:17.0,5,-55,0
1003,25:17.1,5,-54,1
1004,25:17.2,5,-52,0
1005,25:17.3,5,-52,5
1006,25:17.4,5,-50,1
1007,25:17.5,5,-49,0
1008,25:17.7,5,-49,0
1009,25:17.8,5,-49,0
1010,25:17.9,5,-50,1
1011,25:18.0,5,-53,5
1012,25:18.2,5,-55,0
1013,25:18.3,5,-52,0
1014,25:18.4,5,-50,0
1015,25:18.5,5,-51,0
1016,25:18.6,5,-52,0
1017,25:18.7,5,-52,0
1018,25:18.8,5,-52,0
1019,25:18.9,5,-52,0
1020,25:19.1,5,-52,0
1021,25:19.3,5,-52,0
1022,25:19.4,5,-52,0
1023,25:19.5,5,-52,0
1024,25:19.6,5,-52,0
1025,25:19.7,5,-53,3
1026,25:19.9,5,-55,0
1027,25:20.0,5,-55,0
1028,25:20.2,5,-55,0
1029,25:20.3,5,-54,1
1030,25:20.4,5,-54,3
1031,25:20.4,5,-52,0
1032,25:20.6,5,-51,0
1033,25:20.7,5,-51,0
1034,25:20.8,5,-52,0
1035,25:20.9,5,-52,0
1036,25:21.2,5,-52,0
1037,25:21.2,5,-52,0
1038,25:21.3,5,-51,0
1039,25:21.5,5,-52,0
1040,25:21.6,5,-54,1
1041,25:21.7,5,-55,0
1042,25:21.8,5,-54,3
1043,25:21.9,5,-55,0
1044,25:22.1,5,-52,0
1045,25:22.2,5,-53,0
1046,25:22.4,5,-52,0
1047,25:22.4,5,-52,0
1048,25:22.6,5,-52,0
1049,25:22.7,5,-52,0
1050,25:22.8,5,-52,0
1051,25:22.8,5,-52,0
1052,25:22.9,5,-53,3
1053,25:23.1,5,-55,0
1054,25:23.3,5,-52,0
1055,25:23.4,5,-51,1
1056,25:23.4,5,-50,1
1057,25:23.6,5,-51,1
1058,25:23.7,5,-52,0
1059,25:23.8,5,-53,3
1060,25:23.9,5,-52,0
1061,25:24.1,5,-51,0
1062,25:24.2,5,-52,0
1063,25:24.3,5,-51,0
1064,25:24.5,5,-51,0
1065,25:24.6,5,-51,0
1066,25:24.7,5,-51,0
1067,25:24.7,5,-51,0
1068,25:24.8,5,-52,0
1069,25:28.6,6,-52,0
1070,25:28.7,6,-51,0
1071,25:28.8,6,-51,0
1072,25:28.9,6,-51,0
1073,25:29.1,6,-52,0
1074,25:29.2,6,-52,0
1075,25:29.3,6,-51,0
1076,25:29.5,6,-51,0
1077,25:29.5,6,-51,0
1078,25:29.7,6,-51,0
1079,25:29.9,6,-51,0
1080,25:30.0,6,-51,0
1081,25:30.2,6,-51,0
1082,25:30.3,6,-51,0
1083,25:30.4,6,-51,0
1084,25:30.5,6,-51,0
1085,25:30.6,6,-51,0
1086,25:30.7,6,-52,0
1087,25:31.1,6,-52,0
1088,25:31.3,6,-52,0
1089,25:31.4,6,-51,0
1090,25:31.6,6,-51,0
1091,25:31.7,6,-51,0
1092,25:31.8,6,-51,0
1093,25:31.9,6,-51,0
1094,25:32.2,6,-51,0
1095,25:32.3,6,-51,0
1096,25:32.4,6,-52,0
1097,25:32.5,6,-52,0
1098,25:32.6,6,-51,0
1099,25:32.7,6,-51,0
1100,25:32.8,6,-51,0
1101,25:32.9,6,-51,0
1102,25:33.1,6,-52,0
1103,25:33.2,6,-52,0
1104,25:33.4,6,-52,0
1105,25:33.5,6,-51,0
1106,25:33.6,6,-51,0
1107,25:33.7,6,-51,0
1108,25:33.8,6,-51,0
1109,25:33.9,6,-51,0
1110,25:34.1,6,-51,0
1111,25:34.2,6,-51,0
1112,25:34.3,6,-51,0
1113,25:34.4,6,-51,0
1114,25:34.5,6,-51,0
1115,25:34.7,6,-51,0
1116,25:34.7,6,-52,0
1117,25:34.8,6,-51,0
1118,25:34.9,6,-51,0
1119,25:35.2,6,-51,0
1120,25:35.3,6,-51,0
1121,25:35.4,6,-51,0
1122,25:35.5,6,-52,0
1123,25:35.6,6,-51,0
1124,25:35.7,6,-51,0
1125,25:35.8,6,-51,0
1126,25:35.9,6,-51,0
1127,25:36.2,6,-51,0
1128,25:36.3,6,-51,0
1129,25:36.4,6,-52,0
1130,25:36.5,6,-51,0
1131,25:36.6,6,-52,0
1132,25:36.7,6,-52,0
1133,25:36.8,6,-51,0
1134,25:36.9,6,-51,0
1135,25:37.1,6,-51,0
1136,25:37.2,6,-51,0
1137,25:37.3,6,-51,0
1138,25:37.4,6,-51,0
1139,25:37.5,6,-51,0
1140,25:37.6,6,-51,0
1141,25:37.7,6,-51,0
1142,25:37.8,6,-51,0
1143,25:38.1,6,-52,0
1144,25:38.2,6,-52,0
1145,25:38.3,6,-52,0
1146,25:38.4,6,-52,0
1147,25:38.5,6,-52,0
1148,25:38.6,6,-52,0
1149,25:38.7,6,-52,0
1150,25:38.8,6,-51,0
1151,25:39.0,6,-51,0
1152,25:39.2,6,-51,0
1153,25:39.3,6,-51,0
1154,25:39.4,6,-51,0
1155,25:39.5,6,-51,0
1156,25:39.7,6,-51,0
1157,25:39.7,6,-52,0
1158,25:39.8,6,-51,0
1159,25:39.9,6,-51,0
1160,25:40.1,6,-51,0
1161,25:40.2,6,-51,0
1162,25:40.3,6,-51,0
1163,25:40.4,6,-51,0
1164,25:40.5,6,-51,0
1165,25:40.6,6,-51,0
1166,25:40.7,6,-51,0
1167,25:40.8,6,-52,0
1168,25:41.0,6,-51,0
1169,25:41.2,6,-51,0
1170,25:41.3,6,-51,0
1171,25:41.4,6,-51,0
1172,25:41.5,6,-51,0
1173,25:41.7,6,-52,0
1174,25:41.8,6,-51,0
1175,25:41.9,6,-51,0
1176,25:42.2,6,-51,0
1177,25:42.3,6,-51,0
1178,25:42.4,6,-51,0
1179,25:42.5,6,-52,0
1180,25:42.6,6,-52,0
1181,25:42.7,6,-52,0
1182,25:42.8,6,-51,1
1183,25:43.0,6,-50,0
1184,25:43.1,6,-51,0
1185,25:43.3,6,-51,0
1186,25:43.4,6,-50,0
1187,25:43.5,6,-49,0
1188,25:43.5,6,-49,0
1189,25:43.6,6,-51,0
1190,25:43.7,6,-51,0
1191,25:43.8,6,-51,1
1192,25:43.9,6,-50,0
1193,25:44.0,6,-51,0
1194,25:44.2,6,-51,0
1195,25:44.3,6,-51,0
1196,25:44.4,6,-52,0
1197,25:44.6,6,-53,0
1198,25:44.7,6,-53,5
1199,25:44.8,6,-55,0
1200,25:44.8,6,-55,0
1201,25:45.0,6,-55,0
1202,25:45.1,6,-55,0
1203,25:45.3,6,-54,1
1204,25:45.4,6,-55,0
1205,25:45.5,6,-55,0
1206,25:45.6,6,-55,0
1207,25:45.7,6,-56,0
