time,id,tag_id,RSSI,phase,17:22.6,activity,,
19:09.3,e2001d8712171320c120,1,-58,"171
",01:46.6,2,,
19:09.3,e2001d8712171320c120,1,-55,"174
",01:46.7,2,,
19:09.4,e2001d8712171320c120,1,-57,"168
",01:46.8,2,,
19:09.5,e2001d8712171320c120,1,-55,"168
",01:46.8,2,,
19:09.5,e2001d8712171320c120,1,-56,"171
",01:46.9,2,,
19:09.6,e2001d8712171320c120,1,-57,"174
",01:46.9,2,,
19:09.6,e2001d8712171320c120,1,-56,"168
",01:47.0,2,,
19:09.6,e2001d8712171320c120,1,-56,"174
",01:47.0,2,,
19:09.7,e2001d8712171320c120,1,-55,"171
",01:47.0,2,,
19:09.7,e2001d8712171320c120,1,-55,"168
",01:47.0,2,,
19:09.7,e2001d8712171320c120,1,-56,"168
",01:47.1,2,,
19:09.7,e2001d8712171320c120,1,-55,"168
",01:47.1,2,,
19:09.7,e2001d8712171320c120,1,-57,"174
",01:47.1,2,,
19:09.7,e2001d8712171320c120,1,-56,"174
",01:47.1,2,,
19:09.8,e2001d8712171320c120,1,-56,"174
",01:47.1,2,,
19:09.8,e2001d8712171320c120,1,-57,"168
",01:47.2,2,,
19:09.9,e2001d8712171320c120,1,-57,"171
",01:47.2,2,,
19:09.9,e2001d8712171320c120,1,-57,"174
",01:47.3,2,,
19:09.9,e2001d8712171320c120,1,-58,"174
",01:47.3,2,,
19:10.0,e2001d8712171320c120,1,-57,"171
",01:47.3,2,,
19:10.0,e2001d8712171320c120,1,-57,"174
",01:47.4,2,,
19:10.1,e2001d8712171320c120,1,-55,"174
",01:47.5,2,,
19:10.2,e2001d8712171320c120,1,-55,"174
",01:47.5,2,,
19:10.2,e2001d8712171320c120,1,-56,"171
",01:47.5,2,,
19:10.2,e2001d8712171320c120,1,-55,"168
",01:47.6,2,,
19:10.2,e2001d8712171320c120,1,-55,"171
",01:47.6,2,,
19:10.3,e2001d8712171320c120,1,-55,"174
",01:47.6,2,,
19:10.3,e2001d8712171320c120,1,-56,"171
",01:47.7,2,,
19:10.3,e2001d8712171320c120,1,-55,"168
",01:47.7,2,,
19:10.3,e2001d8712171320c120,1,-56,"171
",01:47.7,2,,
19:10.4,e2001d8712171320c120,1,-56,"174
",01:47.8,2,,
19:10.4,e2001d8712171320c120,1,-55,"171
",01:47.8,2,,
19:10.4,e2001d8712171320c120,1,-55,"174
",01:47.8,2,,
19:10.5,e2001d8712171320c120,1,-56,"174
",01:47.8,2,,
19:10.5,e2001d8712171320c120,1,-57,"174
",01:47.9,2,,
19:10.5,e2001d8712171320c120,1,-57,"174
",01:47.9,2,,
19:10.6,e2001d8712171320c120,1,-57,"168
",01:47.9,2,,
19:10.6,e2001d8712171320c120,1,-57,"177
",01:48.0,2,,
19:10.6,e2001d8712171320c120,1,-58,"168
",01:48.0,2,,
19:10.7,e2001d8712171320c120,1,-57,"171
",01:48.0,2,,
19:10.7,e2001d8712171320c120,1,-57,"171
",01:48.1,2,,
19:10.7,e2001d8712171320c120,1,-56,"171
",01:48.1,2,,
19:10.8,e2001d8712171320c120,1,-56,"174
",01:48.1,2,,
19:10.8,e2001d8712171320c120,1,-56,"171
",01:48.2,2,,
19:10.8,e2001d8712171320c120,1,-56,"174
",01:48.2,2,,
19:10.8,e2001d8712171320c120,1,-57,"168
",01:48.2,2,,
19:10.9,e2001d8712171320c120,1,-57,"168
",01:48.3,2,,
19:10.9,e2001d8712171320c120,1,-58,"174
",01:48.3,2,,
19:11.0,e2001d8712171320c120,1,-57,"171
",01:48.3,2,,
19:11.1,e2001d8712171320c120,1,-57,"168
",01:48.5,2,,
19:11.2,e2001d8712171320c120,1,-58,"174
",01:48.5,2,,
19:11.2,e2001d8712171320c120,1,-57,"174
",01:48.6,2,,
19:11.3,e2001d8712171320c120,1,-57,"171
",01:48.7,2,,
19:11.3,e2001d8712171320c120,1,-57,"168
",01:48.7,2,,
19:11.4,e2001d8712171320c120,1,-57,"171
",01:48.8,2,,
19:11.5,e2001d8712171320c120,1,-57,"174
",01:48.9,2,,
19:11.5,e2001d8712171320c120,1,-57,"174
",01:48.9,2,,
19:11.5,e2001d8712171320c120,1,-57,"174
",01:48.9,2,,
19:11.6,e2001d8712171320c120,1,-57,"171
",01:48.9,2,,
19:11.6,e2001d8712171320c120,1,-57,"174
",01:49.0,2,,
19:11.7,e2001d8712171320c120,1,-55,"174
",01:49.0,2,,
19:11.7,e2001d8712171320c120,1,-57,"171
",01:49.0,2,,
19:11.7,e2001d8712171320c120,1,-56,"168
",01:49.1,2,,
19:11.7,e2001d8712171320c120,1,-56,"171
",01:49.1,2,,
19:11.8,e2001d8712171320c120,1,-55,"174
",01:49.1,2,,
19:11.8,e2001d8712171320c120,1,-57,"171
",01:49.2,2,,
19:11.8,e2001d8712171320c120,1,-57,"174
",01:49.2,2,,
19:11.9,e2001d8712171320c120,1,-57,"174
",01:49.2,2,,
19:11.9,e2001d8712171320c120,1,-57,"171
",01:49.3,2,,
19:11.9,e2001d8712171320c120,1,-58,"174
",01:49.3,2,,
19:12.0,e2001d8712171320c120,1,-58,"174
",01:49.4,2,,
19:12.1,e2001d8712171320c120,1,-56,"174
",01:49.5,2,,
19:12.1,e2001d8712171320c120,1,-55,"174
",01:49.5,2,,
19:12.2,e2001d8712171320c120,1,-57,"174
",01:49.5,2,,
19:12.2,e2001d8712171320c120,1,-55,"174
",01:49.6,2,,
19:12.3,e2001d8712171320c120,1,-55,"165
",01:49.6,2,,
19:12.3,e2001d8712171320c120,1,-55,"174
",01:49.7,2,,
19:12.3,e2001d8712171320c120,1,-56,"171
",01:49.7,2,,
19:12.4,e2001d8712171320c120,1,-55,"174
",01:49.8,2,,
19:12.5,e2001d8712171320c120,1,-57,"171
",01:49.9,2,,
19:12.5,e2001d8712171320c120,1,-58,"174
",01:49.9,2,,
19:12.5,e2001d8712171320c120,1,-58,"174
",01:49.9,2,,
19:12.7,e2001d8712171320c120,1,-57,"174
",01:50.0,2,,
19:12.7,e2001d8712171320c120,1,-57,"174
",01:50.1,2,,
19:12.8,e2001d8712171320c120,1,-57,"171
",01:50.1,2,,
19:12.8,e2001d8712171320c120,1,-55,"168
",01:50.2,2,,
19:12.9,e2001d8712171320c120,1,-55,"174
",01:50.2,2,,
19:12.9,e2001d8712171320c120,1,-55,"174
",01:50.3,2,,
19:12.9,e2001d8712171320c120,1,-55,"174
",01:50.3,2,,
19:13.0,e2001d8712171320c120,1,-57,"171
",01:50.3,2,,
19:13.0,e2001d8712171320c120,1,-57,"168
",01:50.3,2,,
19:13.1,e2001d8712171320c120,1,-55,"174
",01:50.5,2,,
19:13.1,e2001d8712171320c120,1,-56,"168
",01:50.5,2,,
19:13.1,e2001d8712171320c120,1,-56,"171
",01:50.5,2,,
19:13.2,e2001d8712171320c120,1,-57,"171
",01:50.6,2,,
19:13.2,e2001d8712171320c120,1,-57,"171
",01:50.6,2,,
19:13.3,e2001d8712171320c120,1,-57,"171
",01:50.6,2,,
19:13.3,e2001d8712171320c120,1,-56,"174
",01:50.7,2,,
19:13.3,e2001d8712171320c120,1,-57,"174
",01:50.7,2,,
19:13.4,e2001d8712171320c120,1,-57,"168
",01:50.7,2,,
19:13.4,e2001d8712171320c120,1,-58,"174
",01:50.8,2,,
19:13.4,e2001d8712171320c120,1,-57,"168
",01:50.8,2,,
19:13.4,e2001d8712171320c120,1,-56,"168
",01:50.8,2,,
19:13.4,e2001d8712171320c120,1,-56,"174
",01:50.8,2,,
19:13.5,e2001d8712171320c120,1,-55,"171
",01:50.9,2,,
19:13.5,e2001d8712171320c120,1,-55,"168
",01:50.9,2,,
19:13.5,e2001d8712171320c120,1,-55,"171
",01:50.9,2,,
19:13.6,e2001d8712171320c120,1,-57,"171
",01:50.9,2,,
19:13.6,e2001d8712171320c120,1,-57,"168
",01:51.0,2,,
19:13.6,e2001d8712171320c120,1,-56,"174
",01:51.0,2,,
19:13.6,e2001d8712171320c120,1,-55,"174
",01:51.0,2,,
19:13.7,e2001d8712171320c120,1,-55,"174
",01:51.1,2,,
19:13.7,e2001d8712171320c120,1,-56,"171
",01:51.1,2,,
19:13.7,e2001d8712171320c120,1,-55,"174
",01:51.1,2,,
19:13.8,e2001d8712171320c120,1,-55,"171
",01:51.1,2,,
19:13.8,e2001d8712171320c120,1,-55,"171
",01:51.2,2,,
19:13.8,e2001d8712171320c120,1,-55,"171
",01:51.2,2,,
19:13.9,e2001d8712171320c120,1,-56,"171
",01:51.2,2,,
19:13.9,e2001d8712171320c120,1,-55,"168
",01:51.3,2,,
19:13.9,e2001d8712171320c120,1,-55,"174
",01:51.3,2,,
19:14.0,e2001d8712171320c120,1,-55,"174
",01:51.3,2,,
19:14.0,e2001d8712171320c120,1,-56,"177
",01:51.4,2,,
19:14.1,e2001d8712171320c120,1,-57,"171
",01:51.5,2,,
19:14.1,e2001d8712171320c120,1,-57,"171
",01:51.5,2,,
19:14.2,e2001d8712171320c120,1,-57,"177
",01:51.5,2,,
19:14.2,e2001d8712171320c120,1,-56,"171
",01:51.6,2,,
19:14.2,e2001d8712171320c120,1,-57,"174
",01:51.6,2,,
19:14.3,e2001d8712171320c120,1,-57,"174
",01:51.6,2,,
19:14.3,e2001d8712171320c120,1,-57,"174
",01:51.7,2,,
19:14.3,e2001d8712171320c120,1,-55,"171
",01:51.7,2,,
19:14.4,e2001d8712171320c120,1,-58,"174
",01:51.8,2,,
19:14.4,e2001d8712171320c120,1,-58,"171
",01:51.8,2,,
19:14.5,e2001d8712171320c120,1,-58,"174
",01:51.8,2,,
19:14.5,e2001d8712171320c120,1,-58,"174
",01:51.9,2,,
19:14.5,e2001d8712171320c120,1,-59,"174
",01:51.9,2,,
19:14.6,e2001d8712171320c120,1,-58,"171
",01:51.9,2,,
19:14.6,e2001d8712171320c120,1,-58,"171
",01:52.0,2,,
19:14.6,e2001d8712171320c120,1,-58,"174
",01:52.0,2,,
19:14.7,e2001d8712171320c120,1,-57,"171
",01:52.0,2,,
19:14.7,e2001d8712171320c120,1,-57,"174
",01:52.1,2,,
19:14.8,e2001d8712171320c120,1,-57,"171
",01:52.1,2,,
19:14.8,e2001d8712171320c120,1,-57,"174
",01:52.2,2,,
19:14.8,e2001d8712171320c120,1,-58,"174
",01:52.2,2,,
19:14.9,e2001d8712171320c120,1,-57,"171
",01:52.2,2,,
19:14.9,e2001d8712171320c120,1,-58,"174
",01:52.3,2,,
19:14.9,e2001d8712171320c120,1,-58,"174
",01:52.3,2,,
19:15.0,e2001d8712171320c120,1,-58,"171
",01:52.3,2,,
19:15.1,e2001d8712171320c120,1,-58,"174
",01:52.5,2,,
19:15.2,e2001d8712171320c120,1,-58,"171
",01:52.6,2,,
19:15.2,e2001d8712171320c120,1,-57,"174
",01:52.6,2,,
19:15.3,e2001d8712171320c120,1,-56,"174
",01:52.6,2,,
19:15.3,e2001d8712171320c120,1,-56,"174
",01:52.7,2,,
19:15.3,e2001d8712171320c120,1,-55,"174
",01:52.7,2,,
19:15.4,e2001d8712171320c120,1,-56,"171
",01:52.8,2,,
19:15.5,e2001d8712171320c120,1,-56,"174
",01:52.8,2,,
19:15.5,e2001d8712171320c120,1,-58,"174
",01:52.9,2,,
19:15.5,e2001d8712171320c120,1,-57,"174
",01:52.9,2,,
19:15.6,e2001d8712171320c120,1,-56,"174
",01:52.9,2,,
19:15.6,e2001d8712171320c120,1,-55,"171
",01:53.0,2,,
19:15.6,e2001d8712171320c120,1,-55,"174
",01:53.0,2,,
19:15.7,e2001d8712171320c120,1,-55,"174
",01:53.0,2,,
19:15.7,e2001d8712171320c120,1,-55,"171
",01:53.1,2,,
19:15.8,e2001d8712171320c120,1,-55,"171
",01:53.1,2,,
19:15.8,e2001d8712171320c120,1,-55,"168
",01:53.2,2,,
19:15.8,e2001d8712171320c120,1,-55,"171
",01:53.2,2,,
19:15.9,e2001d8712171320c120,1,-58,"174
",01:53.2,2,,
19:15.9,e2001d8712171320c120,1,-55,"174
",01:53.2,2,,
19:15.9,e2001d8712171320c120,1,-55,"174
",01:53.2,2,,
19:15.9,e2001d8712171320c120,1,-55,"171
",01:53.3,2,,
19:16.0,e2001d8712171320c120,1,-55,"174
",01:53.3,2,,
19:16.1,e2001d8712171320c120,1,-57,"174
",01:53.5,2,,
19:16.1,e2001d8712171320c120,1,-57,"174
",01:53.5,2,,
19:16.2,e2001d8712171320c120,1,-55,"168
",01:53.5,2,,
19:16.2,e2001d8712171320c120,1,-58,"174
",01:53.6,2,,
19:16.3,e2001d8712171320c120,1,-58,"171
",01:53.7,2,,
19:16.3,e2001d8712171320c120,1,-56,"174
",01:53.7,2,,
19:16.4,e2001d8712171320c120,1,-55,"168
",01:53.7,2,,
19:16.4,e2001d8712171320c120,1,-55,"168
",01:53.8,2,,
19:16.4,e2001d8712171320c120,1,-55,"174
",01:53.8,2,,
19:16.5,e2001d8712171320c120,1,-55,"174
",01:53.9,2,,
19:16.5,e2001d8712171320c120,1,-55,"174
",01:53.9,2,,
19:16.5,e2001d8712171320c120,1,-56,"171
",01:53.9,2,,
19:16.6,e2001d8712171320c120,1,-56,"174
",01:53.9,2,,
19:16.6,e2001d8712171320c120,1,-55,"174
",01:54.0,2,,
19:16.6,e2001d8712171320c120,1,-56,"174
",01:54.0,2,,
19:16.7,e2001d8712171320c120,1,-55,"174
",01:54.0,2,,
19:16.7,e2001d8712171320c120,1,-56,"168
",01:54.1,2,,
19:16.7,e2001d8712171320c120,1,-57,"174
",01:54.1,2,,
19:16.8,e2001d8712171320c120,1,-57,"174
",01:54.1,2,,
19:16.8,e2001d8712171320c120,1,-56,"171
",01:54.2,2,,
19:16.8,e2001d8712171320c120,1,-56,"171
",01:54.2,2,,
19:16.9,e2001d8712171320c120,1,-57,"171
",01:54.2,2,,
19:16.9,e2001d8712171320c120,1,-57,"171
",01:54.3,2,,
19:16.9,e2001d8712171320c120,1,-56,"171
",01:54.3,2,,
19:17.0,e2001d8712171320c120,1,-55,"174
",01:54.3,2,,
19:17.0,e2001d8712171320c120,1,-55,"174
",01:54.4,2,,
19:17.0,e2001d8712171320c120,1,-55,"171
",01:54.4,2,,
19:17.1,e2001d8712171320c120,1,-55,"174
",01:54.5,2,,
19:17.1,e2001d8712171320c120,1,-55,"174
",01:54.5,2,,
19:17.2,e2001d8712171320c120,1,-55,"171
",01:54.5,2,,
19:17.2,e2001d8712171320c120,1,-55,"168
",01:54.5,2,,
19:17.2,e2001d8712171320c120,1,-55,"177
",01:54.6,2,,
19:17.2,e2001d8712171320c120,1,-55,"174
",01:54.6,2,,
19:17.3,e2001d8712171320c120,1,-55,"171
",01:54.6,2,,
19:17.3,e2001d8712171320c120,1,-55,"171
",01:54.7,2,,
19:17.3,e2001d8712171320c120,1,-56,"174
",01:54.7,2,,
19:17.4,e2001d8712171320c120,1,-55,"174
",01:54.7,2,,
19:17.4,e2001d8712171320c120,1,-55,"168
",01:54.8,2,,
19:17.4,e2001d8712171320c120,1,-55,"171
",01:54.8,2,,
19:17.5,e2001d8712171320c120,1,-55,"171
",01:54.8,2,,
19:17.5,e2001d8712171320c120,1,-55,"174
",01:54.8,2,,
19:17.5,e2001d8712171320c120,1,-55,"174
",01:54.9,2,,
19:17.5,e2001d8712171320c120,1,-55,"174
",01:54.9,2,,
19:17.5,e2001d8712171320c120,1,-55,"174
",01:54.9,2,,
19:17.6,e2001d8712171320c120,1,-56,"171
",01:55.0,2,,
19:17.6,e2001d8712171320c120,1,-55,"171
",01:55.0,2,,
19:17.6,e2001d8712171320c120,1,-55,"174
",01:55.0,2,,
19:17.7,e2001d8712171320c120,1,-57,"174
",01:55.0,2,,
19:17.7,e2001d8712171320c120,1,-57,"174
",01:55.1,2,,
19:17.7,e2001d8712171320c120,1,-56,"174
",01:55.1,2,,
19:17.8,e2001d8712171320c120,1,-56,"168
",01:55.1,2,,
19:17.8,e2001d8712171320c120,1,-55,"174
",01:55.1,2,,
19:17.8,e2001d8712171320c120,1,-56,"171
",01:55.2,2,,
19:17.9,e2001d8712171320c120,1,-56,"174
",01:55.2,2,,
19:17.9,e2001d8712171320c120,1,-56,"171
",01:55.3,2,,
19:17.9,e2001d8712171320c120,1,-57,"174
",01:55.3,2,,
19:18.0,e2001d8712171320c120,1,-57,"174
",01:55.3,2,,
19:18.0,e2001d8712171320c120,1,-57,"174
",01:55.3,2,,
19:18.1,e2001d8712171320c120,1,-57,"174
",01:55.5,2,,
19:18.1,e2001d8712171320c120,1,-57,"174
",01:55.5,2,,
19:18.2,e2001d8712171320c120,1,-57,"171
",01:55.5,2,,
19:18.2,e2001d8712171320c120,1,-57,"168
",01:55.6,2,,
19:18.2,e2001d8712171320c120,1,-57,"171
",01:55.6,2,,
19:18.3,e2001d8712171320c120,1,-58,"171
",01:55.6,2,,
19:18.3,e2001d8712171320c120,1,-57,"174
",01:55.7,2,,
19:18.4,e2001d8712171320c120,1,-57,"174
",01:55.7,2,,
19:18.4,e2001d8712171320c120,1,-57,"174
",01:55.8,2,,
19:18.4,e2001d8712171320c120,1,-57,"168
",01:55.8,2,,
19:18.5,e2001d8712171320c120,1,-57,"171
",01:55.8,2,,
19:18.5,e2001d8712171320c120,1,-57,"171
",01:55.9,2,,
19:18.5,e2001d8712171320c120,1,-57,"171
",01:55.9,2,,
19:18.6,e2001d8712171320c120,1,-57,"174
",01:55.9,2,,
19:18.6,e2001d8712171320c120,1,-57,"171
",01:56.0,2,,
19:18.7,e2001d8712171320c120,1,-57,"168
",01:56.0,2,,
19:18.7,e2001d8712171320c120,1,-58,"168
",01:56.1,2,,
19:18.7,e2001d8712171320c120,1,-57,"171
",01:56.1,2,,
19:18.8,e2001d8712171320c120,1,-57,"174
",01:56.2,2,,
19:18.8,e2001d8712171320c120,1,-57,"174
",01:56.2,2,,
19:18.8,e2001d8712171320c120,1,-57,"171
",01:56.2,2,,
19:18.9,e2001d8712171320c120,1,-55,"171
",01:56.3,2,,
19:18.9,e2001d8712171320c120,1,-56,"171
",01:56.3,2,,
19:19.0,e2001d8712171320c120,1,-55,"171
",01:56.3,2,,
19:19.0,e2001d8712171320c120,1,-55,"171
",01:56.4,2,,
19:19.0,e2001d8712171320c120,1,-55,"171
",01:56.4,2,,
19:19.1,e2001d8712171320c120,1,-56,"171
",01:56.5,2,,
19:19.2,e2001d8712171320c120,1,-57,"174
",01:56.6,2,,
19:19.2,e2001d8712171320c120,1,-58,"171
",01:56.6,2,,
19:19.2,e2001d8712171320c120,1,-57,"171
",01:56.6,2,,
19:19.3,e2001d8712171320c120,1,-57,"174
",01:56.7,2,,
19:19.3,e2001d8712171320c120,1,-57,"168
",01:56.7,2,,
19:19.4,e2001d8712171320c120,1,-55,"171
",01:56.8,2,,
19:19.5,e2001d8712171320c120,1,-55,"174
",01:56.9,2,,
19:19.5,e2001d8712171320c120,1,-55,"174
",01:56.9,2,,
19:19.5,e2001d8712171320c120,1,-55,"174
",01:56.9,2,,
19:19.6,e2001d8712171320c120,1,-55,"174
",01:57.0,2,,
19:19.6,e2001d8712171320c120,1,-55,"171
",01:57.0,2,,
19:19.7,e2001d8712171320c120,1,-55,"177
",01:57.0,2,,
19:19.7,e2001d8712171320c120,1,-55,"171
",01:57.1,2,,
19:19.7,e2001d8712171320c120,1,-56,"174
",01:57.1,2,,
19:19.8,e2001d8712171320c120,1,-55,"168
",01:57.1,2,,
19:19.8,e2001d8712171320c120,1,-57,"168
",01:57.2,2,,
19:19.8,e2001d8712171320c120,1,-58,"171
",01:57.2,2,,
19:19.9,e2001d8712171320c120,1,-59,"171
",01:57.2,2,,
19:19.9,e2001d8712171320c120,1,-58,"171
",01:57.3,2,,
19:20.0,e2001d8712171320c120,1,-58,"177
",01:57.3,2,,
19:20.0,e2001d8712171320c120,1,-55,"168
",01:57.4,2,,
19:20.1,e2001d8712171320c120,1,-55,"171
",01:57.5,2,,
19:20.2,e2001d8712171320c120,1,-56,"171
",01:57.5,2,,
19:20.2,e2001d8712171320c120,1,-57,"174
",01:57.5,2,,
19:20.2,e2001d8712171320c120,1,-56,"171
",01:57.6,2,,
19:20.2,e2001d8712171320c120,1,-55,"174
",01:57.6,2,,
19:20.3,e2001d8712171320c120,1,-55,"174
",01:57.7,2,,
19:20.3,e2001d8712171320c120,1,-55,"174
",01:57.7,2,,
19:20.3,e2001d8712171320c120,1,-55,"171
",01:57.7,2,,
19:20.4,e2001d8712171320c120,1,-55,"174
",01:57.7,2,,
19:20.4,e2001d8712171320c120,1,-56,"171
",01:57.8,2,,
19:20.4,e2001d8712171320c120,1,-55,"174
",01:57.8,2,,
19:20.5,e2001d8712171320c120,1,-57,"168
",01:57.8,2,,
19:20.5,e2001d8712171320c120,1,-57,"174
",01:57.9,2,,
19:20.5,e2001d8712171320c120,1,-57,"177
",01:57.9,2,,
19:20.6,e2001d8712171320c120,1,-56,"171
",01:57.9,2,,
19:20.6,e2001d8712171320c120,1,-55,"165
",01:58.0,2,,
19:20.6,e2001d8712171320c120,1,-55,"168
",01:58.0,2,,
19:20.7,e2001d8712171320c120,1,-55,"174
",01:58.0,2,,
19:20.7,e2001d8712171320c120,1,-55,"171
",01:58.0,2,,
19:20.7,e2001d8712171320c120,1,-55,"174
",01:58.1,2,,
19:20.7,e2001d8712171320c120,1,-55,"174
",01:58.1,2,,
19:20.7,e2001d8712171320c120,1,-55,"174
",01:58.1,2,,
19:20.8,e2001d8712171320c120,1,-55,"174
",01:58.1,2,,
19:20.8,e2001d8712171320c120,1,-56,"174
",01:58.2,2,,
19:20.8,e2001d8712171320c120,1,-56,"174
",01:58.2,2,,
19:20.9,e2001d8712171320c120,1,-55,"168
",01:58.2,2,,
19:20.9,e2001d8712171320c120,1,-55,"174
",01:58.3,2,,
19:20.9,e2001d8712171320c120,1,-55,"174
",01:58.3,2,,
19:21.0,e2001d8712171320c120,1,-55,"174
",01:58.3,2,,
19:21.0,e2001d8712171320c120,1,-55,"174
",01:58.4,2,,
19:21.1,e2001d8712171320c120,1,-55,"171
",01:58.5,2,,
19:21.1,e2001d8712171320c120,1,-56,"171
",01:58.5,2,,
19:21.2,e2001d8712171320c120,1,-55,"174
",01:58.5,2,,
19:21.2,e2001d8712171320c120,1,-55,"171
",01:58.6,2,,
19:21.2,e2001d8712171320c120,1,-56,"174
",01:58.6,2,,
19:21.3,e2001d8712171320c120,1,-57,"171
",01:58.6,2,,
19:21.3,e2001d8712171320c120,1,-57,"174
",01:58.7,2,,
19:21.3,e2001d8712171320c120,1,-57,"171
",01:58.7,2,,
19:21.3,e2001d8712171320c120,1,-55,"171
",01:58.7,2,,
19:21.4,e2001d8712171320c120,1,-55,"174
",01:58.7,2,,
19:21.4,e2001d8712171320c120,1,-55,"171
",01:58.7,2,,
19:21.4,e2001d8712171320c120,1,-55,"168
",01:58.8,2,,
19:21.5,e2001d8712171320c120,1,-55,"174
",01:58.9,2,,
19:21.5,e2001d8712171320c120,1,-55,"171
",01:58.9,2,,
19:21.5,e2001d8712171320c120,1,-56,"171
",01:58.9,2,,
19:21.6,e2001d8712171320c120,1,-57,"171
",01:58.9,2,,
19:21.6,e2001d8712171320c120,1,-56,"171
",01:59.0,2,,
19:21.6,e2001d8712171320c120,1,-56,"174
",01:59.0,2,,
19:21.7,e2001d8712171320c120,1,-57,"171
",01:59.0,2,,
19:21.7,e2001d8712171320c120,1,-57,"174
",01:59.1,2,,
19:21.7,e2001d8712171320c120,1,-57,"174
",01:59.1,2,,
19:21.8,e2001d8712171320c120,1,-57,"171
",01:59.1,2,,
19:21.8,e2001d8712171320c120,1,-57,"171
",01:59.2,2,,
19:21.8,e2001d8712171320c120,1,-57,"174
",01:59.2,2,,
19:21.9,e2001d8712171320c120,1,-57,"174
",01:59.2,2,,
19:21.9,e2001d8712171320c120,1,-57,"171
",01:59.3,2,,
19:21.9,e2001d8712171320c120,1,-57,"171
",01:59.3,2,,
19:22.0,e2001d8712171320c120,1,-58,"168
",01:59.3,2,,
19:22.0,e2001d8712171320c120,1,-57,"171
",01:59.4,2,,
19:22.1,e2001d8712171320c120,1,-57,"174
",01:59.5,2,,
19:22.2,e2001d8712171320c120,1,-57,"177
",01:59.6,2,,
19:22.2,e2001d8712171320c120,1,-57,"168
",01:59.6,2,,
19:22.3,e2001d8712171320c120,1,-57,"174
",01:59.6,2,,
19:22.3,e2001d8712171320c120,1,-57,"171
",01:59.7,2,,
19:22.3,e2001d8712171320c120,1,-57,"174
",01:59.7,2,,
19:22.4,e2001d8712171320c120,1,-57,"177
",01:59.7,2,,
19:22.4,e2001d8712171320c120,1,-57,"174
",01:59.8,2,,
19:22.4,e2001d8712171320c120,1,-56,"177
",01:59.8,2,,
19:22.5,e2001d8712171320c120,1,-55,"174
",01:59.8,2,,
19:22.5,e2001d8712171320c120,1,-55,"171
",01:59.9,2,,
19:22.5,e2001d8712171320c120,1,-56,"174
",01:59.9,2,,
19:22.6,e2001d8712171320c120,1,-56,"174
",01:59.9,2,,
19:22.6,e2001d8712171320c120,1,-56,"174
",02:00.0,2,,
19:22.6,e2001d8712171320c120,1,-57,"171
",02:00.0,2,,
19:22.6,e2001d8712171320c120,1,-57,"174
",02:00.0,2,,
19:22.7,e2001d8712171320c120,1,-58,"174
",02:00.1,2,,
19:22.8,e2001d8712171320c120,1,-58,"171
",02:00.1,2,,
19:22.8,e2001d8712171320c120,1,-57,"174
",02:00.2,2,,
19:22.8,e2001d8712171320c120,1,-57,"174
",02:00.2,2,,
19:22.9,e2001d8712171320c120,1,-57,"171
",02:00.2,2,,
19:22.9,e2001d8712171320c120,1,-57,"171
",02:00.3,2,,
19:23.0,e2001d8712171320c120,1,-57,"171
",02:00.3,2,,
19:23.0,e2001d8712171320c120,1,-56,"174
",02:00.4,2,,
19:23.1,e2001d8712171320c120,1,-56,"174
",02:00.5,2,,
19:23.1,e2001d8712171320c120,1,-56,"171
",02:00.5,2,,
19:23.2,e2001d8712171320c120,1,-57,"171
",02:00.5,2,,
19:23.2,e2001d8712171320c120,1,-56,"171
",02:00.6,2,,
19:23.2,e2001d8712171320c120,1,-58,"174
",02:00.6,2,,
19:23.2,e2001d8712171320c120,1,-58,"174
",02:00.6,2,,
19:23.3,e2001d8712171320c120,1,-58,"171
",02:00.6,2,,
19:23.3,e2001d8712171320c120,1,-58,"174
",02:00.7,2,,
19:23.5,e2001d8712171320c120,1,-58,"160
",02:00.8,2,,
19:23.5,e2001d8712171320c120,1,-57,"174
",02:00.9,2,,
19:23.5,e2001d8712171320c120,1,-56,"168
",02:00.9,2,,
19:23.6,e2001d8712171320c120,1,-55,"174
",02:00.9,2,,
19:23.6,e2001d8712171320c120,1,-55,"174
",02:00.9,2,,
19:23.6,e2001d8712171320c120,1,-55,"171
",02:01.0,2,,
19:23.6,e2001d8712171320c120,1,-55,"174
",02:01.0,2,,
19:23.7,e2001d8712171320c120,1,-55,"168
",02:01.1,2,,
19:23.7,e2001d8712171320c120,1,-55,"174
",02:01.1,2,,
19:23.8,e2001d8712171320c120,1,-55,"168
",02:01.1,2,,
19:23.8,e2001d8712171320c120,1,-55,"171
",02:01.2,2,,
19:23.9,e2001d8712171320c120,1,-56,"171
",02:01.2,2,,
19:23.9,e2001d8712171320c120,1,-55,"174
",02:01.3,2,,
19:23.9,e2001d8712171320c120,1,-55,"171
",02:01.3,2,,
19:23.9,e2001d8712171320c120,1,-55,"171
",02:01.3,2,,
19:24.0,e2001d8712171320c120,1,-55,"174
",02:01.3,2,,
19:24.0,e2001d8712171320c120,1,-55,"171
",02:01.4,2,,
19:24.1,e2001d8712171320c120,1,-56,"171
",02:01.5,2,,
19:24.2,e2001d8712171320c120,1,-55,"171
",02:01.5,2,,
19:24.2,e2001d8712171320c120,1,-56,"174
",02:01.6,2,,
19:24.2,e2001d8712171320c120,1,-56,"174
",02:01.6,2,,
