,time,activity,mean,variance
425,19:28.7,2,-56,1
426,19:28.7,2,-55,1
427,19:28.8,2,-55,0
428,19:28.9,2,-55,1
429,19:29.1,2,-57,0
430,19:29.2,2,-57,0
431,19:29.3,2,-57,0
432,19:29.4,2,-57,0
433,19:29.5,2,-57,0
434,19:29.6,2,-58,0
435,19:29.8,2,-58,0
436,19:29.9,2,-58,0
437,19:30.0,2,-57,1
438,19:30.2,2,-55,0
439,19:30.3,2,-56,0
440,19:30.4,2,-57,0
441,19:30.5,2,-56,1
442,19:30.6,2,-55,0
443,19:30.7,2,-55,0
444,19:30.9,2,-55,0
445,19:31.0,2,-57,0
446,19:31.2,2,-55,0
447,19:31.3,2,-56,3
448,19:31.5,2,-55,0
449,19:31.5,2,-56,1
450,19:31.6,2,-56,0
451,19:31.7,2,-56,0
452,19:31.8,2,-55,0
453,19:31.9,2,-55,0
454,19:32.0,2,-55,0
455,19:32.2,2,-55,0
456,19:32.3,2,-55,0
457,19:32.4,2,-56,1
458,19:32.5,2,-55,0
459,19:32.6,2,-55,0
460,19:32.8,2,-56,1
461,19:32.9,2,-56,0
462,19:33.0,2,-57,0
463,19:33.2,2,-57,0
464,19:33.2,2,-57,0
465,19:33.4,2,-57,0
466,19:33.5,2,-55,0
467,19:33.6,2,-55,1
468,19:33.7,2,-54,1
469,19:33.7,2,-55,0
470,19:33.9,2,-57,0
471,19:34.0,2,-56,0
472,19:34.2,2,-55,0
473,19:34.3,2,-55,0
474,19:34.5,2,-56,0
475,19:34.6,2,-58,1
476,19:34.7,2,-55,0
477,19:34.8,2,-55,0
478,19:35.0,2,-56,0
479,19:35.1,2,-56,0
480,19:35.2,2,-56,0
481,19:35.3,2,-55,0
482,19:35.4,2,-55,0
483,19:35.5,2,-56,1
484,19:35.6,2,-55,0
485,19:35.7,2,-55,0
486,19:35.8,2,-56,0
487,19:35.9,2,-56,1
488,19:36.0,2,-56,1
489,19:36.1,2,-56,1
490,19:36.2,2,-55,0
491,19:36.3,2,-55,0
492,19:36.4,2,-57,1
493,19:36.4,2,-56,0
494,19:36.5,2,-56,0
495,19:36.6,2,-57,0
496,19:36.8,2,-57,0
497,19:36.9,2,-55,1
498,19:37.1,2,-55,0
499,19:37.2,2,-55,1
500,19:37.3,2,-56,0
501,19:51.7,3,-58,0
502,19:55.6,3,-58,0
503,19:56.3,3,-59,3
504,19:59.2,3,-58,0
505,20:00.1,3,-58,0
506,20:03.5,3,-58,0
507,20:05.8,3,-58,0
508,20:07.2,3,-58,0
509,20:09.3,3,-58,0
510,20:11.5,3,-59,2
511,20:16.4,3,-60,1
512,20:19.8,3,-58,0
513,20:22.6,3,-58,0
514,20:24.3,3,-58,0
515,20:25.8,3,-58,0
516,20:29.3,3,-58,0
517,20:56.7,4,-58,0
518,20:56.8,4,-59,2
519,20:57.6,4,-59,0
520,21:03.2,4,-58,0
521,21:03.3,4,-58,0
522,21:03.4,4,-59,1
523,21:03.6,4,-58,0
524,21:03.7,4,-59,1
525,21:06.3,4,-60,1
526,21:06.4,4,-58,0
527,21:08.2,4,-59,1
528,21:13.9,4,-59,2
529,21:14.3,4,-59,0
530,21:18.7,4,-58,0
531,21:18.8,4,-59,1
532,21:19.9,4,-59,1
533,21:20.0,4,-59,0
534,21:20.2,4,-59,1
535,21:21.6,4,-58,0
536,21:21.8,4,-59,0
537,21:24.3,4,-58,0
538,21:24.7,4,-58,0
539,21:24.8,4,-58,0
540,21:24.9,4,-58,0
541,21:27.5,4,-58,0
542,21:28.6,4,-59,0
543,21:30.0,4,-58,0
544,21:30.3,4,-58,0
545,21:30.4,4,-58,0
546,21:31.4,4,-58,0
547,21:31.5,4,-58,0
548,21:33.0,4,-58,0
549,21:33.2,4,-58,0
550,21:33.2,4,-59,1
551,21:33.5,4,-58,0
552,21:35.2,4,-57,0
553,21:35.4,4,-58,0
554,21:35.5,4,-58,1
555,21:35.9,4,-58,0
556,21:40.6,4,-60,1
557,21:40.7,4,-58,0
558,21:41.4,4,-59,1
559,21:41.5,4,-60,1
560,21:41.6,4,-58,0
561,21:41.7,4,-58,0
562,21:41.9,4,-59,1
563,21:43.0,4,-59,3
564,21:43.2,4,-58,0
565,21:44.5,4,-59,1
566,21:44.6,4,-58,0
567,21:44.8,4,-58,0
568,21:44.9,4,-58,0
569,21:45.8,4,-59,0
570,21:46.3,4,-59,1
571,21:46.9,4,-58,0
572,21:48.9,4,-58,0
573,21:49.1,4,-58,0
574,21:50.4,4,-58,0
575,21:50.6,4,-59,0
576,21:50.7,4,-59,1
577,21:51.9,4,-58,0
578,21:52.0,4,-59,2
579,21:52.3,4,-59,1
580,21:52.9,4,-59,1
581,21:53.2,4,-59,0
582,21:53.3,4,-58,0
583,21:53.3,4,-59,0
584,21:53.8,4,-58,0
585,21:55.8,4,-59,2
586,21:55.9,4,-58,0
587,21:56.2,4,-59,0
588,21:56.5,4,-59,2
589,21:57.3,4,-58,0
590,21:57.9,4,-59,0
591,22:00.3,4,-60,1
592,22:02.8,3,-58,0
593,22:02.9,3,-58,0
594,22:03.1,3,-59,0
595,22:03.3,3,-59,1
596,22:03.7,3,-58,0
597,22:04.5,3,-58,0
598,22:04.6,3,-58,0
599,22:05.4,3,-58,0
600,22:05.5,3,-58,0
601,22:05.6,3,-58,0
602,22:07.1,3,-59,1
603,22:07.2,3,-59,0
604,22:07.3,3,-57,0
605,22:10.7,3,-58,0
606,22:11.4,3,-57,0
607,22:11.5,3,-58,0
608,22:13.3,3,-57,0
609,22:15.7,3,-59,2
610,22:16.3,3,-58,1
611,22:17.2,3,-58,0
612,22:19.3,3,-58,0
613,22:20.2,3,-58,0
614,22:22.1,3,-58,0
615,22:23.1,3,-58,0
616,22:23.9,3,-58,0
617,22:26.5,3,-58,0
618,22:28.6,3,-58,0
619,22:34.7,4,-58,0
620,22:36.4,4,-58,0
621,22:37.6,4,-58,0
622,22:43.6,4,-59,2
623,22:44.6,4,-58,0
624,22:52.6,4,-59,1
625,22:52.8,4,-59,0
626,22:52.9,4,-59,2
627,22:56.9,4,-61,0
628,23:07.7,2,-59,2
629,23:07.8,2,-58,0
630,23:10.7,2,-59,1
631,23:14.8,2,-59,0
632,23:15.5,2,-58,0
633,23:15.7,2,-58,0
634,23:15.8,2,-57,0
635,23:16.0,2,-56,0
636,23:16.1,2,-56,0
637,23:16.2,2,-55,1
638,23:16.4,2,-56,0
639,23:16.5,2,-57,0
640,23:16.7,2,-57,0
641,23:16.8,2,-57,1
642,23:16.9,2,-55,0
643,23:17.1,2,-55,0
644,23:17.2,2,-57,1
645,23:17.3,2,-57,3
646,23:17.7,2,-56,1
647,23:17.8,2,-55,0
648,23:17.9,2,-55,1
649,23:18.1,2,-55,0
650,23:18.2,2,-56,1
651,23:18.4,2,-57,0
652,23:18.4,2,-57,0
653,23:18.5,2,-56,0
654,23:18.6,2,-55,0
655,23:18.7,2,-56,0
656,23:18.8,2,-56,1
657,23:18.9,2,-57,0
658,23:19.0,2,-57,0
659,23:19.2,2,-56,1
660,23:19.3,2,-55,0
661,23:19.5,2,-55,0
662,23:19.5,2,-55,0
663,23:19.7,2,-57,0
664,23:19.8,2,-57,0
665,23:19.9,2,-56,0
666,23:20.0,2,-55,1
667,23:20.1,2,-56,0
668,23:20.3,2,-55,0
669,23:20.4,2,-55,0
670,23:20.5,2,-56,1
671,23:20.7,2,-56,2
672,23:20.8,2,-54,2
673,23:20.9,2,-55,0
674,23:21.0,2,-55,0
675,23:21.2,2,-55,0
676,23:21.2,2,-56,0
677,23:21.3,2,-56,1
678,23:21.4,2,-55,1
679,23:21.5,2,-56,1
680,23:21.7,2,-57,0
681,23:21.8,2,-57,0
682,23:22.0,2,-57,3
683,23:22.2,2,-55,1
684,23:22.3,2,-55,1
685,23:22.4,2,-55,0
686,23:22.5,2,-55,0
687,23:22.6,2,-56,0
688,23:22.7,2,-57,0
689,23:22.8,2,-56,0
690,23:22.9,2,-55,0
691,23:23.0,2,-55,0
692,23:23.2,2,-55,0
693,23:23.3,2,-55,0
694,23:23.4,2,-55,0
695,23:23.5,2,-55,0
696,23:23.6,2,-56,0
697,23:23.7,2,-56,1
698,23:23.8,2,-55,0
699,23:24.0,2,-55,0
700,23:24.1,2,-55,0
701,23:24.3,2,-55,0
702,23:24.4,2,-56,0
703,23:24.5,2,-56,0
704,23:24.6,2,-56,0
705,23:24.7,2,-56,1
706,23:24.8,2,-56,0
707,23:24.9,2,-56,0
708,23:25.0,2,-57,0
709,23:25.1,2,-56,2
710,23:25.3,2,-55,1
711,23:25.4,2,-55,0
712,23:25.5,2,-56,1
713,23:25.6,2,-55,0
714,23:25.7,2,-55,1
715,23:25.8,2,-56,1
716,23:25.9,2,-56,0
717,23:26.0,2,-55,0
718,23:26.2,2,-56,0
719,23:26.4,2,-55,0
720,23:26.5,2,-55,0
721,23:26.6,2,-55,0
722,23:26.7,2,-55,1
723,23:26.8,2,-57,0
724,23:27.0,2,-55,0
725,23:27.2,2,-55,0
726,23:27.2,2,-56,0
727,23:27.3,2,-56,1
728,23:27.4,2,-56,0
729,23:27.5,2,-57,0
730,23:27.6,2,-57,0
731,23:27.8,2,-56,2
732,23:27.9,2,-57,0
733,23:27.9,2,-57,0
734,23:28.2,2,-56,0
735,23:28.3,2,-57,0
736,23:28.4,2,-56,1
737,23:28.5,2,-56,3
738,23:28.6,2,-55,1
739,23:28.7,2,-55,0
740,23:28.8,2,-55,0
741,23:28.9,2,-55,0
742,23:29.0,2,-57,1
743,23:29.2,2,-56,0
744,23:29.3,2,-55,1
745,23:29.4,2,-55,0
746,23:29.5,2,-56,0
747,23:29.6,2,-55,0
748,23:29.8,2,-55,0
749,23:29.9,2,-55,0
750,23:30.1,2,-56,1
751,23:30.3,2,-55,0
752,23:30.4,2,-55,1
753,23:30.5,2,-57,0
754,23:30.6,2,-56,0
755,23:30.7,2,-56,0
756,23:30.7,2,-57,0
757,23:30.8,2,-57,1
758,23:30.9,2,-56,0
759,23:31.1,2,-56,0
760,23:31.2,2,-56,0
761,23:31.4,2,-57,0
762,23:31.5,2,-57,0
763,23:31.7,2,-58,1
764,23:31.8,2,-56,1
765,23:31.9,2,-56,1
766,23:32.3,2,-55,0
767,23:32.3,2,-55,0
768,23:32.5,2,-56,0
769,23:32.6,2,-55,0
770,23:32.7,2,-55,0
771,23:32.8,2,-56,1
772,23:32.9,2,-57,0
773,23:33.0,2,-56,1
774,23:33.3,2,-55,0
775,23:33.4,2,-57,0
776,23:33.5,2,-56,1
777,23:33.7,2,-53,1
778,23:33.8,2,-56,1
779,23:34.0,2,-57,0
780,23:34.1,2,-57,0
781,23:34.3,2,-56,0
782,23:34.4,2,-57,0
783,23:34.5,2,-57,0
784,23:34.6,2,-57,0
785,23:34.8,2,-57,0
786,23:34.9,2,-58,0
787,23:35.1,2,-57,1
788,23:35.2,2,-55,0
789,23:35.3,2,-55,0
790,23:35.4,2,-56,3
791,23:35.5,2,-55,0
792,23:35.6,2,-55,0
793,23:35.7,2,-55,0
794,23:38.0,1,-58,0
795,23:38.5,1,-57,0
796,23:38.6,1,-55,0
797,23:38.7,1,-56,5
798,23:38.8,1,-55,0
799,23:38.9,1,-55,0
800,23:39.1,1,-56,1
801,23:39.3,1,-55,0
802,23:39.4,1,-57,0
803,23:39.5,1,-55,0
804,23:39.6,1,-56,1
805,23:39.8,1,-57,0
806,23:39.9,1,-55,0
807,23:40.1,1,-55,0
808,23:40.2,1,-57,0
809,23:40.3,1,-57,0
810,23:40.4,1,-56,1
811,23:40.6,1,-55,0
812,23:40.7,1,-55,0
813,23:40.7,1,-56,0
814,23:40.8,1,-56,0
815,23:40.9,1,-55,0
816,23:41.1,1,-57,0
817,23:41.2,1,-58,0
818,23:41.3,1,-58,0
819,23:41.5,1,-58,0
820,23:41.6,1,-58,0
821,23:41.7,1,-58,0
822,23:41.8,1,-58,0
823,23:42.0,1,-56,3
824,23:42.2,1,-55,0
825,23:42.2,1,-55,0
826,23:42.3,1,-55,0
827,23:42.4,1,-55,0
828,23:42.6,1,-55,0
829,24:00.9,5,-58,0
830,24:01.4,5,-57,0
831,24:02.2,5,-56,1
832,24:02.4,5,-58,1
833,24:02.5,5,-57,1
834,24:07.3,5,-58,0
835,24:07.7,5,-57,0
836,24:07.8,5,-57,0
837,24:08.0,5,-55,0
838,24:08.2,5,-55,0
839,24:08.3,5,-55,0
840,24:08.4,5,-55,0
841,24:08.5,5,-55,0
842,24:08.8,5,-57,0
843,24:08.9,5,-55,0
844,24:09.0,5,-55,0
845,24:09.2,5,-55,0
846,24:09.3,5,-55,0
847,24:09.5,5,-55,0
848,24:09.7,5,-55,0
849,24:09.8,5,-55,0
850,24:10.0,5,-55,0
851,24:10.3,5,-55,0
852,24:10.4,5,-55,0
