time,id,RSSI,phase
16 46 25 57796,e2001d8712401320d4a0,-51,"174
"
16 46 25 57796,e2001d8712401320d4a0,-51,"174
"
16 46 25 57828,e2001d8712401320d4a0,-52,"174
"
16 46 25 57828,e2001d8712401320d4a0,-52,"174
"
16 46 25 57862,e2001d8712401320d4a0,-51,"171
"
16 46 25 57862,e2001d8712401320d4a0,-51,"171
"
16 46 25 57896,e2001d8712401320d4a0,-52,"171
"
16 46 25 57896,e2001d8712401320d4a0,-52,"171
"
16 46 25 57927,e2001d8712401320d4a0,-52,"171
"
16 46 25 57927,e2001d8712401320d4a0,-52,"171
"
16 46 25 57961,e2001d8712401320d4a0,-52,"171
"
16 46 25 57961,e2001d8712401320d4a0,-52,"171
"
16 46 25 57995,e2001d8712401320d4a0,-52,"174
"
16 46 25 57995,e2001d8712401320d4a0,-52,"174
"
16 46 25 58028,e2001d8712401320d4a0,-53,"174
"
16 46 25 58045,e2001d8712401320d4a0,-52,"171
"
16 46 25 58077,e2001d8712401320d4a0,-55,"174
"
16 46 25 58095,e2001d8712171320c120,-58,"174
"
16 46 25 58095,e2001d8712171320c120,-58,"174
"
16 46 25 58129,e2001d8712171320c120,-58,"174
"
16 46 25 58144,e2001d8712401320d4a0,-55,"174
"
16 46 25 58144,e2001d8712401320d4a0,-55,"174
"
16 46 25 58177,e2001d8712171320c120,-57,"171
"
16 46 25 58195,e2001d8712401320d4a0,-56,"174
"
16 46 25 58195,e2001d8712401320d4a0,-56,"174
"
16 46 25 58195,e2001d8712401320d4a0,-56,"174
"
16 46 25 58246,e2001d8712171320c120,-57,"171
"
16 46 25 58262,e2001d8712401320d4a0,-55,"174
"
16 46 25 58278,e2001d8712171320c120,-55,"168
"
16 46 25 58312,e2001d8712171320c120,-55,"174
"
16 46 25 58328,e2001d8712171320c120,-55,"177
"
16 46 25 58345,e2001d8712171320c120,-55,"174
"
16 46 25 58345,e2001d8712171320c120,-55,"174
"
16 46 25 58378,e2001d8712171320c120,-55,"168
"
16 46 25 58378,e2001d8712171320c120,-55,"168
"
16 46 25 58412,e2001d8712171320c120,-55,"168
"
16 46 25 58412,e2001d8712171320c120,-55,"168
"
16 46 25 58446,e2001d8712171320c120,-56,"174
"
16 46 25 58446,e2001d8712171320c120,-56,"174
"
16 46 25 58446,e2001d8712171320c120,-56,"174
"
16 46 25 58495,e2001d8712171320c120,-56,"168
"
16 46 25 58495,e2001d8712171320c120,-56,"168
"
16 46 25 58495,e2001d8712171320c120,-56,"168
"
16 46 25 58495,e2001d8712171320c120,-56,"168
"
16 46 25 58561,e2001d8712171320c120,-57,"174
"
16 46 25 58561,e2001d8712171320c120,-57,"174
"
16 46 25 58561,e2001d8712171320c120,-57,"174
"
16 46 25 58561,e2001d8712171320c120,-57,"174
"
16 46 26 58628,e2001d8712171320c120,-57,"171
"
16 46 26 58628,e2001d8712171320c120,-57,"171
"
16 46 26 58662,e2001d8712461320db93,-57,"174
"
16 46 26 58662,e2001d8712461320db93,-57,"174
"
16 46 26 58695,e2001d8712401320d4a0,-57,"171
"
16 46 26 58712,e2001d8712461320db93,-57,"171
"
16 46 26 58712,e2001d8712461320db93,-57,"171
"
16 46 26 58712,e2001d8712461320db93,-57,"171
"
16 46 26 58778,e2001d8712461320db93,-57,"174
"
16 46 26 58795,e2001d8712401320d4a0,-55,"171
"
16 46 26 58812,e2001d8712401320d4a0,-55,"174
"
16 46 26 58812,e2001d8712401320d4a0,-55,"174
"
16 46 26 58845,e2001d8712401320d4a0,-55,"171
"
16 46 26 58845,e2001d8712401320d4a0,-55,"171
"
16 46 26 58879,e2001d8712401320d4a0,-55,"174
"
16 46 26 58879,e2001d8712401320d4a0,-55,"174
"
16 46 26 58928,e2001d8712401320d4a0,-55,"174
"
16 46 26 58945,e2001d8712401320d4a0,-53,"177
"
16 46 26 58945,e2001d8712401320d4a0,-53,"177
"
16 46 26 58979,e2001d8712401320d4a0,-53,"174
"
16 46 26 58979,e2001d8712401320d4a0,-53,"174
"
16 46 26 59011,e2001d8712401320d4a0,-52,"174
"
16 46 26 59028,e2001d8712401320d4a0,-55,"171
"
16 46 26 59028,e2001d8712401320d4a0,-55,"171
"
16 46 26 59062,e2001d8712401320d4a0,-55,"168
"
16 46 26 59062,e2001d8712401320d4a0,-55,"168
"
16 46 26 59095,e2001d8712401320d4a0,-55,"174
"
16 46 26 59112,e2001d8712171320c120,-57,"171
"
16 46 26 59112,e2001d8712171320c120,-57,"171
"
16 46 26 59162,e2001d8712171320c120,-57,"174
"
16 46 26 59179,e2001d8712401320d4a0,-55,"171
"
16 46 26 59195,e2001d8712401320d4a0,-56,"171
"
16 46 26 59212,e2001d8712171320c120,-56,"171
"
16 46 26 59212,e2001d8712171320c120,-56,"171
"
16 46 26 59244,e2001d8712171320c120,-55,"171
"
16 46 26 59262,e2001d8712401320d4a0,-55,"174
"
16 46 26 59312,e2001d8712171320c120,-55,"171
"
16 46 26 59327,e2001d8712401320d4a0,-55,"174
"
16 46 26 59345,e2001d8712401320d4a0,-55,"174
"
16 46 26 59362,e2001d8712171320c120,-53,"171
"
16 46 26 59378,e2001d8712171320c120,-53,"171
"
16 46 26 59394,e2001d8712401320d4a0,-55,"174
"
16 46 26 59412,e2001d8712171320c120,-52,"174
"
16 46 26 59428,e2001d8712401320d4a0,-57,"174
"
16 46 26 59445,e2001d8712171320c120,-52,"168
"
16 46 26 59476,e2001d8712401320d4a0,-57,"171
"
16 46 26 59476,e2001d8712401320d4a0,-57,"171
"
16 46 26 59513,e2001d8712171320c120,-52,"168
"
16 46 26 59529,e2001d8712401320d4a0,-57,"168
"
16 46 26 59529,e2001d8712401320d4a0,-57,"168
"
16 46 26 59563,e2001d8712171320c120,-52,"174
"
16 46 26 59563,e2001d8712171320c120,-52,"174
"
16 46 26 59563,e2001d8712171320c120,-52,"174
"
16 46 26 59563,e2001d8712171320c120,-52,"174
"
16 46 27 59629,e2001d8712171320c120,-51,"171
"
16 46 27 59629,e2001d8712171320c120,-51,"171
"
16 46 27 59662,e2001d8712401320d4a0,-56,"171
"
16 46 27 59678,e2001d8712171320c120,-52,"171
"
16 46 27 59695,e2001d8712171320c120,-52,"174
"
16 46 27 59712,e2001d8712401320d4a0,-56,"171
"
16 46 27 59712,e2001d8712401320d4a0,-56,"171
"
16 46 27 59745,e2001d8712171320c120,-52,"174
"
16 46 27 59760,e2001d8712401320d4a0,-55,"174
"
16 46 27 59779,e2001d8712171320c120,-52,"171
"
16 46 27 59795,e2001d8712401320d4a0,-57,"171
"
16 46 27 59795,e2001d8712401320d4a0,-57,"171
"
16 46 27 59795,e2001d8712401320d4a0,-57,"171
"
16 46 27 59845,e2001d8712171320c120,-52,"174
"
16 46 27 59862,e2001d8712401320d4a0,-55,"171
"
16 46 27 59878,e2001d8712171320c120,-51,"174
"
16 46 27 59895,e2001d8712401320d4a0,-55,"165
"
16 46 27 59912,e2001d8712171320c120,-52,"171
"
16 46 27 59927,e2001d8712401320d4a0,-56,"168
"
16 46 27 59927,e2001d8712401320d4a0,-56,"168
"
16 46 27 59962,e2001d8712171320c120,-52,"171
"
16 46 27 59978,e2001d8712401320d4a0,-57,"171
"
16 46 27 59978,e2001d8712401320d4a0,-57,"171
"
16 46 27 59978,e2001d8712401320d4a0,-57,"171
"
16 46 27 59978,e2001d8712401320d4a0,-57,"171
"
16 46 27 60045,e2001d8712401320d4a0,-56,"171
"
16 46 27 60063,e2001d8712401320d4a0,-56,"174
"
16 46 27 60095,e2001d8712401320d4a0,-56,"171
"
16 46 27 60112,e2001d8712401320d4a0,-57,"0
"
16 46 27 60128,e2001d8712171320c120,-51,"174
"
16 46 27 60145,e2001d8712171320c120,-51,"174
"
16 46 27 60162,e2001d8712401320d4a0,-57,"168
"
16 46 27 60162,e2001d8712401320d4a0,-57,"168
"
