time,id,RSSI,phase,,18:05:03.36,
18:07:11.83,e2001d8712461320db93,-51,"174
",00:02:08.47,Squat,
18:07:11.83,e2001d8712461320db93,-51,"174
",00:02:08.47,Squat,
18:07:11.87,e2001d8712461320db93,-50,"171
",00:02:08.51,Squat,
18:07:11.87,e2001d8712461320db93,-50,"171
",00:02:08.51,Squat,
18:07:11.92,e2001d8712461320db93,-50,"174
",00:02:08.56,Squat,
18:07:11.93,e2001d8712171320c120,-59,"174
",00:02:08.57,Squat,
18:07:11.93,e2001d8712171320c120,-59,"174
",00:02:08.57,Squat,
18:07:11.97,e2001d8712171320c120,-58,"174
",00:02:08.61,Squat,
18:07:11.98,e2001d8712461320db93,-50,"174
",00:02:08.62,Squat,
18:07:12.00,e2001d8712171320c120,-59,"177
",00:02:08.64,Squat,
18:07:12.17,e2001d8712461320db93,-50,"168
",00:02:08.81,Squat,
18:07:12.34,e2001d8712171320c120,-58,"171
",00:02:08.98,Squat,
18:07:12.49,e2001d8712461320db93,-50,"171
",00:02:09.13,Squat,
18:07:12.84,e2001d8712461320db93,-50,"174
",00:02:09.48,Squat,
18:07:12.84,e2001d8712461320db93,-50,"174
",00:02:09.48,Squat,
18:07:12.84,e2001d8712461320db93,-50,"174
",00:02:09.48,Squat,
18:07:12.15,e2001d8712461320db93,-51,"174
",00:02:08.79,Squat,
18:07:12.15,e2001d8712461320db93,-51,"174
",00:02:08.79,Squat,
18:07:12.18,e2001d8712461320db93,-51,"174
",00:02:08.82,Squat,
18:07:12.22,e2001d8712461320db93,-51,"171
",00:02:08.86,Squat,
18:07:12.25,e2001d8712461320db93,-51,"174
",00:02:08.89,Squat,
18:07:12.28,e2001d8712461320db93,-51,"171
",00:02:08.92,Squat,
18:07:12.28,e2001d8712461320db93,-51,"171
",00:02:08.92,Squat,
18:07:12.32,e2001d8712461320db93,-51,"174
",00:02:08.96,Squat,
18:07:12.32,e2001d8712461320db93,-51,"174
",00:02:08.96,Squat,
18:07:12.35,e2001d8712461320db93,-51,"171
",00:02:08.99,Squat,
18:07:12.35,e2001d8712461320db93,-51,"171
",00:02:08.99,Squat,
18:07:12.38,e2001d8712461320db93,-51,"171
",00:02:09.02,Squat,
18:07:12.42,e2001d8712461320db93,-52,"174
",00:02:09.06,Squat,
18:07:12.43,e2001d8712461320db93,-52,"174
",00:02:09.07,Squat,
18:07:12.45,e2001d8712461320db93,-52,"171
",00:02:09.09,Squat,
18:07:12.45,e2001d8712461320db93,-52,"171
",00:02:09.09,Squat,
18:07:12.48,e2001d8712461320db93,-52,"174
",00:02:09.12,Squat,
18:07:12.48,e2001d8712461320db93,-52,"174
",00:02:09.12,Squat,
18:07:12.52,e2001d8712461320db93,-52,"171
",00:02:09.16,Squat,
18:07:12.52,e2001d8712461320db93,-52,"171
",00:02:09.16,Squat,
18:07:12.55,e2001d8712461320db93,-52,"171
",00:02:09.19,Squat,
18:07:12.55,e2001d8712461320db93,-52,"171
",00:02:09.19,Squat,
18:07:12.58,e2001d8712461320db93,-52,"171
",00:02:09.22,Squat,
18:07:12.58,e2001d8712461320db93,-52,"171
",00:02:09.22,Squat,
18:07:12.62,e2001d8712461320db93,-52,"171
",00:02:09.26,Squat,
18:07:12.62,e2001d8712461320db93,-52,"171
",00:02:09.26,Squat,
18:07:12.65,e2001d8712461320db93,-52,"174
",00:02:09.29,Squat,
18:07:12.65,e2001d8712461320db93,-52,"174
",00:02:09.29,Squat,
18:07:12.68,e2001d8712461320db93,-51,"174
",00:02:09.32,Squat,
18:07:12.68,e2001d8712461320db93,-51,"174
",00:02:09.32,Squat,
18:07:12.72,e2001d8712461320db93,-52,"174
",00:02:09.36,Squat,
18:07:12.72,e2001d8712461320db93,-52,"174
",00:02:09.36,Squat,
18:07:12.72,e2001d8712461320db93,-52,"174
",00:02:09.36,Squat,
18:07:12.77,e2001d8712461320db93,-51,"171
",00:02:09.41,Squat,
18:07:12.78,e2001d8712171320c120,-58,"174
",00:02:09.42,Squat,
18:07:12.82,e2001d8712171320c120,-57,"174
",00:02:09.46,Squat,
18:07:12.82,e2001d8712171320c120,-57,"174
",00:02:09.46,Squat,
18:07:12.85,e2001d8712171320c120,-58,"171
",00:02:09.49,Squat,
18:07:12.87,e2001d8712461320db93,-51,"171
",00:02:09.51,Squat,
18:07:12.88,e2001d8712461320db93,-51,"174
",00:02:09.52,Squat,
18:07:12.90,e2001d8712171320c120,-57,"171
",00:02:09.54,Squat,
18:07:12.92,e2001d8712461320db93,-51,"171
",00:02:09.56,Squat,
18:07:12.93,e2001d8712171320c120,-57,"171
",00:02:09.57,Squat,
18:07:12.97,e2001d8712171320c120,-57,"174
",00:02:09.61,Squat,
18:07:12.98,e2001d8712461320db93,-50,"171
",00:02:09.62,Squat,
18:07:13.00,e2001d8712171320c120,-57,"171
",00:02:09.64,Squat,
18:07:13.16,e2001d8712461320db93,-50,"174
",00:02:09.80,Squat,
18:07:13.33,e2001d8712461320db93,-50,"174
",00:02:09.97,Squat,
18:07:13.50,e2001d8712171320c120,-57,"174
",00:02:10.14,Squat,
18:07:13.66,e2001d8712461320db93,-49,"168
",00:02:10.30,Squat,
18:07:13.83,e2001d8712171320c120,-56,"174
",00:02:10.47,Squat,
18:07:13.12,e2001d8712171320c120,-55,"174
",00:02:09.76,Squat,
18:07:13.13,e2001d8712461320db93,-49,"171
",00:02:09.77,Squat,
18:07:13.15,e2001d8712171320c120,-57,"171
",00:02:09.79,Squat,
18:07:13.17,e2001d8712461320db93,-51,"168
",00:02:09.81,Squat,
18:07:13.18,e2001d8712461320db93,-51,"171
",00:02:09.82,Squat,
18:07:13.20,e2001d8712171320c120,-57,"174
",00:02:09.84,Squat,
18:07:13.23,e2001d8712461320db93,-51,"171
",00:02:09.87,Squat,
18:07:13.25,e2001d8712171320c120,-57,"174
",00:02:09.89,Squat,
18:07:13.27,e2001d8712171320c120,-57,"171
",00:02:09.91,Squat,
18:07:13.28,e2001d8712461320db93,-51,"174
",00:02:09.92,Squat,
18:07:13.30,e2001d8712461320db93,-51,"174
",00:02:09.94,Squat,
18:07:13.32,e2001d8712171320c120,-56,"168
",00:02:09.96,Squat,
18:07:13.33,e2001d8712461320db93,-50,"174
",00:02:09.97,Squat,
18:07:13.35,e2001d8712171320c120,-57,"174
",00:02:09.99,Squat,
18:07:13.35,e2001d8712171320c120,-57,"174
",00:02:09.99,Squat,
18:07:13.40,e2001d8712461320db93,-49,"174
",00:02:10.04,Squat,
18:07:13.40,e2001d8712461320db93,-49,"174
",00:02:10.04,Squat,
18:07:13.43,e2001d8712171320c120,-56,"168
",00:02:10.07,Squat,
18:07:13.48,e2001d8712461320db93,-50,"174
",00:02:10.12,Squat,
18:07:13.50,e2001d8712171320c120,-58,"174
",00:02:10.14,Squat,
18:07:13.52,e2001d8712461320db93,-50,"174
",00:02:10.16,Squat,
18:07:13.53,e2001d8712171320c120,-58,"174
",00:02:10.17,Squat,
18:07:13.53,e2001d8712171320c120,-58,"174
",00:02:10.17,Squat,
18:07:13.57,e2001d8712461320db93,-51,"174
",00:02:10.21,Squat,
18:07:13.58,e2001d8712171320c120,-57,"171
",00:02:10.22,Squat,
18:07:13.60,e2001d8712461320db93,-51,"171
",00:02:10.24,Squat,
18:07:13.62,e2001d8712171320c120,-58,"168
",00:02:10.26,Squat,
18:07:13.62,e2001d8712171320c120,-58,"168
",00:02:10.26,Squat,
18:07:13.65,e2001d8712171320c120,-58,"0
",00:02:10.29,Squat,
18:07:13.67,e2001d8712461320db93,-51,"174
",00:02:10.31,Squat,
18:07:13.68,e2001d8712461320db93,-51,"174
",00:02:10.32,Squat,
18:07:13.70,e2001d8712171320c120,-58,"171
",00:02:10.34,Squat,
18:07:13.72,e2001d8712171320c120,-59,"174
",00:02:10.36,Squat,
18:07:13.73,e2001d8712461320db93,-51,"174
",00:02:10.37,Squat,
18:07:13.75,e2001d8712461320db93,-52,"171
",00:02:10.39,Squat,
18:07:13.75,e2001d8712461320db93,-52,"171
",00:02:10.39,Squat,
18:07:13.78,e2001d8712171320c120,-55,"168
",00:02:10.42,Squat,
18:07:13.80,e2001d8712461320db93,-49,"168
",00:02:10.44,Squat,
18:07:13.82,e2001d8712461320db93,-50,"174
",00:02:10.46,Squat,
18:07:13.83,e2001d8712171320c120,-56,"171
",00:02:10.47,Squat,
18:07:13.85,e2001d8712171320c120,-56,"168
",00:02:10.49,Squat,
18:07:13.87,e2001d8712461320db93,-50,"171
",00:02:10.51,Squat,
18:07:13.88,e2001d8712461320db93,-51,"171
",00:02:10.52,Squat,
18:07:13.90,e2001d8712171320c120,-56,"168
",00:02:10.54,Squat,
18:07:13.92,e2001d8712461320db93,-51,"171
",00:02:10.56,Squat,
18:07:13.93,e2001d8712171320c120,-57,"174
",00:02:10.57,Squat,
18:07:13.93,e2001d8712171320c120,-57,"174
",00:02:10.57,Squat,
18:07:13.93,e2001d8712171320c120,-57,"174
",00:02:10.57,Squat,
18:07:13.98,e2001d8712461320db93,-51,"171
",00:02:10.62,Squat,
18:07:14.00,e2001d8712171320c120,-57,"177
",00:02:10.64,Squat,
18:07:14.33,e2001d8712461320db93,-51,"171
",00:02:10.97,Squat,
18:07:14.50,e2001d8712171320c120,-58,"174
",00:02:11.14,Squat,
18:07:14.67,e2001d8712461320db93,-51,"168
",00:02:11.31,Squat,
18:07:14.83,e2001d8712171320c120,-58,"168
",00:02:11.47,Squat,
18:07:14.10,e2001d8712461320db93,-51,"171
",00:02:10.74,Squat,
18:07:14.12,e2001d8712461320db93,-51,"174
",00:02:10.76,Squat,
18:07:14.13,e2001d8712461320db93,-51,"174
",00:02:10.77,Squat,
18:07:14.13,e2001d8712461320db93,-51,"174
",00:02:10.77,Squat,
18:07:14.17,e2001d8712461320db93,-51,"0
",00:02:10.81,Squat,
18:07:14.17,e2001d8712461320db93,-51,"0
",00:02:10.81,Squat,
18:07:14.20,e2001d8712461320db93,-51,"171
",00:02:10.84,Squat,
18:07:14.20,e2001d8712461320db93,-51,"171
",00:02:10.84,Squat,
18:07:14.23,e2001d8712461320db93,-51,"168
",00:02:10.87,Squat,
18:07:14.23,e2001d8712461320db93,-51,"168
",00:02:10.87,Squat,
18:07:14.27,e2001d8712461320db93,-51,"171
",00:02:10.91,Squat,
18:07:14.27,e2001d8712461320db93,-51,"171
",00:02:10.91,Squat,
18:07:14.30,e2001d8712461320db93,-51,"174
",00:02:10.94,Squat,
18:07:14.30,e2001d8712461320db93,-51,"174
",00:02:10.94,Squat,
18:07:14.33,e2001d8712461320db93,-51,"174
",00:02:10.97,Squat,
18:07:14.33,e2001d8712461320db93,-51,"174
",00:02:10.97,Squat,
18:07:14.38,e2001d8712461320db93,-51,"174
",00:02:11.02,Squat,
18:07:14.42,e2001d8712461320db93,-52,"171
",00:02:11.06,Squat,
18:07:14.43,e2001d8712461320db93,-52,"171
",00:02:11.07,Squat,
18:07:14.45,e2001d8712461320db93,-52,"171
",00:02:11.09,Squat,
18:07:14.45,e2001d8712461320db93,-52,"171
",00:02:11.09,Squat,
18:07:14.48,e2001d8712461320db93,-52,"171
",00:02:11.12,Squat,
18:07:14.52,e2001d8712461320db93,-52,"174
",00:02:11.16,Squat,
18:07:14.55,e2001d8712461320db93,-52,"174
",00:02:11.19,Squat,
18:07:14.57,e2001d8712461320db93,-52,"174
",00:02:11.21,Squat,
18:07:14.57,e2001d8712461320db93,-52,"174
",00:02:11.21,Squat,
18:07:14.60,e2001d8712461320db93,-52,"171
",00:02:11.24,Squat,
18:07:14.60,e2001d8712461320db93,-52,"171
",00:02:11.24,Squat,
18:07:14.63,e2001d8712461320db93,-52,"174
",00:02:11.27,Squat,
18:07:14.63,e2001d8712461320db93,-52,"174
",00:02:11.27,Squat,
18:07:14.67,e2001d8712461320db93,-52,"171
",00:02:11.31,Squat,
18:07:14.67,e2001d8712461320db93,-52,"171
",00:02:11.31,Squat,
18:07:14.70,e2001d8712461320db93,-52,"171
",00:02:11.34,Squat,
18:07:14.70,e2001d8712461320db93,-52,"171
",00:02:11.34,Squat,
18:07:14.75,e2001d8712461320db93,-52,"174
",00:02:11.39,Squat,
18:07:14.77,e2001d8712461320db93,-50,"174
",00:02:11.41,Squat,
18:07:14.77,e2001d8712461320db93,-50,"174
",00:02:11.41,Squat,
18:07:14.80,e2001d8712171320c120,-59,"171
",00:02:11.44,Squat,
18:07:14.82,e2001d8712461320db93,-50,"174
",00:02:11.46,Squat,
18:07:14.83,e2001d8712461320db93,-50,"174
",00:02:11.47,Squat,
18:07:14.85,e2001d8712171320c120,-57,"168
",00:02:11.49,Squat,
18:07:14.87,e2001d8712461320db93,-50,"174
",00:02:11.51,Squat,
18:07:14.88,e2001d8712171320c120,-58,"171
",00:02:11.52,Squat,
18:07:14.88,e2001d8712171320c120,-58,"171
",00:02:11.52,Squat,
18:07:14.92,e2001d8712461320db93,-50,"171
",00:02:11.56,Squat,
18:07:14.93,e2001d8712171320c120,-58,"171
",00:02:11.57,Squat,
18:07:14.95,e2001d8712171320c120,-59,"174
",00:02:11.59,Squat,
18:07:14.97,e2001d8712461320db93,-51,"174
",00:02:11.61,Squat,
18:07:14.98,e2001d8712461320db93,-51,"174
",00:02:11.62,Squat,
18:07:15.00,e2001d8712171320c120,-58,"168
",00:02:11.64,Squat,
18:07:15.00,e2001d8712171320c120,-58,"168
",00:02:11.64,Squat,
18:07:15.34,e2001d8712461320db93,-50,"171
",00:02:11.98,Squat,
18:07:15.51,e2001d8712171320c120,-58,"177
",00:02:12.15,Squat,
18:07:15.67,e2001d8712461320db93,-51,"174
",00:02:12.31,Squat,
18:07:15.67,e2001d8712461320db93,-51,"174
",00:02:12.31,Squat,
18:07:15.12,e2001d8712461320db93,-51,"174
",00:02:11.76,Squat,
18:07:15.14,e2001d8712461320db93,-51,"174
",00:02:11.78,Squat,
18:07:15.15,e2001d8712461320db93,-51,"174
",00:02:11.79,Squat,
18:07:15.15,e2001d8712461320db93,-51,"174
",00:02:11.79,Squat,
18:07:15.20,e2001d8712461320db93,-51,"171
",00:02:11.84,Squat,
18:07:15.23,e2001d8712461320db93,-51,"171
",00:02:11.87,Squat,
18:07:15.25,e2001d8712461320db93,-50,"171
",00:02:11.89,Squat,
18:07:15.25,e2001d8712461320db93,-50,"171
",00:02:11.89,Squat,
18:07:15.28,e2001d8712461320db93,-51,"174
",00:02:11.92,Squat,
18:07:15.28,e2001d8712461320db93,-51,"174
",00:02:11.92,Squat,
18:07:15.28,e2001d8712461320db93,-51,"174
",00:02:11.92,Squat,
18:07:15.33,e2001d8712171320c120,-58,"174
",00:02:11.97,Squat,
18:07:15.35,e2001d8712461320db93,-50,"174
",00:02:11.99,Squat,
18:07:15.35,e2001d8712461320db93,-50,"174
",00:02:11.99,Squat,
18:07:15.38,e2001d8712461320db93,-50,"174
",00:02:12.02,Squat,
18:07:15.40,e2001d8712171320c120,-57,"177
",00:02:12.04,Squat,
18:07:15.45,e2001d8712461320db93,-52,"171
",00:02:12.09,Squat,
18:07:15.47,e2001d8712461320db93,-52,"174
",00:02:12.11,Squat,
18:07:15.47,e2001d8712461320db93,-52,"174
",00:02:12.11,Squat,
18:07:15.52,e2001d8712461320db93,-52,"171
",00:02:12.16,Squat,
18:07:15.54,e2001d8712171320c120,-58,"174
",00:02:12.17,Squat,
18:07:15.54,e2001d8712171320c120,-58,"174
",00:02:12.17,Squat,
18:07:15.57,e2001d8712461320db93,-52,"174
",00:02:12.21,Squat,
18:07:15.58,e2001d8712171320c120,-59,"174
",00:02:12.22,Squat,
18:07:15.58,e2001d8712171320c120,-59,"174
",00:02:12.22,Squat,
18:07:15.62,e2001d8712171320c120,-58,"171
",00:02:12.26,Squat,
18:07:15.63,e2001d8712461320db93,-51,"171
",00:02:12.27,Squat,
18:07:15.65,e2001d8712171320c120,-58,"174
",00:02:12.29,Squat,
18:07:15.67,e2001d8712461320db93,-51,"171
",00:02:12.31,Squat,
18:07:15.68,e2001d8712171320c120,-58,"171
",00:02:12.32,Squat,
18:07:15.70,e2001d8712461320db93,-50,"168
",00:02:12.34,Squat,
18:07:15.70,e2001d8712461320db93,-50,"168
",00:02:12.34,Squat,
18:07:15.73,e2001d8712461320db93,-51,"174
",00:02:12.37,Squat,
18:07:15.75,e2001d8712171320c120,-57,"174
",00:02:12.39,Squat,
18:07:15.77,e2001d8712461320db93,-51,"174
",00:02:12.41,Squat,
18:07:15.78,e2001d8712171320c120,-57,"174
",00:02:12.42,Squat,
18:07:15.80,e2001d8712461320db93,-51,"174
",00:02:12.44,Squat,
18:07:15.83,e2001d8712461320db93,-51,"171
",00:02:12.47,Squat,
18:07:15.85,e2001d8712461320db93,-51,"171
",00:02:12.49,Squat,
18:07:15.87,e2001d8712171320c120,-56,"171
",00:02:12.51,Squat,
18:07:15.90,e2001d8712171320c120,-57,"174
",00:02:12.54,Squat,
18:07:15.92,e2001d8712461320db93,-50,"171
",00:02:12.56,Squat,
18:07:15.93,e2001d8712171320c120,-56,"174
",00:02:12.57,Squat,
18:07:15.95,e2001d8712461320db93,-51,"174
",00:02:12.59,Squat,
18:07:15.97,e2001d8712171320c120,-56,"174
",00:02:12.61,Squat,
18:07:15.98,e2001d8712461320db93,-50,"174
",00:02:12.62,Squat,
18:07:16.17,e2001d8712461320db93,-50,"171
",00:02:12.81,Squat,
18:07:16.33,e2001d8712171320c120,-57,"168
",00:02:12.97,Squat,
18:07:16.49,e2001d8712171320c120,-57,"171
",00:02:13.13,Squat,
18:07:16.66,e2001d8712461320db93,-49,"171
",00:02:13.30,Squat,
18:07:16.83,e2001d8712461320db93,-50,"174
",00:02:13.47,Squat,
18:07:16.99,e2001d8712171320c120,-56,"174
",00:02:13.63,Squat,
18:07:16.13,e2001d8712171320c120,-55,"171
",00:02:12.77,Squat,
18:07:16.15,e2001d8712461320db93,-50,"171
",00:02:12.79,Squat,
18:07:16.20,e2001d8712171320c120,-55,"174
",00:02:12.84,Squat,
18:07:16.20,e2001d8712171320c120,-55,"174
",00:02:12.84,Squat,
18:07:16.23,e2001d8712461320db93,-49,"171
",00:02:12.87,Squat,
18:07:16.25,e2001d8712171320c120,-55,"174
",00:02:12.89,Squat,
18:07:16.28,e2001d8712171320c120,-56,"0
",00:02:12.92,Squat,
18:07:16.30,e2001d8712461320db93,-49,"174
",00:02:12.94,Squat,
18:07:16.32,e2001d8712461320db93,-49,"174
",00:02:12.96,Squat,
18:07:16.33,e2001d8712171320c120,-56,"171
",00:02:12.97,Squat,
18:07:16.35,e2001d8712461320db93,-50,"174
",00:02:12.99,Squat,
18:07:16.35,e2001d8712461320db93,-50,"174
",00:02:12.99,Squat,
18:07:16.38,e2001d8712171320c120,-56,"174
",00:02:13.02,Squat,
18:07:16.42,e2001d8712461320db93,-51,"168
",00:02:13.06,Squat,
18:07:16.45,e2001d8712461320db93,-52,"171
",00:02:13.09,Squat,
18:07:16.45,e2001d8712461320db93,-52,"171
",00:02:13.09,Squat,
18:07:16.48,e2001d8712461320db93,-52,"174
",00:02:13.12,Squat,
18:07:16.48,e2001d8712461320db93,-52,"174
",00:02:13.12,Squat,
18:07:16.52,e2001d8712461320db93,-52,"168
",00:02:13.15,Squat,
18:07:16.52,e2001d8712461320db93,-52,"168
",00:02:13.15,Squat,
18:07:16.55,e2001d8712461320db93,-52,"171
",00:02:13.19,Squat,
18:07:16.55,e2001d8712461320db93,-52,"171
",00:02:13.19,Squat,
18:07:16.58,e2001d8712461320db93,-52,"174
",00:02:13.22,Squat,
18:07:16.58,e2001d8712461320db93,-52,"174
",00:02:13.22,Squat,
18:07:16.62,e2001d8712461320db93,-51,"174
",00:02:13.26,Squat,
18:07:16.62,e2001d8712461320db93,-51,"174
",00:02:13.26,Squat,
18:07:16.65,e2001d8712461320db93,-52,"174
",00:02:13.29,Squat,
18:07:16.65,e2001d8712461320db93,-52,"174
",00:02:13.29,Squat,
18:07:16.68,e2001d8712461320db93,-51,"174
",00:02:13.32,Squat,
18:07:16.70,e2001d8712461320db93,-52,"171
",00:02:13.34,Squat,
18:07:16.70,e2001d8712461320db93,-52,"171
",00:02:13.34,Squat,
18:07:16.70,e2001d8712461320db93,-52,"171
",00:02:13.34,Squat,
18:07:16.75,e2001d8712171320c120,-58,"174
",00:02:13.39,Squat,
18:07:16.77,e2001d8712461320db93,-50,"174
",00:02:13.41,Squat,
18:07:16.78,e2001d8712461320db93,-50,"174
",00:02:13.42,Squat,
18:07:16.80,e2001d8712171320c120,-58,"171
",00:02:13.44,Squat,
18:07:16.82,e2001d8712461320db93,-50,"174
",00:02:13.46,Squat,
18:07:16.83,e2001d8712171320c120,-58,"174
",00:02:13.47,Squat,
18:07:16.83,e2001d8712171320c120,-58,"174
",00:02:13.47,Squat,
18:07:16.87,e2001d8712461320db93,-49,"174
",00:02:13.51,Squat,
18:07:16.88,e2001d8712171320c120,-58,"171
",00:02:13.52,Squat,
18:07:16.90,e2001d8712461320db93,-50,"171
",00:02:13.54,Squat,
18:07:16.92,e2001d8712171320c120,-58,"171
",00:02:13.56,Squat,
18:07:16.93,e2001d8712171320c120,-58,"174
",00:02:13.57,Squat,
18:07:16.95,e2001d8712461320db93,-49,"174
",00:02:13.59,Squat,
18:07:16.98,e2001d8712461320db93,-50,"174
",00:02:13.62,Squat,
18:07:17.00,e2001d8712171320c120,-58,"174
",00:02:13.64,Squat,
18:07:17.15,e2001d8712171320c120,-58,"171
",00:02:13.79,Squat,
18:07:17.33,e2001d8712461320db93,-50,"174
",00:02:13.97,Squat,
18:07:17.50,e2001d8712171320c120,-58,"174
",00:02:14.14,Squat,
18:07:17.67,e2001d8712461320db93,-50,"174
",00:02:14.31,Squat,
18:07:17.83,e2001d8712461320db93,-50,"174
",00:02:14.47,Squat,
18:07:17.10,e2001d8712171320c120,-58,"174
",00:02:13.74,Squat,
18:07:17.12,e2001d8712461320db93,-50,"174
",00:02:13.76,Squat,
18:07:17.13,e2001d8712461320db93,-50,"171
",00:02:13.77,Squat,
18:07:17.13,e2001d8712461320db93,-50,"171
",00:02:13.77,Squat,
18:07:17.17,e2001d8712461320db93,-50,"174
",00:02:13.81,Squat,
18:07:17.17,e2001d8712461320db93,-50,"174
",00:02:13.81,Squat,
18:07:17.20,e2001d8712461320db93,-50,"171
",00:02:13.84,Squat,
18:07:17.20,e2001d8712461320db93,-50,"171
",00:02:13.84,Squat,
18:07:17.23,e2001d8712461320db93,-50,"174
",00:02:13.87,Squat,
18:07:17.23,e2001d8712461320db93,-50,"174
",00:02:13.87,Squat,
18:07:17.27,e2001d8712461320db93,-50,"174
",00:02:13.91,Squat,
18:07:17.27,e2001d8712461320db93,-50,"174
",00:02:13.91,Squat,
18:07:17.27,e2001d8712461320db93,-50,"174
",00:02:13.91,Squat,
18:07:17.27,e2001d8712461320db93,-50,"174
",00:02:13.91,Squat,
18:07:17.37,e2001d8712461320db93,-51,"171
",00:02:14.01,Squat,
18:07:17.40,e2001d8712461320db93,-51,"174
",00:02:14.04,Squat,
18:07:17.40,e2001d8712461320db93,-51,"174
",00:02:14.04,Squat,
18:07:17.43,e2001d8712461320db93,-51,"171
",00:02:14.07,Squat,
18:07:17.47,e2001d8712461320db93,-51,"174
",00:02:14.11,Squat,
18:07:17.50,e2001d8712461320db93,-51,"171
",00:02:14.14,Squat,
18:07:17.52,e2001d8712461320db93,-51,"174
",00:02:14.16,Squat,
18:07:17.52,e2001d8712461320db93,-51,"174
",00:02:14.16,Squat,
18:07:17.55,e2001d8712461320db93,-51,"174
",00:02:14.19,Squat,
18:07:17.55,e2001d8712461320db93,-51,"174
",00:02:14.19,Squat,
18:07:17.60,e2001d8712461320db93,-51,"171
",00:02:14.24,Squat,
18:07:17.62,e2001d8712461320db93,-51,"171
",00:02:14.26,Squat,
18:07:17.62,e2001d8712461320db93,-51,"171
",00:02:14.26,Squat,
18:07:17.65,e2001d8712461320db93,-51,"174
",00:02:14.29,Squat,
18:07:17.65,e2001d8712461320db93,-51,"174
",00:02:14.29,Squat,
18:07:17.68,e2001d8712461320db93,-51,"168
",00:02:14.32,Squat,
18:07:17.68,e2001d8712461320db93,-51,"168
",00:02:14.32,Squat,
18:07:17.72,e2001d8712461320db93,-51,"174
",00:02:14.36,Squat,
18:07:17.73,e2001d8712461320db93,-51,"168
",00:02:14.37,Squat,
18:07:17.73,e2001d8712461320db93,-51,"168
",00:02:14.37,Squat,
18:07:17.77,e2001d8712461320db93,-51,"174
",00:02:14.41,Squat,
18:07:17.77,e2001d8712461320db93,-51,"174
",00:02:14.41,Squat,
18:07:17.80,e2001d8712461320db93,-51,"171
",00:02:14.44,Squat,
18:07:17.80,e2001d8712461320db93,-51,"171
",00:02:14.44,Squat,
18:07:17.83,e2001d8712461320db93,-51,"174
",00:02:14.47,Squat,
18:07:17.83,e2001d8712461320db93,-51,"174
",00:02:14.47,Squat,
18:07:17.87,e2001d8712461320db93,-51,"171
",00:02:14.51,Squat,
18:07:17.87,e2001d8712461320db93,-51,"171
",00:02:14.51,Squat,
18:07:17.90,e2001d8712461320db93,-51,"171
",00:02:14.54,Squat,
18:07:17.90,e2001d8712461320db93,-51,"171
",00:02:14.54,Squat,
18:07:17.93,e2001d8712461320db93,-51,"171
",00:02:14.57,Squat,
18:07:17.97,e2001d8712461320db93,-51,"168
",00:02:14.61,Squat,
18:07:18.00,e2001d8712461320db93,-51,"171
",00:02:14.64,Squat,
18:07:18.33,e2001d8712461320db93,-51,"174
",00:02:14.97,Squat,
18:07:18.33,e2001d8712461320db93,-51,"174
",00:02:14.97,Squat,
18:07:18.07,e2001d8712461320db93,-51,"174
",00:02:14.71,Squat,
18:07:18.08,e2001d8712171320c120,-59,"174
",00:02:14.72,Squat,
18:07:18.08,e2001d8712171320c120,-59,"174
",00:02:14.72,Squat,
18:07:18.12,e2001d8712461320db93,-50,"171
",00:02:14.76,Squat,
18:07:18.13,e2001d8712461320db93,-51,"171
",00:02:14.77,Squat,
18:07:18.15,e2001d8712461320db93,-51,"174
",00:02:14.79,Squat,
18:07:18.18,e2001d8712461320db93,-51,"171
",00:02:14.82,Squat,
18:07:18.18,e2001d8712461320db93,-51,"171
",00:02:14.82,Squat,
18:07:18.22,e2001d8712171320c120,-58,"174
",00:02:14.86,Squat,
18:07:18.23,e2001d8712461320db93,-51,"174
",00:02:14.87,Squat,
18:07:18.25,e2001d8712461320db93,-51,"174
",00:02:14.89,Squat,
18:07:18.25,e2001d8712461320db93,-51,"174
",00:02:14.89,Squat,
18:07:18.28,e2001d8712461320db93,-50,"171
",00:02:14.92,Squat,
18:07:18.30,e2001d8712171320c120,-58,"171
",00:02:14.94,Squat,
18:07:18.30,e2001d8712171320c120,-58,"171
",00:02:14.94,Squat,
18:07:18.33,e2001d8712461320db93,-50,"174
",00:02:14.97,Squat,
18:07:18.35,e2001d8712171320c120,-58,"174
",00:02:14.99,Squat,
18:07:18.38,e2001d8712461320db93,-49,"174
",00:02:15.02,Squat,
18:07:18.04,e2001d8712171320c120,-57,"171
",00:02:14.68,Squat,
18:07:18.04,e2001d8712461320db93,-49,"174
",00:02:14.68,Squat,
18:07:18.04,e2001d8712171320c120,-56,"174
",00:02:14.68,Squat,
18:07:18.05,e2001d8712171320c120,-56,"171
",00:02:14.69,Squat,
18:07:18.05,e2001d8712461320db93,-49,"174
",00:02:14.69,Squat,
18:07:18.05,e2001d8712171320c120,-55,"171
",00:02:14.69,Squat,
18:07:18.05,e2001d8712461320db93,-49,"171
",00:02:14.69,Squat,
18:07:18.05,e2001d8712171320c120,-55,"168
",00:02:14.69,Squat,
18:07:18.05,e2001d8712461320db93,-49,"171
",00:02:14.69,Squat,
18:07:18.06,e2001d8712171320c120,-55,"165
",00:02:14.69,Squat,
18:07:18.06,e2001d8712461320db93,-49,"174
",00:02:14.70,Squat,
