time,activity,mean,variance,tag_id
06:52.8,3,-57,0,1
06:52.9,3,-49,0,3
06:53.0,3,-55,0,1
06:53.0,3,-56,0,1
06:53.0,3,-49,0,3
06:53.2,3,-57,0,1
06:53.2,3,-49,0,3
06:53.3,3,-55,0,1
06:53.3,3,-49,0,3
06:53.4,3,-56,1,1
06:53.4,3,-49,0,3
06:53.5,3,-57,0,1
06:53.5,3,-49,0,3
06:53.5,3,-50,0,3
06:53.6,3,-57,0,1
06:53.6,3,-50,0,3
06:53.7,3,-56,0,1
06:53.7,3,-57,0,1
06:53.7,3,-50,0,3
06:53.8,3,-57,0,1
06:53.8,3,-51,0,3
06:53.9,3,-52,0,3
06:54.2,3,-56,0,1
06:54.2,3,-52,0,3
06:54.3,3,-52,0,3
06:54.3,3,-51,0,3
06:54.4,3,-55,0,1
06:54.4,3,-51,0,3
06:54.5,3,-55,0,1
06:54.5,3,-50,0,3
06:54.6,3,-55,0,1
06:54.7,3,-55,0,1
06:54.7,3,-49,0,3
06:54.8,3,-58,0,1
06:54.8,3,-55,0,1
06:54.8,3,-49,0,3
06:54.9,3,-55,0,1
06:54.9,3,-50,0,3
06:55.0,3,-50,0,3
06:55.1,3,-56,0,1
06:55.1,3,-51,0,3
06:55.2,3,-50,0,3
06:55.3,3,-55,0,1
06:55.3,3,-55,0,1
06:55.4,3,-55,0,1
06:55.4,3,-50,0,3
06:55.5,3,-55,0,1
06:55.5,3,-51,0,3
06:55.6,3,-52,0,3
06:55.7,3,-56,0,1
06:55.7,3,-52,0,3
06:55.9,3,-52,0,3
06:55.9,3,-52,0,3
06:56.1,3,-52,0,3
06:56.3,3,-52,0,3
06:56.3,3,-51,0,3
06:56.3,3,-51,0,3
06:56.4,3,-51,0,3
06:56.5,3,-52,0,3
06:56.6,3,-51,0,3
06:56.7,3,-51,0,3
06:56.8,3,-51,0,3
06:56.9,3,-51,0,3
06:57.0,3,-50,0,3
06:57.2,3,-50,0,3
06:57.3,3,-49,0,3
06:57.4,3,-49,0,3
06:57.7,3,-50,0,3
07:02.9,4,-56,0,1
07:02.9,4,-50,1,3
07:03.0,4,-57,0,1
07:03.1,4,-51,0,3
07:03.3,4,-52,0,3
07:03.4,4,-51,2,3
07:03.5,4,-50,0,3
07:03.5,4,-50,0,3
07:03.6,4,-51,0,3
07:03.7,4,-51,0,3
07:03.8,4,-51,0,3
07:03.9,4,-52,0,3
07:04.0,4,-58,0,1
07:04.0,4,-52,0,3
07:04.2,4,-52,0,3
07:04.3,4,-52,0,3
07:04.4,4,-52,0,3
07:04.5,4,-51,0,3
07:04.5,4,-51,0,3
07:04.6,4,-51,0,3
07:04.7,4,-51,0,3
07:04.8,4,-57,0,1
07:04.8,4,-52,0,3
07:04.9,4,-50,0,3
07:05.0,4,-56,0,1
07:05.0,4,-49,0,3
07:05.2,4,-55,0,1
07:05.2,4,-49,0,3
07:05.3,4,-55,0,1
07:05.3,4,-49,0,3
07:05.4,4,-55,1,1
07:05.4,4,-49,0,3
07:05.5,4,-57,0,1
07:05.5,4,-49,0,3
07:05.6,4,-57,0,1
07:05.6,4,-50,0,3
07:05.7,4,-55,0,1
07:05.7,4,-58,1,1
07:05.7,4,-50,0,3
07:05.8,4,-50,0,3
07:05.9,4,-58,0,1
07:05.9,4,-50,0,3
07:06.0,4,-58,0,1
07:06.0,4,-50,0,3
07:06.2,4,-50,0,3
07:06.3,4,-51,0,3
07:06.4,4,-51,0,3
07:06.5,4,-51,0,3
07:06.5,4,-52,0,3
07:06.6,4,-51,0,3
07:06.7,4,-50,0,3
07:06.7,4,-52,0,3
07:06.8,4,-51,0,3
07:06.9,4,-51,0,3
07:07.2,4,-58,0,1
07:07.2,4,-51,0,3
07:07.2,4,-52,0,3
07:07.3,4,-52,0,3
07:07.4,4,-52,0,3
07:07.5,4,-52,0,3
07:07.6,4,-51,0,3
07:07.7,4,-51,0,3
07:07.8,4,-56,3,1
07:07.8,4,-49,1,3
07:07.9,4,-55,0,1
07:07.9,4,-49,0,3
07:08.0,4,-55,0,1
07:08.1,4,-55,0,1
07:08.1,4,-49,0,3
07:08.2,4,-49,0,3
07:08.3,4,-56,0,1
07:08.3,4,-49,0,3
07:08.4,4,-56,0,1
07:08.4,4,-49,0,3
07:08.5,4,-50,1,3
07:08.6,4,-58,0,1
07:08.6,4,-51,0,3
07:08.7,4,-58,0,1
07:08.7,4,-51,0,3
07:08.8,4,-51,0,3
07:08.9,4,-52,0,3
07:09.0,4,-52,0,3
07:09.2,4,-52,0,3
07:09.3,4,-52,0,3
07:09.4,4,-52,0,3
07:09.5,4,-51,0,3
07:09.5,4,-51,0,3
07:09.6,4,-52,0,3
07:09.7,4,-51,0,3
07:09.8,4,-50,0,3
07:09.9,4,-52,0,3
07:09.9,4,-50,0,3
07:10.1,4,-50,0,3
07:10.2,4,-56,0,1
07:10.2,4,-50,0,3
07:10.3,4,-57,0,1
07:10.3,4,-55,0,1
07:10.3,4,-49,0,3
07:10.4,4,-56,1,1
07:10.4,4,-49,0,3
07:10.5,4,-56,0,1
07:10.5,4,-49,0,3
07:10.6,4,-55,0,1
07:10.6,4,-49,0,3
07:10.7,4,-55,0,1
07:10.7,4,-49,0,3
07:10.8,4,-49,0,3
07:10.9,4,-55,0,1
07:10.9,4,-49,0,3
07:11.0,4,-55,0,1
07:11.2,4,-50,0,3
07:11.3,4,-58,0,1
07:11.4,4,-50,0,3
07:11.4,4,-51,0,3
07:11.5,4,-51,0,3
07:11.6,4,-51,0,3
07:11.7,4,-49,1,3
07:11.7,4,-51,0,3
07:11.8,4,-50,0,3
07:11.9,4,-50,0,3
07:12.0,4,-57,1,1
07:12.0,4,-58,0,1
07:12.2,4,-51,0,3
07:12.3,4,-51,0,3
07:12.4,4,-51,0,3
07:12.5,4,-50,0,3
07:12.5,4,-52,0,3
07:12.6,4,-52,0,3
07:12.7,4,-51,0,3
07:12.8,4,-57,0,1
07:12.8,4,-51,0,3
07:12.9,4,-57,0,1
07:12.9,4,-50,0,3
07:13.0,4,-56,0,1
07:13.1,4,-56,1,1
07:13.2,4,-51,0,3
07:13.3,4,-56,0,1
07:13.3,4,-49,0,3
07:13.3,4,-50,0,3
07:13.4,4,-57,1,1
07:13.4,4,-49,0,3
07:13.5,4,-57,0,1
07:13.6,4,-51,0,3
07:13.7,4,-58,0,1
07:13.7,4,-51,0,3
07:13.8,4,-55,0,1
07:13.8,4,-49,0,3
07:13.9,4,-56,0,1
07:13.9,4,-51,0,3
07:14.1,4,-51,0,3
07:14.2,4,-51,0,3
07:14.3,4,-51,0,3
07:14.3,4,-51,0,3
07:14.4,4,-52,0,3
07:14.5,4,-58,0,1
07:14.5,4,-52,0,3
07:14.6,4,-52,0,3
07:14.7,4,-52,0,3
07:14.8,4,-50,0,3
07:14.9,4,-57,0,1
07:14.9,4,-50,0,3
07:15.0,4,-58,0,1
07:15.0,4,-50,0,3
07:15.1,4,-51,0,3
07:15.2,4,-50,0,3
07:15.3,4,-57,0,1
07:15.3,4,-50,0,3
07:15.5,4,-52,0,3
07:15.6,4,-58,0,1
07:15.6,4,-51,0,3
07:15.7,4,-57,0,1
07:15.7,4,-50,0,3
07:15.8,4,-51,0,3
07:15.9,4,-56,0,1
07:15.9,4,-50,0,3
07:16.0,4,-56,0,1
07:16.2,4,-55,0,1
07:16.2,4,-49,0,3
07:16.2,4,-49,0,3
07:16.3,4,-50,1,3
07:16.4,4,-57,1,1
07:16.5,4,-52,0,3
07:16.6,4,-51,0,3
07:16.7,4,-51,0,3
07:16.8,4,-58,0,1
07:16.8,4,-50,0,3
07:16.9,4,-58,0,1
07:16.9,4,-49,0,3
07:17.0,4,-55,0,1
07:17.0,4,-50,0,3
07:17.2,4,-50,0,3
07:17.3,4,-50,0,3
07:17.4,4,-51,0,3
07:17.5,4,-58,0,1
07:17.5,4,-51,0,3
07:17.6,4,-51,0,3
07:17.7,4,-51,0,3
07:17.8,4,-50,0,3
07:17.8,4,-51,0,3
07:17.9,4,-51,0,3
07:18.0,4,-56,0,1
07:18.0,4,-51,0,3
07:18.0,4,-49,0,3
07:18.1,4,-55,0,1
07:18.1,4,-55,0,1
07:18.1,4,-54,1,1
07:18.1,4,-55,0,1
07:18.1,4,-50,0,3
07:18.1,4,-49,0,3
07:18.1,4,-49,0,3
07:18.1,4,-47,1,3
07:18.1,4,-49,0,3
07:18.2,4,-58,0,1
07:18.2,4,-51,0,3
07:18.3,4,-49,0,3
07:19.1,4,-58,1,1
07:19.1,4,-51,0,3
07:19.2,4,-55,0,1
07:19.2,4,-51,0,3
07:19.3,4,-49,1,3
07:19.4,4,-51,0,3
07:19.4,4,-51,0,3
07:19.5,4,-51,0,3
07:19.6,4,-51,0,3
07:19.7,4,-51,0,3
07:19.8,4,-52,0,3
07:19.9,4,-52,0,3
07:20.0,4,-52,0,3
07:20.2,4,-58,0,1
07:20.2,4,-50,0,3
07:20.3,4,-51,1,3
07:20.4,4,-52,0,3
07:20.5,4,-51,0,3
07:20.6,4,-51,0,3
07:20.7,4,-58,4,1
07:20.8,4,-56,1,1
07:20.8,4,-50,1,3
07:20.8,4,-49,1,3
07:20.9,4,-55,0,1
07:20.9,4,-49,0,3
07:21.2,4,-55,0,1
07:21.2,4,-49,0,3
07:21.2,4,-49,0,3
07:21.3,4,-55,0,1
07:21.4,4,-55,0,1
07:21.4,4,-49,0,3
07:21.5,4,-55,0,1
07:21.5,4,-49,0,3
07:21.5,4,-49,0,3
07:21.6,4,-56,0,1
07:21.6,4,-49,0,3
07:21.7,4,-57,1,1
07:21.7,4,-50,1,3
07:21.8,4,-55,0,1
07:21.8,4,-58,0,1
07:21.8,4,-51,0,3
07:21.9,4,-51,0,3
07:22.2,4,-53,0,3
07:22.2,4,-52,0,3
07:22.3,4,-51,0,3
07:22.3,4,-51,0,3
07:22.4,4,-51,0,3
07:22.5,4,-51,0,3
07:22.6,4,-51,0,3
07:22.7,4,-51,0,3
07:22.8,4,-52,0,3
07:22.9,4,-51,0,3
07:23.0,4,-51,0,3
07:23.1,4,-57,0,1
07:23.2,4,-50,0,3
07:23.3,4,-56,1,1
07:23.4,4,-49,0,3
07:23.5,4,-53,1,1
07:23.5,4,-49,0,3
07:23.6,4,-54,1,1
07:23.6,4,-49,0,3
07:23.7,4,-55,0,1
07:23.7,4,-51,0,3
07:23.8,4,-57,0,1
07:23.8,4,-50,0,3
07:23.9,4,-58,0,1
07:23.9,4,-50,0,3
07:24.1,4,-51,0,3
07:24.2,4,-51,0,3
07:24.2,4,-51,0,3
07:24.3,4,-51,0,3
07:24.4,4,-51,0,3
07:24.5,4,-51,0,3
07:24.6,4,-51,0,3
07:24.7,4,-58,0,1
07:24.7,4,-52,0,3
07:24.8,4,-52,0,3
07:24.9,4,-51,0,3
07:25.0,4,-52,0,3
07:25.1,4,-51,0,3
07:25.3,4,-52,0,3
07:25.3,4,-52,0,3
07:25.4,4,-52,0,3
07:25.5,4,-51,0,3
07:25.6,4,-51,0,3
07:25.7,4,-59,0,1
07:25.8,4,-58,0,1
07:25.8,4,-51,0,3
07:25.8,4,-51,0,3
07:25.9,4,-57,0,1
07:25.9,4,-50,0,3
07:26.0,4,-50,0,3
07:26.1,4,-50,0,3
07:26.2,4,-56,1,1
07:26.2,4,-55,0,1
07:26.2,4,-49,0,3
07:26.3,4,-53,1,1
07:26.4,4,-54,1,1
07:26.4,4,-49,0,3
07:26.5,4,-55,0,1
07:26.5,4,-49,0,3
07:26.6,4,-55,0,1
07:26.6,4,-50,0,3
07:26.7,4,-49,0,3
07:26.8,4,-57,0,1
07:26.8,4,-50,0,3
07:26.9,4,-57,0,1
07:27.0,4,-49,0,3
07:27.1,4,-51,0,3
07:27.2,4,-51,0,3
07:27.3,4,-49,0,3
07:27.4,4,-49,0,3
07:27.5,4,-51,0,3
07:27.5,4,-49,0,3
07:27.6,4,-49,0,3
07:27.7,4,-48,1,3
07:27.8,4,-47,1,3
07:27.9,4,-49,0,3
07:28.0,4,-49,0,3
07:28.2,4,-51,0,3
07:28.3,4,-52,0,3
07:28.4,4,-52,0,3
07:28.5,4,-51,0,3
07:28.5,4,-49,1,3
07:28.7,4,-51,0,3
07:34.8,5,-49,0,3
07:34.9,5,-49,0,3
07:35.0,5,-50,0,3
07:35.2,5,-54,4,2
07:35.2,5,-51,4,3
07:35.4,5,-53,3,2
07:35.4,5,-50,0,3
07:35.6,5,-51,1,3
07:35.6,5,-50,2,4
07:35.7,5,-55,0,2
07:35.7,5,-51,0,3
07:35.7,5,-51,0,3
07:35.9,5,-54,3,2
07:35.9,5,-50,1,4
07:36.1,5,-49,0,4
07:36.2,5,-55,6,2
07:36.3,5,-52,0,3
07:36.3,5,-55,4,4
07:36.4,5,-52,0,3
07:36.5,5,-56,0,2
07:36.5,5,-56,2,4
07:36.6,5,-54,2,2
07:36.6,5,-51,0,3
07:36.7,5,-57,0,2
07:36.7,5,-51,0,3
07:36.8,5,-49,0,3
07:36.9,5,-56,3,1
07:36.9,5,-49,0,3
07:37.1,5,-57,0,1
07:37.2,5,-58,0,1
07:37.2,5,-50,0,3
07:37.3,5,-49,0,3
07:37.4,5,-49,0,3
07:37.5,5,-50,0,3
07:37.5,5,-49,0,3
07:37.6,5,-49,0,3
07:37.7,5,-49,0,3
07:37.8,5,-49,0,3
07:37.9,5,-49,0,3
07:38.0,5,-51,1,3
07:38.1,5,-52,0,2
07:38.1,5,-50,2,3
07:38.2,5,-55,0,2
07:38.3,5,-52,0,2
07:38.3,5,-51,0,4
07:38.4,5,-51,0,3
07:38.5,5,-51,0,3
07:38.5,5,-49,0,4
07:38.6,5,-55,7,2
07:38.8,5,-52,0,3
07:38.8,5,-51,0,4
07:38.9,5,-55,0,2
07:39.0,5,-57,4,1
07:39.3,5,-51,0,3
07:39.5,5,-56,2,2
07:39.6,5,-51,0,3
07:39.7,5,-50,0,3
07:39.8,5,-49,0,3
07:39.9,5,-57,0,1
07:39.9,5,-49,0,3
07:40.2,5,-55,1,1
07:40.2,5,-55,0,1
07:40.2,5,-56,2,1
07:40.2,5,-50,1,3
07:40.3,5,-50,0,3
07:40.4,5,-50,0,3
07:40.5,5,-51,0,3
07:40.6,5,-52,0,3
07:40.7,5,-52,0,3
07:40.8,5,-57,0,2
07:40.8,5,-49,0,3
07:40.8,5,-51,1,3
07:41.0,5,-55,6,2
07:41.1,5,-51,0,3
07:41.4,5,-50,0,4
07:41.5,5,-55,0,2
07:41.6,5,-52,0,3
07:41.6,5,-50,0,4
07:41.8,5,-56,1,2
07:41.8,5,-51,0,3
07:41.9,5,-52,0,4
07:42.2,5,-52,0,3
07:42.3,5,-57,1,2
07:42.3,5,-52,0,3
07:42.4,5,-57,4,2
07:42.4,5,-52,0,3
07:42.5,5,-52,0,3
07:42.6,5,-51,0,3
07:42.7,5,-52,0,3
07:42.7,5,-51,0,3
07:42.8,5,-54,1,2
07:42.8,5,-51,0,3
07:42.9,5,-51,0,3
07:43.0,5,-56,0,4
07:43.1,5,-55,0,2
07:43.2,5,-52,0,2
07:43.2,5,-51,0,3
07:43.3,5,-51,0,3
07:43.3,5,-52,0,3
07:43.4,5,-52,0,2
07:43.4,5,-52,0,3
07:43.5,5,-52,5,2
07:43.5,5,-51,0,3
07:43.7,5,-56,0,2
07:43.8,5,-55,0,4
07:43.9,5,-52,0,3
07:43.9,5,-52,4,4
07:44.1,5,-51,0,3
07:44.1,5,-49,0,4
07:44.4,5,-49,0,4
07:44.5,5,-53,1,2
07:44.5,5,-52,22,4
07:44.6,5,-55,0,2
07:44.6,5,-52,0,3
07:44.7,5,-52,0,3
07:44.8,5,-52,0,2
07:44.8,5,-56,2,4
07:45.0,5,-51,0,3
07:45.1,5,-52,0,3
07:45.2,5,-55,0,2
07:45.3,5,-57,1,2
07:45.3,5,-52,0,3
07:45.4,5,-51,0,3
07:45.4,5,-51,0,3
07:45.5,5,-53,1,2
07:45.5,5,-51,0,3
07:45.6,5,-52,0,3
07:45.7,5,-52,0,3
07:45.8,5,-52,0,3
07:45.9,5,-52,0,3
07:46.1,5,-52,0,3
07:46.2,5,-55,0,2
07:46.2,5,-52,0,3
07:46.3,5,-56,0,1
07:46.3,5,-56,0,2
07:46.3,5,-54,7,4
07:46.4,5,-52,0,3
07:46.5,5,-55,0,2
07:46.6,5,-54,1,3
07:46.7,5,-56,1,1
07:46.7,5,-56,0,2
07:46.9,5,-55,7,2
07:46.9,5,-52,5,3
07:46.9,5,-49,6,4
07:47.1,5,-51,0,3
07:47.2,5,-53,8,2
07:47.2,5,-51,4,4
07:47.3,5,-53,5,2
07:47.4,5,-51,0,3
07:47.4,5,-53,1,4
07:47.5,5,-53,1,3
07:47.6,5,-56,0,2
07:47.7,5,-57,0,2
07:47.7,5,-52,0,3
07:47.8,5,-52,0,3
07:47.9,5,-52,0,3
07:48.0,5,-56,0,2
07:48.0,5,-51,0,3
07:48.1,5,-57,1,1
07:48.1,5,-52,0,3
07:48.3,5,-55,1,2
07:48.3,5,-51,0,3
07:48.3,5,-51,0,3
07:48.4,5,-55,0,2
07:48.4,5,-52,0,3
07:48.5,5,-54,5,2
07:48.6,5,-53,1,3
07:48.7,5,-56,0,2
07:48.7,5,-52,0,3
07:48.8,5,-56,0,2
07:48.8,5,-51,0,3
07:48.9,5,-56,2,4
07:49.1,5,-53,2,3
07:49.2,5,-53,8,2
07:49.2,5,-54,1,3
07:49.4,5,-51,0,3
07:49.5,5,-52,0,2
07:49.5,5,-51,1,4
07:49.6,5,-53,2,3
07:49.7,5,-56,1,4
07:49.9,5,-54,3,3
07:49.9,5,-53,6,4
07:50.0,5,-57,0,1
07:50.4,5,-54,1,3
07:50.5,5,-52,0,2
07:50.5,5,-55,0,3
07:50.6,5,-54,2,2
07:50.6,5,-53,0,3
07:50.7,5,-51,0,2
07:50.7,5,-57,0,2
07:50.7,5,-52,0,3
07:50.9,5,-56,2,2
07:50.9,5,-52,0,3
07:51.0,5,-58,0,1
07:51.2,5,-57,3,2
07:51.2,5,-52,0,3
07:51.3,5,-57,0,2
07:51.3,5,-55,0,3
07:51.4,5,-56,0,2
07:51.4,5,-55,0,3
07:51.6,5,-58,0,1
07:51.6,5,-54,3,2
07:51.6,5,-52,5,3
07:51.6,5,-56,0,4
07:51.7,5,-52,0,3
07:51.8,5,-52,0,3
07:51.9,5,-57,0,1
07:51.9,5,-52,5,4
07:52.4,5,-53,0,3
07:52.5,5,-54,1,2
07:52.5,5,-51,0,4
07:52.7,5,-52,0,3
07:52.7,5,-52,1,4
07:52.8,5,-53,5,3
07:52.8,5,-53,4,4
07:52.9,5,-54,7,2
07:53.2,5,-51,0,3
07:53.3,5,-56,1,1
07:53.3,5,-51,0,3
07:53.4,5,-55,0,1
07:53.4,5,-51,0,3
07:53.5,5,-55,1,1
07:53.5,5,-51,0,3
07:53.6,5,-52,0,3
07:53.6,5,-52,0,3
07:53.7,5,-51,0,3
07:53.8,5,-51,0,3
07:53.9,5,-51,0,3
07:54.1,5,-53,1,3
07:54.2,5,-58,0,2
07:54.2,5,-52,0,3
07:54.2,5,-52,1,3
07:54.3,5,-51,0,3
07:54.4,5,-54,2,2
07:54.4,5,-52,4,4
07:54.5,5,-52,0,3
07:54.7,5,-52,0,3
07:54.7,5,-49,0,4
07:54.8,5,-52,0,2
07:54.8,5,-52,27,4
07:55.0,5,-52,0,3
07:55.3,5,-57,0,1
07:55.3,5,-56,0,2
07:55.4,5,-56,2,2
07:55.4,5,-53,2,3
07:55.5,5,-57,0,1
07:55.6,5,-57,0,2
07:55.6,5,-53,1,3
07:55.7,5,-52,0,3
07:55.8,5,-55,0,1
07:55.8,5,-51,0,3
07:55.9,5,-54,1,1
07:55.9,5,-51,0,3
07:56.2,5,-55,0,1
07:56.2,5,-51,0,3
07:56.3,5,-55,0,1
07:56.3,5,-52,0,3
07:56.4,5,-56,1,1
07:56.4,5,-51,0,3
07:56.5,5,-51,0,3
07:56.6,5,-55,1,1
07:56.6,5,-52,0,3
07:56.7,5,-51,0,3
07:56.7,5,-54,3,3
07:56.8,5,-52,0,3
07:56.9,5,-57,0,1
07:56.9,5,-57,0,2
07:57.0,5,-54,1,1
07:57.1,5,-56,1,1
07:57.1,5,-55,1,3
07:57.3,5,-54,3,3
07:57.3,5,-54,7,4
07:57.5,5,-50,3,4
07:57.6,5,-52,0,2
07:57.7,5,-50,1,4
07:57.8,5,-55,4,2
07:57.8,5,-52,0,3
07:57.9,5,-53,4,4
07:58.0,5,-53,1,3
07:58.1,5,-51,0,3
07:58.1,5,-56,5,4
07:58.3,5,-55,0,2
07:58.4,5,-55,0,2
07:58.4,5,-53,1,3
07:58.4,5,-52,0,3
07:58.5,5,-57,3,2
07:58.6,5,-52,0,3
07:58.7,5,-52,0,3
07:58.7,5,-58,0,4
07:58.8,5,-52,0,3
07:58.9,5,-52,0,3
07:59.0,5,-52,0,3
07:59.2,5,-52,0,3
07:59.3,5,-57,0,2
07:59.3,5,-53,1,3
07:59.4,5,-56,0,2
07:59.4,5,-55,0,3
07:59.6,5,-54,3,2
07:59.6,5,-51,2,3
07:59.7,5,-50,1,4
07:59.8,5,-52,0,3
07:59.9,5,-52,0,3
08:00.0,5,-52,0,3
08:00.2,5,-49,0,4
08:00.2,5,-52,5,4
08:00.3,5,-53,0,3
08:00.4,5,-54,3,2
08:00.5,5,-51,0,2
08:00.6,5,-56,3,1
08:00.6,5,-53,1,3
08:00.8,5,-53,4,4
08:01.0,5,-55,0,3
08:01.1,5,-55,0,2
08:01.1,5,-53,1,3
08:01.2,5,-53,1,2
08:01.2,5,-57,0,2
08:01.3,5,-52,0,3
08:01.4,5,-52,0,3
08:01.5,5,-52,0,3
08:01.6,5,-55,0,2
08:01.6,5,-52,0,3
08:01.7,5,-55,0,2
08:01.8,5,-55,0,2
08:01.8,5,-52,0,3
08:01.9,5,-55,0,3
08:02.0,5,-55,0,2
08:02.0,5,-55,0,3
08:02.1,5,-56,3,2
08:02.1,5,-52,1,3
08:02.2,5,-55,1,1
08:02.3,5,-55,5,3
08:02.4,5,-55,0,1
08:02.4,5,-55,4,3
08:02.6,5,-57,1,1
08:02.8,5,-52,0,3
08:02.8,5,-50,0,4
08:03.1,5,-52,0,3
08:03.3,5,-56,7,2
08:03.3,5,-55,1,3
08:03.4,5,-57,1,4
08:03.5,5,-54,7,3
08:03.6,5,-52,0,2
08:03.6,5,-51,0,3
08:03.7,5,-52,0,2
08:03.7,5,-54,3,3
08:03.7,5,-53,3,4
08:03.8,5,-52,0,2
08:03.8,5,-53,0,3
08:04.0,5,-55,0,2
08:04.1,5,-55,0,3
08:04.2,5,-53,0,3
08:04.2,5,-53,1,3
08:04.3,5,-53,0,3
08:04.4,5,-52,0,3
08:04.6,5,-55,0,2
08:04.6,5,-52,0,3
08:04.7,5,-55,0,2
08:04.7,5,-55,0,2
08:04.7,5,-52,0,3
08:04.8,5,-54,3,2
08:04.8,5,-54,1,3
08:04.9,5,-54,3,3
08:05.0,5,-52,0,2
08:05.1,5,-55,0,2
08:05.2,5,-56,1,3
08:05.3,5,-55,0,4
08:05.4,5,-55,0,3
08:05.4,5,-52,0,4
08:05.5,5,-55,0,2
08:05.7,5,-52,5,3
08:05.7,5,-54,3,3
08:05.7,5,-52,0,4
08:05.8,5,-57,4,2
08:06.0,5,-53,0,3
08:06.2,5,-56,1,3
08:06.2,5,-53,14,4
08:06.5,5,-53,5,2
08:06.5,5,-55,0,3
08:06.6,5,-55,0,3
08:06.7,5,-53,0,2
08:06.8,5,-52,0,2
08:06.8,5,-53,0,3
08:06.9,5,-53,1,2
08:06.9,5,-55,0,3
08:07.0,5,-53,0,2
08:07.2,5,-55,0,2
08:07.2,5,-55,0,3
08:07.2,5,-55,0,3
08:07.3,5,-55,0,2
08:07.3,5,-55,0,3
08:07.4,5,-55,0,2
08:07.4,5,-55,0,3
08:07.5,5,-55,0,2
08:07.5,5,-53,2,3
08:07.6,5,-53,2,3
08:07.7,5,-57,1,1
08:07.7,5,-55,1,2
08:07.7,5,-53,1,4
08:07.8,5,-55,0,3
08:08.1,5,-53,1,3
08:08.3,5,-55,0,2
08:08.5,5,-56,1,1
08:08.5,5,-50,5,4
08:08.6,5,-51,0,2
08:08.6,5,-51,0,3
08:08.8,5,-53,4,2
08:08.8,5,-50,1,4
08:08.9,5,-55,7,3
08:08.9,5,-56,0,4
08:09.3,5,-55,0,2
08:09.3,5,-54,3,3
08:09.3,5,-52,0,3
08:09.4,5,-56,2,2
08:09.4,5,-53,2,3
08:09.5,5,-55,0,3
08:09.5,5,-54,1,4
08:09.5,5,-57,0,4
08:09.6,5,-55,0,3
08:09.7,5,-55,0,3
08:09.8,5,-57,0,1
08:09.8,5,-53,2,3
08:09.9,5,-52,0,3
08:10.1,5,-55,0,3
08:10.2,5,-55,0,3
08:10.3,5,-57,1,2
08:10.3,5,-53,3,3
08:10.4,5,-56,2,1
08:10.4,5,-51,0,3
08:10.5,5,-58,0,2
08:10.5,5,-54,7,3
08:10.6,5,-55,1,3
08:10.6,5,-55,0,4
08:10.7,5,-53,4,4
08:10.8,5,-52,4,2
08:10.8,5,-53,2,3
08:10.9,5,-49,0,4
08:11.0,5,-52,0,3
08:11.2,5,-51,0,3
08:11.3,5,-51,0,2
08:11.3,5,-49,0,4
08:11.5,5,-52,0,3
08:11.5,5,-52,16,4
08:11.8,5,-55,0,2
08:11.9,5,-53,2,3
08:11.9,5,-55,4,4
08:12.1,5,-55,0,2
08:12.2,5,-55,0,3
08:12.2,5,-53,0,3
08:12.3,5,-55,1,2
08:12.3,5,-53,0,3
08:12.4,5,-56,0,2
08:12.5,5,-55,0,3
08:12.5,5,-52,0,3
08:12.6,5,-52,0,3
08:12.7,5,-53,0,3
08:12.8,5,-55,0,3
08:12.9,5,-57,0,2
08:13.0,5,-56,1,2
08:13.0,5,-55,0,3
08:13.1,5,-55,0,2
08:13.3,5,-57,4,1
08:13.3,5,-54,6,3
08:13.3,5,-53,4,4
08:13.4,5,-56,1,2
08:13.7,5,-57,0,3
08:13.7,5,-51,0,4
08:13.9,5,-55,0,2
08:14.0,5,-52,1,4
08:14.2,5,-53,4,2
08:14.2,5,-52,0,4
08:14.3,5,-55,0,3
08:14.3,5,-54,1,4
08:14.4,5,-54,1,2
08:14.5,5,-55,0,2
08:14.5,5,-55,0,3
08:14.6,5,-57,0,2
08:14.6,5,-55,0,3
08:14.7,5,-55,1,3
08:14.7,5,-55,0,3
08:14.8,5,-57,0,1
08:14.8,5,-53,1,3
08:15.0,5,-57,0,1
08:15.0,5,-53,1,3
08:15.1,5,-58,1,1
08:15.2,5,-55,0,3
08:15.3,5,-56,2,3
08:15.4,5,-58,0,3
08:15.5,5,-56,2,3
08:15.6,5,-58,0,2
08:15.6,5,-52,0,3
08:15.7,5,-57,0,2
08:15.7,5,-56,7,3
08:15.8,5,-55,4,4
08:15.9,5,-56,2,2
08:16.0,5,-50,1,4
08:16.1,5,-49,0,4
08:16.2,5,-52,0,3
08:16.3,5,-52,5,2
08:16.3,5,-49,0,4
08:16.4,5,-52,1,2
08:16.4,5,-53,3,3
08:16.5,5,-51,1,4
08:16.7,5,-56,7,2
08:16.7,5,-52,1,3
08:16.8,5,-52,0,3
08:16.8,5,-53,5,3
08:16.8,5,-56,3,4
08:16.9,5,-56,0,3
08:17.1,5,-56,2,1
08:17.1,5,-55,1,2
08:17.1,5,-53,1,3
08:17.2,5,-55,0,1
08:17.3,5,-55,0,1
08:17.3,5,-53,0,3
08:17.4,5,-52,0,3
08:17.5,5,-55,0,1
08:17.5,5,-55,0,3
08:17.5,5,-52,0,3
08:17.6,5,-55,0,1
08:17.6,5,-52,0,3
08:17.7,5,-57,1,1
08:17.7,5,-52,0,3
08:17.8,5,-55,0,3
08:17.9,5,-56,1,3
