,time,activity,mean,variance
275,06:12.8,3,-49,0
276,06:12.9,3,-50,1
277,06:13.0,3,-50,0
278,06:13.1,3,-49,0
279,06:13.2,3,-49,0
280,06:13.3,3,-49,0
281,06:13.4,3,-50,0
282,06:13.5,3,-52,0
283,06:13.6,3,-52,0
284,06:13.7,3,-51,1
285,06:13.9,3,-50,0
286,06:14.0,3,-50,0
287,06:14.1,3,-51,1
288,06:14.3,3,-52,0
289,06:14.4,3,-52,0
290,06:14.5,3,-51,0
291,06:14.6,3,-51,0
292,06:14.7,3,-50,0
293,06:14.9,3,-49,0
294,06:15.0,3,-50,0
295,06:15.1,3,-49,1
296,06:15.2,3,-49,0
297,06:15.3,3,-49,0
298,06:15.4,3,-49,0
299,06:15.6,3,-49,0
300,06:15.7,3,-51,1
301,06:15.9,3,-53,0
302,06:16.0,3,-52,0
303,06:16.8,3,-51,0
304,06:16.2,3,-51,0
305,06:16.3,3,-51,0
306,06:16.4,3,-51,0
307,06:16.5,3,-51,0
308,06:16.6,3,-51,0
309,06:16.7,3,-51,0
310,06:16.8,3,-51,0
311,06:16.9,3,-50,0
312,06:17.0,3,-49,0
313,06:17.1,3,-49,0
314,06:17.3,3,-49,0
315,06:17.4,3,-49,0
316,06:17.5,3,-49,0
317,06:17.6,3,-49,0
318,06:17.7,3,-49,0
319,06:17.9,3,-49,0
320,06:18.0,3,-50,0
321,06:18.1,3,-49,0
322,06:18.3,3,-49,0
323,06:18.4,3,-49,0
324,06:18.1,3,-50,0
325,06:18.1,3,-52,0
326,06:18.1,3,-52,0
327,06:18.1,3,-52,0
328,06:18.1,3,-52,0
329,06:18.1,3,-52,0
330,06:19.8,3,-52,0
331,06:19.2,3,-53,0
332,06:19.3,3,-52,0
333,06:19.4,3,-52,0
334,06:19.5,3,-52,0
335,06:19.6,3,-52,0
336,06:19.7,3,-51,0
337,06:19.8,3,-51,0
338,06:19.9,3,-51,0
339,06:20.5,3,-50,1
340,06:20.1,3,-49,0
341,06:20.3,3,-49,0
342,06:20.4,3,-49,0
343,06:20.5,3,-49,0
344,06:20.7,3,-50,0
345,06:20.8,3,-52,0
346,06:20.9,3,-52,0
347,06:21.5,3,-51,0
348,06:21.2,3,-51,0
349,06:21.2,3,-51,0
350,06:21.3,3,-51,0
351,06:21.4,3,-51,0
352,06:21.5,3,-51,0
353,06:21.6,3,-51,0
354,06:21.7,3,-51,0
355,06:21.8,3,-51,0
356,06:22.0,3,-50,0
357,06:22.7,3,-49,1
358,06:22.2,3,-49,0
359,06:22.3,3,-49,0
360,06:22.4,3,-49,0
361,06:22.6,3,-49,0
362,06:22.8,3,-49,0
363,06:22.8,3,-49,0
364,06:22.9,3,-49,0
365,06:23.5,3,-49,0
366,06:23.2,3,-49,0
367,06:23.3,3,-49,0
368,06:23.4,3,-50,3
369,06:23.5,3,-52,0
370,06:23.6,3,-52,0
371,06:23.8,3,-52,0
372,06:23.8,3,-53,0
373,06:23.9,3,-53,0
374,06:24.2,3,-52,1
375,06:24.1,3,-51,0
376,06:24.2,3,-51,0
377,06:24.4,3,-51,0
378,06:24.5,3,-51,0
379,06:24.6,3,-51,0
380,06:24.7,3,-51,0
381,06:24.9,3,-52,0
382,06:25.0,3,-51,0
383,06:26.0,3,-49,0
384,06:25.3,3,-49,0
385,06:25.4,3,-49,0
386,06:25.5,3,-49,0
387,06:25.6,3,-49,0
388,06:25.7,3,-50,2
389,06:25.8,3,-52,0
390,06:25.9,3,-52,0
391,06:26.2,3,-52,0
392,06:27.0,3,-52,0
393,06:26.2,3,-52,0
394,06:26.3,3,-52,0
395,06:26.4,3,-52,0
396,06:26.5,3,-51,0
397,06:26.6,3,-51,0
398,06:26.7,3,-51,0
399,06:26.8,3,-52,0
400,06:26.9,3,-52,0
401,06:27.0,3,-51,0
402,06:27.5,3,-49,1
403,06:27.2,3,-49,0
404,06:27.3,3,-49,0
405,06:27.4,3,-47,0
406,06:27.6,3,-47,1
407,06:27.7,3,-48,1
408,06:27.8,3,-49,0
409,06:27.9,3,-49,0
410,06:28.2,3,-49,0
411,06:28.2,3,-49,0
412,06:28.3,3,-49,0
413,06:28.4,3,-51,0
414,06:28.5,3,-51,0
415,06:28.6,3,-52,0
416,06:28.7,3,-52,0
417,06:28.8,3,-52,0
418,06:28.9,3,-52,0
419,06:29.0,3,-51,0
420,06:29.8,3,-51,0
421,06:29.2,3,-51,0
422,06:29.3,3,-51,0
423,06:29.4,3,-52,1
424,06:29.5,3,-53,0
425,06:29.6,3,-52,1
426,06:29.8,3,-51,0
427,06:29.9,3,-51,0
428,06:30.2,3,-51,0
429,06:30.1,3,-51,0
430,06:30.3,3,-51,0
431,06:30.4,3,-50,1
432,06:30.5,3,-49,0
433,06:30.6,3,-49,0
434,06:30.7,3,-54,1
435,06:30.8,3,-55,0
436,06:30.9,3,-55,0
437,06:31.5,3,-55,0
438,06:31.2,3,-53,0
439,06:31.3,3,-52,0
440,06:31.4,3,-52,0
441,06:31.5,3,-52,0
442,06:31.5,3,-52,0
443,06:31.7,3,-51,0
444,06:31.8,3,-51,0
445,06:31.9,3,-51,0
446,06:32.0,3,-49,0
447,06:32.2,3,-49,0
448,06:32.3,3,-49,0
449,06:32.4,3,-49,0
450,06:32.5,3,-49,0
451,06:32.6,3,-49,0
452,06:32.8,3,-49,0
453,06:32.9,3,-49,0
454,06:33.0,3,-49,0
455,06:33.7,3,-49,0
456,06:33.2,3,-49,0
457,06:33.3,3,-49,0
458,06:33.4,3,-49,0
459,06:33.5,3,-51,0
460,06:33.6,3,-49,1
461,06:33.7,3,-50,0
462,06:33.8,3,-50,0
463,06:33.9,3,-51,0
464,06:34.0,3,-51,1
465,06:34.8,3,-52,0
466,06:34.2,3,-52,0
467,06:34.3,3,-52,0
468,06:34.4,3,-52,0
469,06:34.5,3,-53,0
470,06:34.6,3,-52,0
471,06:34.7,3,-51,0
472,06:34.8,3,-52,0
473,06:34.9,3,-51,0
474,06:35.7,3,-51,0
475,06:35.2,3,-51,0
476,06:35.3,3,-51,0
477,06:35.4,3,-51,0
478,06:35.5,3,-52,0
479,06:35.7,3,-53,2
480,06:35.8,3,-54,1
481,06:35.9,3,-53,1
482,06:36.2,3,-55,0
483,06:36.1,3,-54,1
484,06:36.2,3,-53,0
485,06:36.3,3,-52,0
486,06:36.4,3,-52,0
487,06:36.5,3,-52,0
488,06:36.7,3,-51,0
489,06:36.8,3,-50,0
490,06:36.9,3,-49,0
491,06:37.0,3,-49,0
492,06:37.1,3,-47,1
493,06:37.2,3,-48,1
494,06:37.3,3,-47,1
495,06:37.5,3,-49,0
496,06:37.6,3,-49,0
497,06:37.8,3,-49,0
498,06:37.8,3,-48,1
499,06:38.0,3,-48,1
500,06:38.8,3,-49,0
501,06:38.2,3,-49,0
502,06:38.3,3,-49,0
503,06:38.4,3,-50,1
504,06:38.5,3,-51,0
505,06:38.7,3,-50,0
506,06:38.8,3,-51,0
507,06:38.9,3,-51,0
508,06:39.0,3,-52,0
509,06:39.1,3,-52,0
510,06:39.3,3,-52,0
511,06:39.5,3,-53,1
512,06:39.6,3,-52,0
513,06:39.7,3,-51,0
514,06:39.8,3,-50,0
515,06:39.9,3,-50,0
516,06:40.5,3,-51,0
517,06:40.2,3,-51,0
518,06:40.4,3,-52,1
519,06:40.6,3,-52,1
520,06:40.8,3,-50,0
521,06:40.9,3,-51,0
522,06:41.0,3,-51,0
523,06:41.3,3,-52,0
524,06:41.1,3,-51,0
525,06:41.2,3,-52,0
526,06:41.4,3,-52,0
527,06:41.4,3,-52,0
528,06:41.5,3,-51,0
529,06:41.7,3,-50,0
530,06:41.8,3,-49,0
531,06:41.9,3,-49,0
532,06:42.0,3,-47,1
533,06:42.1,3,-47,0
534,06:42.2,3,-49,0
535,06:42.4,3,-50,0
536,06:42.5,3,-49,0
537,06:42.6,3,-49,0
538,06:42.8,3,-49,0
539,06:42.9,3,-49,0
540,06:43.0,3,-49,0
541,06:43.1,3,-49,0
542,06:43.2,3,-49,0
543,06:43.3,3,-51,0
544,06:43.5,3,-52,0
545,06:43.6,3,-50,1
546,06:43.7,3,-50,0
547,06:43.8,3,-50,0
548,06:43.9,3,-50,1
549,06:44.0,3,-51,0
550,06:44.1,3,-51,0
551,06:44.3,3,-51,0
552,06:44.4,3,-52,0
553,06:44.5,3,-51,0
554,06:44.7,3,-51,0
555,06:44.8,3,-50,0
556,06:44.9,3,-50,0
557,06:45.8,3,-51,0
558,06:45.2,3,-51,0
559,06:45.3,3,-51,0
560,06:45.4,3,-51,0
561,06:45.6,3,-51,1
562,06:45.7,3,-50,0
563,06:45.8,3,-50,0
564,06:45.9,3,-51,0
565,06:46.0,3,-52,0
566,06:46.1,3,-52,0
567,06:46.2,3,-51,0
568,06:46.3,3,-51,0
569,06:46.4,3,-51,0
570,06:46.5,3,-51,0
571,06:46.6,3,-52,0
572,06:46.7,3,-52,0
573,06:46.8,3,-52,0
574,06:46.9,3,-50,1
575,06:47.0,3,-48,1
576,06:47.8,3,-47,0
577,06:47.2,3,-47,1
578,06:47.3,3,-49,0
579,06:47.4,3,-49,0
580,06:47.6,3,-49,0
581,06:47.7,3,-49,0
582,06:47.8,3,-49,0
583,06:47.9,3,-49,0
584,06:48.7,3,-49,0
585,06:48.2,3,-49,0
586,06:48.3,3,-49,0
587,06:48.4,3,-50,1
588,06:48.6,3,-50,0
589,06:48.7,3,-51,0
590,06:48.8,3,-51,0
591,06:48.9,3,-52,0
592,06:49.2,3,-53,0
593,06:49.1,3,-53,0
594,06:49.2,3,-51,1
595,06:49.4,3,-51,0
596,06:49.5,3,-51,0
597,06:49.7,3,-50,0
598,06:49.8,3,-50,0
599,06:49.9,3,-50,0
600,06:50.0,3,-50,0
601,06:50.7,3,-51,0
602,06:50.2,3,-51,0
603,06:50.3,3,-50,0
604,06:50.5,3,-50,0
605,06:50.6,3,-52,0
606,06:50.7,3,-52,0
607,06:50.8,3,-52,0
608,06:50.9,3,-52,0
609,06:51.0,3,-52,0
610,06:51.7,3,-52,0
611,06:51.2,3,-52,0
612,06:51.3,3,-52,0
613,06:51.4,3,-51,0
614,06:51.5,3,-51,0
615,06:51.6,3,-51,0
616,06:51.6,3,-51,0
617,06:51.7,3,-50,0
618,06:51.9,3,-49,0
619,06:52.3,3,-49,0
620,06:52.1,3,-49,0
621,06:52.3,3,-49,0
622,06:52.4,3,-49,0
623,06:52.5,3,-49,0
624,06:52.6,3,-49,0
625,06:52.7,3,-49,0
626,06:52.9,3,-49,0
627,06:53.0,3,-49,0
628,06:53.5,3,-49,0
629,06:53.2,3,-49,0
630,06:53.3,3,-49,0
631,06:53.4,3,-49,0
632,06:53.5,3,-50,0
633,06:53.6,3,-50,0
634,06:53.7,3,-50,0
635,06:53.8,3,-51,0
636,06:53.9,3,-52,0
637,06:54.3,3,-52,0
638,06:54.2,3,-52,0
639,06:54.3,3,-51,0
640,06:54.4,3,-51,0
641,06:54.5,3,-50,0
642,06:54.7,3,-49,0
643,06:54.8,3,-49,0
644,06:54.9,3,-50,0
645,06:55.0,3,-50,0
646,06:55.1,3,-51,0
647,06:55.2,3,-50,0
648,06:55.4,3,-50,0
649,06:55.5,3,-51,0
650,06:55.6,3,-52,0
651,06:55.7,3,-52,0
652,06:55.9,3,-52,0
653,06:55.9,3,-52,0
654,06:56.3,3,-52,0
655,06:56.1,3,-52,0
656,06:56.3,3,-51,0
657,06:56.3,3,-51,0
658,06:56.4,3,-51,0
659,06:56.5,3,-52,0
660,06:56.6,3,-51,0
661,06:56.7,3,-51,0
662,06:56.8,3,-51,0
663,06:56.9,3,-51,0
664,06:57.0,3,-50,0
665,06:57.7,3,-50,0
666,06:57.2,3,-50,0
667,06:57.3,3,-49,0
668,06:57.4,3,-49,0
669,07:02.9,4,-50,1
670,07:03.5,4,-50,0
671,07:03.1,4,-51,0
672,07:03.3,4,-52,0
673,07:03.4,4,-51,2
674,07:03.5,4,-50,0
675,07:03.6,4,-51,0
676,07:03.7,4,-51,0
677,07:03.8,4,-51,0
678,07:03.9,4,-52,0
679,07:04.0,4,-52,0
680,07:04.8,4,-52,0
681,07:04.2,4,-52,0
682,07:04.3,4,-52,0
683,07:04.4,4,-52,0
684,07:04.5,4,-51,0
685,07:04.5,4,-51,0
686,07:04.6,4,-51,0
687,07:04.7,4,-51,0
688,07:04.9,4,-50,0
689,07:05.0,4,-49,0
690,07:05.5,4,-49,0
691,07:05.2,4,-49,0
692,07:05.3,4,-49,0
693,07:05.4,4,-49,0
694,07:05.6,4,-50,0
695,07:05.7,4,-50,0
696,07:05.8,4,-50,0
697,07:05.9,4,-50,0
698,07:06.0,4,-50,0
699,07:06.7,4,-50,0
700,07:06.2,4,-50,0
701,07:06.3,4,-51,0
702,07:06.4,4,-51,0
703,07:06.5,4,-51,0
704,07:06.5,4,-52,0
705,07:06.6,4,-51,0
706,07:06.7,4,-52,0
707,07:06.8,4,-51,0
708,07:06.9,4,-51,0
709,07:07.7,4,-51,0
710,07:07.2,4,-51,0
711,07:07.2,4,-52,0
712,07:07.3,4,-52,0
713,07:07.4,4,-52,0
714,07:07.5,4,-52,0
715,07:07.6,4,-51,0
716,07:07.8,4,-49,1
717,07:07.9,4,-49,0
718,07:08.2,4,-49,0
719,07:08.1,4,-49,0
720,07:08.3,4,-49,0
721,07:08.4,4,-49,0
722,07:08.5,4,-50,1
723,07:08.6,4,-51,0
724,07:08.7,4,-51,0
725,07:08.8,4,-51,0
726,07:08.9,4,-52,0
727,07:09.0,4,-52,0
728,07:09.9,4,-52,0
729,07:09.2,4,-52,0
730,07:09.3,4,-52,0
731,07:09.4,4,-52,0
732,07:09.5,4,-51,0
733,07:09.5,4,-51,0
734,07:09.6,4,-52,0
735,07:09.7,4,-51,0
736,07:09.8,4,-50,0
737,07:09.9,4,-50,0
738,07:10.2,4,-50,0
739,07:10.1,4,-50,0
740,07:10.3,4,-49,0
741,07:10.4,4,-49,0
742,07:10.5,4,-49,0
743,07:10.6,4,-49,0
744,07:10.7,4,-49,0
745,07:10.8,4,-49,0
746,07:10.9,4,-49,0
747,07:11.7,4,-49,1
748,07:11.2,4,-50,0
749,07:11.4,4,-50,0
750,07:11.4,4,-51,0
751,07:11.5,4,-51,0
752,07:11.6,4,-51,0
753,07:11.7,4,-51,0
754,07:11.8,4,-50,0
755,07:11.9,4,-50,0
756,07:12.5,4,-50,0
757,07:12.2,4,-51,0
758,07:12.3,4,-51,0
759,07:12.4,4,-51,0
760,07:12.5,4,-52,0
761,07:12.6,4,-52,0
762,07:12.7,4,-51,0
763,07:12.8,4,-51,0
764,07:12.9,4,-50,0
765,07:13.3,4,-49,0
766,07:13.2,4,-51,0
767,07:13.3,4,-50,0
768,07:13.4,4,-49,0
769,07:13.6,4,-51,0
770,07:13.7,4,-51,0
771,07:13.8,4,-49,0
772,07:13.9,4,-51,0
773,07:14.3,4,-51,0
774,07:14.1,4,-51,0
775,07:14.2,4,-51,0
776,07:14.3,4,-51,0
777,07:14.4,4,-52,0
778,07:14.5,4,-52,0
779,07:14.6,4,-52,0
780,07:14.7,4,-52,0
781,07:14.8,4,-50,0
782,07:14.9,4,-50,0
783,07:15.0,4,-50,0
784,07:15.1,4,-51,0
785,07:15.2,4,-50,0
786,07:15.3,4,-50,0
787,07:15.5,4,-52,0
788,07:15.6,4,-51,0
789,07:15.7,4,-50,0
790,07:15.8,4,-51,0
791,07:15.9,4,-50,0
792,07:16.2,4,-49,0
793,07:16.2,4,-49,0
794,07:16.3,4,-50,1
795,07:16.5,4,-52,0
796,07:16.6,4,-51,0
797,07:16.7,4,-51,0
798,07:16.8,4,-50,0
799,07:16.9,4,-49,0
800,07:17.0,4,-50,0
801,07:17.8,4,-50,0
802,07:17.2,4,-50,0
803,07:17.3,4,-50,0
804,07:17.4,4,-51,0
805,07:17.5,4,-51,0
806,07:17.6,4,-51,0
807,07:17.7,4,-51,0
808,07:17.8,4,-51,0
809,07:17.9,4,-51,0
810,07:18.0,4,-51,0
811,07:18.1,4,-50,0
812,07:18.2,4,-51,0
813,07:18.3,4,-49,0
814,07:18.0,4,-49,0
815,07:18.1,4,-49,0
816,07:18.1,4,-49,0
817,07:18.1,4,-47,1
818,07:18.1,4,-49,0
819,07:19.3,4,-49,1
820,07:19.1,4,-51,0
821,07:19.2,4,-51,0
822,07:19.4,4,-51,0
823,07:19.4,4,-51,0
824,07:19.5,4,-51,0
825,07:19.6,4,-51,0
826,07:19.7,4,-51,0
827,07:19.8,4,-52,0
828,07:19.9,4,-52,0
829,07:20.0,4,-52,0
830,07:20.8,4,-50,1
831,07:20.2,4,-50,0
832,07:20.3,4,-51,1
833,07:20.4,4,-52,0
834,07:20.5,4,-51,0
835,07:20.6,4,-51,0
836,07:20.8,4,-49,1
837,07:20.9,4,-49,0
838,07:21.5,4,-49,0
839,07:21.2,4,-49,0
840,07:21.2,4,-49,0
841,07:21.4,4,-49,0
842,07:21.5,4,-49,0
843,07:21.6,4,-49,0
844,07:21.7,4,-50,1
845,07:21.8,4,-51,0
846,07:21.9,4,-51,0
847,07:22.3,4,-51,0
848,07:22.2,4,-53,0
849,07:22.2,4,-52,0
850,07:22.3,4,-51,0
851,07:22.4,4,-51,0
852,07:22.5,4,-51,0
853,07:22.6,4,-51,0
854,07:22.7,4,-51,0
855,07:22.8,4,-52,0
856,07:22.9,4,-51,0
857,07:23.0,4,-51,0
858,07:23.7,4,-51,0
859,07:23.2,4,-50,0
860,07:23.4,4,-49,0
861,07:23.5,4,-49,0
862,07:23.6,4,-49,0
863,07:23.8,4,-50,0
864,07:23.9,4,-50,0
865,07:24.2,4,-51,0
866,07:24.1,4,-51,0
867,07:24.2,4,-51,0
868,07:24.3,4,-51,0
869,07:24.4,4,-51,0
870,07:24.5,4,-51,0
871,07:24.6,4,-51,0
872,07:24.7,4,-52,0
873,07:24.8,4,-52,0
874,07:24.9,4,-51,0
875,07:25.0,4,-52,0
876,07:25.8,4,-51,0
877,07:25.1,4,-51,0
878,07:25.3,4,-52,0
879,07:25.3,4,-52,0
880,07:25.4,4,-52,0
881,07:25.5,4,-51,0
882,07:25.6,4,-51,0
883,07:25.8,4,-51,0
884,07:25.9,4,-50,0
885,07:26.0,4,-50,0
886,07:26.1,4,-50,0
887,07:26.2,4,-49,0
888,07:26.4,4,-49,0
889,07:26.5,4,-49,0
890,07:26.6,4,-50,0
891,07:26.7,4,-49,0
892,07:26.8,4,-50,0
893,07:27.0,4,-49,0
894,07:27.5,4,-51,0
895,07:27.1,4,-51,0
896,07:27.2,4,-51,0
897,07:27.3,4,-49,0
898,07:27.4,4,-49,0
899,07:27.5,4,-49,0
900,07:27.6,4,-49,0
901,07:27.7,4,-48,1
902,07:27.8,4,-47,1
903,07:27.9,4,-49,0
904,07:28.0,4,-49,0
905,07:28.7,4,-51,0
906,07:28.2,4,-51,0
907,07:28.3,4,-52,0
908,07:28.4,4,-52,0
909,07:28.5,4,-51,0
910,07:28.5,4,-49,1
911,07:34.8,5,-49,0
912,07:34.9,5,-49,0
913,07:35.0,5,-50,0
914,07:35.7,5,-51,0
915,07:35.2,5,-51,4
916,07:35.4,5,-50,0
917,07:35.6,5,-51,1
918,07:35.7,5,-51,0
919,07:36.3,5,-52,0
920,07:36.4,5,-52,0
921,07:36.6,5,-51,0
922,07:36.7,5,-51,0
923,07:36.8,5,-49,0
924,07:36.9,5,-49,0
925,07:37.5,5,-50,0
926,07:37.2,5,-50,0
927,07:37.3,5,-49,0
928,07:37.4,5,-49,0
929,07:37.5,5,-49,0
930,07:37.6,5,-49,0
