,time,activity,mean,variance
190,11:05.5,5,-56,3
191,11:05.6,5,-54,1
192,11:05.8,5,-56,1
193,11:06.7,5,-56,0
194,11:06.9,5,-53,1
195,11:07.2,5,-52,0
196,11:07.3,5,-53,1
197,11:07.5,5,-52,0
198,11:07.6,5,-52,0
199,11:07.8,5,-53,2
200,11:08.0,5,-54,1
201,11:08.1,5,-54,10
202,11:08.4,5,-57,0
203,11:08.6,5,-57,3
204,11:08.7,5,-55,0
205,11:09.0,5,-55,0
206,11:09.8,5,-54,1
207,11:09.3,5,-54,1
208,11:09.5,5,-55,0
209,11:09.6,5,-53,2
210,11:09.8,5,-53,2
211,11:10.2,5,-53,1
212,11:10.4,5,-52,0
213,11:10.5,5,-54,1
214,11:10.7,5,-52,4
215,11:11.5,5,-56,1
216,11:11.1,5,-59,4
217,11:12.1,5,-59,2
218,11:12.4,5,-54,1
219,11:12.5,5,-55,3
220,11:12.7,5,-54,3
221,11:12.9,5,-51,0
222,11:13.1,5,-51,0
223,11:13.6,5,-51,0
224,11:13.8,5,-52,0
225,11:13.9,5,-56,0
226,11:14.0,5,-57,1
227,11:14.3,5,-55,0
228,11:14.6,5,-55,0
229,11:14.7,5,-55,0
230,11:14.8,5,-56,1
231,11:15.7,5,-53,3
232,11:15.3,5,-52,0
233,11:15.8,5,-52,0
234,11:16.0,5,-55,4
235,11:16.1,5,-55,1
236,11:16.3,5,-52,5
237,11:16.4,5,-53,1
238,11:16.6,5,-56,1
239,11:16.8,5,-57,0
240,11:16.9,5,-56,0
241,11:17.0,5,-57,0
242,11:17.1,5,-57,0
243,11:17.2,5,-57,0
244,11:17.5,5,-57,0
245,11:17.6,5,-57,0
246,11:17.7,5,-53,2
247,11:18.0,5,-54,1
248,11:18.3,5,-49,0
249,11:18.1,5,-51,8
250,11:19.3,5,-51,0
251,11:19.3,5,-52,0
252,11:19.4,5,-52,0
253,11:19.5,5,-52,0
254,11:19.8,5,-54,3
255,11:19.9,5,-55,0
256,11:20.5,5,-54,1
257,11:20.2,5,-52,1
258,11:20.3,5,-51,1
259,11:20.7,5,-51,0
260,11:21.0,5,-52,0
261,11:21.1,5,-51,0
262,11:21.3,5,-51,2
263,11:21.6,5,-52,0
264,11:21.7,5,-52,0
265,11:21.9,5,-52,0
266,11:22.5,5,-52,0
267,11:22.2,5,-49,1
268,11:22.3,5,-49,0
269,11:22.4,5,-49,0
270,11:22.5,5,-49,0
271,11:22.6,5,-49,0
272,11:22.8,5,-50,2
273,11:23.0,5,-53,2
274,11:23.2,5,-51,12
275,11:23.5,5,-50,1
276,11:23.7,5,-51,1
277,11:24.4,5,-51,0
278,11:24.7,5,-53,3
279,11:24.8,5,-55,0
280,11:25.0,5,-55,0
281,11:25.5,5,-55,0
282,11:25.2,5,-51,0
283,11:25.4,5,-50,0
284,11:25.5,5,-50,0
285,11:25.6,5,-49,0
286,11:25.7,5,-50,3
287,11:26.1,5,-51,0
288,11:26.6,5,-51,0
289,11:26.7,5,-52,1
290,11:26.9,5,-53,0
291,11:27.2,5,-51,0
292,11:27.3,5,-51,0
293,11:27.4,5,-51,0
294,11:27.5,5,-53,4
295,11:27.7,5,-54,1
296,11:27.9,5,-52,0
297,11:28.0,5,-52,0
298,11:28.7,5,-53,3
299,11:28.5,5,-52,4
300,11:28.7,5,-50,2
301,11:29.0,5,-52,0
302,11:29.1,5,-52,0
303,11:29.4,5,-50,2
304,11:29.7,5,-51,0
305,11:29.9,5,-51,0
306,11:30.0,5,-52,0
307,11:30.3,5,-53,3
308,11:30.6,5,-55,0
309,11:30.8,5,-51,2
310,11:31.1,5,-50,1
311,11:32.1,5,-51,5
312,11:32.4,5,-53,0
313,11:32.5,5,-54,3
314,11:32.8,5,-52,0
315,11:33.0,5,-52,0
316,11:33.5,5,-52,0
317,11:33.2,5,-54,1
318,11:33.3,5,-53,1
319,11:33.5,5,-52,4
320,11:33.8,5,-52,4
321,11:34.0,5,-50,0
322,11:34.2,5,-51,0
323,11:34.3,5,-50,0
324,11:34.6,5,-50,0
325,11:34.8,5,-49,0
326,11:35.3,5,-49,0
327,11:35.3,5,-49,0
328,11:35.4,5,-50,1
329,11:35.6,5,-52,0
330,11:35.7,5,-51,0
331,11:35.9,5,-51,0
332,11:36.2,5,-50,0
333,11:36.3,5,-50,0
334,11:36.4,5,-49,0
335,11:36.7,5,-49,0
336,11:36.9,5,-49,0
337,11:37.5,5,-49,1
338,11:37.3,5,-51,0
339,11:37.4,5,-50,1
340,11:37.7,5,-53,4
341,11:37.8,5,-51,0
342,11:37.9,5,-51,0
343,11:38.5,5,-52,4
344,11:38.2,5,-53,1
345,11:38.3,5,-53,0
346,11:38.4,5,-53,0
347,11:38.5,5,-55,0
348,11:38.6,5,-55,0
349,11:38.7,5,-52,7
350,11:39.2,5,-49,0
351,11:39.2,5,-49,0
352,11:39.6,5,-49,0
353,11:39.9,5,-49,0
354,11:40.2,5,-50,5
355,11:40.6,5,-53,0
356,11:40.7,5,-52,0
357,11:40.9,5,-52,0
358,11:41.0,5,-52,0
359,11:41.1,5,-51,0
360,11:41.3,5,-50,0
361,11:41.4,5,-48,3
362,11:42.3,5,-48,1
363,11:42.6,5,-48,1
364,11:42.9,5,-49,0
365,11:43.2,5,-52,0
366,11:43.3,5,-53,0
367,11:43.4,5,-52,0
368,11:43.6,5,-52,0
369,11:43.7,5,-50,0
370,11:43.8,5,-50,0
371,11:44.0,5,-51,1
372,11:44.2,5,-51,0
373,11:44.4,5,-51,0
374,11:44.9,5,-51,0
375,11:45.2,5,-49,1
376,11:45.3,5,-47,2
377,11:45.6,5,-50,1
378,11:46.7,5,-49,0
379,11:46.3,5,-49,0
380,11:46.5,5,-49,0
381,11:46.7,5,-47,2
382,11:46.9,5,-49,7
383,11:47.2,5,-50,2
384,11:47.5,5,-47,2
385,11:47.8,5,-48,1
386,11:48.0,5,-47,1
387,11:48.2,5,-49,0
388,11:48.3,5,-50,2
389,11:48.8,5,-52,0
390,11:48.9,5,-52,0
391,11:49.0,5,-52,0
392,11:49.2,5,-52,0
393,11:49.3,5,-52,0
394,11:49.4,5,-50,2
395,11:50.0,5,-49,1
396,11:50.2,5,-46,0
397,11:50.5,5,-49,0
398,11:51.1,5,-49,0
399,11:51.4,5,-47,1
400,11:51.6,5,-47,0
401,11:52.2,5,-50,0
402,11:52.4,5,-50,1
403,11:52.6,5,-49,0
404,11:53.1,5,-49,0
405,11:53.2,5,-49,0
406,11:53.6,5,-49,0
407,11:53.9,5,-49,0
408,11:54.1,5,-49,0
409,11:54.2,5,-49,0
410,11:54.5,5,-50,1
411,11:54.9,5,-47,1
412,11:55.2,5,-49,0
413,11:55.1,5,-50,0
414,11:55.2,5,-54,3
415,11:55.4,5,-53,3
416,11:55.5,5,-52,0
417,11:55.7,5,-55,0
418,12:05.7,2,-54,1
419,12:06.0,2,-51,0
420,12:06.1,2,-52,0
421,12:06.2,2,-52,0
422,12:06.4,2,-52,0
423,12:06.5,2,-52,0
424,12:06.7,2,-52,0
425,12:07.1,2,-55,0
426,12:07.3,2,-54,1
427,12:07.8,2,-52,0
428,12:08.5,2,-52,0
429,12:08.2,2,-52,0
430,12:15.8,6,-53,5
431,12:16.5,6,-52,0
432,12:16.2,6,-54,3
433,12:16.4,6,-55,0
434,12:16.5,6,-53,1
435,12:16.7,6,-53,3
436,12:17.8,6,-53,3
437,12:17.4,6,-54,3
438,12:17.8,6,-53,2
439,12:18.2,6,-53,5
440,12:18.4,6,-52,0
441,12:18.1,6,-53,1
442,12:18.1,6,-53,2
443,12:18.1,6,-53,1
444,12:19.3,6,-52,0
445,12:19.6,6,-52,0
446,12:19.8,6,-52,0
447,12:19.9,6,-54,6
448,12:20.1,6,-54,3
449,12:20.7,6,-51,0
450,12:21.1,6,-53,2
451,12:21.3,6,-52,0
452,12:21.6,6,-52,0
453,12:21.8,6,-54,3
454,12:22.1,6,-55,0
455,12:22.3,6,-55,0
456,12:22.4,6,-53,3
457,12:22.6,6,-52,1
458,12:23.1,6,-52,0
459,12:23.3,6,-52,0
460,12:23.7,6,-52,0
461,12:23.9,6,-54,3
462,12:24.1,6,-53,2
463,12:24.4,6,-52,1
464,12:24.7,6,-50,0
465,12:24.9,6,-53,8
466,12:25.2,6,-52,0
467,12:25.4,6,-51,0
468,12:25.6,6,-52,1
469,12:26.0,6,-51,0
470,12:26.2,6,-51,0
471,12:26.3,6,-52,1
472,12:26.6,6,-50,0
473,12:26.8,6,-51,0
474,12:27.1,6,-52,0
475,12:27.4,6,-54,3
476,12:27.6,6,-53,5
477,12:28.0,6,-53,1
478,12:28.8,6,-54,1
479,12:28.3,6,-54,1
480,12:28.5,6,-50,1
481,12:28.7,6,-52,4
482,12:29.8,6,-52,0
483,12:29.2,6,-55,0
484,12:29.4,6,-52,0
485,12:29.6,6,-54,1
486,12:29.8,6,-56,0
487,12:30.1,6,-56,3
488,12:30.2,6,-57,0
489,12:30.5,6,-57,0
490,12:30.6,6,-55,0
491,12:30.8,6,-52,0
492,12:31.2,6,-55,0
493,12:31.3,6,-55,0
494,12:31.5,6,-52,0
495,12:31.6,6,-54,1
496,12:31.8,6,-55,1
497,12:31.9,6,-57,0
498,12:32.4,6,-58,0
499,12:32.9,6,-57,0
500,12:33.5,6,-57,0
501,12:33.2,6,-55,0
502,12:33.7,6,-56,1
503,12:34.8,6,-56,0
504,12:34.9,6,-55,0
505,12:37.4,7,-57,0
506,12:37.6,7,-57,0
507,12:39.1,7,-55,0
508,12:39.3,7,-55,0
509,12:39.6,7,-55,0
510,12:39.8,7,-57,3
511,12:41.3,7,-55,4
512,12:41.4,7,-53,1
513,12:41.6,7,-54,1
514,12:41.7,7,-56,1
515,12:42.2,7,-57,0
516,12:42.4,7,-57,0
517,12:42.6,7,-57,0
518,12:42.9,7,-57,1
519,12:43.2,7,-54,3
520,12:43.3,7,-52,0
521,12:43.6,7,-55,1
522,12:44.2,7,-57,0
523,12:44.8,7,-57,0
524,12:45.3,7,-54,1
525,12:45.4,7,-55,0
526,12:45.6,7,-56,3
527,12:45.8,7,-58,0
528,12:46.3,7,-57,0
529,12:47.0,7,-57,0
530,12:47.1,7,-57,0
531,12:47.2,7,-55,1
532,12:47.4,7,-55,0
533,12:47.5,7,-55,0
534,12:47.7,7,-57,0
535,12:48.4,7,-57,0
536,12:49.2,7,-58,0
537,12:49.5,7,-58,0
538,12:49.6,7,-56,1
539,12:49.8,7,-56,1
540,12:50.2,7,-57,3
541,12:51.2,7,-54,3
542,12:51.3,7,-51,0
543,12:51.4,7,-49,0
544,12:51.6,7,-46,1
545,12:51.9,7,-48,3
546,12:52.2,7,-47,8
547,12:52.5,7,-47,0
548,12:52.7,7,-46,0
549,12:52.9,7,-46,0
550,12:53.1,7,-49,0
551,12:53.5,7,-49,3
552,12:53.7,7,-47,0
553,12:53.9,7,-47,1
554,12:54.3,7,-47,1
555,12:54.7,7,-47,0
556,12:54.9,7,-48,3
