time,id,RSSI,phase,,,
07:16.9,e2001d8712171320c120,-58,"174
",,,
07:16.9,e2001d8712461320db93,-49,"174
",,,
07:17.0,e2001d8712461320db93,-50,"174
",,,
07:17.0,e2001d8712171320c120,-58,"174
",,,
07:17.2,e2001d8712171320c120,-58,"171
",,,
07:17.3,e2001d8712461320db93,-50,"174
",,,
07:17.5,e2001d8712171320c120,-58,"174
",,,
07:17.7,e2001d8712461320db93,-50,"174
",,,
07:17.8,e2001d8712461320db93,-50,"174
",,,
07:17.1,e2001d8712171320c120,-58,"174
",,,
07:17.1,e2001d8712461320db93,-50,"174
",,,
07:17.1,e2001d8712461320db93,-50,"171
",,,
07:17.1,e2001d8712461320db93,-50,"171
",,,
07:17.2,e2001d8712461320db93,-50,"174
",,,
07:17.2,e2001d8712461320db93,-50,"174
",,,
07:17.2,e2001d8712461320db93,-50,"171
",,,
07:17.2,e2001d8712461320db93,-50,"171
",,,
07:17.2,e2001d8712461320db93,-50,"174
",,,
07:17.2,e2001d8712461320db93,-50,"174
",,,
07:17.3,e2001d8712461320db93,-50,"174
",,,
07:17.3,e2001d8712461320db93,-50,"174
",,,
07:17.3,e2001d8712461320db93,-50,"174
",,,
07:17.3,e2001d8712461320db93,-50,"174
",,,
07:17.4,e2001d8712461320db93,-51,"171
",,,
07:17.4,e2001d8712461320db93,-51,"174
",,,
07:17.4,e2001d8712461320db93,-51,"174
",,,
07:17.4,e2001d8712461320db93,-51,"171
",,,
07:17.5,e2001d8712461320db93,-51,"174
",,,
07:17.5,e2001d8712461320db93,-51,"171
",,,
07:17.5,e2001d8712461320db93,-51,"174
",,,
07:17.5,e2001d8712461320db93,-51,"174
",,,
07:17.6,e2001d8712461320db93,-51,"174
",,,
07:17.6,e2001d8712461320db93,-51,"174
",,,
07:17.6,e2001d8712461320db93,-51,"171
",,,
07:17.6,e2001d8712461320db93,-51,"171
",,,
07:17.6,e2001d8712461320db93,-51,"171
",,,
07:17.7,e2001d8712461320db93,-51,"174
",,,
07:17.7,e2001d8712461320db93,-51,"174
",,,
07:17.7,e2001d8712461320db93,-51,"168
",,,
07:17.7,e2001d8712461320db93,-51,"168
",,,
07:17.7,e2001d8712461320db93,-51,"174
",,,
07:17.7,e2001d8712461320db93,-51,"168
",,,
07:17.7,e2001d8712461320db93,-51,"168
",,,
07:17.8,e2001d8712461320db93,-51,"174
",,,
07:17.8,e2001d8712461320db93,-51,"174
",,,
07:17.8,e2001d8712461320db93,-51,"171
",,,
07:17.8,e2001d8712461320db93,-51,"171
",,,
07:17.8,e2001d8712461320db93,-51,"174
",,,
07:17.8,e2001d8712461320db93,-51,"174
",,,
07:17.9,e2001d8712461320db93,-51,"171
",,,
07:17.9,e2001d8712461320db93,-51,"171
",,,
07:17.9,e2001d8712461320db93,-51,"171
",,,
07:17.9,e2001d8712461320db93,-51,"171
",,,
07:17.9,e2001d8712461320db93,-51,"171
",,,
07:18.0,e2001d8712461320db93,-51,"168
",,,
07:18.0,e2001d8712461320db93,-51,"171
",,,
07:18.3,e2001d8712461320db93,-51,"174
",,,
07:18.3,e2001d8712461320db93,-51,"174
",,,
07:18.1,e2001d8712461320db93,-51,"174
",,,
07:18.1,e2001d8712171320c120,-59,"174
",,,
07:18.1,e2001d8712171320c120,-59,"174
",,,
07:18.1,e2001d8712461320db93,-50,"171
",,,
07:18.1,e2001d8712461320db93,-51,"171
",,,
07:18.2,e2001d8712461320db93,-51,"174
",,,
07:18.2,e2001d8712461320db93,-51,"171
",,,
07:18.2,e2001d8712461320db93,-51,"171
",,,
07:18.2,e2001d8712171320c120,-58,"174
",,,
07:18.2,e2001d8712461320db93,-51,"174
",,,
07:18.3,e2001d8712461320db93,-51,"174
",,,
07:18.3,e2001d8712461320db93,-51,"174
",,,
07:18.3,e2001d8712461320db93,-50,"171
",,,
07:18.3,e2001d8712171320c120,-58,"171
",,,
07:18.3,e2001d8712171320c120,-58,"171
",,,
07:18.3,e2001d8712461320db93,-50,"174
",,,
07:18.4,e2001d8712171320c120,-58,"174
",,,
07:18.4,e2001d8712461320db93,-49,"174
",,,
07:18.0,e2001d8712171320c120,-57,"171
",,,
07:18.0,e2001d8712461320db93,-49,"174
",,,
07:18.0,e2001d8712171320c120,-56,"174
",,,
07:18.0,e2001d8712171320c120,-56,"171
",,,
07:18.0,e2001d8712461320db93,-49,"174
",,,
07:18.0,e2001d8712171320c120,-55,"171
",,,
07:18.1,e2001d8712461320db93,-49,"171
",,,
07:18.1,e2001d8712171320c120,-55,"168
",,,
07:18.1,e2001d8712461320db93,-49,"171
",,,
07:18.1,e2001d8712171320c120,-55,"165
",,,
07:18.1,e2001d8712461320db93,-49,"174
",,,
07:18.1,e2001d8712461320db93,-49,"174
",,,
07:18.1,e2001d8712171320c120,-55,"174
",,,
07:18.1,e2001d8712461320db93,-49,"174
",,,
07:18.1,e2001d8712171320c120,-55,"171
",,,
07:18.1,e2001d8712171320c120,-55,"171
",,,
07:18.1,e2001d8712461320db93,-49,"171
",,,
07:18.1,e2001d8712171320c120,-55,"171
",,,
07:18.1,e2001d8712461320db93,-49,"174
",,,
07:18.1,e2001d8712171320c120,-55,"171
",,,
07:18.1,e2001d8712171320c120,-55,"171
",,,
07:18.1,e2001d8712461320db93,-49,"174
",,,
07:18.1,e2001d8712171320c120,-53,"174
",,,
07:18.1,e2001d8712461320db93,-47,"174
",,,
07:18.1,e2001d8712461320db93,-47,"174
",,,
07:18.1,e2001d8712461320db93,-47,"174
",,,
07:18.1,e2001d8712171320c120,-55,"171
",,,
07:18.1,e2001d8712461320db93,-49,"174
",,,
07:18.1,e2001d8712171320c120,-55,"171
",,,
07:18.1,e2001d8712461320db93,-49,"171
",,,
07:18.1,e2001d8712171320c120,-55,"171
",,,
07:18.1,e2001d8712171320c120,-55,"171
",,,
07:18.1,e2001d8712461320db93,-49,"174
",,,
07:18.1,e2001d8712461320db93,-49,"174
",,,
07:19.0,e2001d8712461320db93,-49,"174
",,,
07:19.2,e2001d8712171320c120,-55,"171
",,,
07:19.3,e2001d8712461320db93,-49,"171
",,,
07:19.5,e2001d8712171320c120,-55,"174
",,,
07:19.7,e2001d8712461320db93,-49,"171
",,,
07:19.8,e2001d8712171320c120,-56,"174
",,,
07:19.1,e2001d8712171320c120,-59,"171
",,,
07:19.1,e2001d8712461320db93,-51,"174
",,,
07:19.2,e2001d8712461320db93,-51,"174
",,,
07:19.2,e2001d8712461320db93,-51,"171
",,,
07:19.2,e2001d8712461320db93,-51,"171
",,,
07:19.2,e2001d8712461320db93,-51,"174
",,,
07:19.2,e2001d8712461320db93,-51,"174
",,,
07:19.2,e2001d8712461320db93,-51,"174
",,,
07:19.2,e2001d8712461320db93,-51,"174
",,,
07:19.3,e2001d8712461320db93,-51,"174
",,,
07:19.3,e2001d8712461320db93,-51,"174
",,,
07:19.3,e2001d8712461320db93,-51,"171
",,,
07:19.3,e2001d8712461320db93,-51,"171
",,,
07:19.3,e2001d8712461320db93,-51,"171
",,,
07:19.4,e2001d8712461320db93,-51,"174
",,,
07:19.4,e2001d8712461320db93,-51,"171
",,,
07:19.4,e2001d8712461320db93,-51,"177
",,,
07:19.4,e2001d8712461320db93,-51,"174
",,,
07:19.4,e2001d8712461320db93,-51,"174
",,,
07:19.5,e2001d8712461320db93,-51,"174
",,,
07:19.5,e2001d8712461320db93,-51,"174
",,,
07:19.5,e2001d8712461320db93,-51,"174
",,,
07:19.5,e2001d8712461320db93,-51,"174
",,,
07:19.5,e2001d8712461320db93,-51,"171
",,,
07:19.5,e2001d8712461320db93,-51,"171
",,,
07:19.6,e2001d8712461320db93,-51,"168
",,,
07:19.6,e2001d8712461320db93,-51,"168
",,,
07:19.6,e2001d8712461320db93,-51,"174
",,,
07:19.6,e2001d8712461320db93,-51,"168
",,,
07:19.6,e2001d8712461320db93,-51,"168
",,,
07:19.6,e2001d8712461320db93,-51,"174
",,,
07:19.6,e2001d8712461320db93,-51,"174
",,,
07:19.7,e2001d8712461320db93,-51,"174
",,,
07:19.7,e2001d8712461320db93,-51,"174
",,,
07:19.7,e2001d8712461320db93,-51,"168
",,,
07:19.7,e2001d8712461320db93,-52,"171
",,,
07:19.8,e2001d8712461320db93,-52,"171
",,,
07:19.8,e2001d8712461320db93,-52,"171
",,,
07:19.8,e2001d8712461320db93,-52,"174
",,,
07:19.8,e2001d8712461320db93,-52,"174
",,,
07:19.8,e2001d8712461320db93,-52,"174
",,,
07:19.8,e2001d8712461320db93,-52,"174
",,,
07:19.9,e2001d8712461320db93,-52,"174
",,,
07:19.9,e2001d8712461320db93,-52,"174
",,,
07:19.9,e2001d8712461320db93,-52,"171
",,,
07:19.9,e2001d8712461320db93,-52,"171
",,,
07:19.9,e2001d8712461320db93,-52,"171
",,,
07:19.9,e2001d8712461320db93,-52,"171
",,,
07:20.0,e2001d8712461320db93,-52,"168
",,,
07:20.0,e2001d8712461320db93,-52,"168
",,,
07:20.0,e2001d8712461320db93,-52,"174
",,,
07:20.0,e2001d8712461320db93,-52,"174
",,,
07:20.2,e2001d8712461320db93,-52,"174
",,,
07:20.2,e2001d8712461320db93,-52,"174
",,,
07:20.5,e2001d8712461320db93,-52,"174
",,,
07:20.5,e2001d8712461320db93,-52,"174
",,,
07:20.8,e2001d8712461320db93,-52,"171
",,,
07:20.1,e2001d8712461320db93,-50,"171
",,,
07:20.1,e2001d8712171320c120,-57,"174
",,,
07:20.1,e2001d8712461320db93,-50,"174
",,,
07:20.2,e2001d8712171320c120,-58,"174
",,,
07:20.2,e2001d8712461320db93,-51,"174
",,,
07:20.2,e2001d8712171320c120,-58,"171
",,,
07:20.2,e2001d8712171320c120,-58,"171
",,,
07:20.3,e2001d8712461320db93,-50,"171
",,,
07:20.3,e2001d8712171320c120,-59,"0
",,,
07:20.3,e2001d8712171320c120,-58,"165
",,,
07:20.3,e2001d8712461320db93,-50,"174
",,,
07:20.3,e2001d8712461320db93,-50,"174
",,,
07:20.4,e2001d8712461320db93,-52,"171
",,,
07:20.4,e2001d8712461320db93,-52,"174
",,,
07:20.4,e2001d8712461320db93,-52,"174
",,,
07:20.4,e2001d8712461320db93,-52,"174
",,,
07:20.4,e2001d8712461320db93,-52,"174
",,,
07:20.4,e2001d8712461320db93,-52,"171
",,,
07:20.4,e2001d8712461320db93,-52,"171
",,,
07:20.5,e2001d8712461320db93,-52,"171
",,,
07:20.5,e2001d8712461320db93,-52,"171
",,,
07:20.5,e2001d8712461320db93,-52,"168
",,,
07:20.5,e2001d8712461320db93,-52,"168
",,,
07:20.5,e2001d8712461320db93,-52,"171
",,,
07:20.5,e2001d8712461320db93,-52,"171
",,,
07:20.6,e2001d8712461320db93,-51,"171
",,,
07:20.6,e2001d8712461320db93,-51,"171
",,,
07:20.6,e2001d8712461320db93,-51,"174
",,,
07:20.6,e2001d8712461320db93,-51,"174
",,,
07:20.6,e2001d8712461320db93,-51,"174
",,,
07:20.6,e2001d8712461320db93,-51,"174
",,,
07:20.7,e2001d8712461320db93,-51,"174
",,,
07:20.7,e2001d8712171320c120,-61,"168
",,,
07:20.7,e2001d8712171320c120,-58,"168
",,,
07:20.7,e2001d8712461320db93,-51,"174
",,,
07:20.8,e2001d8712461320db93,-51,"171
",,,
07:20.8,e2001d8712171320c120,-57,"0
",,,
07:20.8,e2001d8712171320c120,-57,"171
",,,
07:20.9,e2001d8712461320db93,-49,"171
",,,
07:20.9,e2001d8712171320c120,-56,"171
",,,
07:20.9,e2001d8712461320db93,-49,"174
",,,
07:20.9,e2001d8712171320c120,-55,"174
",,,
07:20.9,e2001d8712461320db93,-49,"168
",,,
07:20.9,e2001d8712171320c120,-55,"174
",,,
07:21.0,e2001d8712461320db93,-49,"174
",,,
07:21.0,e2001d8712461320db93,-49,"174
",,,
07:21.0,e2001d8712171320c120,-55,"171
",,,
07:21.0,e2001d8712171320c120,-55,"171
",,,
07:21.0,e2001d8712171320c120,-55,"171
",,,
07:21.3,e2001d8712171320c120,-55,"171
",,,
07:21.5,e2001d8712461320db93,-50,"174
",,,
07:21.7,e2001d8712461320db93,-50,"174
",,,
07:21.8,e2001d8712171320c120,-55,"174
",,,
07:22.0,e2001d8712461320db93,-49,"171
",,,
07:21.1,e2001d8712171320c120,-55,"174
",,,
07:21.1,e2001d8712171320c120,-55,"171
",,,
07:21.1,e2001d8712461320db93,-49,"168
",,,
07:21.2,e2001d8712171320c120,-55,"174
",,,
07:21.2,e2001d8712461320db93,-49,"171
",,,
07:21.2,e2001d8712171320c120,-55,"171
",,,
07:21.2,e2001d8712461320db93,-49,"171
",,,
07:21.2,e2001d8712461320db93,-49,"171
",,,
07:21.3,e2001d8712171320c120,-55,"171
",,,
07:21.3,e2001d8712171320c120,-55,"174
",,,
07:21.3,e2001d8712461320db93,-49,"171
",,,
07:21.3,e2001d8712461320db93,-49,"174
",,,
07:21.3,e2001d8712171320c120,-55,"171
",,,
07:21.4,e2001d8712461320db93,-49,"174
",,,
07:21.4,e2001d8712171320c120,-55,"171
",,,
07:21.4,e2001d8712461320db93,-49,"171
",,,
07:21.4,e2001d8712171320c120,-55,"171
",,,
07:21.4,e2001d8712171320c120,-55,"174
",,,
07:21.4,e2001d8712461320db93,-49,"171
",,,
07:21.5,e2001d8712461320db93,-49,"171
",,,
07:21.5,e2001d8712171320c120,-55,"174
",,,
07:21.5,e2001d8712171320c120,-55,"171
",,,
07:21.5,e2001d8712461320db93,-49,"174
",,,
07:21.5,e2001d8712171320c120,-55,"168
",,,
07:21.5,e2001d8712461320db93,-49,"174
",,,
07:21.6,e2001d8712171320c120,-55,"171
",,,
07:21.6,e2001d8712461320db93,-50,"171
",,,
07:21.6,e2001d8712171320c120,-56,"168
",,,
07:21.6,e2001d8712461320db93,-49,"171
",,,
07:21.6,e2001d8712171320c120,-56,"174
",,,
07:21.6,e2001d8712461320db93,-49,"171
",,,
07:21.7,e2001d8712461320db93,-50,"171
",,,
07:21.7,e2001d8712171320c120,-56,"171
",,,
07:21.7,e2001d8712171320c120,-56,"168
",,,
07:21.7,e2001d8712461320db93,-49,"174
",,,
07:21.8,e2001d8712171320c120,-57,"174
",,,
07:21.8,e2001d8712171320c120,-58,"171
",,,
07:21.8,e2001d8712461320db93,-51,"174
",,,
07:21.8,e2001d8712461320db93,-51,"174
",,,
07:21.8,e2001d8712171320c120,-58,"174
",,,
07:21.8,e2001d8712461320db93,-51,"174
",,,
07:21.9,e2001d8712461320db93,-51,"174
",,,
07:21.9,e2001d8712171320c120,-59,"0
",,,
07:21.9,e2001d8712461320db93,-51,"171
",,,
07:21.9,e2001d8712461320db93,-51,"171
",,,
07:21.9,e2001d8712461320db93,-51,"171
",,,
07:21.9,e2001d8712461320db93,-51,"171
",,,
07:22.0,e2001d8712461320db93,-51,"171
",,,
07:22.0,e2001d8712461320db93,-51,"174
",,,
07:22.0,e2001d8712461320db93,-51,"174
",,,
07:22.3,e2001d8712461320db93,-51,"174
",,,
07:22.3,e2001d8712461320db93,-51,"174
",,,
07:22.3,e2001d8712461320db93,-51,"174
",,,
07:22.8,e2001d8712461320db93,-52,"171
",,,
07:22.1,e2001d8712461320db93,-52,"171
",,,
07:22.1,e2001d8712461320db93,-52,"171
",,,
07:22.2,e2001d8712461320db93,-53,"171
",,,
07:22.2,e2001d8712461320db93,-53,"171
",,,
07:22.2,e2001d8712461320db93,-53,"174
",,,
07:22.2,e2001d8712461320db93,-53,"171
",,,
07:22.2,e2001d8712461320db93,-52,"174
",,,
07:22.2,e2001d8712461320db93,-52,"174
",,,
07:22.3,e2001d8712461320db93,-52,"171
",,,
07:22.3,e2001d8712461320db93,-52,"171
",,,
07:22.3,e2001d8712461320db93,-52,"174
",,,
07:22.3,e2001d8712461320db93,-51,"171
",,,
07:22.4,e2001d8712461320db93,-51,"171
",,,
07:22.4,e2001d8712461320db93,-51,"174
",,,
07:22.4,e2001d8712461320db93,-51,"171
",,,
07:22.4,e2001d8712461320db93,-51,"171
",,,
07:22.5,e2001d8712461320db93,-51,"174
",,,
07:22.5,e2001d8712461320db93,-51,"174
",,,
07:22.5,e2001d8712461320db93,-51,"174
",,,
07:22.5,e2001d8712461320db93,-51,"171
",,,
07:22.5,e2001d8712461320db93,-51,"171
",,,
07:22.6,e2001d8712461320db93,-51,"174
",,,
07:22.6,e2001d8712461320db93,-51,"174
",,,
07:22.6,e2001d8712461320db93,-51,"174
",,,
07:22.6,e2001d8712461320db93,-51,"174
",,,
07:22.6,e2001d8712461320db93,-51,"171
",,,
07:22.6,e2001d8712461320db93,-51,"171
",,,
07:22.7,e2001d8712461320db93,-51,"174
",,,
07:22.7,e2001d8712461320db93,-51,"174
",,,
07:22.7,e2001d8712461320db93,-51,"174
",,,
07:22.7,e2001d8712461320db93,-51,"174
",,,
07:22.7,e2001d8712461320db93,-52,"174
",,,
07:22.7,e2001d8712461320db93,-52,"174
",,,
07:22.8,e2001d8712461320db93,-52,"171
",,,
07:22.8,e2001d8712461320db93,-52,"171
",,,
07:22.8,e2001d8712461320db93,-52,"174
",,,
07:22.8,e2001d8712461320db93,-52,"174
",,,
07:22.8,e2001d8712461320db93,-52,"171
",,,
07:22.8,e2001d8712461320db93,-52,"171
",,,
07:22.9,e2001d8712461320db93,-52,"174
",,,
07:22.9,e2001d8712461320db93,-52,"174
",,,
07:22.9,e2001d8712461320db93,-52,"174
",,,
07:22.9,e2001d8712461320db93,-52,"174
",,,
07:22.9,e2001d8712461320db93,-51,"174
",,,
07:22.9,e2001d8712461320db93,-52,"174
",,,
07:22.9,e2001d8712461320db93,-52,"174
",,,
07:23.0,e2001d8712461320db93,-51,"174
",,,
07:23.0,e2001d8712461320db93,-51,"174
",,,
07:23.4,e2001d8712461320db93,-51,"171
",,,
07:23.5,e2001d8712461320db93,-51,"171
",,,
07:23.7,e2001d8712461320db93,-51,"174
",,,
07:23.9,e2001d8712171320c120,-58,"171
",,,
07:23.9,e2001d8712171320c120,-58,"171
",,,
07:23.1,e2001d8712461320db93,-51,"174
",,,
07:23.1,e2001d8712171320c120,-58,"171
",,,
07:23.1,e2001d8712171320c120,-58,"171
",,,
07:23.2,e2001d8712461320db93,-51,"174
",,,
07:23.2,e2001d8712171320c120,-58,"171
",,,
07:23.2,e2001d8712171320c120,-58,"171
",,,
07:23.2,e2001d8712171320c120,-58,"171
",,,
07:23.2,e2001d8712461320db93,-51,"174
",,,
07:23.3,e2001d8712171320c120,-57,"168
",,,
07:23.3,e2001d8712461320db93,-51,"174
",,,
07:23.3,e2001d8712171320c120,-57,"174
",,,
07:23.3,e2001d8712171320c120,-57,"174
",,,
07:23.3,e2001d8712461320db93,-50,"174
",,,
07:23.4,e2001d8712171320c120,-56,"171
",,,
07:23.4,e2001d8712461320db93,-49,"174
",,,
07:23.4,e2001d8712461320db93,-49,"174
",,,
07:23.4,e2001d8712171320c120,-55,"171
",,,
07:23.5,e2001d8712461320db93,-49,"171
",,,
07:23.5,e2001d8712171320c120,-53,"174
",,,
07:23.5,e2001d8712171320c120,-53,"174
",,,
07:23.5,e2001d8712461320db93,-49,"174
",,,
07:23.5,e2001d8712171320c120,-55,"168
",,,
07:23.5,e2001d8712171320c120,-53,"168
",,,
07:23.6,e2001d8712461320db93,-49,"174
",,,
07:23.6,e2001d8712461320db93,-49,"171
",,,
07:23.6,e2001d8712171320c120,-55,"174
",,,
07:23.6,e2001d8712171320c120,-55,"171
",,,
07:23.6,e2001d8712461320db93,-49,"171
",,,
07:23.6,e2001d8712461320db93,-49,"171
",,,
07:23.7,e2001d8712461320db93,-49,"171
",,,
07:23.7,e2001d8712171320c120,-53,"171
",,,
07:23.7,e2001d8712461320db93,-49,"171
",,,
07:23.7,e2001d8712171320c120,-55,"171
",,,
07:23.8,e2001d8712171320c120,-56,"168
",,,
07:23.8,e2001d8712171320c120,-56,"168
",,,
07:23.8,e2001d8712171320c120,-56,"168
",,,
07:23.8,e2001d8712461320db93,-51,"174
",,,
07:23.8,e2001d8712171320c120,-57,"174
",,,
07:23.8,e2001d8712461320db93,-50,"174
",,,
07:23.9,e2001d8712171320c120,-57,"171
",,,
07:23.9,e2001d8712461320db93,-50,"174
",,,
07:23.9,e2001d8712171320c120,-57,"174
",,,
07:23.9,e2001d8712461320db93,-50,"171
",,,
07:23.9,e2001d8712171320c120,-58,"174
",,,
07:24.0,e2001d8712461320db93,-51,"174
",,,
07:24.0,e2001d8712171320c120,-58,"174
",,,
07:24.0,e2001d8712461320db93,-51,"171
",,,
07:24.0,e2001d8712171320c120,-58,"174
",,,
07:24.2,e2001d8712461320db93,-51,"174
",,,
07:24.5,e2001d8712461320db93,-51,"168
",,,
07:24.7,e2001d8712171320c120,-58,"177
",,,
07:24.8,e2001d8712461320db93,-51,"171
",,,
07:24.1,e2001d8712171320c120,-58,"168
",,,
07:24.1,e2001d8712171320c120,-59,"171
",,,
07:24.1,e2001d8712461320db93,-51,"171
",,,
07:24.1,e2001d8712461320db93,-52,"171
",,,
07:24.2,e2001d8712461320db93,-51,"171
",,,
07:24.2,e2001d8712461320db93,-51,"171
",,,
07:24.2,e2001d8712461320db93,-51,"171
",,,
07:24.2,e2001d8712461320db93,-51,"171
",,,
07:24.2,e2001d8712461320db93,-51,"174
",,,
07:24.2,e2001d8712461320db93,-51,"174
",,,
07:24.3,e2001d8712461320db93,-51,"171
",,,
07:24.3,e2001d8712461320db93,-51,"171
",,,
07:24.3,e2001d8712461320db93,-51,"171
",,,
07:24.3,e2001d8712461320db93,-51,"174
",,,
07:24.4,e2001d8712461320db93,-51,"174
",,,
07:24.4,e2001d8712461320db93,-51,"174
",,,
07:24.4,e2001d8712461320db93,-51,"171
",,,
07:24.4,e2001d8712461320db93,-51,"171
",,,
07:24.4,e2001d8712461320db93,-51,"174
",,,
07:24.4,e2001d8712461320db93,-51,"174
",,,
07:24.4,e2001d8712461320db93,-51,"174
",,,
07:24.5,e2001d8712461320db93,-51,"171
",,,
07:24.5,e2001d8712461320db93,-51,"171
",,,
07:24.5,e2001d8712461320db93,-51,"174
",,,
07:24.5,e2001d8712461320db93,-51,"174
",,,
07:24.5,e2001d8712461320db93,-51,"174
",,,
07:24.5,e2001d8712461320db93,-51,"174
",,,
07:24.6,e2001d8712461320db93,-51,"174
",,,
07:24.6,e2001d8712461320db93,-51,"174
",,,
07:24.6,e2001d8712461320db93,-51,"174
",,,
07:24.6,e2001d8712461320db93,-51,"174
",,,
07:24.6,e2001d8712461320db93,-51,"171
",,,
07:24.6,e2001d8712461320db93,-51,"171
",,,
07:24.7,e2001d8712461320db93,-51,"171
",,,
07:24.7,e2001d8712461320db93,-52,"174
",,,
07:24.7,e2001d8712461320db93,-52,"174
",,,
07:24.7,e2001d8712461320db93,-52,"171
",,,
07:24.7,e2001d8712461320db93,-52,"171
",,,
07:24.7,e2001d8712461320db93,-52,"171
",,,
07:24.7,e2001d8712461320db93,-52,"171
",,,
07:24.8,e2001d8712461320db93,-52,"174
",,,
07:24.8,e2001d8712461320db93,-52,"174
",,,
07:24.8,e2001d8712461320db93,-52,"174
",,,
07:24.8,e2001d8712461320db93,-52,"174
",,,
07:24.9,e2001d8712461320db93,-52,"174
",,,
07:24.9,e2001d8712461320db93,-52,"174
",,,
07:24.9,e2001d8712461320db93,-52,"174
",,,
07:24.9,e2001d8712461320db93,-52,"174
",,,
07:24.9,e2001d8712461320db93,-51,"168
",,,
07:24.9,e2001d8712461320db93,-51,"168
",,,
07:25.0,e2001d8712461320db93,-52,"171
",,,
07:25.0,e2001d8712461320db93,-52,"171
",,,
07:25.0,e2001d8712461320db93,-52,"174
",,,
07:25.0,e2001d8712461320db93,-52,"174
",,,
07:25.2,e2001d8712461320db93,-52,"174
",,,
07:25.2,e2001d8712461320db93,-52,"174
",,,
07:25.7,e2001d8712461320db93,-52,"171
",,,
07:25.8,e2001d8712461320db93,-52,"171
",,,
07:25.1,e2001d8712461320db93,-51,"171
",,,
07:25.1,e2001d8712461320db93,-52,"171
",,,
07:25.2,e2001d8712461320db93,-51,"171
",,,
07:25.2,e2001d8712461320db93,-51,"171
",,,
07:25.2,e2001d8712461320db93,-51,"174
",,,
07:25.2,e2001d8712461320db93,-51,"174
",,,
07:25.2,e2001d8712461320db93,-51,"174
",,,
07:25.2,e2001d8712461320db93,-51,"174
",,,
07:25.3,e2001d8712461320db93,-52,"171
",,,
07:25.3,e2001d8712461320db93,-52,"171
",,,
07:25.3,e2001d8712461320db93,-52,"171
",,,
07:25.3,e2001d8712461320db93,-52,"171
",,,
07:25.3,e2001d8712461320db93,-52,"174
",,,
07:25.3,e2001d8712461320db93,-52,"174
",,,
07:25.4,e2001d8712461320db93,-52,"174
",,,
07:25.4,e2001d8712461320db93,-52,"174
",,,
07:25.4,e2001d8712461320db93,-52,"174
",,,
07:25.4,e2001d8712461320db93,-52,"174
",,,
07:25.4,e2001d8712461320db93,-52,"174
",,,
07:25.4,e2001d8712461320db93,-52,"174
",,,
07:25.5,e2001d8712461320db93,-52,"174
",,,
07:25.5,e2001d8712461320db93,-52,"174
",,,
07:25.5,e2001d8712461320db93,-52,"174
",,,
07:25.5,e2001d8712461320db93,-52,"174
",,,
07:25.5,e2001d8712461320db93,-52,"171
",,,
07:25.5,e2001d8712461320db93,-52,"171
",,,
07:25.6,e2001d8712461320db93,-51,"171
",,,
07:25.6,e2001d8712461320db93,-51,"171
",,,
07:25.6,e2001d8712461320db93,-51,"174
",,,
07:25.6,e2001d8712461320db93,-51,"174
",,,
07:25.6,e2001d8712461320db93,-51,"171
",,,
07:25.6,e2001d8712461320db93,-51,"171
",,,
07:25.7,e2001d8712171320c120,-59,"174
",,,
07:25.7,e2001d8712171320c120,-59,"174
",,,
07:25.7,e2001d8712171320c120,-59,"174
",,,
07:25.7,e2001d8712461320db93,-51,"174
",,,
07:25.7,e2001d8712461320db93,-51,"171
",,,
07:25.7,e2001d8712171320c120,-59,"171
",,,
07:25.7,e2001d8712171320c120,-59,"171
",,,
07:25.8,e2001d8712461320db93,-51,"174
",,,
07:25.8,e2001d8712171320c120,-58,"168
",,,
07:25.8,e2001d8712461320db93,-51,"174
",,,
07:25.8,e2001d8712171320c120,-58,"174
",,,
07:25.9,e2001d8712171320c120,-58,"174
",,,
07:25.9,e2001d8712461320db93,-51,"171
",,,
07:25.9,e2001d8712171320c120,-57,"174
",,,
07:25.9,e2001d8712461320db93,-51,"171
",,,
07:25.9,e2001d8712461320db93,-50,"174
",,,
07:25.9,e2001d8712171320c120,-57,"174
",,,
07:26.0,e2001d8712461320db93,-51,"168
",,,
07:26.0,e2001d8712171320c120,-57,"171
",,,
07:26.0,e2001d8712461320db93,-50,"174
",,,
07:26.2,e2001d8712171320c120,-56,"174
",,,
07:26.2,e2001d8712171320c120,-56,"174
",,,
07:26.7,e2001d8712461320db93,-51,"174
",,,
07:26.8,e2001d8712171320c120,-57,"174
",,,
07:26.1,e2001d8712461320db93,-51,"171
",,,
07:26.1,e2001d8712461320db93,-50,"171
",,,
07:26.2,e2001d8712171320c120,-55,"171
",,,
07:26.2,e2001d8712461320db93,-50,"174
",,,
07:26.2,e2001d8712171320c120,-55,"171
",,,
07:26.2,e2001d8712461320db93,-50,"171
",,,
07:26.2,e2001d8712171320c120,-55,"168
",,,
07:26.2,e2001d8712461320db93,-50,"174
",,,
07:26.3,e2001d8712171320c120,-55,"165
",,,
07:26.3,e2001d8712461320db93,-50,"174
",,,
07:26.3,e2001d8712171320c120,-55,"171
",,,
07:26.3,e2001d8712171320c120,-53,"174
",,,
07:26.4,e2001d8712461320db93,-49,"174
",,,
07:26.4,e2001d8712461320db93,-49,"174
",,,
07:26.4,e2001d8712171320c120,-53,"171
",,,
07:26.4,e2001d8712171320c120,-53,"171
",,,
07:26.4,e2001d8712461320db93,-49,"171
",,,
