time,id,RSSI,phase,,,
05:13.9,e2001d871271320b9f,-55,"174
",,,
05:14.2,e2001d8712401320d4a0,-51,"171
",,,
05:14.3,e2001d8712461320db93,-49,"174
",,,
05:14.3,e2001d871271320b9f,-51,"174
",,,
05:14.3,e2001d8712401320d4a0,-51,"171
",,,
05:14.4,e2001d8712171320c120,-53,"171
",,,
05:14.4,e2001d8712401320d4a0,-51,"174
",,,
05:14.4,e2001d871271320b9f,-51,"174
",,,
05:14.5,e2001d8712461320db93,-50,"168
",,,
05:14.5,e2001d8712171320c120,-55,"171
",,,
05:14.6,e2001d8712461320db93,-50,"168
",,,
05:14.6,e2001d871271320b9f,-55,"174
",,,
05:14.7,e2001d871271320b9f,-55,"174
",,,
05:14.7,e2001d8712461320db93,-50,"174
",,,
05:14.8,e2001d8712401320d4a0,-55,"174
",,,
05:14.8,e2001d8712401320d4a0,-55,"174
",,,
05:14.8,e2001d8712461320db93,-51,"174
",,,
05:14.9,e2001d8712401320d4a0,-52,"177
",,,
05:14.9,e2001d8712461320db93,-50,"171
",,,
05:14.9,e2001d8712171320c120,-55,"174
",,,
05:14.9,e2001d871271320b9f,-52,"171
",,,
05:15.0,e2001d871271320b9f,-53,"174
",,,
05:15.0,e2001d871271320b9f,-53,"174
",,,
05:15.0,e2001d871271320b9f,-53,"174
",,,
05:15.5,e2001d8712461320db93,-49,"174
",,,
05:15.4,e2001d871271320b9f,-53,"174
",,,
05:15.4,e2001d8712171320c120,-53,"171
",,,
05:15.5,e2001d871271320b9f,-53,"174
",,,
05:15.5,e2001d871271320b9f,-53,"174
",,,
05:15.5,e2001d8712461320db93,-50,"174
",,,
05:16.7,e2001d871271320b9f,-57,"168
",,,
05:16.7,e2001d871271320b9f,-57,"168
",,,
05:16.7,e2001d8712461320db93,-51,"171
",,,
05:16.7,e2001d8712461320db93,-51,"171
",,,
05:16.8,e2001d8712171320c120,-55,"174
",,,
05:16.9,e2001d8712461320db93,-51,"171
",,,
05:17.1,e2001d871271320b9f,-57,"168
",,,
05:17.2,e2001d8712171320c120,-55,"171
",,,
05:17.2,e2001d8712401320d4a0,-55,"168
",,,
05:17.2,e2001d8712401320d4a0,-55,"168
",,,
05:17.3,e2001d8712171320c120,-55,"174
",,,
05:17.3,e2001d8712171320c120,-55,"168
",,,
05:17.3,e2001d8712461320db93,-51,"174
",,,
05:17.4,e2001d8712461320db93,-51,"174
",,,
05:17.4,e2001d8712461320db93,-51,"174
",,,
05:17.5,e2001d8712171320c120,-55,"174
",,,
05:17.6,e2001d8712461320db93,-51,"171
",,,
05:17.6,e2001d8712461320db93,-51,"171
",,,
05:17.6,e2001d8712461320db93,-51,"171
",,,
05:17.7,e2001d8712171320c120,-55,"171
",,,
05:17.9,e2001d871271320b9f,-52,"174
",,,
05:17.9,e2001d8712401320d4a0,-51,"174
",,,
05:17.9,e2001d8712171320c120,-53,"174
",,,
05:17.9,e2001d8712171320c120,-53,"174
",,,
05:18.0,e2001d871271320b9f,-52,"174
",,,
05:18.3,e2001d8712461320db93,-51,"174
",,,
05:18.3,e2001d8712461320db93,-51,"174
",,,
05:18.0,e2001d8712401320d4a0,-52,"171
",,,
05:18.0,e2001d8712461320db93,-50,"174
",,,
05:18.0,e2001d8712461320db93,-50,"174
",,,
05:18.1,e2001d8712171320c120,-55,"174
",,,
05:18.1,e2001d8712171320c120,-55,"174
",,,
05:18.1,e2001d8712171320c120,-55,"174
",,,
05:18.1,e2001d8712461320db93,-51,"171
",,,
05:18.1,e2001d8712401320d4a0,-56,"174
",,,
05:18.1,e2001d8712461320db93,-51,"171
",,,
05:18.1,e2001d871271320b9f,-51,"171
",,,
05:18.1,e2001d871271320b9f,-51,"171
",,,
05:18.1,e2001d8712171320c120,-53,"174
",,,
05:18.1,e2001d8712171320c120,-53,"171
",,,
05:19.1,e2001d8712171320c120,-53,"171
",,,
05:19.1,e2001d8712401320d4a0,-52,"168
",,,
05:19.2,e2001d8712401320d4a0,-52,"171
",,,
05:19.2,e2001d8712461320db93,-50,"0
",,,
05:19.2,e2001d871271320b9f,-52,"171
",,,
05:19.2,e2001d871271320b9f,-52,"171
",,,
05:19.3,e2001d8712171320c120,-53,"171
",,,
05:19.3,e2001d8712461320db93,-50,"174
",,,
05:19.4,e2001d8712171320c120,-53,"171
",,,
05:19.8,e2001d871271320b9f,-56,"171
",,,
05:19.8,e2001d8712171320c120,-55,"174
",,,
05:19.9,e2001d8712401320d4a0,-57,"171
",,,
05:19.9,e2001d8712401320d4a0,-57,"171
",,,
05:19.9,e2001d8712401320d4a0,-57,"168
",,,
05:20.0,e2001d8712461320db93,-51,"168
",,,
05:20.0,e2001d8712401320d4a0,-57,"171
",,,
05:20.2,e2001d8712401320d4a0,-56,"171
",,,
05:20.7,e2001d871271320b9f,-57,"168
",,,
05:20.7,e2001d871271320b9f,-57,"168
",,,
05:21.0,e2001d8712171320c120,-55,"174
",,,
05:21.0,e2001d8712171320c120,-55,"174
",,,
05:20.4,e2001d8712461320db93,-50,"174
",,,
05:20.4,e2001d8712461320db93,-50,"174
",,,
05:20.5,e2001d871271320b9f,-55,"174
",,,
05:20.5,e2001d8712171320c120,-55,"174
",,,
05:20.5,e2001d8712171320c120,-55,"174
",,,
05:20.5,e2001d871271320b9f,-56,"174
",,,
05:20.6,e2001d8712401320d4a0,-56,"174
",,,
05:20.7,e2001d8712461320db93,-51,"174
",,,
05:20.8,e2001d8712401320d4a0,-56,"174
",,,
05:20.8,e2001d8712461320db93,-51,"174
",,,
05:20.8,e2001d8712401320d4a0,-51,"168
",,,
05:20.8,e2001d8712401320d4a0,-51,"168
",,,
05:20.9,e2001d871271320b9f,-51,"171
",,,
05:21.0,e2001d8712401320d4a0,-51,"174
",,,
05:21.0,e2001d8712401320d4a0,-51,"174
",,,
05:21.3,e2001d8712461320db93,-49,"174
",,,
05:21.4,e2001d8712401320d4a0,-51,"177
",,,
05:21.4,e2001d871271320b9f,-52,"174
",,,
05:21.4,e2001d8712461320db93,-50,"174
",,,
05:21.4,e2001d8712401320d4a0,-52,"174
",,,
05:21.5,e2001d8712171320c120,-55,"171
",,,
05:21.5,e2001d8712171320c120,-55,"171
",,,
05:21.5,e2001d8712171320c120,-55,"171
",,,
05:21.5,e2001d8712461320db93,-50,"174
",,,
05:21.6,e2001d8712401320d4a0,-53,"174
",,,
05:21.6,e2001d8712171320c120,-55,"171
",,,
05:21.7,e2001d8712171320c120,-55,"168
",,,
05:21.8,e2001d8712461320db93,-51,"174
",,,
05:21.8,e2001d8712401320d4a0,-55,"171
",,,
05:21.8,e2001d8712171320c120,-55,"174
",,,
05:21.8,e2001d8712461320db93,-50,"171
",,,
05:21.8,e2001d8712461320db93,-50,"171
",,,
05:22.2,e2001d871271320b9f,-53,"174
",,,
05:22.3,e2001d8712461320db93,-50,"174
",,,
05:22.8,e2001d871271320b9f,-53,"171
",,,
05:22.1,e2001d8712461320db93,-51,"171
",,,
05:22.3,e2001d8712401320d4a0,-57,"174
",,,
05:22.3,e2001d8712171320c120,-55,"171
",,,
05:22.4,e2001d8712461320db93,-51,"171
",,,
05:22.4,e2001d8712171320c120,-55,"171
",,,
05:22.4,e2001d871271320b9f,-57,"174
",,,
05:22.4,e2001d871271320b9f,-57,"174
",,,
05:22.5,e2001d8712461320db93,-51,"171
",,,
05:22.6,e2001d8712401320d4a0,-55,"171
",,,
05:22.6,e2001d8712401320d4a0,-55,"171
",,,
05:22.6,e2001d8712461320db93,-51,"171
",,,
05:23.4,e2001d8712461320db93,-51,"174
",,,
05:23.4,e2001d8712461320db93,-51,"174
",,,
05:23.4,e2001d8712401320d4a0,-55,"174
",,,
05:23.8,e2001d8712461320db93,-50,"174
",,,
05:23.8,e2001d8712461320db93,-50,"174
",,,
05:23.9,e2001d871271320b9f,-52,"174
",,,
05:24.0,e2001d8712171320c120,-55,"168
",,,
05:24.0,e2001d8712461320db93,-51,"174
",,,
05:24.5,e2001d8712401320d4a0,-57,"171
",,,
05:24.5,e2001d8712401320d4a0,-57,"171
",,,
05:24.1,e2001d8712171320c120,-55,"174
",,,
05:24.3,e2001d8712461320db93,-49,"174
",,,
05:24.3,e2001d8712401320d4a0,-51,"171
",,,
05:24.3,e2001d8712171320c120,-53,"171
",,,
05:24.3,e2001d8712461320db93,-49,"174
",,,
05:24.4,e2001d871271320b9f,-51,"171
",,,
05:24.4,e2001d871271320b9f,-51,"171
",,,
05:24.4,e2001d8712171320c120,-52,"171
",,,
05:24.4,e2001d8712171320c120,-52,"171
",,,
05:24.7,e2001d871271320b9f,-55,"174
",,,
05:24.7,e2001d871271320b9f,-55,"174
",,,
05:24.7,e2001d8712171320c120,-55,"171
",,,
05:24.8,e2001d8712171320c120,-55,"171
",,,
05:24.8,e2001d871271320b9f,-55,"174
",,,
05:24.8,e2001d8712461320db93,-51,"174
",,,
05:24.9,e2001d8712401320d4a0,-55,"171
",,,
05:24.9,e2001d8712461320db93,-50,"171
",,,
05:25.0,e2001d8712171320c120,-55,"171
",,,
05:25.0,e2001d8712171320c120,-55,"171
",,,
05:25.2,e2001d8712461320db93,-51,"174
",,,
05:25.4,e2001d8712461320db93,-50,"174
",,,
05:25.4,e2001d8712461320db93,-50,"174
",,,
05:25.4,e2001d8712171320c120,-55,"174
",,,
05:25.4,e2001d8712171320c120,-55,"174
",,,
05:25.7,e2001d8712171320c120,-53,"174
",,,
05:25.7,e2001d8712171320c120,-53,"174
",,,
05:25.7,e2001d8712401320d4a0,-52,"171
",,,
05:25.7,e2001d8712401320d4a0,-52,"171
",,,
05:25.8,e2001d8712171320c120,-53,"174
",,,
05:25.8,e2001d8712171320c120,-53,"174
",,,
05:25.9,e2001d8712461320db93,-50,"171
",,,
05:26.8,e2001d8712171320c120,-55,"174
",,,
05:26.8,e2001d8712171320c120,-55,"174
",,,
05:26.1,e2001d871271320b9f,-57,"174
",,,
05:26.1,e2001d871271320b9f,-57,"174
",,,
05:26.3,e2001d8712461320db93,-51,"174
",,,
05:26.3,e2001d8712461320db93,-51,"174
",,,
05:26.3,e2001d8712171320c120,-55,"174
",,,
05:26.4,e2001d871271320b9f,-56,"171
",,,
05:26.4,e2001d871271320b9f,-56,"171
",,,
05:26.4,e2001d8712461320db93,-51,"171
",,,
05:26.7,e2001d871271320b9f,-52,"174
",,,
05:26.7,e2001d871271320b9f,-52,"174
",,,
05:26.8,e2001d8712401320d4a0,-52,"174
",,,
05:26.8,e2001d8712461320db93,-50,"174
",,,
05:26.8,e2001d8712461320db93,-50,"174
",,,
05:26.8,e2001d8712401320d4a0,-53,"171
",,,
05:27.2,e2001d8712401320d4a0,-55,"168
",,,
05:27.3,e2001d8712461320db93,-51,"168
",,,
05:27.3,e2001d8712401320d4a0,-55,"174
",,,
05:27.4,e2001d8712171320c120,-55,"174
",,,
05:27.4,e2001d8712171320c120,-55,"174
",,,
05:27.5,e2001d8712401320d4a0,-52,"174
",,,
05:27.6,e2001d871271320b9f,-52,"171
",,,
05:27.6,e2001d8712461320db93,-49,"171
",,,
05:27.7,e2001d8712461320db93,-49,"174
",,,
05:27.7,e2001d8712461320db93,-49,"174
",,,
05:27.7,e2001d8712401320d4a0,-52,"174
",,,
05:27.8,e2001d8712461320db93,-51,"174
",,,
05:27.8,e2001d8712461320db93,-51,"174
",,,
05:27.8,e2001d871271320b9f,-52,"174
",,,
05:27.8,e2001d871271320b9f,-52,"174
",,,
05:27.9,e2001d8712461320db93,-52,"174
",,,
05:27.9,e2001d8712461320db93,-52,"174
",,,
05:27.9,e2001d871271320b9f,-56,"174
",,,
05:27.9,e2001d8712171320c120,-55,"174
",,,
05:28.0,e2001d871271320b9f,-55,"174
",,,
05:28.0,e2001d8712401320d4a0,-56,"168
",,,
05:28.0,e2001d8712401320d4a0,-56,"168
",,,
05:28.3,e2001d871271320b9f,-55,"174
",,,
05:28.3,e2001d8712461320db93,-53,"171
",,,
05:28.3,e2001d871271320b9f,-56,"174
",,,
05:28.4,e2001d871271320b9f,-57,"171
",,,
05:28.4,e2001d8712171320c120,-56,"174
",,,
05:28.4,e2001d871271320b9f,-55,"171
",,,
05:28.4,e2001d871271320b9f,-55,"171
",,,
05:28.5,e2001d8712401320d4a0,-53,"174
",,,
05:28.5,e2001d8712401320d4a0,-51,"174
",,,
05:28.6,e2001d8712461320db93,-56,"174
",,,
05:28.6,e2001d8712401320d4a0,-51,"171
",,,
05:28.6,e2001d8712171320c120,-55,"174
",,,
05:28.6,e2001d8712171320c120,-55,"174
",,,
