time,id,id_num,RSSI,phase,,activity,,,,,,,,,,,,,,,,
05:54.3,e2001d8712461320db93,3,-49,"174
",00:50.9,,,,,,,,,,,,,,,,,
05:54.3,e2001d8712461320db93,3,-49,"174
",00:50.9,,,,,,,,,,,,,,,,,
05:54.3,e2001d8712461320db93,3,-49,"174
",00:51.0,,,,,,,,,,,,,,,,,
05:54.4,e2001d8712461320db93,3,-49,"174
",00:51.0,,,,,,,,,,,,,,,,,
05:54.4,e2001d8712461320db93,3,-49,"171
",00:51.0,,,,,,,,,,,,,,,,,
05:54.4,e2001d8712461320db93,3,-49,"171
",00:51.1,,,,,,,,,,,,,,,,,
05:54.5,e2001d8712461320db93,3,-49,"174
",00:51.1,,,,,,,,,,,,,,,,,
05:54.5,e2001d8712461320db93,3,-49,"174
",00:51.1,,,,,,,,,,,,,,,,,
05:54.5,e2001d8712461320db93,3,-49,"174
",00:51.2,,,,,,,,,,,,,,,,,
05:54.6,e2001d8712461320db93,3,-49,"171
",00:51.2,,,,,,,,,,,,,,,,,
05:54.6,e2001d8712461320db93,3,-49,"171
",00:51.2,,,,,,,,,,,,,,,,,
05:54.6,e2001d8712461320db93,3,-50,"171
",00:51.3,,,,,,,,,,,,,,,,,
05:54.6,e2001d8712461320db93,3,-49,"174
",00:51.3,,,,,,,,,,,,,,,,,
05:54.7,e2001d8712461320db93,3,-50,"174
",00:51.3,,,,,,,,,,,,,,,,,
05:54.7,e2001d8712461320db93,3,-50,"174
",00:51.3,,,,,,,,,,,,,,,,,
05:54.7,e2001d8712461320db93,3,-50,"174
",00:51.4,,,,,,,,,,,,,,,,,
05:54.8,e2001d8712461320db93,3,-50,"168
",00:51.4,,,,,,,,,,,,,,,,,
05:54.8,e2001d8712461320db93,3,-50,"174
",00:51.4,,,,,,,,,,,,,,,,,
05:54.9,e2001d8712461320db93,3,-50,"171
",00:51.5,,,,,,,,,,,,,,,,,
05:54.9,e2001d8712461320db93,3,-49,"171
",00:51.5,,,,,,,,,,,,,,,,,
05:54.9,e2001d8712461320db93,3,-50,"174
",00:51.5,,,,,,,,,,,,,,,,,
05:54.9,e2001d8712461320db93,3,-50,"171
",00:51.6,,,,,,,,,,,,,,,,,
05:55.0,e2001d8712461320db93,3,-50,"168
",00:51.6,,,,,,,,,,,,,,,,,
05:55.0,e2001d8712461320db93,3,-49,"171
",00:51.6,,,,,,,,,,,,,,,,,
05:55.2,e2001d8712461320db93,3,-50,"174
",00:51.8,,,,,,,,,,,,,,,,,
05:55.5,e2001d8712461320db93,3,-50,"174
",00:52.2,,,,,,,,,,,,,,,,,
05:55.9,e2001d8712461320db93,3,-51,"174
",00:52.5,,,,,,,,,,,,,,,,,
05:55.1,e2001d8712461320db93,3,-51,"168
",00:51.8,,,,,,,,,,,,,,,,,
05:55.1,e2001d8712461320db93,3,-51,"171
",00:51.8,,,,,,,,,,,,,,,,,
05:55.2,e2001d8712461320db93,3,-51,"168
",00:51.8,,,,,,,,,,,,,,,,,
05:55.2,e2001d8712461320db93,3,-51,"171
",00:51.9,,,,,,,,,,,,,,,,,
05:55.2,e2001d8712461320db93,3,-51,"174
",00:51.9,,,,,,,,,,,,,,,,,
05:55.3,e2001d8712461320db93,3,-51,"171
",00:51.9,,,,,,,,,,,,,,,,,
05:55.3,e2001d8712461320db93,3,-52,"174
",00:51.9,,,,,,,,,,,,,,,,,
05:55.3,e2001d8712461320db93,3,-51,"171
",00:52.0,,,,,,,,,,,,,,,,,
05:55.4,e2001d8712461320db93,3,-52,"174
",00:52.0,,,,,,,,,,,,,,,,,
05:55.4,e2001d8712461320db93,3,-52,"171
",00:52.0,,,,,,,,,,,,,,,,,
05:55.4,e2001d8712461320db93,3,-52,"174
",00:52.1,,,,,,,,,,,,,,,,,
05:55.5,e2001d8712461320db93,3,-52,"168
",00:52.1,,,,,,,,,,,,,,,,,
05:55.5,e2001d8712461320db93,3,-52,"174
",00:52.1,,,,,,,,,,,,,,,,,
05:55.5,e2001d8712461320db93,3,-52,"171
",00:52.2,,,,,,,,,,,,,,,,,
05:55.6,e2001d8712461320db93,3,-52,"174
",00:52.2,,,,,,,,,,,,,,,,,
05:55.6,e2001d8712461320db93,3,-52,"171
",00:52.2,,,,,,,,,,,,,,,,,
05:55.6,e2001d8712461320db93,3,-51,"171
",00:52.3,,,,,,,,,,,,,,,,,
05:55.6,e2001d8712461320db93,3,-52,"174
",00:52.3,,,,,,,,,,,,,,,,,
05:55.7,e2001d8712461320db93,3,-52,"171
",00:52.3,,,,,,,,,,,,,,,,,
05:55.7,e2001d8712461320db93,3,-52,"171
",00:52.3,,,,,,,,,,,,,,,,,
05:55.7,e2001d8712461320db93,3,-52,"174
",00:52.4,,,,,,,,,,,,,,,,,
05:55.8,e2001d8712461320db93,3,-52,"174
",00:52.4,,,,,,,,,,,,,,,,,
05:55.8,e2001d8712461320db93,3,-52,"168
",00:52.4,,,,,,,,,,,,,,,,,
05:55.8,e2001d8712461320db93,3,-52,"174
",00:52.5,,,,,,,,,,,,,,,,,
05:55.9,e2001d8712461320db93,3,-51,"171
",00:52.5,,,,,,,,,,,,,,,,,
05:55.9,e2001d8712171320c120,1,-57,"174
",00:52.5,,,,,,,,,,,,,,,,,
05:55.9,e2001d8712461320db93,3,-51,"174
",00:52.5,,,,,,,,,,,,,,,,,
05:55.9,e2001d8712171320c120,1,-57,"174
",00:52.6,,,,,,,,,,,,,,,,,
05:55.9,e2001d8712461320db93,3,-51,"171
",00:52.6,,,,,,,,,,,,,,,,,
05:56.0,e2001d8712171320c120,1,-57,"174
",00:52.6,,,,,,,,,,,,,,,,,
05:56.0,e2001d8712461320db93,3,-51,"171
",00:52.6,,,,,,,,,,,,,,,,,
05:56.0,e2001d8712171320c120,1,-58,"174
",00:52.6,,,,,,,,,,,,,,,,,
05:56.3,e2001d8712461320db93,3,-51,"171
",00:53.0,,,,,,,,,,,,,,,,,
05:56.5,e2001d8712171320c120,1,-57,"171
",00:53.1,,,,,,,,,,,,,,,,,
05:56.7,e2001d8712461320db93,3,-51,"171
",00:53.3,,,,,,,,,,,,,,,,,
05:56.8,e2001d8712171320c120,1,-58,"168
",00:53.5,,,,,,,,,,,,,,,,,
05:56.1,e2001d8712171320c120,1,-58,"168
",00:52.7,,,,,,,,,,,,,,,,,
05:56.1,e2001d8712461320db93,3,-50,"171
",00:52.8,,,,,,,,,,,,,,,,,
05:56.1,e2001d8712461320db93,3,-51,"171
",00:52.8,,,,,,,,,,,,,,,,,
05:56.2,e2001d8712171320c120,1,-57,"171
",00:52.8,,,,,,,,,,,,,,,,,
05:56.2,e2001d8712461320db93,3,-50,"174
",00:52.8,,,,,,,,,,,,,,,,,
05:56.2,e2001d8712171320c120,1,-58,"174
",00:52.8,,,,,,,,,,,,,,,,,
05:56.2,e2001d8712461320db93,3,-50,"171
",00:52.9,,,,,,,,,,,,,,,,,
05:56.2,e2001d8712171320c120,1,-58,"174
",00:52.9,,,,,,,,,,,,,,,,,
05:56.3,e2001d8712461320db93,3,-52,"174
",00:52.9,,,,,,,,,,,,,,,,,
05:56.3,e2001d8712461320db93,3,-51,"174
",00:52.9,,,,,,,,,,,,,,,,,
05:56.3,e2001d8712461320db93,3,-51,"174
",00:52.9,,,,,,,,,,,,,,,,,
05:56.3,e2001d8712461320db93,3,-51,"174
",00:53.0,,,,,,,,,,,,,,,,,
05:56.3,e2001d8712461320db93,3,-51,"174
",00:53.0,,,,,,,,,,,,,,,,,
05:56.4,e2001d8712461320db93,3,-51,"174
",00:53.0,,,,,,,,,,,,,,,,,
05:56.4,e2001d8712461320db93,3,-51,"174
",00:53.1,,,,,,,,,,,,,,,,,
05:56.4,e2001d8712461320db93,3,-51,"174
",00:53.1,,,,,,,,,,,,,,,,,
05:56.5,e2001d8712461320db93,3,-51,"171
",00:53.1,,,,,,,,,,,,,,,,,
05:56.5,e2001d8712461320db93,3,-51,"174
",00:53.2,,,,,,,,,,,,,,,,,
05:56.6,e2001d8712461320db93,3,-51,"168
",00:53.2,,,,,,,,,,,,,,,,,
05:56.6,e2001d8712461320db93,3,-51,"174
",00:53.2,,,,,,,,,,,,,,,,,
05:56.6,e2001d8712461320db93,3,-51,"171
",00:53.3,,,,,,,,,,,,,,,,,
05:56.6,e2001d8712461320db93,3,-51,"174
",00:53.3,,,,,,,,,,,,,,,,,
05:56.7,e2001d8712461320db93,3,-51,"171
",00:53.3,,,,,,,,,,,,,,,,,
05:56.7,e2001d8712401320d4a0,2,-58,"171
",00:53.4,,,,,,,,,,,,,,,,,
05:56.7,e2001d8712461320db93,3,-50,"177
",00:53.4,,,,,,,,,,,,,,,,,
05:56.8,e2001d8712461320db93,3,-51,"171
",00:53.4,,,,,,,,,,,,,,,,,
05:56.8,e2001d8712401320d4a0,2,-58,"171
",00:53.4,,,,,,,,,,,,,,,,,
05:56.8,e2001d8712461320db93,3,-50,"174
",00:53.4,,,,,,,,,,,,,,,,,
05:56.8,e2001d8712401320d4a0,2,-58,"174
",00:53.4,,,,,,,,,,,,,,,,,
05:56.8,e2001d8712461320db93,3,-51,"174
",00:53.5,,,,,,,,,,,,,,,,,
05:56.9,e2001d8712461320db93,3,-51,"171
",00:53.5,,,,,,,,,,,,,,,,,
05:56.9,e2001d8712461320db93,3,-52,"171
",00:53.5,,,,,,,,,,,,,,,,,
05:56.9,e2001d8712461320db93,3,-51,"174
",00:53.6,,,,,,,,,,,,,,,,,
05:57.0,e2001d8712461320db93,3,-52,"171
",00:53.6,,,,,,,,,,,,,,,,,
05:57.0,e2001d8712461320db93,3,-52,"171
",00:53.6,,,,,,,,,,,,,,,,,
05:57.0,e2001d8712461320db93,3,-51,"174
",00:53.6,,,,,,,,,,,,,,,,,
05:57.3,e2001d8712461320db93,3,-52,"177
",00:54.0,,,,,,,,,,,,,,,,,
05:57.7,e2001d8712461320db93,3,-52,"171
",00:54.3,,,,,,,,,,,,,,,,,
05:57.1,e2001d8712461320db93,3,-52,"171
",00:53.7,,,,,,,,,,,,,,,,,
05:57.1,e2001d8712461320db93,3,-52,"174
",00:53.8,,,,,,,,,,,,,,,,,
05:57.2,e2001d8712461320db93,3,-52,"168
",00:53.8,,,,,,,,,,,,,,,,,
05:57.2,e2001d8712461320db93,3,-52,"171
",00:53.9,,,,,,,,,,,,,,,,,
05:57.2,e2001d8712461320db93,3,-50,"174
",00:53.9,,,,,,,,,,,,,,,,,
05:57.3,e2001d8712461320db93,3,-50,"174
",00:53.9,,,,,,,,,,,,,,,,,
05:57.3,e2001d8712461320db93,3,-50,"174
",00:53.9,,,,,,,,,,,,,,,,,
05:57.3,e2001d8712401320d4a0,2,-57,"171
",00:54.0,,,,,,,,,,,,,,,,,
05:57.4,e2001d8712461320db93,3,-49,"171
",00:54.0,,,,,,,,,,,,,,,,,
05:57.4,e2001d8712401320d4a0,2,-57,"174
",00:54.0,,,,,,,,,,,,,,,,,
05:57.4,e2001d8712401320d4a0,2,-58,"174
",00:54.0,,,,,,,,,,,,,,,,,
05:57.4,e2001d8712461320db93,3,-50,"171
",00:54.0,,,,,,,,,,,,,,,,,
05:57.4,e2001d8712461320db93,3,-49,"174
",00:54.1,,,,,,,,,,,,,,,,,
05:57.4,e2001d8712401320d4a0,2,-57,"171
",00:54.1,,,,,,,,,,,,,,,,,
05:57.4,e2001d8712401320d4a0,2,-58,"171
",00:54.1,,,,,,,,,,,,,,,,,
05:57.5,e2001d8712461320db93,3,-50,"171
",00:54.1,,,,,,,,,,,,,,,,,
05:57.5,e2001d8712461320db93,3,-50,"174
",00:54.1,,,,,,,,,,,,,,,,,
05:57.5,e2001d8712401320d4a0,2,-57,"171
",00:54.2,,,,,,,,,,,,,,,,,
05:57.5,e2001d8712401320d4a0,2,-57,"174
",00:54.2,,,,,,,,,,,,,,,,,
05:57.6,e2001d8712461320db93,3,-49,"174
",00:54.2,,,,,,,,,,,,,,,,,
05:57.6,e2001d8712461320db93,3,-49,"174
",00:54.2,,,,,,,,,,,,,,,,,
05:57.6,e2001d8712401320d4a0,2,-57,"174
",00:54.2,,,,,,,,,,,,,,,,,
05:57.7,e2001d8712461320db93,3,-52,"174
",00:54.3,,,,,,,,,,,,,,,,,
05:57.7,e2001d8712461320db93,3,-51,"174
",00:54.3,,,,,,,,,,,,,,,,,
05:57.7,e2001d8712461320db93,3,-51,"174
",00:54.4,,,,,,,,,,,,,,,,,
05:57.8,e2001d8712461320db93,3,-51,"171
",00:54.4,,,,,,,,,,,,,,,,,
05:57.8,e2001d8712461320db93,3,-51,"171
",00:54.4,,,,,,,,,,,,,,,,,
05:57.8,e2001d8712461320db93,3,-51,"171
",00:54.5,,,,,,,,,,,,,,,,,
05:57.9,e2001d8712461320db93,3,-51,"171
",00:54.5,,,,,,,,,,,,,,,,,
05:57.9,e2001d8712461320db93,3,-51,"174
",00:54.5,,,,,,,,,,,,,,,,,
05:57.9,e2001d8712461320db93,3,-51,"168
",00:54.5,,,,,,,,,,,,,,,,,
05:57.9,e2001d8712461320db93,3,-51,"174
",00:54.6,,,,,,,,,,,,,,,,,
05:58.0,e2001d8712461320db93,3,-51,"171
",00:54.6,,,,,,,,,,,,,,,,,
05:58.0,e2001d8712461320db93,3,-51,"174
",00:54.6,,,,,,,,,,,,,,,,,
05:58.3,e2001d8712461320db93,3,-51,"171
",00:55.0,,,,,,,,,,,,,,,,,
05:58.7,e2001d8712461320db93,3,-51,"174
",00:55.3,,,,,,,,,,,,,,,,,
05:58.1,e2001d8712461320db93,3,-51,"168
",00:54.7,,,,,,,,,,,,,,,,,
05:58.1,e2001d8712461320db93,3,-51,"171
",00:54.8,,,,,,,,,,,,,,,,,
05:58.2,e2001d8712461320db93,3,-51,"168
",00:54.8,,,,,,,,,,,,,,,,,
05:58.2,e2001d8712461320db93,3,-51,"171
",00:54.8,,,,,,,,,,,,,,,,,
05:58.2,e2001d8712461320db93,3,-50,"174
",00:54.9,,,,,,,,,,,,,,,,,
05:58.3,e2001d8712461320db93,3,-51,"171
",00:54.9,,,,,,,,,,,,,,,,,
05:58.3,e2001d8712461320db93,3,-50,"174
",00:54.9,,,,,,,,,,,,,,,,,
05:58.3,e2001d8712461320db93,3,-51,"174
",00:54.9,,,,,,,,,,,,,,,,,
05:58.4,e2001d8712461320db93,3,-51,"174
",00:55.0,,,,,,,,,,,,,,,,,
05:58.4,e2001d8712461320db93,3,-51,"171
",00:55.0,,,,,,,,,,,,,,,,,
05:58.4,e2001d8712461320db93,3,-51,"174
",00:55.0,,,,,,,,,,,,,,,,,
05:58.4,e2001d8712461320db93,3,-51,"174
",00:55.1,,,,,,,,,,,,,,,,,
05:58.5,e2001d8712461320db93,3,-51,"171
",00:55.1,,,,,,,,,,,,,,,,,
05:58.5,e2001d8712461320db93,3,-51,"174
",00:55.1,,,,,,,,,,,,,,,,,
05:58.5,e2001d8712461320db93,3,-51,"171
",00:55.2,,,,,,,,,,,,,,,,,
05:58.6,e2001d8712461320db93,3,-51,"174
",00:55.2,,,,,,,,,,,,,,,,,
05:58.6,e2001d8712461320db93,3,-50,"174
",00:55.2,,,,,,,,,,,,,,,,,
05:58.6,e2001d8712461320db93,3,-50,"174
",00:55.3,,,,,,,,,,,,,,,,,
05:58.7,e2001d8712461320db93,3,-50,"174
",00:55.3,,,,,,,,,,,,,,,,,
05:58.7,e2001d8712461320db93,3,-50,"171
",00:55.3,,,,,,,,,,,,,,,,,
05:58.7,e2001d8712461320db93,3,-50,"171
",00:55.4,,,,,,,,,,,,,,,,,
05:58.8,e2001d8712461320db93,3,-50,"171
",00:55.4,,,,,,,,,,,,,,,,,
05:58.8,e2001d8712461320db93,3,-50,"174
",00:55.4,,,,,,,,,,,,,,,,,
05:58.8,e2001d8712461320db93,3,-50,"174
",00:55.5,,,,,,,,,,,,,,,,,
05:58.9,e2001d8712461320db93,3,-49,"174
",00:55.5,,,,,,,,,,,,,,,,,
05:58.9,e2001d8712461320db93,3,-50,"174
",00:55.5,,,,,,,,,,,,,,,,,
05:58.9,e2001d8712171320c120,1,-58,"174
",00:55.5,,,,,,,,,,,,,,,,,
05:58.9,e2001d8712171320c120,1,-58,"174
",00:55.6,,,,,,,,,,,,,,,,,
05:58.9,e2001d8712461320db93,3,-49,"174
",00:55.6,,,,,,,,,,,,,,,,,
05:59.0,e2001d8712461320db93,3,-49,"174
",00:55.6,,,,,,,,,,,,,,,,,
05:59.0,e2001d8712171320c120,1,-56,"174
",00:55.6,,,,,,,,,,,,,,,,,
05:59.0,e2001d8712461320db93,3,-49,"174
",00:55.6,,,,,,,,,,,,,,,,,
05:59.0,e2001d8712171320c120,1,-57,"174
",00:55.6,,,,,,,,,,,,,,,,,
05:59.3,e2001d8712171320c120,1,-57,"174
",00:56.0,,,,,,,,,,,,,,,,,
05:59.5,e2001d8712461320db93,3,-49,"171
",00:56.1,,,,,,,,,,,,,,,,,
05:59.7,e2001d8712171320c120,1,-58,"174
",00:56.3,,,,,,,,,,,,,,,,,
05:59.8,e2001d8712461320db93,3,-49,"174
",00:56.5,,,,,,,,,,,,,,,,,
05:59.1,e2001d8712171320c120,1,-58,"171
",00:55.7,,,,,,,,,,,,,,,,,
05:59.1,e2001d8712461320db93,3,-49,"174
",00:55.8,,,,,,,,,,,,,,,,,
05:59.1,e2001d8712171320c120,1,-57,"168
",00:55.8,,,,,,,,,,,,,,,,,
05:59.1,e2001d8712461320db93,3,-49,"174
",00:55.8,,,,,,,,,,,,,,,,,
05:59.2,e2001d8712461320db93,3,-49,"174
",00:55.8,,,,,,,,,,,,,,,,,
05:59.2,e2001d8712171320c120,1,-56,"174
",00:55.8,,,,,,,,,,,,,,,,,
05:59.2,e2001d8712461320db93,3,-51,"171
",00:55.9,,,,,,,,,,,,,,,,,
05:59.2,e2001d8712171320c120,1,-59,"174
",00:55.9,,,,,,,,,,,,,,,,,
05:59.3,e2001d8712171320c120,1,-58,"171
",00:55.9,,,,,,,,,,,,,,,,,
05:59.3,e2001d8712461320db93,3,-51,"171
",00:55.9,,,,,,,,,,,,,,,,,
05:59.3,e2001d8712461320db93,3,-51,"174
",00:55.9,,,,,,,,,,,,,,,,,
05:59.3,e2001d8712171320c120,1,-59,"171
",00:56.0,,,,,,,,,,,,,,,,,
05:59.4,e2001d8712461320db93,3,-52,"171
",00:56.0,,,,,,,,,,,,,,,,,
05:59.4,e2001d8712461320db93,3,-51,"174
",00:56.0,,,,,,,,,,,,,,,,,
05:59.4,e2001d8712461320db93,3,-52,"174
",00:56.1,,,,,,,,,,,,,,,,,
05:59.5,e2001d8712461320db93,3,-51,"174
",00:56.1,,,,,,,,,,,,,,,,,
05:59.5,e2001d8712461320db93,3,-51,"171
",00:56.1,,,,,,,,,,,,,,,,,
05:59.5,e2001d8712461320db93,3,-51,"171
",00:56.2,,,,,,,,,,,,,,,,,
05:59.6,e2001d8712461320db93,3,-51,"171
",00:56.2,,,,,,,,,,,,,,,,,
05:59.6,e2001d8712461320db93,3,-50,"174
",00:56.2,,,,,,,,,,,,,,,,,
05:59.6,e2001d8712461320db93,3,-50,"171
",00:56.2,,,,,,,,,,,,,,,,,
05:59.6,e2001d8712461320db93,3,-51,"174
",00:56.3,,,,,,,,,,,,,,,,,
05:59.7,e2001d8712461320db93,3,-51,"174
",00:56.3,,,,,,,,,,,,,,,,,
05:59.7,e2001d8712461320db93,3,-51,"171
",00:56.3,,,,,,,,,,,,,,,,,
05:59.7,e2001d8712461320db93,3,-50,"168
",00:56.4,,,,,,,,,,,,,,,,,
05:59.8,e2001d8712461320db93,3,-50,"171
",00:56.4,,,,,,,,,,,,,,,,,
05:59.8,e2001d8712461320db93,3,-51,"168
",00:56.5,,,,,,,,,,,,,,,,,
05:59.9,e2001d8712461320db93,3,-51,"174
",00:56.5,,,,,,,,,,,,,,,,,
05:59.9,e2001d8712461320db93,3,-51,"171
",00:56.5,,,,,,,,,,,,,,,,,
05:59.9,e2001d8712461320db93,3,-51,"174
",00:56.5,,,,,,,,,,,,,,,,,
05:59.9,e2001d8712461320db93,3,-51,"174
",00:56.6,,,,,,,,,,,,,,,,,
06:00.0,e2001d8712461320db93,3,-51,"171
",00:56.6,,,,,,,,,,,,,,,,,
06:00.0,e2001d8712461320db93,3,-51,"174
",00:56.6,,,,,,,,,,,,,,,,,
06:00.3,e2001d8712461320db93,3,-51,"171
",00:57.0,,,,,,,,,,,,,,,,,
06:00.7,e2001d8712461320db93,3,-51,"171
",00:57.3,,,,,,,,,,,,,,,,,
06:00.1,e2001d8712461320db93,3,-51,"171
",00:56.7,,,,,,,,,,,,,,,,,
06:00.1,e2001d8712461320db93,3,-51,"174
",00:56.8,,,,,,,,,,,,,,,,,
06:00.2,e2001d8712461320db93,3,-51,"168
",00:56.8,,,,,,,,,,,,,,,,,
06:00.2,e2001d8712461320db93,3,-51,"168
",00:56.8,,,,,,,,,,,,,,,,,
06:00.2,e2001d8712461320db93,3,-51,"174
",00:56.9,,,,,,,,,,,,,,,,,
06:00.2,e2001d8712461320db93,3,-51,"174
",00:56.9,,,,,,,,,,,,,,,,,
06:00.3,e2001d8712461320db93,3,-51,"168
",00:56.9,,,,,,,,,,,,,,,,,
06:00.3,e2001d8712461320db93,3,-51,"174
",00:57.0,,,,,,,,,,,,,,,,,
06:00.4,e2001d8712461320db93,3,-51,"174
",00:57.0,,,,,,,,,,,,,,,,,
06:00.4,e2001d8712461320db93,3,-51,"174
",00:57.0,,,,,,,,,,,,,,,,,
06:00.4,e2001d8712461320db93,3,-51,"168
",00:57.1,,,,,,,,,,,,,,,,,
06:00.5,e2001d8712461320db93,3,-51,"174
",00:57.1,,,,,,,,,,,,,,,,,
06:00.5,e2001d8712461320db93,3,-51,"171
",00:57.1,,,,,,,,,,,,,,,,,
06:00.5,e2001d8712461320db93,3,-51,"174
",00:57.2,,,,,,,,,,,,,,,,,
06:00.6,e2001d8712461320db93,3,-51,"171
",00:57.2,,,,,,,,,,,,,,,,,
06:00.6,e2001d8712461320db93,3,-51,"174
",00:57.2,,,,,,,,,,,,,,,,,
06:00.6,e2001d8712461320db93,3,-51,"174
",00:57.2,,,,,,,,,,,,,,,,,
06:00.7,e2001d8712171320c120,1,-58,"171
",00:57.3,,,,,,,,,,,,,,,,,
06:00.7,e2001d8712171320c120,1,-59,"177
",00:57.3,,,,,,,,,,,,,,,,,
06:00.7,e2001d8712461320db93,3,-51,"174
",00:57.3,,,,,,,,,,,,,,,,,
06:00.7,e2001d8712171320c120,1,-59,"174
",00:57.4,,,,,,,,,,,,,,,,,
06:00.7,e2001d8712461320db93,3,-51,"171
",00:57.4,,,,,,,,,,,,,,,,,
06:00.8,e2001d8712171320c120,1,-57,"174
",00:57.4,,,,,,,,,,,,,,,,,
06:00.8,e2001d8712461320db93,3,-51,"174
",00:57.4,,,,,,,,,,,,,,,,,
06:00.8,e2001d8712171320c120,1,-58,"174
",00:57.4,,,,,,,,,,,,,,,,,
06:00.8,e2001d8712461320db93,3,-50,"171
",00:57.5,,,,,,,,,,,,,,,,,
06:00.8,e2001d8712171320c120,1,-58,"174
",00:57.5,,,,,,,,,,,,,,,,,
06:00.9,e2001d8712461320db93,3,-51,"177
",00:57.5,,,,,,,,,,,,,,,,,
06:00.9,e2001d8712461320db93,3,-52,"171
",00:57.5,,,,,,,,,,,,,,,,,
06:00.9,e2001d8712461320db93,3,-52,"174
",00:57.6,,,,,,,,,,,,,,,,,
06:01.0,e2001d8712461320db93,3,-52,"174
",00:57.6,,,,,,,,,,,,,,,,,
06:01.0,e2001d8712461320db93,3,-52,"174
",00:57.6,,,,,,,,,,,,,,,,,
06:01.3,e2001d8712461320db93,3,-52,"174
",00:58.0,,,,,,,,,,,,,,,,,
06:01.7,e2001d8712461320db93,3,-52,"174
",00:58.3,,,,,,,,,,,,,,,,,
06:02.0,e2001d8712461320db93,3,-52,"171
",00:58.6,,,,,,,,,,,,,,,,,
06:01.1,e2001d8712461320db93,3,-52,"174
",00:57.8,,,,,,,,,,,,,,,,,
06:01.2,e2001d8712461320db93,3,-52,"174
",00:57.8,,,,,,,,,,,,,,,,,
06:01.2,e2001d8712461320db93,3,-52,"174
",00:57.8,,,,,,,,,,,,,,,,,
06:01.2,e2001d8712461320db93,3,-52,"171
",00:57.9,,,,,,,,,,,,,,,,,
06:01.3,e2001d8712461320db93,3,-52,"168
",00:57.9,,,,,,,,,,,,,,,,,
06:01.3,e2001d8712461320db93,3,-52,"171
",00:57.9,,,,,,,,,,,,,,,,,
06:01.3,e2001d8712461320db93,3,-52,"174
",00:57.9,,,,,,,,,,,,,,,,,
06:01.3,e2001d8712461320db93,3,-52,"174
",00:58.0,,,,,,,,,,,,,,,,,
06:01.4,e2001d8712461320db93,3,-52,"171
",00:58.0,,,,,,,,,,,,,,,,,
06:01.4,e2001d8712461320db93,3,-52,"171
",00:58.0,,,,,,,,,,,,,,,,,
06:01.4,e2001d8712461320db93,3,-51,"171
",00:58.1,,,,,,,,,,,,,,,,,
06:01.5,e2001d8712461320db93,3,-51,"171
",00:58.1,,,,,,,,,,,,,,,,,
06:01.5,e2001d8712461320db93,3,-51,"174
",00:58.1,,,,,,,,,,,,,,,,,
06:01.5,e2001d8712461320db93,3,-51,"171
",00:58.2,,,,,,,,,,,,,,,,,
06:01.6,e2001d8712461320db93,3,-51,"171
",00:58.2,,,,,,,,,,,,,,,,,
06:01.6,e2001d8712171320c120,1,-58,"174
",00:58.2,,,,,,,,,,,,,,,,,
06:01.6,e2001d8712461320db93,3,-51,"174
",00:58.3,,,,,,,,,,,,,,,,,
06:01.6,e2001d8712171320c120,1,-57,"171
",00:58.3,,,,,,,,,,,,,,,,,
06:01.7,e2001d8712461320db93,3,-51,"174
",00:58.3,,,,,,,,,,,,,,,,,
06:01.7,e2001d8712171320c120,1,-57,"171
",00:58.3,,,,,,,,,,,,,,,,,
06:01.7,e2001d8712461320db93,3,-51,"174
",00:58.3,,,,,,,,,,,,,,,,,
06:01.7,e2001d8712461320db93,3,-51,"174
",00:58.4,,,,,,,,,,,,,,,,,
06:01.7,e2001d8712171320c120,1,-57,"171
",00:58.4,,,,,,,,,,,,,,,,,
06:01.8,e2001d8712171320c120,1,-58,"171
",00:58.4,,,,,,,,,,,,,,,,,
06:01.8,e2001d8712461320db93,3,-50,"174
",00:58.4,,,,,,,,,,,,,,,,,
06:01.8,e2001d8712461320db93,3,-51,"174
",00:58.4,,,,,,,,,,,,,,,,,
06:01.8,e2001d8712171320c120,1,-57,"174
",00:58.4,,,,,,,,,,,,,,,,,
06:01.8,e2001d8712461320db93,3,-51,"171
",00:58.5,,,,,,,,,,,,,,,,,
06:01.8,e2001d8712171320c120,1,-58,"171
",00:58.5,,,,,,,,,,,,,,,,,
06:01.9,e2001d8712171320c120,1,-59,"171
",00:58.5,,,,,,,,,,,,,,,,,
06:01.9,e2001d8712461320db93,3,-51,"171
",00:58.5,,,,,,,,,,,,,,,,,
06:01.9,e2001d8712461320db93,3,-52,"174
",00:58.5,,,,,,,,,,,,,,,,,
06:01.9,e2001d8712461320db93,3,-52,"168
",00:58.6,,,,,,,,,,,,,,,,,
06:02.0,e2001d8712461320db93,3,-51,"174
",00:58.6,,,,,,,,,,,,,,,,,
06:02.0,e2001d8712461320db93,3,-51,"171
",00:58.6,,,,,,,,,,,,,,,,,
06:02.3,e2001d8712461320db93,3,-51,"171
",00:59.0,,,,,,,,,,,,,,,,,
06:02.7,e2001d8712461320db93,3,-51,"174
",00:59.3,,,,,,,,,,,,,,,,,
06:03.0,e2001d8712461320db93,3,-51,"168
",00:59.6,,,,,,,,,,,,,,,,,
06:02.1,e2001d8712461320db93,3,-51,"174
",00:58.8,,,,,,,,,,,,,,,,,
06:02.2,e2001d8712461320db93,3,-51,"174
",00:58.8,,,,,,,,,,,,,,,,,
