time,id,id_num,RSSI,phase,,activity,,,,,,,,,,,,,,,,
08:14.6,e2001d8712401320d4a0,2,-56,"171
",03:11.2,5,,,,,,,,,,,,,,,,
08:14.6,e2001d8712461320db93,3,-55,"168
",03:11.3,5,,,,,,,,,,,,,,,,
08:14.6,e2001d8712401320d4a0,2,-57,"174
",03:11.3,5,,,,,,,,,,,,,,,,
08:14.7,e2001d8712461320db93,3,-55,"171
",03:11.3,5,,,,,,,,,,,,,,,,
08:14.7,e2001d8712461320db93,3,-55,"171
",03:11.3,5,,,,,,,,,,,,,,,,
08:14.7,e2001d8712461320db93,3,-55,"171
",03:11.4,5,,,,,,,,,,,,,,,,
08:14.8,e2001d8712461320db93,3,-55,"174
",03:11.4,5,,,,,,,,,,,,,,,,
08:14.8,e2001d8712171320c120,1,-59,"174
",03:11.4,5,,,,,,,,,,,,,,,,
08:14.8,e2001d8712461320db93,3,-55,"168
",03:11.5,5,,,,,,,,,,,,,,,,
08:14.8,e2001d8712171320c120,1,-58,"174
",03:11.5,5,,,,,,,,,,,,,,,,
08:14.8,e2001d8712461320db93,3,-55,"168
",03:11.5,5,,,,,,,,,,,,,,,,
08:14.9,e2001d8712171320c120,1,-58,"171
",03:11.5,5,,,,,,,,,,,,,,,,
08:14.9,e2001d8712461320db93,3,-53,"174
",03:11.5,5,,,,,,,,,,,,,,,,
08:14.9,e2001d8712171320c120,1,-57,"177
",03:11.6,5,,,,,,,,,,,,,,,,
08:15.0,e2001d8712171320c120,1,-57,"171
",03:11.6,5,,,,,,,,,,,,,,,,
08:15.0,e2001d8712461320db93,3,-53,"171
",03:11.6,5,,,,,,,,,,,,,,,,
08:15.0,e2001d8712461320db93,3,-53,"174
",03:11.6,5,,,,,,,,,,,,,,,,
08:15.0,e2001d8712171320c120,1,-57,"171
",03:11.6,5,,,,,,,,,,,,,,,,
08:15.5,e2001d8712461320db93,3,-53,"174
",03:12.1,5,,,,,,,,,,,,,,,,
08:15.7,e2001d8712171320c120,1,-57,"174
",03:12.3,5,,,,,,,,,,,,,,,,
08:15.1,e2001d8712171320c120,1,-59,"174
",03:11.8,5,,,,,,,,,,,,,,,,
08:15.1,e2001d8712461320db93,3,-55,"174
",03:11.8,5,,,,,,,,,,,,,,,,
08:15.2,e2001d8712171320c120,1,-58,"171
",03:11.8,5,,,,,,,,,,,,,,,,
08:15.2,e2001d8712461320db93,3,-55,"174
",03:11.8,5,,,,,,,,,,,,,,,,
08:15.2,e2001d8712461320db93,3,-55,"174
",03:11.9,5,,,,,,,,,,,,,,,,
08:15.3,e2001d8712461320db93,3,-55,"168
",03:11.9,5,,,,,,,,,,,,,,,,
08:15.3,e2001d8712461320db93,3,-55,"174
",03:11.9,5,,,,,,,,,,,,,,,,
08:15.3,e2001d8712461320db93,3,-57,"171
",03:11.9,5,,,,,,,,,,,,,,,,
08:15.3,e2001d8712461320db93,3,-58,"174
",03:12.0,5,,,,,,,,,,,,,,,,
08:15.4,e2001d8712461320db93,3,-58,"174
",03:12.0,5,,,,,,,,,,,,,,,,
08:15.4,e2001d8712461320db93,3,-59,"168
",03:12.1,5,,,,,,,,,,,,,,,,
08:15.4,e2001d8712461320db93,3,-58,"168
",03:12.1,5,,,,,,,,,,,,,,,,
08:15.5,e2001d8712461320db93,3,-58,"174
",03:12.1,5,,,,,,,,,,,,,,,,
08:15.5,e2001d8712401320d4a0,2,-58,"171
",03:12.1,5,,,,,,,,,,,,,,,,
08:15.5,e2001d8712461320db93,3,-57,"168
",03:12.2,5,,,,,,,,,,,,,,,,
08:15.5,e2001d8712401320d4a0,2,-57,"171
",03:12.2,5,,,,,,,,,,,,,,,,
08:15.6,e2001d8712461320db93,3,-55,"174
",03:12.2,5,,,,,,,,,,,,,,,,
08:15.6,e2001d8712401320d4a0,2,-58,"171
",03:12.2,5,,,,,,,,,,,,,,,,
08:15.6,e2001d8712401320d4a0,2,-59,"0
",03:12.2,5,,,,,,,,,,,,,,,,
08:15.6,e2001d8712461320db93,3,-52,"174
",03:12.3,5,,,,,,,,,,,,,,,,
08:15.6,e2001d8712461320db93,3,-52,"171
",03:12.3,5,,,,,,,,,,,,,,,,
08:15.7,e2001d8712401320d4a0,2,-58,"171
",03:12.3,5,,,,,,,,,,,,,,,,
08:15.7,e2001d8712461320db93,3,-52,"171
",03:12.3,5,,,,,,,,,,,,,,,,
08:15.7,e2001d8712401320d4a0,2,-57,"174
",03:12.3,5,,,,,,,,,,,,,,,,
08:15.7,e2001d8712401320d4a0,2,-57,"171
",03:12.4,5,,,,,,,,,,,,,,,,
08:15.7,e2001d8712461320db93,3,-53,"174
",03:12.4,5,,,,,,,,,,,,,,,,
08:15.8,e2001d871271320b9f,4,-57,"174
",03:12.4,5,,,,,,,,,,,,,,,,
08:15.8,e2001d8712401320d4a0,2,-57,"168
",03:12.4,5,,,,,,,,,,,,,,,,
08:15.8,e2001d871271320b9f,4,-55,"174
",03:12.5,5,,,,,,,,,,,,,,,,
08:15.9,e2001d8712461320db93,3,-58,"174
",03:12.5,5,,,,,,,,,,,,,,,,
08:15.9,e2001d871271320b9f,4,-53,"171
",03:12.5,5,,,,,,,,,,,,,,,,
08:15.9,e2001d8712401320d4a0,2,-58,"171
",03:12.5,5,,,,,,,,,,,,,,,,
08:15.9,e2001d8712461320db93,3,-57,"177
",03:12.6,5,,,,,,,,,,,,,,,,
08:15.9,e2001d8712401320d4a0,2,-56,"174
",03:12.6,5,,,,,,,,,,,,,,,,
08:16.0,e2001d8712401320d4a0,2,-55,"171
",03:12.6,5,,,,,,,,,,,,,,,,
08:16.0,e2001d871271320b9f,4,-51,"174
",03:12.6,5,,,,,,,,,,,,,,,,
08:16.2,e2001d871271320b9f,4,-51,"171
",03:12.8,5,,,,,,,,,,,,,,,,
08:16.3,e2001d8712401320d4a0,2,-55,"171
",03:13.0,5,,,,,,,,,,,,,,,,
08:16.7,e2001d871271320b9f,4,-49,"174
",03:13.3,5,,,,,,,,,,,,,,,,
08:16.8,e2001d8712461320db93,3,-52,"168
",03:13.5,5,,,,,,,,,,,,,,,,
08:16.1,e2001d871271320b9f,4,-49,"171
",03:12.8,5,,,,,,,,,,,,,,,,
08:16.1,e2001d8712461320db93,3,-52,"174
",03:12.8,5,,,,,,,,,,,,,,,,
08:16.2,e2001d8712401320d4a0,2,-51,"171
",03:12.8,5,,,,,,,,,,,,,,,,
08:16.2,e2001d871271320b9f,4,-49,"174
",03:12.8,5,,,,,,,,,,,,,,,,
08:16.2,e2001d8712461320db93,3,-52,"171
",03:12.8,5,,,,,,,,,,,,,,,,
08:16.2,e2001d8712461320db93,3,-52,"171
",03:12.8,5,,,,,,,,,,,,,,,,
08:16.2,e2001d8712401320d4a0,2,-51,"174
",03:12.9,5,,,,,,,,,,,,,,,,
08:16.2,e2001d871271320b9f,4,-49,"174
",03:12.9,5,,,,,,,,,,,,,,,,
08:16.3,e2001d8712461320db93,3,-52,"174
",03:12.9,5,,,,,,,,,,,,,,,,
08:16.3,e2001d871271320b9f,4,-49,"174
",03:12.9,5,,,,,,,,,,,,,,,,
08:16.3,e2001d871271320b9f,4,-49,"174
",03:12.9,5,,,,,,,,,,,,,,,,
08:16.3,e2001d8712461320db93,3,-52,"174
",03:13.0,5,,,,,,,,,,,,,,,,
08:16.3,e2001d871271320b9f,4,-49,"174
",03:13.0,5,,,,,,,,,,,,,,,,
08:16.4,e2001d8712401320d4a0,2,-51,"174
",03:13.0,5,,,,,,,,,,,,,,,,
08:16.4,e2001d8712461320db93,3,-52,"174
",03:13.0,5,,,,,,,,,,,,,,,,
08:16.4,e2001d8712171320c120,1,-57,"174
",03:13.1,5,,,,,,,,,,,,,,,,
08:16.5,e2001d871271320b9f,4,-50,"174
",03:13.1,5,,,,,,,,,,,,,,,,
08:16.5,e2001d8712401320d4a0,2,-52,"171
",03:13.1,5,,,,,,,,,,,,,,,,
08:16.5,e2001d8712461320db93,3,-55,"171
",03:13.2,5,,,,,,,,,,,,,,,,
08:16.5,e2001d8712401320d4a0,2,-53,"174
",03:13.2,5,,,,,,,,,,,,,,,,
08:16.5,e2001d871271320b9f,4,-52,"171
",03:13.2,5,,,,,,,,,,,,,,,,
08:16.6,e2001d8712461320db93,3,-52,"174
",03:13.2,5,,,,,,,,,,,,,,,,
08:16.7,e2001d871271320b9f,4,-51,"174
",03:13.3,5,,,,,,,,,,,,,,,,
08:16.7,e2001d8712461320db93,3,-53,"171
",03:13.3,5,,,,,,,,,,,,,,,,
08:16.7,e2001d8712401320d4a0,2,-53,"174
",03:13.4,5,,,,,,,,,,,,,,,,
08:16.7,e2001d8712461320db93,3,-52,"174
",03:13.4,5,,,,,,,,,,,,,,,,
08:16.8,e2001d8712461320db93,3,-51,"171
",03:13.4,5,,,,,,,,,,,,,,,,
08:16.8,e2001d8712461320db93,3,-52,"171
",03:13.4,5,,,,,,,,,,,,,,,,
08:16.8,e2001d871271320b9f,4,-55,"168
",03:13.4,5,,,,,,,,,,,,,,,,
08:16.8,e2001d8712461320db93,3,-52,"168
",03:13.5,5,,,,,,,,,,,,,,,,
08:16.9,e2001d871271320b9f,4,-58,"174
",03:13.5,5,,,,,,,,,,,,,,,,
08:16.9,e2001d8712401320d4a0,2,-58,"174
",03:13.5,5,,,,,,,,,,,,,,,,
08:16.9,e2001d8712461320db93,3,-56,"171
",03:13.6,5,,,,,,,,,,,,,,,,
08:16.9,e2001d8712461320db93,3,-57,"174
",03:13.6,5,,,,,,,,,,,,,,,,
08:17.0,e2001d8712461320db93,3,-56,"174
",03:13.6,5,,,,,,,,,,,,,,,,
08:17.2,e2001d8712461320db93,3,-56,"174
",03:13.8,5,,,,,,,,,,,,,,,,
08:17.5,e2001d8712461320db93,3,-55,"171
",03:14.1,5,,,,,,,,,,,,,,,,
08:17.7,e2001d8712401320d4a0,2,-57,"171
",03:14.3,5,,,,,,,,,,,,,,,,
08:17.8,e2001d8712461320db93,3,-55,"174
",03:14.5,5,,,,,,,,,,,,,,,,
08:17.1,e2001d8712401320d4a0,2,-57,"171
",03:13.7,5,,,,,,,,,,,,,,,,
08:17.1,e2001d8712171320c120,1,-58,"174
",03:13.8,5,,,,,,,,,,,,,,,,
08:17.1,e2001d8712461320db93,3,-55,"177
",03:13.8,5,,,,,,,,,,,,,,,,
08:17.1,e2001d8712461320db93,3,-53,"174
",03:13.8,5,,,,,,,,,,,,,,,,
08:17.2,e2001d8712171320c120,1,-57,"174
",03:13.8,5,,,,,,,,,,,,,,,,
08:17.2,e2001d8712461320db93,3,-55,"174
",03:13.8,5,,,,,,,,,,,,,,,,
08:17.2,e2001d8712171320c120,1,-55,"177
",03:13.8,5,,,,,,,,,,,,,,,,
08:17.2,e2001d8712171320c120,1,-55,"171
",03:13.9,5,,,,,,,,,,,,,,,,
08:17.2,e2001d8712461320db93,3,-53,"168
",03:13.9,5,,,,,,,,,,,,,,,,
08:17.3,e2001d8712461320db93,3,-53,"171
",03:13.9,5,,,,,,,,,,,,,,,,
08:17.3,e2001d8712171320c120,1,-55,"168
",03:13.9,5,,,,,,,,,,,,,,,,
08:17.3,e2001d8712171320c120,1,-55,"174
",03:13.9,5,,,,,,,,,,,,,,,,
08:17.3,e2001d8712461320db93,3,-53,"171
",03:14.0,5,,,,,,,,,,,,,,,,
08:17.3,e2001d8712171320c120,1,-55,"174
",03:14.0,5,,,,,,,,,,,,,,,,
08:17.4,e2001d8712461320db93,3,-53,"174
",03:14.0,5,,,,,,,,,,,,,,,,
08:17.4,e2001d8712171320c120,1,-55,"174
",03:14.0,5,,,,,,,,,,,,,,,,
08:17.4,e2001d8712461320db93,3,-52,"174
",03:14.0,5,,,,,,,,,,,,,,,,
08:17.4,e2001d8712461320db93,3,-53,"174
",03:14.1,5,,,,,,,,,,,,,,,,
08:17.4,e2001d8712171320c120,1,-55,"171
",03:14.1,5,,,,,,,,,,,,,,,,
08:17.5,e2001d8712461320db93,3,-52,"174
",03:14.1,5,,,,,,,,,,,,,,,,
08:17.5,e2001d8712171320c120,1,-55,"171
",03:14.1,5,,,,,,,,,,,,,,,,
08:17.5,e2001d8712461320db93,3,-52,"171
",03:14.1,5,,,,,,,,,,,,,,,,
08:17.5,e2001d8712171320c120,1,-55,"171
",03:14.2,5,,,,,,,,,,,,,,,,
08:17.5,e2001d8712461320db93,3,-52,"171
",03:14.2,5,,,,,,,,,,,,,,,,
08:17.6,e2001d8712461320db93,3,-52,"171
",03:14.2,5,,,,,,,,,,,,,,,,
08:17.6,e2001d8712171320c120,1,-55,"171
",03:14.2,5,,,,,,,,,,,,,,,,
08:17.6,e2001d8712461320db93,3,-52,"171
",03:14.2,5,,,,,,,,,,,,,,,,
08:17.6,e2001d8712171320c120,1,-55,"174
",03:14.3,5,,,,,,,,,,,,,,,,
08:17.6,e2001d8712461320db93,3,-52,"171
",03:14.3,5,,,,,,,,,,,,,,,,
08:17.6,e2001d8712171320c120,1,-55,"174
",03:14.3,5,,,,,,,,,,,,,,,,
08:17.7,e2001d8712171320c120,1,-56,"171
",03:14.3,5,,,,,,,,,,,,,,,,
08:17.7,e2001d8712461320db93,3,-52,"177
",03:14.3,5,,,,,,,,,,,,,,,,
08:17.7,e2001d8712461320db93,3,-52,"171
",03:14.4,5,,,,,,,,,,,,,,,,
08:17.7,e2001d8712171320c120,1,-56,"174
",03:14.4,5,,,,,,,,,,,,,,,,
08:17.8,e2001d8712461320db93,3,-53,"174
",03:14.4,5,,,,,,,,,,,,,,,,
08:17.8,e2001d8712171320c120,1,-58,"174
",03:14.4,5,,,,,,,,,,,,,,,,
08:17.8,e2001d8712461320db93,3,-53,"174
",03:14.4,5,,,,,,,,,,,,,,,,
08:17.8,e2001d8712461320db93,3,-55,"174
",03:14.4,5,,,,,,,,,,,,,,,,
08:17.8,e2001d8712461320db93,3,-55,"174
",03:14.5,5,,,,,,,,,,,,,,,,
08:17.9,e2001d8712461320db93,3,-55,"171
",03:14.5,5,,,,,,,,,,,,,,,,
08:17.9,e2001d8712461320db93,3,-55,"174
",03:14.5,5,,,,,,,,,,,,,,,,
08:17.9,e2001d8712461320db93,3,-56,"171
",03:14.6,5,,,,,,,,,,,,,,,,
08:18.0,e2001d8712461320db93,3,-57,"168
",03:14.6,5,,,,,,,,,,,,,,,,
08:18.0,e2001d8712461320db93,3,-56,"171
",03:14.6,5,,,,,,,,,,,,,,,,
08:18.3,e2001d8712461320db93,3,-55,"171
",03:15.0,5,,,,,,,,,,,,,,,,
08:18.1,e2001d8712401320d4a0,2,-55,"171
",03:14.7,5,,,,,,,,,,,,,,,,
08:18.1,e2001d8712401320d4a0,2,-55,"168
",03:14.7,5,,,,,,,,,,,,,,,,
08:18.1,e2001d8712461320db93,3,-53,"174
",03:14.7,5,,,,,,,,,,,,,,,,
08:18.2,e2001d8712171320c120,1,-57,"174
",03:14.8,5,,,,,,,,,,,,,,,,
08:18.2,e2001d871271320b9f,4,-55,"171
",03:14.8,5,,,,,,,,,,,,,,,,
08:18.2,e2001d8712461320db93,3,-51,"174
",03:14.8,5,,,,,,,,,,,,,,,,
08:18.2,e2001d871271320b9f,4,-53,"171
",03:14.8,5,,,,,,,,,,,,,,,,
08:18.2,e2001d8712171320c120,1,-57,"168
",03:14.9,5,,,,,,,,,,,,,,,,
08:18.3,e2001d8712401320d4a0,2,-55,"171
",03:14.9,5,,,,,,,,,,,,,,,,
08:18.3,e2001d8712171320c120,1,-55,"174
",03:14.9,5,,,,,,,,,,,,,,,,
08:18.4,e2001d8712461320db93,3,-55,"174
",03:15.0,5,,,,,,,,,,,,,,,,
08:18.4,e2001d8712401320d4a0,2,-56,"171
",03:15.0,5,,,,,,,,,,,,,,,,
08:18.0,e2001d8712401320d4a0,2,-55,"171
",03:14.7,5,,,,,,,,,,,,,,,,
08:18.1,e2001d8712461320db93,3,-55,"174
",03:14.7,5,,,,,,,,,,,,,,,,
08:18.1,e2001d8712461320db93,3,-53,"174
",03:14.7,5,,,,,,,,,,,,,,,,
08:18.1,e2001d871271320b9f,4,-52,"174
",03:14.7,5,,,,,,,,,,,,,,,,
08:18.1,e2001d871271320b9f,4,-52,"174
",03:14.7,5,,,,,,,,,,,,,,,,
08:18.1,e2001d8712461320db93,3,-53,"171
",03:14.7,5,,,,,,,,,,,,,,,,
08:18.1,e2001d871271320b9f,4,-53,"174
",03:14.7,5,,,,,,,,,,,,,,,,
08:18.1,e2001d8712401320d4a0,2,-55,"174
",03:14.7,5,,,,,,,,,,,,,,,,
08:18.1,e2001d8712401320d4a0,2,-55,"174
",03:14.7,5,,,,,,,,,,,,,,,,
08:18.1,e2001d8712461320db93,3,-56,"174
",03:14.7,5,,,,,,,,,,,,,,,,
08:18.1,e2001d871271320b9f,4,-53,"174
",03:14.7,5,,,,,,,,,,,,,,,,
08:19.0,e2001d871271320b9f,4,-55,"171
",03:15.6,5,,,,,,,,,,,,,,,,
08:19.3,e2001d8712401320d4a0,2,-55,"174
",03:16.0,5,,,,,,,,,,,,,,,,
08:19.8,e2001d8712401320d4a0,2,-52,"171
",03:16.5,5,,,,,,,,,,,,,,,,
08:19.1,e2001d8712461320db93,3,-53,"171
",03:15.7,5,,,,,,,,,,,,,,,,
08:19.1,e2001d8712401320d4a0,2,-52,"174
",03:15.8,5,,,,,,,,,,,,,,,,
08:19.1,e2001d8712461320db93,3,-53,"171
",03:15.8,5,,,,,,,,,,,,,,,,
08:19.2,e2001d871271320b9f,4,-52,"171
",03:15.8,5,,,,,,,,,,,,,,,,
08:19.2,e2001d8712461320db93,3,-52,"168
",03:15.8,5,,,,,,,,,,,,,,,,
08:19.2,e2001d871271320b9f,4,-53,"171
",03:15.8,5,,,,,,,,,,,,,,,,
08:19.2,e2001d871271320b9f,4,-52,"171
",03:15.9,5,,,,,,,,,,,,,,,,
08:19.3,e2001d8712401320d4a0,2,-55,"174
",03:15.9,5,,,,,,,,,,,,,,,,
08:19.3,e2001d871271320b9f,4,-53,"174
",03:15.9,5,,,,,,,,,,,,,,,,
08:19.3,e2001d8712461320db93,3,-55,"174
",03:16.0,5,,,,,,,,,,,,,,,,
08:19.3,e2001d871271320b9f,4,-55,"174
",03:16.0,5,,,,,,,,,,,,,,,,
08:19.4,e2001d871271320b9f,4,-55,"171
",03:16.0,5,,,,,,,,,,,,,,,,
08:19.4,e2001d8712401320d4a0,2,-55,"171
",03:16.0,5,,,,,,,,,,,,,,,,
08:19.4,e2001d871271320b9f,4,-55,"171
",03:16.1,5,,,,,,,,,,,,,,,,
08:19.4,e2001d8712461320db93,3,-58,"171
",03:16.1,5,,,,,,,,,,,,,,,,
08:19.5,e2001d8712401320d4a0,2,-58,"174
",03:16.1,5,,,,,,,,,,,,,,,,
08:19.5,e2001d8712461320db93,3,-56,"171
",03:16.1,5,,,,,,,,,,,,,,,,
08:19.5,e2001d8712401320d4a0,2,-57,"171
",03:16.2,5,,,,,,,,,,,,,,,,
08:19.5,e2001d871271320b9f,4,-56,"174
",03:16.2,5,,,,,,,,,,,,,,,,
08:19.6,e2001d871271320b9f,4,-57,"171
",03:16.2,5,,,,,,,,,,,,,,,,
08:19.6,e2001d8712401320d4a0,2,-57,"174
",03:16.2,5,,,,,,,,,,,,,,,,
08:19.6,e2001d8712401320d4a0,2,-59,"174
",03:16.3,5,,,,,,,,,,,,,,,,
08:19.6,e2001d8712171320c120,1,-56,"171
",03:16.3,5,,,,,,,,,,,,,,,,
08:19.7,e2001d8712461320db93,3,-56,"174
",03:16.3,5,,,,,,,,,,,,,,,,
08:19.7,e2001d8712401320d4a0,2,-58,"171
",03:16.3,5,,,,,,,,,,,,,,,,
08:19.7,e2001d8712461320db93,3,-55,"174
",03:16.3,5,,,,,,,,,,,,,,,,
08:19.7,e2001d8712461320db93,3,-56,"171
",03:16.4,5,,,,,,,,,,,,,,,,
08:19.8,e2001d8712461320db93,3,-55,"171
",03:16.4,5,,,,,,,,,,,,,,,,
08:19.8,e2001d8712461320db93,3,-57,"171
",03:16.4,5,,,,,,,,,,,,,,,,
08:19.8,e2001d8712461320db93,3,-57,"171
",03:16.4,5,,,,,,,,,,,,,,,,
08:19.8,e2001d8712461320db93,3,-57,"174
",03:16.5,5,,,,,,,,,,,,,,,,
08:19.9,e2001d8712461320db93,3,-57,"171
",03:16.5,5,,,,,,,,,,,,,,,,
08:19.9,e2001d8712461320db93,3,-57,"171
",03:16.5,5,,,,,,,,,,,,,,,,
08:19.9,e2001d8712461320db93,3,-57,"168
",03:16.6,5,,,,,,,,,,,,,,,,
08:19.9,e2001d8712461320db93,3,-56,"163
",03:16.6,5,,,,,,,,,,,,,,,,
08:20.0,e2001d8712461320db93,3,-56,"168
",03:16.6,5,,,,,,,,,,,,,,,,
08:20.3,e2001d8712461320db93,3,-55,"168
",03:17.0,5,,,,,,,,,,,,,,,,
08:20.5,e2001d8712461320db93,3,-53,"174
",03:17.1,5,,,,,,,,,,,,,,,,
08:20.7,e2001d8712171320c120,1,-59,"171
",03:17.3,5,,,,,,,,,,,,,,,,
08:20.1,e2001d8712171320c120,1,-59,"171
",03:16.7,5,,,,,,,,,,,,,,,,
08:20.1,e2001d8712461320db93,3,-55,"174
",03:16.8,5,,,,,,,,,,,,,,,,
08:20.1,e2001d8712461320db93,3,-53,"174
",03:16.8,5,,,,,,,,,,,,,,,,
08:20.1,e2001d8712171320c120,1,-58,"174
",03:16.8,5,,,,,,,,,,,,,,,,
08:20.2,e2001d8712461320db93,3,-55,"174
",03:16.8,5,,,,,,,,,,,,,,,,
08:20.2,e2001d8712171320c120,1,-57,"174
",03:16.8,5,,,,,,,,,,,,,,,,
08:20.2,e2001d8712461320db93,3,-53,"171
",03:16.9,5,,,,,,,,,,,,,,,,
08:20.2,e2001d8712171320c120,1,-58,"168
",03:16.9,5,,,,,,,,,,,,,,,,
08:20.3,e2001d8712461320db93,3,-55,"171
",03:16.9,5,,,,,,,,,,,,,,,,
08:20.3,e2001d8712171320c120,1,-58,"171
",03:16.9,5,,,,,,,,,,,,,,,,
08:20.3,e2001d8712171320c120,1,-57,"174
",03:16.9,5,,,,,,,,,,,,,,,,
08:20.3,e2001d8712461320db93,3,-53,"174
",03:17.0,5,,,,,,,,,,,,,,,,
08:20.3,e2001d8712461320db93,3,-53,"171
",03:17.0,5,,,,,,,,,,,,,,,,
08:20.4,e2001d8712461320db93,3,-53,"174
",03:17.0,5,,,,,,,,,,,,,,,,
08:20.4,e2001d8712461320db93,3,-55,"174
",03:17.0,5,,,,,,,,,,,,,,,,
08:20.4,e2001d8712461320db93,3,-53,"171
",03:17.1,5,,,,,,,,,,,,,,,,
08:20.4,e2001d8712461320db93,3,-55,"168
",03:17.1,5,,,,,,,,,,,,,,,,
08:20.5,e2001d8712461320db93,3,-55,"171
",03:17.1,5,,,,,,,,,,,,,,,,
08:20.5,e2001d8712401320d4a0,2,-58,"174
",03:17.1,5,,,,,,,,,,,,,,,,
08:20.5,e2001d8712461320db93,3,-55,"174
",03:17.2,5,,,,,,,,,,,,,,,,
08:20.6,e2001d8712401320d4a0,2,-57,"171
",03:17.2,5,,,,,,,,,,,,,,,,
08:20.6,e2001d8712401320d4a0,2,-57,"174
",03:17.2,5,,,,,,,,,,,,,,,,
08:20.6,e2001d8712461320db93,3,-55,"174
",03:17.2,5,,,,,,,,,,,,,,,,
08:20.6,e2001d8712461320db93,3,-55,"171
",03:17.2,5,,,,,,,,,,,,,,,,
08:20.6,e2001d8712401320d4a0,2,-56,"171
",03:17.3,5,,,,,,,,,,,,,,,,
08:20.6,e2001d8712461320db93,3,-56,"177
",03:17.3,5,,,,,,,,,,,,,,,,
08:20.7,e2001d8712401320d4a0,2,-55,"168
",03:17.3,5,,,,,,,,,,,,,,,,
08:20.7,e2001d8712461320db93,3,-56,"171
",03:17.3,5,,,,,,,,,,,,,,,,
08:20.7,e2001d8712401320d4a0,2,-55,"174
",03:17.3,5,,,,,,,,,,,,,,,,
08:20.7,e2001d8712461320db93,3,-56,"174
",03:17.4,5,,,,,,,,,,,,,,,,
08:20.7,e2001d8712401320d4a0,2,-55,"171
",03:17.4,5,,,,,,,,,,,,,,,,
08:20.8,e2001d8712461320db93,3,-56,"174
",03:17.4,5,,,,,,,,,,,,,,,,
08:20.8,e2001d8712171320c120,1,-58,"174
",03:17.4,5,,,,,,,,,,,,,,,,
08:20.8,e2001d8712461320db93,3,-55,"171
",03:17.5,5,,,,,,,,,,,,,,,,
08:20.8,e2001d8712171320c120,1,-58,"171
",03:17.5,5,,,,,,,,,,,,,,,,
08:20.9,e2001d8712461320db93,3,-53,"168
",03:17.5,5,,,,,,,,,,,,,,,,
08:20.9,e2001d8712461320db93,3,-52,"168
",03:17.5,5,,,,,,,,,,,,,,,,
08:20.9,e2001d8712401320d4a0,2,-58,"174
",03:17.6,5,,,,,,,,,,,,,,,,
08:20.9,e2001d8712461320db93,3,-53,"171
",03:17.6,5,,,,,,,,,,,,,,,,
08:21.0,e2001d871271320b9f,4,-57,"174
",03:17.6,5,,,,,,,,,,,,,,,,
08:21.2,e2001d871271320b9f,4,-56,"174
",03:17.8,5,,,,,,,,,,,,,,,,
08:21.3,e2001d8712461320db93,3,-55,"168
",03:18.0,5,,,,,,,,,,,,,,,,
08:21.8,e2001d8712461320db93,3,-55,"174
",03:18.5,5,,,,,,,,,,,,,,,,
08:21.1,e2001d871271320b9f,4,-52,"174
",03:17.7,5,,,,,,,,,,,,,,,,
08:21.1,e2001d8712461320db93,3,-53,"171
",03:17.8,5,,,,,,,,,,,,,,,,
08:21.2,e2001d871271320b9f,4,-52,"174
",03:17.8,5,,,,,,,,,,,,,,,,
08:21.2,e2001d8712401320d4a0,2,-53,"171
",03:17.8,5,,,,,,,,,,,,,,,,
08:21.2,e2001d8712401320d4a0,2,-55,"171
",03:17.9,5,,,,,,,,,,,,,,,,
08:21.2,e2001d8712461320db93,3,-53,"174
",03:17.9,5,,,,,,,,,,,,,,,,
08:21.3,e2001d8712401320d4a0,2,-52,"174
",03:17.9,5,,,,,,,,,,,,,,,,
08:21.3,e2001d8712461320db93,3,-55,"174
",03:17.9,5,,,,,,,,,,,,,,,,
08:21.3,e2001d8712401320d4a0,2,-52,"171
",03:17.9,5,,,,,,,,,,,,,,,,
08:21.3,e2001d8712461320db93,3,-55,"174
",03:18.0,5,,,,,,,,,,,,,,,,
08:21.3,e2001d8712461320db93,3,-53,"174
",03:18.0,5,,,,,,,,,,,,,,,,
08:21.4,e2001d871271320b9f,4,-49,"171
",03:18.0,5,,,,,,,,,,,,,,,,
08:21.4,e2001d8712401320d4a0,2,-51,"174
",03:18.1,5,,,,,,,,,,,,,,,,
08:21.5,e2001d8712461320db93,3,-53,"174
",03:18.2,5,,,,,,,,,,,,,,,,
08:21.5,e2001d8712401320d4a0,2,-52,"171
",03:18.2,5,,,,,,,,,,,,,,,,
08:21.6,e2001d8712401320d4a0,2,-52,"174
",03:18.2,5,,,,,,,,,,,,,,,,
08:21.6,e2001d8712461320db93,3,-53,"174
",03:18.2,5,,,,,,,,,,,,,,,,
08:21.6,e2001d8712461320db93,3,-53,"171
",03:18.2,5,,,,,,,,,,,,,,,,
08:21.6,e2001d8712401320d4a0,2,-52,"174
",03:18.3,5,,,,,,,,,,,,,,,,
08:21.7,e2001d8712401320d4a0,2,-53,"171
",03:18.3,5,,,,,,,,,,,,,,,,
08:21.7,e2001d871271320b9f,4,-51,"174
",03:18.3,5,,,,,,,,,,,,,,,,
08:21.7,e2001d8712461320db93,3,-55,"174
",03:18.3,5,,,,,,,,,,,,,,,,
08:21.7,e2001d871271320b9f,4,-51,"171
",03:18.4,5,,,,,,,,,,,,,,,,
08:21.8,e2001d871271320b9f,4,-50,"171
",03:18.4,5,,,,,,,,,,,,,,,,
