,time,activity,mean,variance
82,00:06:17.30,3,-55,0
83,00:06:17.40,3,-53,1
84,00:06:17.50,3,-54,1
85,00:06:17.60,3,-55,0
86,00:06:17.80,3,-55,0
87,00:06:17.90,3,-55,1
88,00:06:18.00,3,-57,0
89,00:06:18.10,3,-55,1
90,00:06:18.20,3,-56,1
91,00:06:18.30,3,-56,0
92,00:06:18.00,3,-57,0
93,00:06:19.30,3,-58,1
94,00:06:19.50,3,-56,0
95,00:06:19.60,3,-55,0
96,00:06:19.70,3,-56,0
97,00:06:19.80,3,-56,0
98,00:06:19.90,3,-56,1
99,00:06:20.20,3,-55,0
100,00:06:21.00,3,-52,0
101,00:06:20.20,3,-52,0
102,00:06:20.30,3,-53,0
103,00:06:20.40,3,-55,0
104,00:06:20.60,3,-55,0
105,00:06:20.70,3,-56,1
106,00:06:20.80,3,-57,0
107,00:06:20.90,3,-57,0
108,00:06:21.30,3,-58,0
109,00:06:21.90,3,-58,0
110,00:06:22.00,3,-58,0
111,00:06:22.10,3,-56,0
112,00:06:22.20,3,-55,0
113,00:06:22.30,3,-56,1
114,00:06:22.40,3,-55,0
115,00:06:22.50,3,-55,0
116,00:06:22.60,3,-54,1
117,00:06:22.80,3,-55,0
118,00:06:22.90,3,-56,1
119,00:06:23.30,3,-56,1
120,00:06:23.10,3,-57,0
121,00:06:23.30,3,-57,1
122,00:06:23.40,3,-57,0
123,00:06:24.20,3,-58,0
124,00:06:24.30,3,-58,0
125,00:06:24.40,3,-58,0
126,00:06:24.50,3,-57,0
127,00:06:24.70,3,-55,0
128,00:06:24.80,3,-56,0
129,00:06:24.90,3,-56,0
130,00:06:25.00,3,-57,0
131,00:06:25.10,3,-54,1
132,00:06:25.20,3,-53,0
133,00:06:25.30,3,-53,0
134,00:06:25.50,3,-55,0
135,00:06:25.60,3,-55,0
136,00:06:25.80,3,-57,0
137,00:06:25.90,3,-57,0
138,00:06:26.00,3,-58,0
139,00:06:27.80,3,-56,0
140,00:06:27.20,3,-56,0
141,00:06:27.30,3,-57,0
142,00:06:27.50,3,-55,0
143,00:06:27.60,3,-54,1
144,00:06:27.70,3,-55,0
145,00:06:27.90,3,-55,0
146,00:06:28.00,3,-55,0
147,00:06:29.00,3,-56,1
148,00:06:28.20,3,-58,0
149,00:06:28.30,3,-58,0
150,00:06:29.40,3,-58,0
151,00:06:29.70,3,-55,0
152,00:06:29.80,3,-54,1
153,00:06:29.90,3,-54,1
154,00:06:30.30,3,-56,1
155,00:06:30.10,3,-57,0
156,00:06:30.20,3,-57,0
157,00:06:30.30,3,-55,8
158,00:06:30.50,3,-53,0
159,00:06:30.60,3,-52,0
160,00:06:30.80,3,-56,0
161,00:06:30.90,3,-55,0
162,00:06:31.00,3,-57,1
163,00:06:31.20,3,-58,0
164,00:06:33.00,3,-57,0
165,00:06:32.20,3,-56,1
166,00:06:32.40,3,-57,0
167,00:06:32.50,3,-57,0
168,00:06:32.60,3,-55,0
169,00:06:32.80,3,-55,0
170,00:06:32.90,3,-55,0
171,00:06:33.00,3,-55,0
172,00:06:33.80,3,-58,1
173,00:06:33.20,3,-57,0
174,00:06:33.30,3,-60,3
175,00:06:34.50,3,-57,1
176,00:06:34.60,3,-55,1
177,00:06:34.70,3,-55,0
178,00:06:34.80,3,-55,0
179,00:06:35.00,3,-55,0
180,00:06:35.80,3,-55,0
181,00:06:35.20,3,-55,0
182,00:06:35.30,3,-55,0
183,00:06:35.40,3,-55,0
184,00:06:35.60,3,-55,0
185,00:06:35.70,3,-56,0
186,00:06:35.80,3,-55,0
187,00:06:35.90,3,-57,0
188,00:06:36.30,3,-59,3
189,00:06:36.70,3,-58,0
190,00:06:36.90,3,-57,0
191,00:06:37.00,3,-57,0
192,00:06:37.70,3,-56,1
193,00:06:37.20,3,-55,0
194,00:06:37.30,3,-55,0
195,00:06:37.50,3,-57,0
196,00:06:37.60,3,-55,1
197,00:06:37.70,3,-55,0
198,00:06:37.80,3,-55,0
199,00:06:37.90,3,-55,0
200,00:06:38.50,3,-56,0
201,00:06:38.20,3,-56,0
202,00:06:38.30,3,-56,0
203,00:06:38.40,3,-57,0
204,00:06:38.50,3,-57,0
205,00:06:38.60,3,-57,0
206,00:06:38.70,3,-57,0
207,00:06:38.90,3,-57,0
208,00:06:39.00,3,-57,0
209,00:06:39.10,3,-58,0
210,00:06:39.30,3,-57,0
211,00:06:39.40,3,-57,0
212,00:06:39.50,3,-57,0
213,00:06:39.70,3,-55,0
214,00:06:39.80,3,-57,0
215,00:06:39.90,3,-55,0
216,00:06:40.00,3,-56,0
217,00:06:40.10,3,-57,0
218,00:06:40.30,3,-57,0
219,00:06:40.50,3,-57,0
220,00:06:40.60,3,-55,1
221,00:06:40.80,3,-55,0
222,00:06:40.90,3,-57,0
223,00:06:41.70,3,-57,0
224,00:06:41.80,3,-57,0
225,00:06:41.90,3,-56,0
226,00:06:42.50,3,-56,0
227,00:06:42.20,3,-55,0
228,00:06:42.30,3,-55,0
229,00:06:42.40,3,-56,0
230,00:06:42.60,3,-55,0
231,00:06:42.70,3,-56,1
232,00:06:42.80,3,-57,0
233,00:06:42.90,3,-57,3
234,00:06:43.20,3,-56,0
235,00:06:43.10,3,-57,0
236,00:06:43.20,3,-58,0
237,00:06:43.60,3,-57,0
238,00:06:43.70,3,-57,0
239,00:06:43.80,3,-57,0
240,00:06:43.90,3,-58,0
241,00:06:44.70,3,-57,0
242,00:06:44.20,3,-57,0
243,00:06:44.30,3,-56,1
244,00:06:44.40,3,-55,1
245,00:06:44.60,3,-55,0
246,00:06:44.70,3,-55,1
247,00:06:44.80,3,-55,0
248,00:06:45.00,3,-56,1
249,00:06:45.70,3,-57,0
250,00:06:45.20,3,-57,0
251,00:06:45.30,3,-56,0
252,00:06:45.50,3,-56,0
253,00:06:45.70,3,-54,1
254,00:06:45.80,3,-56,1
255,00:06:45.90,3,-58,1
256,00:06:46.90,3,-57,2
257,00:06:47.00,3,-55,0
258,00:06:47.10,3,-55,0
259,00:06:47.20,3,-55,0
260,00:06:47.30,3,-56,0
261,00:06:47.50,3,-55,1
262,00:06:47.60,3,-55,0
263,00:06:47.70,3,-55,0
264,00:06:47.80,3,-57,0
265,00:06:47.90,3,-56,0
266,00:06:48.80,3,-56,1
267,00:06:48.20,3,-57,0
268,00:06:48.30,3,-57,0
269,00:06:48.40,3,-57,0
270,00:06:48.60,3,-57,0
271,00:06:48.70,3,-57,0
272,00:06:48.80,3,-58,0
273,00:06:48.90,3,-58,0
274,00:06:49.30,3,-56,2
275,00:06:49.30,3,-55,0
276,00:06:49.40,3,-55,0
277,00:06:49.60,3,-55,0
278,00:06:49.70,3,-55,0
279,00:06:49.80,3,-55,0
280,00:06:49.90,3,-55,0
281,00:06:50.00,3,-55,0
282,00:06:51.00,3,-55,0
283,00:06:50.20,3,-55,0
284,00:06:50.40,3,-55,0
285,00:06:50.50,3,-56,1
286,00:06:50.70,3,-58,1
287,00:06:51.70,3,-57,0
288,00:06:51.90,3,-56,0
289,00:06:52.20,3,-55,0
290,00:06:53.00,3,-55,0
291,00:06:52.20,3,-56,0
292,00:06:52.40,3,-55,0
293,00:06:52.50,3,-55,0
294,00:06:52.60,3,-55,1
295,00:06:52.70,3,-56,0
296,00:06:52.80,3,-57,0
297,00:06:53.00,3,-56,0
298,00:06:53.70,3,-56,0
299,00:06:53.20,3,-57,0
300,00:06:53.30,3,-55,0
301,00:06:53.40,3,-56,1
302,00:06:53.50,3,-57,0
303,00:06:53.60,3,-57,0
304,00:06:53.70,3,-57,0
305,00:06:53.80,3,-57,0
306,00:06:54.80,3,-58,0
307,00:06:54.20,3,-56,0
308,00:06:54.40,3,-55,0
309,00:06:54.50,3,-55,0
310,00:06:54.60,3,-55,0
311,00:06:54.70,3,-55,0
312,00:06:54.80,3,-55,0
313,00:06:54.90,3,-55,0
314,00:06:55.30,3,-55,0
315,00:06:55.10,3,-56,0
316,00:06:55.30,3,-55,0
317,00:06:55.40,3,-55,0
318,00:06:55.50,3,-55,0
319,00:06:55.70,3,-56,0
320,00:07:02.90,4,-56,0
321,00:07:03.00,4,-57,0
322,00:07:04.00,4,-58,0
323,00:07:04.80,4,-57,0
324,00:07:05.00,4,-56,0
325,00:07:05.70,4,-55,0
326,00:07:05.20,4,-55,0
327,00:07:05.30,4,-55,0
328,00:07:05.40,4,-55,1
329,00:07:05.50,4,-57,0
330,00:07:05.60,4,-57,0
331,00:07:05.70,4,-58,1
332,00:07:05.90,4,-58,0
333,00:07:06.00,4,-58,0
334,00:07:07.20,4,-58,0
335,00:07:07.80,4,-56,3
336,00:07:07.90,4,-55,0
337,00:07:08.00,4,-55,0
338,00:07:08.10,4,-55,0
339,00:07:08.30,4,-56,0
340,00:07:08.40,4,-56,0
341,00:07:08.60,4,-58,0
342,00:07:08.70,4,-58,0
343,00:07:10.30,4,-57,0
344,00:07:10.20,4,-56,0
345,00:07:10.30,4,-55,0
346,00:07:10.40,4,-56,1
347,00:07:10.50,4,-56,0
348,00:07:10.60,4,-55,0
349,00:07:10.70,4,-55,0
350,00:07:10.90,4,-55,0
351,00:07:11.00,4,-55,0
352,00:07:12.00,4,-57,1
353,00:07:11.30,4,-58,0
354,00:07:12.00,4,-58,0
355,00:07:12.80,4,-57,0
356,00:07:12.90,4,-57,0
357,00:07:13.00,4,-56,0
358,00:07:13.10,4,-56,1
359,00:07:13.30,4,-56,0
360,00:07:13.40,4,-57,1
361,00:07:13.50,4,-57,0
362,00:07:13.70,4,-58,0
363,00:07:13.80,4,-55,0
364,00:07:13.90,4,-56,0
365,00:07:14.50,4,-58,0
366,00:07:14.90,4,-57,0
367,00:07:15.00,4,-58,0
368,00:07:15.30,4,-57,0
369,00:07:15.60,4,-58,0
370,00:07:15.70,4,-57,0
371,00:07:15.90,4,-56,0
372,00:07:16.00,4,-56,0
373,00:07:17.00,4,-55,0
374,00:07:16.20,4,-55,0
375,00:07:16.40,4,-57,1
376,00:07:16.80,4,-58,0
377,00:07:16.90,4,-58,0
378,00:07:17.50,4,-58,0
379,00:07:18.20,4,-58,0
380,00:07:18.00,4,-56,0
381,00:07:18.10,4,-55,0
382,00:07:18.10,4,-55,0
383,00:07:18.10,4,-54,1
384,00:07:18.10,4,-55,0
385,00:07:19.20,4,-55,0
386,00:07:19.10,4,-58,1
387,00:07:20.20,4,-58,0
388,00:07:20.70,4,-58,4
389,00:07:20.80,4,-56,1
390,00:07:20.90,4,-55,0
391,00:07:21.80,4,-55,0
392,00:07:21.20,4,-55,0
393,00:07:21.30,4,-55,0
394,00:07:21.40,4,-55,0
395,00:07:21.50,4,-55,0
396,00:07:21.60,4,-56,0
397,00:07:21.70,4,-57,1
398,00:07:21.80,4,-58,0
399,00:07:23.10,4,-57,0
400,00:07:23.30,4,-56,1
401,00:07:23.50,4,-53,1
402,00:07:23.60,4,-54,1
403,00:07:23.70,4,-55,0
404,00:07:23.80,4,-57,0
405,00:07:23.90,4,-58,0
406,00:07:24.70,4,-58,0
407,00:07:25.70,4,-59,0
408,00:07:25.80,4,-58,0
409,00:07:25.90,4,-57,0
410,00:07:26.20,4,-56,1
411,00:07:26.20,4,-55,0
412,00:07:26.30,4,-53,1
413,00:07:26.40,4,-54,1
414,00:07:26.50,4,-55,0
415,00:07:26.60,4,-55,0
416,00:07:26.80,4,-57,0
417,00:07:26.90,4,-57,0
418,00:07:36.90,5,-56,3
419,00:07:37.10,5,-57,0
420,00:07:37.20,5,-58,0
421,00:07:39.00,5,-57,4
422,00:07:39.90,5,-57,0
423,00:07:40.20,5,-55,1
424,00:07:40.20,5,-55,0
425,00:07:40.20,5,-56,2
426,00:07:46.30,5,-56,0
427,00:07:46.70,5,-56,1
428,00:07:48.10,5,-57,1
429,00:07:50.00,5,-57,0
430,00:07:51.00,5,-58,0
431,00:07:51.60,5,-58,0
432,00:07:51.90,5,-57,0
433,00:07:53.30,5,-56,1
434,00:07:53.40,5,-55,0
435,00:07:53.50,5,-55,1
436,00:07:55.30,5,-57,0
437,00:07:55.50,5,-57,0
438,00:07:55.80,5,-55,0
439,00:07:55.90,5,-54,1
440,00:07:57.00,5,-54,1
441,00:07:56.20,5,-55,0
442,00:07:56.30,5,-55,0
443,00:07:56.40,5,-56,1
444,00:07:56.60,5,-55,1
445,00:07:56.90,5,-57,0
446,00:07:57.10,5,-56,1
447,00:08:00.60,5,-56,3
448,00:08:02.20,5,-55,1
449,00:08:02.40,5,-55,0
450,00:08:02.60,5,-57,1
451,00:08:07.70,5,-57,1
452,00:08:08.50,5,-56,1
453,00:08:09.80,5,-57,0
454,00:08:10.40,5,-56,2
455,00:08:13.30,5,-57,4
456,00:08:14.80,5,-57,0
457,00:08:15.00,5,-57,0
458,00:08:15.10,5,-58,1
459,00:08:17.10,5,-56,2
460,00:08:17.20,5,-55,0
461,00:08:17.30,5,-55,0
462,00:08:17.50,5,-55,0
463,00:08:17.60,5,-55,0
464,00:08:17.70,5,-57,1
465,00:08:18.20,5,-56,1
466,00:08:20.70,5,-58,0
467,00:08:20.20,5,-57,0
468,00:08:20.30,5,-57,0
469,00:08:54.20,7,-56,1
470,00:08:54.30,7,-55,0
471,00:08:54.40,7,-56,0
472,00:08:54.50,7,-57,0
473,00:08:56.70,7,-56,8
474,00:08:56.30,7,-53,0
475,00:08:56.40,7,-52,0
476,00:08:56.50,7,-53,1
477,00:08:56.60,7,-53,0
478,00:08:56.80,7,-56,3
479,00:08:59.60,7,-57,3
480,00:08:59.80,7,-56,2
481,00:09:00.80,7,-56,1
482,00:09:05.70,7,-58,0
483,00:09:08.90,7,-57,0
484,00:09:09.80,7,-55,0
485,00:09:09.90,7,-54,1
486,00:09:10.00,7,-55,1
487,00:09:10.10,7,-56,0
488,00:09:10.20,7,-55,0
489,00:09:10.30,7,-55,0
490,00:09:10.40,7,-56,1
491,00:09:10.50,7,-56,0
492,00:09:10.60,7,-56,0
493,00:09:10.70,7,-54,1
494,00:09:10.80,7,-55,0
495,00:09:10.90,7,-53,1
496,00:09:11.30,7,-55,0
497,00:09:11.20,7,-55,0
498,00:09:11.30,7,-55,0
499,00:09:11.40,7,-56,3
500,00:09:11.60,7,-58,0
501,00:09:11.60,7,-57,0
502,00:09:11.80,7,-56,0
503,00:09:11.90,7,-55,0
504,00:09:12.00,7,-54,1
505,00:09:12.20,7,-52,0
506,00:09:12.30,7,-53,0
507,00:09:12.40,7,-56,7
508,00:09:12.50,7,-57,4
509,00:09:12.70,7,-55,0
510,00:09:12.80,7,-56,0
511,00:09:12.90,7,-56,1
512,00:09:13.70,7,-57,0
513,00:09:13.40,7,-57,0
514,00:09:15.90,1,-56,5
515,00:09:16.10,1,-55,0
516,00:09:16.20,1,-56,0
517,00:09:17.10,1,-57,0
518,00:09:17.30,1,-57,0
519,00:09:17.40,1,-57,0
520,00:09:17.50,1,-58,1
521,00:09:18.40,1,-56,2
522,00:09:18.00,1,-55,1
523,00:09:18.10,1,-57,1
524,00:09:19.70,1,-57,0
525,00:09:20.80,1,-57,0
526,00:09:20.90,1,-58,0
527,00:09:22.40,1,-55,1
528,00:09:27.40,1,-53,0
529,00:09:27.50,1,-53,1
530,00:09:27.70,1,-55,0
531,00:09:27.80,1,-53,0
532,00:09:27.90,1,-54,5
533,00:09:28.20,1,-56,0
534,00:09:28.10,1,-56,0
535,00:09:28.20,1,-55,0
536,00:09:28.30,1,-56,1
537,00:09:28.50,1,-57,4
538,00:09:28.60,1,-56,0
539,00:09:28.80,1,-57,1
540,00:10:32.80,4,-57,0
541,00:10:32.90,4,-55,0
542,00:10:33.30,4,-55,0
543,00:10:33.20,4,-55,0
544,00:10:33.30,4,-55,0
545,00:10:33.40,4,-55,0
546,00:10:33.60,4,-52,0
547,00:10:33.70,4,-55,0
548,00:10:33.80,4,-57,1
549,00:10:35.10,4,-57,0
550,00:10:35.20,4,-57,0
551,00:10:35.40,4,-55,0
552,00:10:35.50,4,-52,4
553,00:10:35.60,4,-51,0
554,00:10:35.80,4,-51,0
555,00:10:35.90,4,-54,1
556,00:10:36.00,4,-56,1
557,00:10:37.30,4,-58,1
558,00:10:37.50,4,-53,8
559,00:10:37.70,4,-52,0
560,00:10:37.80,4,-52,0
561,00:10:37.90,4,-54,1
562,00:10:37.90,4,-55,0
563,00:10:38.70,4,-57,0
564,00:10:38.90,4,-57,0
565,00:10:39.00,4,-57,0
566,00:10:39.50,4,-57,0
567,00:10:39.60,4,-55,0
568,00:10:39.70,4,-54,1
569,00:10:39.80,4,-53,1
570,00:10:40.00,4,-53,0
571,00:10:40.10,4,-52,0
572,00:10:40.20,4,-52,0
573,00:10:40.30,4,-54,1
574,00:10:40.40,4,-56,1
575,00:10:40.60,4,-57,0
576,00:10:41.80,4,-56,0
577,00:10:41.80,4,-55,0
578,00:10:42.00,4,-55,0
579,00:10:42.80,4,-52,0
580,00:10:42.20,4,-52,0
581,00:10:42.30,4,-52,0
582,00:10:42.40,4,-55,8
583,00:10:42.60,4,-57,0
584,00:10:44.00,4,-56,1
585,00:10:44.10,4,-55,0
586,00:10:44.20,4,-55,0
587,00:10:44.30,4,-55,0
588,00:10:44.40,4,-54,1
589,00:10:44.60,4,-55,0
590,00:10:44.70,4,-55,1
591,00:10:44.90,4,-57,0
592,00:10:45.10,4,-58,0
593,00:10:45.50,4,-58,0
594,00:10:46.10,4,-56,1
595,00:10:46.20,4,-55,0
596,00:10:46.30,4,-53,1
597,00:10:46.40,4,-53,0
598,00:10:46.50,4,-52,0
599,00:10:46.70,4,-52,0
600,00:10:46.80,4,-54,1
601,00:10:46.90,4,-55,0
602,00:10:47.10,4,-57,0
603,00:10:48.20,4,-58,1
604,00:10:48.30,4,-56,1
605,00:10:48.40,4,-55,0
606,00:10:48.50,4,-55,0
607,00:10:48.70,4,-55,0
608,00:10:48.80,4,-55,0
609,00:10:48.90,4,-57,1
610,00:10:49.10,4,-57,1
611,00:10:51.60,4,-58,0
612,00:10:51.90,4,-57,0
613,00:10:52.80,4,-58,0
614,00:11:03.60,5,-55,6
615,00:11:03.90,5,-56,7
616,00:11:06.20,5,-57,0
617,00:11:06.30,5,-55,1
618,00:11:08.90,5,-55,0
619,00:11:09.20,5,-56,2
620,00:11:10.20,5,-59,2
621,00:11:11.40,5,-57,1
622,00:11:11.60,5,-55,0
623,00:11:14.40,5,-56,0
624,00:11:15.00,5,-57,0
625,00:11:19.20,5,-57,0
626,00:11:20.70,5,-57,3
627,00:11:21.70,5,-56,1
628,00:11:24.30,5,-57,0
629,00:11:25.40,5,-57,1
630,00:11:28.20,5,-57,0
631,00:11:30.70,5,-55,0
632,00:11:30.30,5,-53,1
633,00:11:30.80,5,-57,1
634,00:11:34.50,5,-56,2
635,00:11:46.00,5,-57,1
636,00:11:47.30,5,-57,0
637,00:11:54.30,5,-58,1
638,00:11:54.70,5,-55,0
639,00:11:54.90,5,-57,3
640,00:12:50.70,7,-58,0
641,00:12:50.80,7,-58,0
642,00:12:51.00,7,-58,0
643,00:12:51.50,7,-58,1
644,00:12:53.30,7,-58,0
645,00:12:54.50,7,-58,0
