,run,activity,time,id,RSSI,phase
60,5,11,16 49 36 62707,1,-51,174
61,5,11,16 49 36 62725,2,-55,171
62,5,11,16 49 36 62758,2,-55,174
63,5,11,16 49 36 62775,3,-53,174
64,5,11,16 49 36 62792,1,-50,171
65,5,11,16 49 36 62808,2,-57,171
66,5,11,16 49 36 62825,3,-53,174
67,5,11,16 49 36 62841,1,-50,168
68,5,11,16 49 36 62858,2,-55,174
71,5,11,16 49 36 62909,1,-50,174
72,5,11,16 49 36 62925,2,-55,171
73,5,11,16 49 36 62957,1,-49,174
74,5,11,16 49 36 62975,3,-52,174
75,5,11,16 49 36 62991,1,-50,171
76,5,11,16 49 36 63008,3,-52,174
77,5,11,16 49 36 63025,2,-56,174
78,5,11,16 49 36 63058,1,-49,171
80,5,11,16 49 36 63092,2,-56,171
81,5,11,16 49 37 63109,1,-49,174
82,5,11,16 49 37 63141,1,-49,174
83,5,11,16 49 37 63157,3,-52,174
84,5,11,16 49 37 63174,1,-49,174
85,5,11,16 49 37 63209,2,-57,174
86,5,11,16 49 37 63225,3,-53,174
87,5,11,16 49 37 63242,3,-53,174
88,5,11,16 49 37 63258,1,-49,171
89,5,11,16 49 37 63274,2,-56,168
90,5,11,16 49 37 63290,1,-49,171
91,5,11,16 49 37 63309,3,-52,171
92,5,11,16 49 37 63342,1,-50,171
93,5,11,16 49 37 63358,2,-55,174
94,5,11,16 49 37 63375,3,-53,174
95,5,11,16 49 37 63392,1,-50,174
96,5,11,16 49 37 63408,2,-56,171
97,5,11,16 49 37 63442,1,-51,171
98,5,11,16 49 37 63459,3,-53,171
99,5,11,16 49 37 63475,1,-50,171
101,5,11,16 49 37 63508,3,-53,171
102,5,11,16 49 37 63525,2,-55,168
103,5,11,16 49 37 63541,3,-52,171
104,5,11,16 49 37 63558,1,-50,174
105,5,11,16 49 37 63574,2,-57,171
108,5,11,16 49 37 63625,2,-56,174
109,5,11,16 49 37 63641,3,-53,171
110,5,11,16 49 37 63675,1,-50,171
111,5,11,16 49 37 63692,3,-52,171
112,5,11,16 49 37 63725,2,-56,168
113,5,11,16 49 37 63742,3,-55,174
114,5,11,16 49 37 63774,2,-57,168
116,5,11,16 49 37 63807,3,-53,174
117,5,11,16 49 37 63826,1,-49,174
119,5,11,16 49 37 63875,2,-55,174
120,5,11,16 49 37 63891,3,-53,168
122,5,11,16 49 37 63942,1,-49,171
123,5,11,16 49 37 63959,3,-53,174
124,5,11,16 49 37 63975,2,-57,171
125,5,11,16 49 37 63992,3,-52,174
126,5,11,16 49 37 64009,1,-49,174
127,5,11,16 49 37 64025,2,-56,171
0,6,1,16 50 6 17917,2,-55,174
1,6,1,16 50 6 17934,1,-46,168
2,6,1,16 50 6 17968,1,-46,174
3,6,1,16 50 6 17985,3,-52,171
4,6,1,16 50 6 18002,2,-53,171
5,6,1,16 50 6 18019,1,-46,171
6,6,1,16 50 6 18035,3,-53,171
7,6,1,16 50 7 18052,2,-55,174
10,6,1,16 50 7 18102,1,-46,171
11,6,1,16 50 7 18118,3,-52,171
12,6,1,16 50 7 18152,2,-55,174
13,6,1,16 50 7 18185,3,-53,174
14,6,1,16 50 7 18217,2,-57,174
15,6,1,16 50 7 18235,3,-52,171
16,6,1,16 50 7 18268,3,-53,174
17,6,1,16 50 7 18286,2,-57,168
19,6,1,16 50 7 18319,1,-47,174
20,6,1,16 50 7 18335,2,-56,174
22,6,1,16 50 7 18385,3,-53,171
23,6,1,16 50 7 18402,1,-47,174
24,6,1,16 50 7 18419,1,-49,174
25,6,1,16 50 7 18434,2,-57,171
26,6,1,16 50 7 18451,3,-55,171
27,6,1,16 50 7 18468,1,-47,174
28,6,1,16 50 7 18485,3,-55,174
29,6,1,16 50 7 18502,2,-56,177
30,6,1,16 50 7 18518,2,-57,171
31,6,1,16 50 7 18551,1,-47,171
32,6,1,16 50 7 18568,3,-53,174
33,6,1,16 50 7 18584,1,-47,174
34,6,1,16 50 7 18602,3,-55,171
35,6,1,16 50 7 18618,2,-57,5
37,6,1,16 50 7 18652,1,-47,174
38,6,1,16 50 7 18668,3,-55,174
39,6,1,16 50 7 18685,2,-57,171
40,6,1,16 50 7 18702,3,-55,171
42,6,1,16 50 7 18735,2,-57,171
43,6,1,16 50 7 18751,1,-47,174
44,6,1,16 50 7 18767,1,-47,174
46,6,1,16 50 7 18801,3,-55,171
47,6,1,16 50 7 18819,2,-55,174
48,6,1,16 50 7 18835,1,-47,174
49,6,1,16 50 7 18852,2,-57,174
50,6,1,16 50 7 18869,3,-55,174
53,6,1,16 50 7 18918,1,-47,174
54,6,1,16 50 7 18935,2,-56,171
55,6,1,16 50 7 18985,3,-55,174
56,6,1,16 50 7 19002,2,-55,174
57,6,1,16 50 7 19034,2,-55,168
58,6,1,16 50 8 19052,3,-55,171
60,6,1,16 50 8 19085,2,-57,171
61,6,1,16 50 8 19102,3,-55,174
62,6,1,16 50 8 19135,2,-56,171
63,6,1,16 50 8 19152,3,-55,168
65,6,1,16 50 8 19185,2,-57,174
66,6,1,16 50 8 19202,3,-55,168
67,6,1,16 50 8 19236,2,-57,171
68,6,1,16 50 8 19268,1,-47,174
69,6,1,16 50 8 19285,3,-55,171
70,6,1,16 50 8 19302,2,-58,171
74,6,1,16 50 8 19368,1,-47,174
75,6,1,16 50 8 19385,3,-55,171
76,6,1,16 50 8 19419,2,-58,174
77,6,1,16 50 8 19435,1,-47,171
78,6,1,16 50 8 19452,3,-55,174
79,6,1,16 50 8 19468,2,-58,174
80,6,1,16 50 8 19485,1,-47,174
81,6,1,16 50 8 19502,3,-55,174
84,6,1,16 50 8 19552,1,-47,174
85,6,1,16 50 8 19568,3,-55,174
86,6,1,16 50 8 19585,1,-47,174
87,6,1,16 50 8 19602,2,-56,171
88,6,1,16 50 8 19618,3,-55,174
89,6,1,16 50 8 19635,3,-55,174
90,6,1,16 50 8 19652,1,-46,174
91,6,1,16 50 8 19668,2,-55,171
93,6,1,16 50 8 19718,2,-56,171
94,6,1,16 50 8 19735,1,-47,171
95,6,1,16 50 8 19769,3,-55,174
96,6,1,16 50 8 19786,2,-56,171
99,6,1,16 50 8 19835,2,-56,171
100,6,1,16 50 8 19852,1,-46,174
101,6,1,16 50 8 19885,1,-47,174
102,6,1,16 50 8 19902,3,-55,171
103,6,1,16 50 8 19919,1,-46,174
105,6,1,16 50 8 19952,1,-47,174
106,6,1,16 50 8 19968,3,-55,174
107,6,1,16 50 8 19985,2,-58,171
109,6,1,16 50 8 20018,1,-47,174
110,6,1,16 50 8 20035,3,-55,174
111,6,1,16 50 9 20052,2,-58,174
112,6,1,16 50 9 20069,1,-47,174
114,6,1,16 50 9 20102,2,-58,171
115,6,1,16 50 9 20119,3,-55,174
118,6,1,16 50 9 20168,2,-57,171
119,6,1,16 50 9 20185,1,-47,171
0,6,2,16 50 10 21952,1,-46,174
1,6,2,16 50 10 21968,3,-55,177
3,6,2,16 50 10 22002,3,-55,174
4,6,2,16 50 10 22018,1,-46,171
5,6,2,16 50 11 22052,1,-46,174
6,6,2,16 50 11 22068,3,-53,171
7,6,2,16 50 11 22084,2,-57,168
8,6,2,16 50 11 22102,1,-46,174
9,6,2,16 50 11 22136,3,-55,174
10,6,2,16 50 11 22152,2,-57,171
11,6,2,16 50 11 22185,3,-55,171
12,6,2,16 50 11 22201,1,-46,168
13,6,2,16 50 11 22218,2,-53,177
15,6,2,16 50 11 22252,2,-55,171
16,6,2,16 50 11 22269,1,-46,174
17,6,2,16 50 11 22285,3,-55,174
19,6,2,16 50 11 22318,3,-55,171
20,6,2,16 50 11 22335,1,-46,174
21,6,2,16 50 11 22369,3,-56,168
22,6,2,16 50 11 22386,2,-53,174
23,6,2,16 50 11 22402,1,-46,171
25,6,2,16 50 11 22435,2,-55,174
26,6,2,16 50 11 22452,3,-55,171
28,6,2,16 50 11 22485,1,-46,171
29,6,2,16 50 11 22502,2,-53,174
30,6,2,16 50 11 22536,3,-56,174
31,6,2,16 50 11 22567,2,-55,171
32,6,2,16 50 11 22585,2,-53,174
33,6,2,16 50 11 22619,1,-47,174
34,6,2,16 50 11 22635,2,-55,174
35,6,2,16 50 11 22652,1,-47,174
36,6,2,16 50 11 22668,2,-57,174
38,6,2,16 50 11 22702,2,-56,171
39,6,2,16 50 11 22719,1,-47,174
40,6,2,16 50 11 22736,1,-49,174
41,6,2,16 50 11 22752,2,-56,168
42,6,2,16 50 11 22769,1,-49,174
44,6,2,16 50 11 22803,1,-49,174
46,6,2,16 50 11 22835,1,-49,171
48,6,2,16 50 11 22869,1,-49,174
50,6,2,16 50 11 22902,1,-49,174
51,6,2,16 50 11 22918,1,-49,174
53,6,2,16 50 11 22951,1,-49,174
55,6,2,16 50 11 22985,1,-50,171
57,6,2,16 50 11 23034,1,-50,174
60,6,2,16 50 12 23085,1,-50,174
62,6,2,16 50 12 23119,1,-50,168
63,6,2,16 50 12 23135,3,-57,174
64,6,2,16 50 12 23169,1,-50,174
69,6,2,16 50 12 23252,1,-50,171
70,6,2,16 50 12 23267,3,-57,174
72,6,2,16 50 12 23302,1,-49,171
73,6,2,16 50 12 23319,2,-57,171
74,6,2,16 50 12 23334,3,-58,0
76,6,2,16 50 12 23367,1,-50,168
77,6,2,16 50 12 23384,2,-57,171
78,6,2,16 50 12 23402,3,-58,168
79,6,2,16 50 12 23418,1,-50,174
80,6,2,16 50 12 23436,3,-57,171
82,6,2,16 50 12 23469,2,-58,171
83,6,2,16 50 12 23502,3,-57,168
84,6,2,16 50 12 23534,2,-57,171
85,6,2,16 50 12 23553,1,-49,171
86,6,2,16 50 12 23569,3,-55,171
87,6,2,16 50 12 23602,1,-49,171
90,6,2,16 50 12 23668,1,-49,174
91,6,2,16 50 12 23702,1,-49,174
92,6,2,16 50 12 23719,3,-57,171
94,6,2,16 50 12 23752,3,-56,171
95,6,2,16 50 12 23768,1,-50,174
96,6,2,16 50 12 23785,3,-56,171
97,6,2,16 50 12 23802,1,-49,174
98,6,2,16 50 12 23835,1,-49,174
99,6,2,16 50 12 23852,3,-56,171
100,6,2,16 50 12 23867,1,-49,174
101,6,2,16 50 12 23884,1,-49,171
103,6,2,16 50 12 23918,1,-49,171
105,6,2,16 50 12 23952,1,-49,171
106,6,2,16 50 12 23985,1,-49,174
107,6,2,16 50 12 24019,1,-49,171
108,6,2,16 50 13 24052,1,-49,171
109,6,2,16 50 13 24086,1,-49,174
110,6,2,16 50 13 24118,1,-49,171
0,6,3,16 50 17 28185,3,-57,171
3,6,3,16 50 17 28235,3,-58,171
4,6,3,16 50 17 28252,1,-49,174
5,6,3,16 50 17 28269,1,-49,174
6,6,3,16 50 17 28286,3,-58,171
8,6,3,16 50 17 28319,1,-49,174
9,6,3,16 50 17 28334,3,-57,174
12,6,3,16 50 17 28386,3,-57,174
13,6,3,16 50 17 28402,1,-49,171
14,6,3,16 50 17 28418,1,-49,174
15,6,3,16 50 17 28436,3,-56,171
17,6,3,16 50 17 28469,1,-49,171
18,6,3,16 50 17 28485,3,-55,171
19,6,3,16 50 17 28502,1,-49,177
20,6,3,16 50 17 28519,3,-55,174
21,6,3,16 50 17 28536,3,-55,171
22,6,3,16 50 17 28553,1,-49,174
23,6,3,16 50 17 28569,1,-49,174
24,6,3,16 50 17 28585,3,-55,168
25,6,3,16 50 17 28602,1,-49,174
28,6,3,16 50 17 28652,3,-56,174
30,6,3,16 50 17 28686,2,-58,171
31,6,3,16 50 17 28702,1,-49,174
32,6,3,16 50 17 28719,3,-56,168
33,6,3,16 50 17 28753,1,-50,171
34,6,3,16 50 17 28769,3,-56,171
36,6,3,16 50 17 28802,1,-51,171
37,6,3,16 50 17 28836,3,-56,171
38,6,3,16 50 17 28853,2,-57,171
39,6,3,16 50 17 28869,1,-51,171
40,6,3,16 50 17 28886,3,-55,174
41,6,3,16 50 17 28902,1,-50,171
42,6,3,16 50 17 28918,1,-49,174
43,6,3,16 50 17 28935,3,-57,174
45,6,3,16 50 17 28969,3,-56,174
46,6,3,16 50 17 28986,1,-49,174
47,6,3,16 50 17 29002,1,-49,174
48,6,3,16 50 17 29018,3,-55,174
50,6,3,16 50 18 29052,3,-55,168
51,6,3,16 50 18 29068,1,-50,168
52,6,3,16 50 18 29086,3,-57,174
53,6,3,16 50 18 29102,1,-50,171
54,6,3,16 50 18 29118,1,-51,174
55,6,3,16 50 18 29152,1,-51,168
56,6,3,16 50 18 29168,3,-57,174
57,6,3,16 50 18 29186,3,-57,174
58,6,3,16 50 18 29201,1,-52,171
59,6,3,16 50 18 29219,1,-52,174
62,6,3,16 50 18 29268,1,-52,171
63,6,3,16 50 18 29285,3,-56,168
64,6,3,16 50 18 29302,3,-57,171
65,6,3,16 50 18 29319,1,-52,171
66,6,3,16 50 18 29336,4,-58,171
67,6,3,16 50 18 29352,1,-53,171
68,6,3,16 50 18 29385,4,-57,171
70,6,3,16 50 18 29419,4,-57,174
71,6,3,16 50 18 29435,1,-55,174
72,6,3,16 50 18 29453,1,-55,171
73,6,3,16 50 18 29469,4,-57,171
76,6,3,16 50 18 29519,4,-57,174
77,6,3,16 50 18 29536,1,-55,174
78,6,3,16 50 18 29584,1,-56,174
79,6,3,16 50 18 29603,4,-55,174
81,6,3,16 50 18 29635,4,-56,171
82,6,3,16 50 18 29652,1,-56,174
84,6,3,16 50 18 29685,4,-57,168
85,6,3,16 50 18 29702,1,-57,171
87,6,3,16 50 18 29735,4,-57,174
88,6,3,16 50 18 29752,1,-55,174
89,6,3,16 50 18 29769,4,-57,168
90,6,3,16 50 18 29785,1,-57,174
92,6,3,16 50 18 29819,4,-57,168
94,6,3,16 50 18 29852,1,-58,171
95,6,3,16 50 18 29869,4,-57,171
96,6,3,16 50 18 29903,4,-57,174
98,6,3,16 50 18 29935,4,-57,174
99,6,3,16 50 18 29953,4,-57,171
102,6,3,16 50 18 30003,4,-57,171
103,6,3,16 50 18 30035,4,-57,171
104,6,3,16 50 19 30052,4,-58,168
107,6,3,16 50 19 30102,4,-57,174
0,6,4,16 50 21 32152,2,-57,174
2,6,4,16 50 21 32186,1,-52,171
3,6,4,16 50 21 32202,2,-57,171
5,6,4,16 50 21 32238,1,-52,171
7,6,4,16 50 21 32269,2,-57,171
9,6,4,16 50 21 32303,1,-52,171
11,6,4,16 50 21 32336,1,-53,171
13,6,4,16 50 21 32369,1,-53,171
15,6,4,16 50 21 32403,1,-55,174
17,6,4,16 50 21 32436,1,-53,171
19,6,4,16 50 21 32468,1,-55,174
21,6,4,16 50 21 32502,1,-55,171
23,6,4,16 50 21 32536,1,-55,171
25,6,4,16 50 21 32569,1,-56,177
26,6,4,16 50 21 32586,1,-55,171
28,6,4,16 50 21 32635,1,-56,174
29,6,4,16 50 21 32653,1,-57,171
31,6,4,16 50 21 32702,1,-57,171
34,6,4,16 50 21 32753,1,-58,174
45,6,4,16 50 21 32934,1,-58,174
47,6,4,16 50 21 32969,1,-57,174
49,6,4,16 50 21 33002,1,-55,171
51,6,4,16 50 21 33034,1,-55,171
53,6,4,16 50 22 33068,1,-55,174
54,6,4,16 50 22 33103,1,-56,171
56,6,4,16 50 22 33136,1,-55,174
59,6,4,16 50 22 33185,3,-58,174
60,6,4,16 50 22 33202,1,-53,174
61,6,4,16 50 22 33219,1,-55,174
62,6,4,16 50 22 33238,3,-57,174
63,6,4,16 50 22 33252,1,-53,171
64,6,4,16 50 22 33269,3,-56,174
66,6,4,16 50 22 33319,3,-55,174
67,6,4,16 50 22 33336,1,-53,174
68,6,4,16 50 22 33352,3,-55,168
69,6,4,16 50 22 33369,1,-52,174
71,6,4,16 50 22 33403,1,-53,171
72,6,4,16 50 22 33419,3,-53,171
74,6,4,16 50 22 33452,1,-53,174
75,6,4,16 50 22 33469,3,-53,174
76,6,4,16 50 22 33486,1,-52,174
77,6,4,16 50 22 33503,3,-53,174
78,6,4,16 50 22 33519,1,-52,171
79,6,4,16 50 22 33536,3,-52,174
80,6,4,16 50 22 33552,3,-53,174
81,6,4,16 50 22 33569,1,-51,174
82,6,4,16 50 22 33585,1,-52,174
83,6,4,16 50 22 33602,3,-52,174
85,6,4,16 50 22 33636,1,-52,171
86,6,4,16 50 22 33651,3,-52,174
87,6,4,16 50 22 33686,1,-52,171
88,6,4,16 50 22 33702,3,-52,174
89,6,4,16 50 22 33719,3,-52,171
90,6,4,16 50 22 33736,1,-52,174
92,6,4,16 50 22 33769,3,-52,171
93,6,4,16 50 22 33786,1,-52,174
94,6,4,16 50 22 33802,3,-52,0
95,6,4,16 50 22 33819,1,-52,174
96,6,4,16 50 22 33836,3,-52,171
97,6,4,16 50 22 33853,1,-52,171
98,6,4,16 50 22 33869,3,-52,174
99,6,4,16 50 22 33903,1,-55,174
102,6,4,16 50 22 33952,1,-55,174
103,6,4,16 50 22 33969,3,-51,174
104,6,4,16 50 22 33985,3,-51,174
105,6,4,16 50 22 34002,1,-55,174
106,6,4,16 50 22 34019,1,-55,174
107,6,4,16 50 22 34036,3,-52,171
110,6,4,16 50 23 34086,1,-55,171
111,6,4,16 50 23 34102,3,-51,174
112,6,4,16 50 23 34153,3,-52,171
113,6,4,16 50 23 34169,3,-52,174
114,6,4,16 50 23 34184,1,-52,174
117,6,4,16 50 23 34236,1,-52,171
118,6,4,16 50 23 34251,3,-52,171
119,6,4,16 50 23 34270,3,-52,168
120,6,4,16 50 23 34285,1,-52,174
121,6,4,16 50 23 34303,3,-52,174
122,6,4,16 50 23 34318,1,-52,171
124,6,4,16 50 23 34352,1,-52,171
125,6,4,16 50 23 34370,3,-51,171
126,6,4,16 50 23 34386,3,-52,171
127,6,4,16 50 23 34402,1,-52,174
129,6,4,16 50 23 34435,1,-52,174
130,6,4,16 50 23 34453,3,-52,171
131,6,4,16 50 23 34468,3,-52,174
0,6,5,16 50 25 36970,3,-52,171
1,6,5,16 50 25 36986,1,-52,174
2,6,5,16 50 25 37003,3,-52,174
3,6,5,16 50 25 37019,1,-51,174
4,6,5,16 50 25 37036,3,-52,174
6,6,5,16 50 26 37070,3,-53,168
7,6,5,16 50 26 37086,1,-51,174
8,6,5,16 50 26 37136,1,-53,174
10,6,5,16 50 26 37169,3,-55,174
11,6,5,16 50 26 37186,1,-53,177
12,6,5,16 50 26 37219,3,-55,174
13,6,5,16 50 26 37236,1,-55,174
15,6,5,16 50 26 37268,3,-57,171
16,6,5,16 50 26 37285,1,-53,171
18,6,5,16 50 26 37319,3,-57,168
19,6,5,16 50 26 37335,1,-55,174
20,6,5,16 50 26 37353,1,-55,174
22,6,5,16 50 26 37386,1,-55,174
24,6,5,16 50 26 37420,1,-55,171
25,6,5,16 50 26 37453,1,-52,171
26,6,5,16 50 26 37486,1,-53,171
28,6,5,16 50 26 37520,1,-53,174
30,6,5,16 50 26 37553,1,-53,168
33,6,5,16 50 26 37603,1,-53,174
35,6,5,16 50 26 37636,1,-53,168
37,6,5,16 50 26 37669,1,-55,174
39,6,5,16 50 26 37702,1,-55,171
42,6,5,16 50 26 37752,1,-55,174
44,6,5,16 50 26 37786,1,-55,174
45,6,5,16 50 26 37802,1,-55,174
47,6,5,16 50 26 37836,1,-55,168
50,6,5,16 50 26 37886,1,-55,171
51,6,5,16 50 26 37903,1,-56,174
53,6,5,16 50 26 37936,1,-56,171
56,6,5,16 50 26 37986,1,-56,174
58,6,5,16 50 26 38035,1,-56,174
59,6,5,16 50 27 38069,1,-55,171
60,6,5,16 50 27 38086,1,-55,171
62,6,5,16 50 27 38120,1,-55,171
64,6,5,16 50 27 38153,1,-56,168
66,6,5,16 50 27 38186,1,-56,171
68,6,5,16 50 27 38219,1,-56,174
70,6,5,16 50 27 38252,1,-56,174
72,6,5,16 50 27 38286,1,-57,168
76,6,5,16 50 27 38353,1,-57,174
78,6,5,16 50 27 38386,1,-57,174
79,6,5,16 50 27 38403,3,-57,174
81,6,5,16 50 27 38436,1,-57,177
82,6,5,16 50 27 38452,3,-58,171
84,6,5,16 50 27 38486,3,-58,171
85,6,5,16 50 27 38503,1,-58,171
91,6,5,16 50 27 38603,1,-57,171
92,6,5,16 50 27 38619,3,-58,168
94,6,5,16 50 27 38653,3,-57,171
95,6,5,16 50 27 38669,1,-58,171
97,6,5,16 50 27 38702,3,-57,171
99,6,5,16 50 27 38736,1,-58,171
101,6,5,16 50 27 38770,3,-57,174
104,6,5,16 50 27 38818,3,-58,174
105,6,5,16 50 27 38836,1,-57,171
107,6,5,16 50 27 38869,1,-58,171
108,6,5,16 50 27 38886,3,-58,171
110,6,5,16 50 27 38919,1,-58,174
115,6,5,16 50 27 39019,1,-58,0
117,6,5,16 50 28 39052,3,-58,168
118,6,5,16 50 28 39086,3,-58,174
122,6,5,16 50 28 39152,3,-57,174
125,6,5,16 50 28 39203,1,-57,171
128,6,5,16 50 28 39253,1,-57,174
130,6,5,16 50 28 39286,3,-58,5
132,6,5,16 50 28 39319,1,-57,174
133,6,5,16 50 28 39336,3,-58,171
135,6,5,16 50 28 39369,1,-57,171
137,6,5,16 50 28 39402,1,-58,171
138,6,5,16 50 28 39436,3,-57,174
140,6,5,16 50 28 39470,3,-57,168
142,6,5,16 50 28 39503,3,-58,168
144,6,5,16 50 28 39536,3,-58,174
146,6,5,16 50 28 39569,3,-57,168
148,6,5,16 50 28 39602,3,-57,168
150,6,5,16 50 28 39636,3,-57,171
153,6,5,16 50 28 39686,3,-57,168
155,6,5,16 50 28 39718,3,-57,165
157,6,5,16 50 28 39753,3,-57,171
159,6,5,16 50 28 39786,3,-57,174
160,6,5,16 50 28 39803,3,-58,168
161,6,5,16 50 28 39819,1,-57,177
164,6,5,16 50 28 39870,1,-58,171
169,6,5,16 50 28 39952,1,-57,168
170,6,5,16 50 28 39969,3,-58,174
172,6,5,16 50 28 40003,1,-57,171
173,6,5,16 50 28 40020,3,-57,174
174,6,5,16 50 29 40053,1,-58,171
175,6,5,16 50 29 40069,3,-57,174
177,6,5,16 50 29 40103,3,-58,171
180,6,5,16 50 29 40153,3,-57,171
0,6,6,16 50 31 43003,3,-57,168
1,6,6,16 50 31 43036,3,-57,171
4,6,6,16 50 32 43086,1,-55,174
5,6,6,16 50 32 43103,3,-57,174
8,6,6,16 50 32 43153,3,-58,171
9,6,6,16 50 32 43168,1,-55,0
10,6,6,16 50 32 43186,1,-55,171
11,6,6,16 50 32 43203,3,-57,174
12,6,6,16 50 32 43220,1,-55,174
13,6,6,16 50 32 43236,3,-58,171
15,6,6,16 50 32 43270,1,-55,174
17,6,6,16 50 32 43303,3,-57,171
19,6,6,16 50 32 43353,1,-55,174
20,6,6,16 50 32 43386,1,-55,168
22,6,6,16 50 32 43420,3,-58,171
23,6,6,16 50 32 43436,1,-55,177
24,6,6,16 50 32 43453,1,-55,174
25,6,6,16 50 32 43470,1,-55,168
30,6,6,16 50 32 43553,1,-55,171
32,6,6,16 50 32 43586,3,-58,171
35,6,6,16 50 32 43636,1,-55,171
37,6,6,16 50 32 43669,1,-55,174
39,6,6,16 50 32 43702,1,-55,174
41,6,6,16 50 32 43736,1,-55,174
44,6,6,16 50 32 43786,1,-55,171
45,6,6,16 50 32 43820,1,-55,171
47,6,6,16 50 32 43853,1,-55,171
48,6,6,16 50 32 43870,1,-55,174
50,6,6,16 50 32 43903,1,-55,174
52,6,6,16 50 32 43953,1,-55,174
53,6,6,16 50 32 43986,1,-55,171
55,6,6,16 50 32 44020,1,-55,174
56,6,6,16 50 33 44053,1,-55,168
57,6,6,16 50 33 44069,1,-55,171
59,6,6,16 50 33 44103,1,-53,171
61,6,6,16 50 33 44136,1,-53,174
63,6,6,16 50 33 44169,1,-55,174
65,6,6,16 50 33 44202,1,-55,174
67,6,6,16 50 33 44237,1,-53,174
69,6,6,16 50 33 44269,1,-55,174
71,6,6,16 50 33 44302,1,-55,174
73,6,6,16 50 33 44336,1,-55,174
75,6,6,16 50 33 44370,1,-53,171
77,6,6,16 50 33 44403,1,-55,174
78,6,6,16 50 33 44420,1,-53,171
80,6,6,16 50 33 44452,1,-55,168
82,6,6,16 50 33 44486,1,-55,171
85,6,6,16 50 33 44536,1,-53,168
87,6,6,16 50 33 44570,1,-53,171
89,6,6,16 50 33 44603,1,-55,174
91,6,6,16 50 33 44636,1,-55,171
93,6,6,16 50 33 44670,1,-55,171
95,6,6,16 50 33 44703,1,-53,171
97,6,6,16 50 33 44737,1,-55,171
99,6,6,16 50 33 44769,1,-53,171
100,6,6,16 50 33 44803,1,-53,174
101,6,6,16 50 33 44836,1,-53,174
102,6,6,16 50 33 44853,1,-52,171
104,6,6,16 50 33 44887,1,-53,174
106,6,6,16 50 33 44920,1,-53,174
108,6,6,16 50 33 44952,1,-53,177
110,6,6,16 50 33 44986,1,-53,171
111,6,6,16 50 33 45019,1,-53,171
113,6,6,16 50 34 45053,1,-55,174
115,6,6,16 50 34 45085,1,-53,171
116,6,6,16 50 34 45119,1,-53,174
117,6,6,16 50 34 45153,1,-53,171
119,6,6,16 50 34 45187,1,-53,174
121,6,6,16 50 34 45219,1,-53,171
123,6,6,16 50 34 45253,1,-53,171
125,6,6,16 50 34 45285,1,-52,171
126,6,6,16 50 34 45319,1,-53,174
127,6,6,16 50 34 45337,1,-53,174
130,6,6,16 50 34 45386,1,-53,171
131,6,6,16 50 34 45403,1,-55,171
0,6,7,16 50 36 47702,1,-56,171
2,6,7,16 50 36 47753,1,-53,171
3,6,7,16 50 36 47769,1,-53,168
5,6,7,16 50 36 47803,1,-53,168
7,6,7,16 50 36 47836,1,-55,171
9,6,7,16 50 36 47869,1,-55,168
11,6,7,16 50 36 47903,1,-55,174
13,6,7,16 50 36 47935,1,-55,171
15,6,7,16 50 36 47969,1,-55,174
16,6,7,16 50 36 48003,1,-53,174
17,6,7,16 50 36 48019,1,-53,174
19,6,7,16 50 37 48053,1,-53,174
22,6,7,16 50 37 48103,3,-57,171
23,6,7,16 50 37 48120,1,-55,171
25,6,7,16 50 37 48154,3,-57,174
26,6,7,16 50 37 48170,1,-55,171
27,6,7,16 50 37 48187,1,-55,168
28,6,7,16 50 37 48220,3,-57,174
29,6,7,16 50 37 48236,1,-55,168
33,6,7,16 50 37 48303,1,-55,171
35,6,7,16 50 37 48336,1,-55,168
37,6,7,16 50 37 48370,1,-55,168
38,6,7,16 50 37 48387,1,-55,171
40,6,7,16 50 37 48419,1,-55,171
42,6,7,16 50 37 48453,1,-55,171
44,6,7,16 50 37 48487,1,-55,174
46,6,7,16 50 37 48520,1,-55,174
48,6,7,16 50 37 48553,1,-55,168
50,6,7,16 50 37 48586,1,-53,177
52,6,7,16 50 37 48620,1,-53,174
54,6,7,16 50 37 48653,1,-55,174
56,6,7,16 50 37 48686,1,-53,174
59,6,7,16 50 37 48736,3,-56,171
61,6,7,16 50 37 48769,1,-52,174
62,6,7,16 50 37 48803,4,-57,174
63,6,7,16 50 37 48819,3,-55,174
64,6,7,16 50 37 48836,1,-50,174
65,6,7,16 50 37 48853,3,-55,174
66,6,7,16 50 37 48870,1,-51,168
67,6,7,16 50 37 48903,1,-51,168
68,6,7,16 50 37 48919,3,-53,174
69,6,7,16 50 37 48935,3,-55,174
70,6,7,16 50 37 48952,1,-51,174
71,6,7,16 50 37 48970,1,-51,168
72,6,7,16 50 37 49002,3,-52,171
73,6,7,16 50 38 49053,3,-52,171
74,6,7,16 50 38 49069,1,-51,174
75,6,7,16 50 38 49085,3,-52,171
76,6,7,16 50 38 49103,1,-52,168
77,6,7,16 50 38 49119,3,-52,171
78,6,7,16 50 38 49136,1,-52,171
80,6,7,16 50 38 49168,1,-52,171
81,6,7,16 50 38 49186,3,-51,168
82,6,7,16 50 38 49202,3,-52,174
83,6,7,16 50 38 49220,1,-52,174
85,6,7,16 50 38 49253,3,-52,171
86,6,7,16 50 38 49269,1,-52,171
88,6,7,16 50 38 49304,3,-52,171
89,6,7,16 50 38 49320,1,-52,171
