,run,activity,time,id,RSSI,phase
90,4,6,16 47 53 45961,1,-55,174
91,4,6,16 47 53 45994,1,-55,171
93,4,6,16 47 53 46026,1,-55,174
94,4,6,16 47 53 46060,1,-55,171
96,4,6,16 47 53 46095,1,-55,174
98,4,6,16 47 53 46127,1,-55,171
99,4,6,16 47 53 46161,1,-56,174
100,4,6,16 47 53 46177,1,-56,174
102,4,6,16 47 53 46211,1,-55,171
104,4,6,16 47 53 46244,1,-57,168
106,4,6,16 47 53 46295,1,-56,171
107,4,6,16 47 53 46327,1,-57,174
108,4,6,16 47 53 46360,1,-56,168
109,4,6,16 47 53 46393,1,-56,174
110,4,6,16 47 53 46411,1,-56,174
113,4,6,16 47 53 46461,1,-56,174
116,4,6,16 47 53 46511,1,-57,174
117,4,6,16 47 53 46528,1,-55,171
118,4,6,16 47 53 46544,1,-55,174
120,4,6,16 47 54 46577,1,-55,171
122,4,6,16 47 54 46610,1,-55,171
0,4,7,16 47 56 49377,1,-56,171
2,4,7,16 47 56 49411,1,-57,174
4,4,7,16 47 56 49445,1,-57,171
6,4,7,16 47 56 49478,1,-57,163
8,4,7,16 47 56 49528,1,-58,171
10,4,7,16 47 57 49561,1,-58,174
12,4,7,16 47 57 49593,1,-58,171
14,4,7,16 47 57 49627,1,-57,174
16,4,7,16 47 57 49662,1,-55,174
18,4,7,16 47 57 49694,1,-56,171
23,4,7,16 47 57 49778,3,-58,174
24,4,7,16 47 57 49794,1,-56,171
25,4,7,16 47 57 49811,3,-58,174
28,4,7,16 47 57 49860,3,-58,171
30,4,7,16 47 57 49894,3,-58,171
31,4,7,16 47 57 49911,1,-58,174
33,4,7,16 47 57 49945,1,-57,168
37,4,7,16 47 57 50011,1,-55,171
39,4,7,16 47 57 50043,1,-55,174
41,4,7,16 47 57 50077,1,-55,171
42,4,7,16 47 57 50111,1,-55,171
44,4,7,16 47 57 50144,1,-53,174
46,4,7,16 47 57 50178,1,-53,174
47,4,7,16 47 57 50195,1,-53,171
49,4,7,16 47 57 50228,1,-53,174
51,4,7,16 47 57 50261,1,-53,171
53,4,7,16 47 57 50311,1,-52,168
54,4,7,16 47 57 50345,1,-52,174
55,4,7,16 47 57 50377,1,-52,171
56,4,7,16 47 57 50410,1,-52,174
57,4,7,16 47 57 50428,1,-52,171
60,4,7,16 47 57 50477,1,-52,174
61,4,7,16 47 57 50494,1,-52,174
62,4,7,16 47 57 50512,3,-57,171
63,4,7,16 47 57 50527,1,-52,174
64,4,7,16 47 57 50545,3,-55,171
67,4,7,16 47 58 50594,3,-55,174
68,4,7,16 47 58 50611,1,-52,171
69,4,7,16 47 58 50627,1,-52,174
70,4,7,16 47 58 50643,3,-53,174
72,4,7,16 47 58 50678,1,-52,174
73,4,7,16 47 58 50695,3,-53,174
74,4,7,16 47 58 50711,3,-52,168
75,4,7,16 47 58 50728,1,-53,171
76,4,7,16 47 58 50744,3,-52,171
77,4,7,16 47 58 50761,1,-55,171
80,4,7,16 47 58 50811,1,-55,171
81,4,7,16 47 58 50828,3,-52,171
83,4,7,16 47 58 50860,1,-55,171
84,4,7,16 47 58 50878,3,-51,174
85,4,7,16 47 58 50911,1,-55,171
88,4,7,16 47 58 50961,1,-55,171
89,4,7,16 47 58 50978,3,-51,171
90,4,7,16 47 58 50994,3,-52,168
91,4,7,16 47 58 51011,1,-56,174
93,4,7,16 47 58 51043,1,-57,171
94,4,7,16 47 58 51061,3,-52,171
96,4,7,16 47 58 51095,3,-52,174
97,4,7,16 47 58 51111,1,-56,171
98,4,7,16 47 58 51145,3,-51,174
99,4,7,16 47 58 51161,1,-57,168
100,4,7,16 47 58 51178,3,-52,174
101,4,7,16 47 58 51195,1,-55,168
102,4,7,16 47 58 51211,1,-58,174
103,4,7,16 47 58 51228,3,-51,171
104,4,7,16 47 58 51245,3,-52,171
106,4,7,16 47 58 51278,1,-57,168
108,4,7,16 47 58 51311,1,-57,174
109,4,7,16 47 58 51328,3,-51,174
110,4,7,16 47 58 51345,3,-52,174
111,4,7,16 47 58 51361,1,-57,174
114,4,7,16 47 58 51411,3,-52,171
115,4,7,16 47 58 51428,1,-57,174
116,4,7,16 47 58 51444,3,-52,174
118,4,7,16 47 58 51478,3,-52,177
120,4,7,16 47 58 51511,3,-51,174
123,4,7,16 47 59 51561,1,-58,168
124,4,7,16 47 59 51578,3,-51,174
125,4,7,16 47 59 51594,3,-52,174
126,4,7,16 47 59 51611,1,-59,168
127,4,7,16 47 59 51628,3,-52,174
130,4,7,16 47 59 51678,3,-52,174
133,4,7,16 47 59 51728,3,-52,171
134,4,7,16 47 59 51744,1,-58,174
136,4,7,16 47 59 51778,1,-58,171
0,4,8,16 48 1 54011,3,-53,171
2,4,8,16 48 1 54061,3,-53,174
3,4,8,16 48 1 54078,1,-51,174
4,4,8,16 48 1 54111,1,-52,171
5,4,8,16 48 1 54144,3,-52,174
6,4,8,16 48 1 54161,1,-51,174
7,4,8,16 48 1 54177,3,-52,171
8,4,8,16 48 1 54193,3,-53,171
9,4,8,16 48 1 54210,1,-51,174
12,4,8,16 48 1 54262,3,-53,174
13,4,8,16 48 1 54278,1,-51,171
14,4,8,16 48 1 54294,3,-55,171
15,4,8,16 48 1 54310,1,-51,168
17,4,8,16 48 1 54345,3,-55,174
18,4,8,16 48 1 54361,1,-51,174
19,4,8,16 48 1 54378,3,-55,174
20,4,8,16 48 1 54395,1,-50,171
22,4,8,16 48 1 54428,3,-56,171
23,4,8,16 48 1 54444,1,-50,174
24,4,8,16 48 1 54461,1,-53,171
25,4,8,16 48 1 54478,3,-55,171
26,4,8,16 48 1 54494,1,-53,171
27,4,8,16 48 1 54511,3,-55,174
29,4,8,16 48 1 54544,1,-53,174
30,4,8,16 48 2 54561,3,-55,174
31,4,8,16 48 2 54578,3,-57,171
32,4,8,16 48 2 54594,1,-53,171
33,4,8,16 48 2 54611,1,-55,171
35,4,8,16 48 2 54644,3,-58,171
37,4,8,16 48 2 54678,1,-55,171
38,4,8,16 48 2 54694,3,-58,174
40,4,8,16 48 2 54728,1,-58,174
41,4,8,16 48 2 54744,2,-58,174
45,4,8,16 48 2 54811,1,-56,171
46,4,8,16 48 2 54828,2,-55,174
47,4,8,16 48 2 54844,1,-56,171
48,4,8,16 48 2 54861,2,-55,174
49,4,8,16 48 2 54878,2,-55,174
50,4,8,16 48 2 54894,1,-56,171
52,4,8,16 48 2 54927,1,-56,171
53,4,8,16 48 2 54944,2,-55,168
55,4,8,16 48 2 54977,1,-56,171
56,4,8,16 48 2 54994,2,-55,174
57,4,8,16 48 2 55011,2,-55,171
58,4,8,16 48 2 55028,1,-56,165
59,4,8,16 48 2 55045,1,-57,171
60,4,8,16 48 2 55062,2,-55,171
61,4,8,16 48 2 55095,1,-55,174
62,4,8,16 48 2 55128,2,-58,174
65,4,8,16 48 2 55178,2,-57,168
66,4,8,16 48 2 55194,1,-55,171
67,4,8,16 48 2 55211,1,-55,171
68,4,8,16 48 2 55228,1,-55,171
70,4,8,16 48 2 55278,1,-53,171
71,4,8,16 48 2 55311,1,-53,171
72,4,8,16 48 2 55344,1,-53,168
73,4,8,16 48 2 55378,1,-53,171
74,4,8,16 48 2 55411,1,-53,174
76,4,8,16 48 2 55445,1,-55,171
77,4,8,16 48 2 55478,1,-55,177
79,4,8,16 48 2 55511,1,-55,174
81,4,8,16 48 2 55545,1,-55,168
83,4,8,16 48 3 55578,1,-55,168
85,4,8,16 48 3 55611,1,-55,165
86,4,8,16 48 3 55645,1,-55,171
88,4,8,16 48 3 55678,1,-55,174
89,4,8,16 48 3 55695,1,-55,171
91,4,8,16 48 3 55744,1,-55,171
92,4,8,16 48 3 55762,1,-55,174
94,4,8,16 48 3 55794,1,-56,174
95,4,8,16 48 3 55811,1,-55,171
97,4,8,16 48 3 55861,1,-55,171
99,4,8,16 48 3 55894,1,-55,171
102,4,8,16 48 3 55945,1,-55,174
105,4,8,16 48 3 55995,1,-55,171
108,4,8,16 48 3 56044,1,-55,174
109,4,8,16 48 3 56078,1,-53,171
110,4,8,16 48 3 56094,1,-55,174
112,4,8,16 48 3 56128,1,-55,174
114,4,8,16 48 3 56161,1,-53,168
116,4,8,16 48 3 56194,1,-55,171
118,4,8,16 48 3 56228,1,-55,177
120,4,8,16 48 3 56261,1,-55,168
122,4,8,16 48 3 56294,1,-55,171
124,4,8,16 48 3 56327,2,-58,168
126,4,8,16 48 3 56360,1,-53,174
128,4,8,16 48 3 56395,1,-55,171
130,4,8,16 48 3 56428,2,-59,171
131,4,8,16 48 3 56445,1,-55,174
132,4,8,16 48 3 56461,1,-55,171
134,4,8,16 48 3 56494,1,-55,171
136,4,8,16 48 3 56528,1,-55,171
138,4,8,16 48 4 56561,1,-55,171
140,4,8,16 48 4 56595,1,-55,168
142,4,8,16 48 4 56628,1,-55,0
144,4,8,16 48 4 56661,1,-55,174
146,4,8,16 48 4 56695,1,-55,174
148,4,8,16 48 4 56728,1,-55,171
150,4,8,16 48 4 56761,1,-55,174
152,4,8,16 48 4 56794,1,-55,171
0,4,9,16 48 6 58960,1,-55,171
2,4,9,16 48 6 58995,1,-55,174
4,4,9,16 48 6 59027,1,-53,174
5,4,9,16 48 6 59062,1,-52,174
6,4,9,16 48 6 59078,2,-57,171
8,4,9,16 48 6 59111,1,-52,171
9,4,9,16 48 6 59129,2,-55,168
10,4,9,16 48 6 59145,2,-55,171
11,4,9,16 48 6 59161,1,-51,174
12,4,9,16 48 6 59178,1,-51,168
13,4,9,16 48 6 59194,2,-56,171
15,4,9,16 48 6 59244,1,-51,174
17,4,9,16 48 6 59294,1,-51,174
18,4,9,16 48 6 59311,2,-55,174
20,4,9,16 48 6 59344,2,-55,171
21,4,9,16 48 6 59361,1,-51,174
22,4,9,16 48 6 59379,1,-50,174
23,4,9,16 48 6 59412,2,-55,168
24,4,9,16 48 6 59428,3,-58,174
25,4,9,16 48 6 59444,1,-49,174
27,4,9,16 48 6 59478,1,-49,174
28,4,9,16 48 6 59494,3,-57,171
29,4,9,16 48 6 59512,2,-58,168
32,4,9,16 48 7 59561,1,-49,171
33,4,9,16 48 7 59578,2,-56,174
34,4,9,16 48 7 59611,3,-56,174
35,4,9,16 48 7 59628,2,-57,174
36,4,9,16 48 7 59645,2,-57,174
37,4,9,16 48 7 59661,1,-49,174
38,4,9,16 48 7 59694,1,-47,171
39,4,9,16 48 7 59711,3,-55,171
41,4,9,16 48 7 59745,3,-56,171
42,4,9,16 48 7 59761,1,-47,174
43,4,9,16 48 7 59778,2,-57,174
45,4,9,16 48 7 59811,3,-55,168
46,4,9,16 48 7 59828,1,-47,174
47,4,9,16 48 7 59861,2,-57,171
48,4,9,16 48 7 59878,2,-57,171
49,4,9,16 48 7 59895,1,-47,177
50,4,9,16 48 7 59912,3,-55,168
52,4,9,16 48 7 59945,1,-47,171
54,4,9,16 48 7 59976,3,-55,171
55,4,9,16 48 7 60012,2,-57,174
57,4,9,16 48 7 60045,3,-55,171
58,4,9,16 48 7 60078,3,-55,174
59,4,9,16 48 7 60128,2,-57,174
60,4,9,16 48 7 60144,1,-47,174
61,4,9,16 48 7 60178,1,-47,171
62,4,9,16 48 7 60194,2,-57,171
64,4,9,16 48 7 60228,2,-56,168
65,4,9,16 48 7 60244,1,-47,171
66,4,9,16 48 7 60311,1,-47,174
67,4,9,16 48 7 60328,2,-57,174
69,4,9,16 48 7 60362,1,-47,177
71,4,9,16 48 7 60395,2,-57,171
72,4,9,16 48 7 60428,1,-47,168
73,4,9,16 48 7 60445,3,-53,174
74,4,9,16 48 7 60495,1,-49,174
75,4,9,16 48 7 60511,3,-53,174
76,4,9,16 48 7 60528,1,-47,174
77,4,9,16 48 7 60545,3,-53,174
78,4,9,16 48 8 60562,2,-55,171
0,4,10,16 48 13 66195,3,-55,171
1,4,10,16 48 13 66212,2,-57,174
2,4,10,16 48 13 66228,1,-49,171
3,4,10,16 48 13 66245,2,-57,174
4,4,10,16 48 13 66262,3,-55,174
5,4,10,16 48 13 66295,2,-57,174
6,4,10,16 48 13 66311,1,-49,174
7,4,10,16 48 13 66328,3,-55,174
8,4,10,16 48 13 66345,1,-49,174
10,4,10,16 48 13 66378,2,-58,171
11,4,10,16 48 13 66395,3,-55,168
12,4,10,16 48 13 66445,2,-55,171
13,4,10,16 48 13 66462,3,-55,171
14,4,10,16 48 13 66528,2,-55,171
15,4,10,16 48 13 66545,1,-49,171
17,4,10,16 48 14 66595,1,-49,174
18,4,10,16 48 14 66612,3,-53,171
19,4,10,16 48 14 66628,1,-49,174
20,4,10,16 48 14 66645,2,-55,171
21,4,10,16 48 14 66662,3,-55,168
23,4,10,16 48 14 66695,1,-49,174
24,4,10,16 48 14 66712,3,-55,171
25,4,10,16 48 14 66729,2,-55,171
27,4,10,16 48 14 66761,2,-55,168
28,4,10,16 48 14 66779,1,-47,171
29,4,10,16 48 14 66812,3,-53,174
31,4,10,16 48 14 66845,2,-55,0
32,4,10,16 48 14 66862,1,-49,168
33,4,10,16 48 14 66879,3,-55,174
35,4,10,16 48 14 66912,2,-56,171
36,4,10,16 48 14 66928,1,-49,171
37,4,10,16 48 14 66962,1,-49,171
39,4,10,16 48 14 67012,1,-47,171
40,4,10,16 48 14 67045,1,-49,168
41,4,10,16 48 14 67078,1,-49,174
42,4,10,16 48 14 67095,3,-55,171
43,4,10,16 48 14 67112,2,-55,174
46,4,10,16 48 14 67161,3,-55,168
47,4,10,16 48 14 67178,2,-55,174
48,4,10,16 48 14 67212,3,-55,171
49,4,10,16 48 14 67228,2,-55,174
52,4,10,16 48 14 67278,3,-55,174
53,4,10,16 48 14 67295,2,-55,171
54,4,10,16 48 14 67328,1,-49,171
55,4,10,16 48 14 67345,2,-55,171
57,4,10,16 48 14 67395,1,-49,171
58,4,10,16 48 14 67428,3,-53,174
59,4,10,16 48 14 67462,1,-49,171
60,4,10,16 48 14 67479,3,-53,174
61,4,10,16 48 14 67512,2,-53,174
62,4,10,16 48 14 67528,3,-55,171
63,4,10,16 48 14 67545,2,-53,171
64,4,10,16 48 15 67562,1,-49,174
65,4,10,16 48 15 67578,3,-53,174
67,4,10,16 48 15 67612,1,-49,171
68,4,10,16 48 15 67629,2,-52,171
69,4,10,16 48 15 67662,2,-53,174
70,4,10,16 48 15 67678,3,-52,171
72,4,10,16 48 15 67712,1,-49,174
73,4,10,16 48 15 67729,3,-52,171
74,4,10,16 48 15 67795,1,-49,174
75,4,10,16 48 15 67812,3,-52,174
76,4,10,16 48 15 67862,1,-49,168
77,4,10,16 48 15 67912,3,-52,171
78,4,10,16 48 15 67928,2,-55,171
79,4,10,16 48 15 67945,1,-49,171
80,4,10,16 48 15 67962,3,-55,171
81,4,10,16 48 15 67978,2,-53,168
82,4,10,16 48 15 68012,1,-51,171
83,4,10,16 48 15 68028,3,-55,171
84,4,10,16 48 15 68062,1,-51,171
85,4,10,16 48 15 68078,3,-55,174
86,4,10,16 48 15 68095,2,-55,171
87,4,10,16 48 15 68128,1,-51,174
88,4,10,16 48 15 68144,2,-55,174
89,4,10,16 48 15 68162,3,-55,177
91,4,10,16 48 15 68195,2,-55,174
92,4,10,16 48 15 68212,1,-50,171
93,4,10,16 48 15 68244,1,-49,171
94,4,10,16 48 15 68262,2,-55,174
95,4,10,16 48 15 68279,1,-51,174
97,4,10,16 48 15 68312,2,-55,171
98,4,10,16 48 15 68329,3,-53,174
99,4,10,16 48 15 68345,1,-50,168
100,4,10,16 48 15 68362,3,-53,168
101,4,10,16 48 15 68378,1,-49,171
102,4,10,16 48 15 68394,3,-53,171
103,4,10,16 48 15 68412,2,-55,174
104,4,10,16 48 15 68428,2,-53,171
105,4,10,16 48 15 68445,3,-53,168
106,4,10,16 48 15 68462,1,-49,171
108,4,10,16 48 15 68495,1,-49,174
109,4,10,16 48 15 68512,2,-55,174
110,4,10,16 48 15 68546,3,-53,171
111,4,10,16 48 16 68562,2,-53,174
113,4,10,16 48 16 68595,3,-53,174
114,4,10,16 48 16 68612,1,-49,171
115,4,10,16 48 16 68646,1,-49,168
116,4,10,16 48 16 68662,3,-53,171
118,4,10,16 48 16 68695,2,-55,171
119,4,10,16 48 16 68712,1,-49,171
120,4,10,16 48 16 68762,1,-49,174
121,4,10,16 48 16 68778,3,-53,174
122,4,10,16 48 16 68812,3,-53,168
123,4,10,16 48 16 68862,3,-53,171
124,4,10,16 48 16 68879,1,-49,174
125,4,10,16 48 16 68895,2,-55,174
126,4,10,16 48 16 68912,1,-50,174
127,4,10,16 48 16 68945,1,-51,168
128,4,10,16 48 16 68962,3,-55,174
129,4,10,16 48 16 68979,1,-51,171
131,4,10,16 48 16 69028,2,-55,174
132,4,10,16 48 16 69112,2,-55,171
134,4,10,16 48 16 69146,3,-55,171
135,4,10,16 48 16 69162,1,-51,168
136,4,10,16 48 16 69245,3,-55,174
137,4,10,16 48 16 69262,1,-52,174
139,4,10,16 48 16 69312,1,-51,174
140,4,10,16 48 16 69329,2,-53,174
142,4,10,16 48 16 69362,3,-55,171
144,4,10,16 48 16 69395,2,-53,171
145,4,10,16 48 16 69429,3,-55,171
146,4,10,16 48 16 69446,1,-49,174
147,4,10,16 48 16 69495,2,-52,174
148,4,10,16 48 16 69512,1,-49,168
149,4,10,16 48 16 69529,2,-52,171
150,4,10,16 48 16 69545,3,-55,174
151,4,10,16 48 17 69562,1,-49,171
152,4,10,16 48 17 69578,3,-55,174
153,4,10,16 48 17 69595,1,-49,177
154,4,10,16 48 17 69612,2,-52,168
155,4,10,16 48 17 69628,3,-53,174
157,4,10,16 48 17 69662,2,-52,168
158,4,10,16 48 17 69678,1,-49,168
159,4,10,16 48 17 69695,3,-55,174
160,4,10,16 48 17 69712,2,-52,171
161,4,10,16 48 17 69762,2,-52,168
162,4,10,16 48 17 69795,2,-53,174
164,4,10,16 48 17 69828,1,-49,174
165,4,10,16 48 17 69862,3,-55,174
166,4,10,16 48 17 69878,2,-52,171
0,4,11,16 48 20 72845,1,-49,171
1,4,11,16 48 20 72862,1,-49,174
2,4,11,16 48 20 72895,2,-52,171
3,4,11,16 48 20 72912,3,-53,177
5,4,11,16 48 20 72962,1,-49,174
6,4,11,16 48 20 72979,3,-53,174
7,4,11,16 48 20 73028,1,-49,174
8,4,11,16 48 20 73045,3,-53,174
9,4,11,16 48 20 73079,3,-53,174
10,4,11,16 48 20 73096,2,-55,171
11,4,11,16 48 20 73112,1,-49,174
12,4,11,16 48 20 73129,3,-53,171
13,4,11,16 48 20 73146,2,-55,174
16,4,11,16 48 20 73212,1,-49,168
17,4,11,16 48 20 73229,3,-53,174
18,4,11,16 48 20 73262,1,-49,174
19,4,11,16 48 20 73279,2,-55,171
20,4,11,16 48 20 73295,2,-55,174
21,4,11,16 48 20 73312,3,-53,171
22,4,11,16 48 20 73345,3,-55,174
23,4,11,16 48 20 73362,1,-49,174
24,4,11,16 48 20 73379,3,-53,174
25,4,11,16 48 20 73396,2,-55,171
26,4,11,16 48 20 73429,1,-49,174
27,4,11,16 48 20 73445,3,-55,171
28,4,11,16 48 20 73462,2,-55,174
30,4,11,16 48 20 73495,2,-55,174
31,4,11,16 48 20 73512,1,-49,174
32,4,11,16 48 20 73529,3,-55,174
33,4,11,16 48 21 73561,1,-49,174
34,4,11,16 48 21 73578,2,-55,171
35,4,11,16 48 21 73595,3,-53,174
37,4,11,16 48 21 73628,1,-49,177
38,4,11,16 48 21 73645,3,-53,174
39,4,11,16 48 21 73679,1,-49,171
40,4,11,16 48 21 73695,3,-53,174
42,4,11,16 48 21 73729,1,-50,174
44,4,11,16 48 21 73762,2,-55,171
45,4,11,16 48 21 73796,1,-51,174
46,4,11,16 48 21 73812,2,-55,171
47,4,11,16 48 21 73829,3,-55,174
49,4,11,16 48 21 73862,2,-55,168
50,4,11,16 48 21 73878,1,-51,174
51,4,11,16 48 21 73912,1,-50,174
52,4,11,16 48 21 73928,3,-55,174
53,4,11,16 48 21 73945,3,-55,174
54,4,11,16 48 21 73979,3,-55,171
55,4,11,16 48 21 73996,2,-55,174
56,4,11,16 48 21 74046,3,-53,174
57,4,11,16 48 21 74062,2,-55,171
61,4,11,16 48 21 74128,1,-50,174
62,4,11,16 48 21 74145,3,-53,171
63,4,11,16 48 21 74179,2,-53,171
64,4,11,16 48 21 74195,1,-49,171
65,4,11,16 48 21 74212,2,-55,168
66,4,11,16 48 21 74229,1,-50,174
67,4,11,16 48 21 74262,2,-53,171
68,4,11,16 48 21 74279,3,-53,171
69,4,11,16 48 21 74295,3,-53,174
70,4,11,16 48 21 74345,1,-49,168
71,4,11,16 48 21 74362,3,-52,168
73,4,11,16 48 21 74396,1,-49,174
74,4,11,16 48 21 74412,3,-52,174
75,4,11,16 48 21 74462,1,-49,168
76,4,11,16 48 21 74479,3,-52,171
77,4,11,16 48 21 74496,3,-52,171
78,4,11,16 48 21 74529,1,-49,171
79,4,11,16 48 21 74546,3,-53,171
80,4,11,16 48 22 74579,3,-53,174
81,4,11,16 48 22 74595,2,-51,168
82,4,11,16 48 22 74629,2,-52,168
83,4,11,16 48 22 74645,1,-49,174
84,4,11,16 48 22 74678,3,-52,174
85,4,11,16 48 22 74712,1,-49,177
86,4,11,16 48 22 74728,1,-49,168
87,4,11,16 48 22 74762,1,-49,171
88,4,11,16 48 22 74779,3,-52,174
89,4,11,16 48 22 74812,1,-49,168
90,4,11,16 48 22 74828,3,-53,174
92,4,11,16 48 22 74862,1,-49,174
93,4,11,16 48 22 74879,3,-52,171
94,4,11,16 48 22 74896,2,-55,174
96,4,11,16 48 22 74945,2,-55,177
97,4,11,16 48 22 74962,3,-52,171
98,4,11,16 48 22 74996,2,-53,171
100,4,11,16 48 22 75029,1,-49,174
101,4,11,16 48 22 75046,3,-52,174
102,4,11,16 48 22 75079,3,-52,171
103,4,11,16 48 22 75095,2,-53,174
104,4,11,16 48 22 75112,1,-49,171
105,4,11,16 48 22 75128,3,-52,171
106,4,11,16 48 22 75145,2,-53,168
108,4,11,16 48 22 75179,1,-49,174
109,4,11,16 48 22 75195,3,-53,174
110,4,11,16 48 22 75213,2,-52,168
112,4,11,16 48 22 75245,1,-49,171
113,4,11,16 48 22 75262,2,-52,174
114,4,11,16 48 22 75296,1,-49,171
115,4,11,16 48 22 75313,3,-52,171
117,4,11,16 48 22 75345,2,-53,168
120,4,11,16 48 22 75395,1,-50,174
0,5,1,16 48 48 14489,1,-47,174
1,5,1,16 48 48 14506,2,-53,171
2,5,1,16 48 48 14539,3,-52,171
3,5,1,16 48 48 14556,2,-53,171
4,5,1,16 48 48 14572,3,-52,174
5,5,1,16 48 48 14590,1,-47,174
6,5,1,16 48 48 14606,2,-52,171
8,5,1,16 48 48 14639,2,-53,171
9,5,1,16 48 48 14656,1,-46,174
10,5,1,16 48 48 14706,2,-56,174
11,5,1,16 48 48 14740,3,-55,174
12,5,1,16 48 48 14756,1,-49,174
13,5,1,16 48 48 14773,2,-57,171
15,5,1,16 48 48 14807,3,-55,174
16,5,1,16 48 48 14823,1,-49,171
17,5,1,16 48 48 14840,2,-57,171
18,5,1,16 48 48 14873,2,-56,168
20,5,1,16 48 48 14906,3,-55,171
21,5,1,16 48 48 14922,1,-49,174
22,5,1,16 48 48 14940,1,-49,174
23,5,1,16 48 48 14956,2,-57,174
24,5,1,16 48 48 14972,3,-53,174
25,5,1,16 48 48 14990,1,-49,171
26,5,1,16 48 48 15007,2,-57,165
27,5,1,16 48 48 15024,3,-55,171
28,5,1,16 48 48 15057,1,-49,168
29,5,1,16 48 48 15073,2,-57,174
30,5,1,16 48 49 15139,3,-55,171
31,5,1,16 48 49 15156,1,-49,171
32,5,1,16 48 49 15173,2,-56,171
33,5,1,16 48 49 15189,1,-49,171
35,5,1,16 48 49 15223,2,-57,174
36,5,1,16 48 49 15240,3,-55,171
37,5,1,16 48 49 15273,3,-55,174
38,5,1,16 48 49 15290,1,-49,174
39,5,1,16 48 49 15340,3,-55,174
40,5,1,16 48 49 15356,2,-55,174
41,5,1,16 48 49 15373,1,-49,171
42,5,1,16 48 49 15406,2,-56,168
43,5,1,16 48 49 15423,3,-53,171
44,5,1,16 48 49 15456,3,-53,174
45,5,1,16 48 49 15472,1,-49,171
46,5,1,16 48 49 15489,3,-53,171
47,5,1,16 48 49 15506,2,-55,168
49,5,1,16 48 49 15539,1,-49,174
50,5,1,16 48 49 15556,2,-55,174
51,5,1,16 48 49 15589,1,-49,171
52,5,1,16 48 49 15623,3,-55,174
53,5,1,16 48 49 15639,1,-49,168
54,5,1,16 48 49 15689,1,-50,174
55,5,1,16 48 49 15706,2,-55,174
56,5,1,16 48 49 15723,3,-55,171
59,5,1,16 48 49 15774,3,-55,174
60,5,1,16 48 49 15790,2,-53,168
61,5,1,16 48 49 15823,3,-55,174
62,5,1,16 48 49 15840,1,-49,171
63,5,1,16 48 49 15856,2,-55,174
64,5,1,16 48 49 15906,3,-53,174
65,5,1,16 48 49 15956,1,-49,174
66,5,1,16 48 49 16007,1,-49,171
67,5,1,16 48 49 16023,2,-56,168
68,5,1,16 48 49 16039,1,-47,168
69,5,1,16 48 49 16057,3,-55,168
70,5,1,16 48 49 16073,1,-47,168
71,5,1,16 48 49 16089,3,-55,174
72,5,1,16 48 50 16107,2,-53,174
73,5,1,16 48 50 16123,1,-47,171
74,5,1,16 48 50 16156,2,-55,171
75,5,1,16 48 50 16173,3,-55,171
77,5,1,16 48 50 16207,2,-55,171
78,5,1,16 48 50 16223,1,-47,174
79,5,1,16 48 50 16256,1,-47,171
80,5,1,16 48 50 16273,2,-53,174
81,5,1,16 48 50 16289,2,-55,174
82,5,1,16 48 50 16306,1,-47,174
83,5,1,16 48 50 16324,3,-55,171
84,5,1,16 48 50 16340,1,-47,174
85,5,1,16 48 50 16355,3,-55,171
86,5,1,16 48 50 16374,2,-53,168
89,5,1,16 48 50 16424,3,-53,171
91,5,1,16 48 50 16456,1,-49,171
92,5,1,16 48 50 16506,1,-47,174
93,5,1,16 48 50 16523,2,-55,171
94,5,1,16 48 50 16540,3,-55,174
95,5,1,16 48 50 16556,1,-47,174
96,5,1,16 48 50 16573,2,-55,171
98,5,1,16 48 50 16605,1,-47,174
99,5,1,16 48 50 16623,3,-53,171
100,5,1,16 48 50 16639,2,-55,171
101,5,1,16 48 50 16672,2,-55,174
102,5,1,16 48 50 16690,1,-47,171
103,5,1,16 48 50 16722,3,-53,171
104,5,1,16 48 50 16738,1,-47,174
105,5,1,16 48 50 16774,1,-47,174
106,5,1,16 48 50 16789,3,-55,171
107,5,1,16 48 50 16806,2,-57,171
108,5,1,16 48 50 16824,1,-49,174
109,5,1,16 48 50 16839,3,-53,174
110,5,1,16 48 50 16856,2,-56,174
112,5,1,16 48 50 16906,2,-55,168
113,5,1,16 48 50 16924,3,-53,171
114,5,1,16 48 50 16957,1,-47,174
115,5,1,16 48 50 16973,3,-53,168
116,5,1,16 48 50 16989,1,-47,168
117,5,1,16 48 50 17005,3,-55,171
118,5,1,16 48 50 17023,2,-55,174
119,5,1,16 48 50 17039,1,-47,174
120,5,1,16 48 50 17057,3,-53,177
121,5,1,16 48 50 17073,2,-56,174
0,5,2,16 48 52 18522,2,-55,171
1,5,2,16 48 52 18539,3,-55,174
3,5,2,16 48 52 18573,1,-49,171
4,5,2,16 48 52 18589,3,-53,171
5,5,2,16 48 52 18639,1,-49,174
6,5,2,16 48 52 18673,1,-47,174
7,5,2,16 48 52 18690,3,-53,171
8,5,2,16 48 52 18706,2,-53,174
9,5,2,16 48 52 18723,1,-47,174
10,5,2,16 48 52 18739,3,-55,171
11,5,2,16 48 52 18773,3,-55,168
12,5,2,16 48 52 18790,2,-53,174
14,5,2,16 48 52 18840,3,-55,174
15,5,2,16 48 52 18856,1,-49,171
16,5,2,16 48 52 18890,2,-52,168
17,5,2,16 48 52 18907,3,-53,168
