,run,activity,time,id,RSSI,phase
94,6,2,13 59 25 32209,e2001d871271320b9f,-49,174
95,6,2,13 59 25 32226,e2001d8712171320c120,-56,171
96,6,2,13 59 25 32226,e2001d8712171320c120,-56,171
97,6,2,13 59 25 32259,e2001d8712461320db93,-55,168
98,6,2,13 59 25 32259,e2001d8712461320db93,-55,168
99,6,2,13 59 25 32293,e2001d8712171320c120,-56,171
100,6,2,13 59 25 32309,e2001d871271320b9f,-49,168
101,6,2,13 59 25 32325,e2001d8712461320db93,-57,171
102,6,2,13 59 25 32325,e2001d8712461320db93,-57,171
103,6,2,13 59 25 32359,e2001d8712461320db93,-55,174
104,6,2,13 59 25 32376,e2001d871271320b9f,-49,171
105,6,2,13 59 25 32392,e2001d8712171320c120,-57,171
106,6,2,13 59 26 32443,e2001d8712461320db93,-55,168
107,6,2,13 59 26 32460,e2001d871271320b9f,-49,171
108,6,2,13 59 26 32492,e2001d8712461320db93,-55,174
109,6,2,13 59 26 32508,e2001d8712171320c120,-53,171
110,6,2,13 59 26 32508,e2001d8712171320c120,-53,171
111,6,2,13 59 26 32543,e2001d8712171320c120,-53,168
112,6,2,13 59 26 32559,e2001d871271320b9f,-49,171
113,6,2,13 59 26 32575,e2001d8712461320db93,-55,174
114,6,2,13 59 26 32592,e2001d8712171320c120,-52,171
115,6,2,13 59 26 32609,e2001d871271320b9f,-49,174
116,6,2,13 59 26 32626,e2001d8712461320db93,-55,171
117,6,2,13 59 26 32626,e2001d8712461320db93,-55,171
118,6,2,13 59 26 32626,e2001d8712461320db93,-55,171
119,6,2,13 59 26 32676,e2001d8712461320db93,-55,171
120,6,2,13 59 26 32693,e2001d871271320b9f,-49,171
121,6,2,13 59 26 32708,e2001d8712171320c120,-52,174
122,6,2,13 59 26 32726,e2001d871271320b9f,-49,174
123,6,2,13 59 26 32743,e2001d8712171320c120,-52,171
124,6,2,13 59 26 32760,e2001d8712461320db93,-55,171
0,6,3,13 59 27 34343,e2001d871271320b9f,-49,174
1,6,3,13 59 27 34376,e2001d8712461320db93,-53,171
2,6,3,13 59 27 34409,e2001d871271320b9f,-49,174
3,6,3,13 59 28 34426,e2001d8712171320c120,-51,174
4,6,3,13 59 28 34426,e2001d8712171320c120,-51,174
5,6,3,13 59 28 34459,e2001d8712461320db93,-55,171
6,6,3,13 59 28 34459,e2001d8712461320db93,-55,171
7,6,3,13 59 28 34492,e2001d871271320b9f,-49,171
8,6,3,13 59 28 34508,e2001d8712461320db93,-53,174
9,6,3,13 59 28 34543,e2001d8712171320c120,-51,171
