, ,run,activity,time,id,RSSI,phase
962,,2,2,13 39 39 23494,4,-49,174
963,,2,2,13 39 39 23511,2,-55,174
964,,2,2,13 39 39 23528,4,-49,174
965,,2,2,13 39 39 23562,3,-52,171
966,,2,2,13 39 39 23611,2,-55,174
967,,2,2,13 39 40 23627,4,-49,174
968,,2,2,13 39 40 23661,4,-49,174
969,,2,2,13 39 40 23694,4,-50,171
970,,2,2,13 39 40 23711,3,-53,171
971,,2,2,13 39 40 23727,2,-55,174
972,,2,2,13 39 40 23744,4,-50,168
973,,2,2,13 39 40 23761,2,-55,171
974,,2,2,13 39 40 23777,2,-52,171
975,,2,2,13 39 40 23794,4,-50,171
976,,2,2,13 39 40 23828,2,-52,174
977,,2,2,13 39 40 23845,4,-50,171
978,,2,2,13 39 40 23861,2,-52,174
979,,2,2,13 39 40 23877,4,-51,168
980,,2,2,13 39 40 23894,4,-50,174
981,,2,2,13 39 40 23911,2,-52,171
982,,2,2,13 39 40 23928,4,-50,171
983,,2,2,13 39 40 23945,2,-52,171
984,,2,2,13 39 40 23978,2,-52,171
985,,2,2,13 39 40 23994,4,-50,171
986,,2,2,13 39 40 24027,4,-50,174
987,,2,2,13 39 40 24061,4,-49,174
988,,2,2,13 39 40 24095,2,-57,174
989,,2,2,13 39 40 24111,4,-50,168
990,,2,2,13 39 40 24145,4,-50,174
991,,2,2,13 39 40 24160,3,-55,171
992,,2,2,13 39 40 24178,3,-55,174
993,,2,2,13 39 40 24194,4,-50,174
994,,2,2,13 39 40 24211,2,-57,168
995,,2,2,13 39 40 24245,3,-55,171
996,,2,2,13 39 40 24262,4,-50,168
997,,2,2,13 39 40 24278,2,-57,168
998,,2,2,13 39 40 24312,4,-50,171
999,,2,2,13 39 40 24344,2,-57,177
1000,,2,2,13 39 40 24362,3,-55,168
1001,,2,2,13 39 40 24377,4,-50,171
1002,,2,2,13 39 40 24393,2,-57,174
1003,,2,2,13 39 40 24428,2,-55,171
1004,,2,2,13 39 40 24444,3,-55,168
1005,,2,2,13 39 40 24478,2,-55,174
1006,,2,2,13 39 40 24494,3,-55,174
1007,,2,2,13 39 40 24511,3,-57,171
1008,,2,2,13 39 40 24527,2,-53,174
1009,,2,2,13 39 40 24561,4,-49,174
1010,,2,2,13 39 40 24578,2,-52,171
1011,,2,2,13 39 40 24612,2,-53,174
1012,,2,2,13 39 41 24628,4,-49,171
1013,,2,2,13 39 41 24661,2,-53,171
1014,,2,2,13 39 41 24678,3,-56,177
1015,,2,2,13 39 41 24694,2,-53,174
1016,,2,2,13 39 41 24712,4,-49,174
1017,,2,2,13 39 41 24729,3,-55,174
1081,,2,4,13 39 47 30662,3,-57,171
1082,,2,4,13 39 47 30695,4,-50,174
1083,,2,4,13 39 47 30712,3,-55,174
1084,,2,4,13 39 47 30762,2,-53,174
1085,,2,4,13 39 47 30778,4,-51,174
1086,,2,4,13 39 47 30795,2,-55,174
1087,,2,4,13 39 47 30812,4,-51,171
1088,,2,4,13 39 47 30828,4,-52,171
1089,,2,4,13 39 47 30845,2,-52,174
1090,,2,4,13 39 47 30862,2,-52,174
1091,,2,4,13 39 47 30877,4,-51,174
1092,,2,4,13 39 47 30912,2,-52,168
1093,,2,4,13 39 47 30929,4,-52,174
1094,,2,4,13 39 47 30945,2,-52,174
1095,,2,4,13 39 47 30962,4,-52,168
1096,,2,4,13 39 47 30978,4,-52,174
1097,,2,4,13 39 47 31012,4,-51,174
1098,,2,4,13 39 47 31028,2,-53,171
1099,,2,4,13 39 47 31044,3,-57,171
1100,,2,4,13 39 47 31061,3,-57,168
1101,,2,4,13 39 47 31078,4,-52,171
1102,,2,4,13 39 47 31094,2,-55,171
1103,,2,4,13 39 47 31128,2,-55,171
1104,,2,4,13 39 47 31145,4,-52,171
1105,,2,4,13 39 47 31161,2,-55,163
1106,,2,4,13 39 47 31179,4,-52,174
1107,,2,4,13 39 47 31195,4,-52,174
1108,,2,4,13 39 47 31212,2,-57,171
1109,,2,4,13 39 47 31262,2,-57,171
1110,,2,4,13 39 47 31279,4,-52,174
1111,,2,4,13 39 47 31294,4,-55,174
1112,,2,4,13 39 47 31327,4,-55,174
1113,,2,4,13 39 47 31379,4,-55,174
1114,,2,4,13 39 47 31394,2,-56,174
1115,,2,4,13 39 47 31412,4,-56,171
1116,,2,4,13 39 47 31428,2,-58,174
1117,,2,4,13 39 47 31444,4,-55,174
1118,,2,4,13 39 47 31479,4,-55,174
1119,,2,4,13 39 47 31512,4,-55,174
1120,,2,4,13 39 47 31544,4,-58,174
1121,,2,4,13 39 47 31579,4,-56,171
1122,,2,4,13 39 47 31612,4,-55,171
1123,,2,4,13 39 48 31645,4,-55,174
1124,,2,4,13 39 48 31679,4,-55,171
1125,,2,4,13 39 48 31694,4,-55,174
1126,,2,4,13 39 48 31729,4,-55,174
1127,,2,4,13 39 48 31762,4,-55,171
1128,,2,4,13 39 48 31795,4,-55,174
1129,,2,4,13 39 48 31828,4,-53,171
1130,,2,4,13 39 48 31861,4,-55,174
1131,,2,4,13 39 48 31895,4,-55,174
1132,,2,4,13 39 48 31928,4,-55,171
1133,,2,4,13 39 48 31962,4,-55,174
1134,,2,4,13 39 48 31995,3,-55,174
1135,,2,4,13 39 48 32011,4,-51,174
1136,,2,4,13 39 48 32029,3,-56,174
1137,,2,4,13 39 48 32045,4,-51,168
1138,,2,4,13 39 48 32061,4,-51,171
1139,,2,4,13 39 48 32078,3,-55,171
1140,,2,4,13 39 48 32112,4,-50,171
1141,,2,4,13 39 48 32129,3,-55,174
1142,,2,4,13 39 48 32145,4,-50,171
1143,,2,4,13 39 48 32162,3,-55,171
1144,,2,4,13 39 48 32195,4,-50,171
1145,,2,4,13 39 48 32211,3,-55,174
1146,,2,4,13 39 48 32228,3,-55,171
1147,,2,4,13 39 48 32244,4,-49,171
1148,,2,4,13 39 48 32260,3,-55,168
1149,,2,4,13 39 48 32277,4,-49,177
1150,,2,4,13 39 48 32294,1,-57,174
1151,,2,4,13 39 48 32327,4,-49,174
1152,,2,4,13 39 48 32344,3,-56,168
1153,,2,4,13 39 48 32361,4,-49,174
1154,,2,4,13 39 48 32378,1,-56,171
1155,,2,4,13 39 48 32411,1,-57,171
1156,,2,4,13 39 48 32429,4,-49,174
1157,,2,4,13 39 48 32445,2,-58,171
1158,,2,4,13 39 48 32478,4,-49,171
1159,,2,4,13 39 48 32495,1,-57,168
1160,,2,4,13 39 48 32511,3,-57,174
1161,,2,4,13 39 48 32528,2,-56,171
1162,,2,4,13 39 48 32562,2,-57,168
1163,,2,4,13 39 48 32578,4,-49,168
1164,,2,4,13 39 48 32594,4,-49,168
1165,,2,4,13 39 48 32611,2,-55,174
1166,,2,4,13 39 49 32628,3,-57,177
1167,,2,4,13 39 49 32662,3,-58,171
1168,,2,4,13 39 49 32679,4,-49,174
1169,,2,4,13 39 49 32695,2,-55,171
1170,,2,4,13 39 49 32745,4,-49,174
1171,,2,4,13 39 49 32762,2,-55,174
1172,,2,4,13 39 49 32795,2,-53,174
1173,,2,4,13 39 49 32812,2,-55,171
1174,,2,4,13 39 49 32829,4,-50,174
1175,,2,4,13 39 49 32846,4,-49,171
1176,,2,4,13 39 49 32861,2,-55,174
1327,,2,7,13 40 0 43879,3,-55,174
1328,,2,7,13 40 0 43895,3,-55,174
1329,,2,7,13 40 0 43945,2,-55,171
1330,,2,7,13 40 0 43962,3,-55,171
1331,,2,7,13 40 0 43995,4,-55,174
1332,,2,7,13 40 0 44012,3,-55,174
1333,,2,7,13 40 0 44029,2,-55,174
1334,,2,7,13 40 0 44045,4,-53,174
1335,,2,7,13 40 0 44063,3,-55,174
1336,,2,7,13 40 0 44079,4,-55,171
1337,,2,7,13 40 0 44096,3,-56,171
1338,,2,7,13 40 0 44112,2,-53,174
1339,,2,7,13 40 0 44144,2,-55,174
1340,,2,7,13 40 0 44162,3,-55,174
1341,,2,7,13 40 0 44212,4,-52,174
1342,,2,7,13 40 0 44246,2,-53,174
1343,,2,7,13 40 0 44263,3,-56,174
1344,,2,7,13 40 0 44312,3,-55,174
1345,,2,7,13 40 0 44329,2,-53,174
1346,,2,7,13 40 0 44345,4,-51,177
1347,,2,7,13 40 0 44378,2,-53,171
1348,,2,7,13 40 0 44395,4,-52,174
1349,,2,7,13 40 0 44429,4,-52,174
1350,,2,7,13 40 0 44446,3,-53,174
1351,,2,7,13 40 0 44479,4,-52,174
1352,,2,7,13 40 0 44495,3,-55,168
1353,,2,7,13 40 0 44529,3,-55,174
1354,,2,7,13 40 0 44546,2,-53,171
1355,,2,7,13 40 0 44579,3,-57,174
1356,,2,7,13 40 0 44595,2,-52,174
1357,,2,7,13 40 1 44645,4,-51,171
1358,,2,7,13 40 1 44662,4,-52,171
1359,,2,7,13 40 1 44678,3,-56,174
1360,,2,7,13 40 1 44695,4,-51,171
1361,,2,7,13 40 1 44712,4,-51,174
1362,,2,7,13 40 1 44745,3,-56,0
1363,,2,7,13 40 1 44779,4,-51,171
1364,,2,7,13 40 1 44795,3,-56,174
1365,,2,7,13 40 1 44811,3,-57,174
1366,,2,7,13 40 1 44829,4,-51,171
1367,,2,7,13 40 1 44862,4,-51,174
1368,,2,7,13 40 1 44879,3,-56,171
1369,,2,7,13 40 1 44929,3,-55,174
1370,,2,7,13 40 1 44962,4,-51,174
1371,,2,7,13 40 1 44995,4,-49,171
1372,,2,7,13 40 1 45012,3,-55,171
1373,,2,7,13 40 1 45028,4,-50,171
1374,,2,7,13 40 1 45044,4,-51,174
1375,,2,7,13 40 1 45062,3,-56,171
1376,,2,7,13 40 1 45096,3,-56,174
1377,,2,7,13 40 1 45112,4,-49,171
1378,,2,7,13 40 1 45129,4,-50,174
1379,,2,7,13 40 1 45145,3,-56,174
1380,,2,7,13 40 1 45179,4,-50,168
1381,,2,7,13 40 1 45195,3,-55,174
1382,,2,7,13 40 1 45229,3,-55,174
1383,,2,7,13 40 1 45246,4,-49,174
1384,,2,7,13 40 1 45262,3,-55,174
1385,,2,7,13 40 1 45279,4,-49,171
1386,,2,7,13 40 1 45312,4,-49,171
1387,,2,7,13 40 1 45329,1,-55,174
1388,,2,7,13 40 1 45362,4,-49,174
